,region,year,main_hist,main_raw,main_diff,clip_hist,clip_raw,clipped_diff
1449139,USA.14.608,2067,11.054727999999999,11.0922,0.03747200000000106,3.9428332000000004,3.9803057,0.0374724999999998
1449140,USA.14.608,2068,10.059778,11.480654,1.4208759999999998,2.9478842999999997,4.368759,1.4208747000000002
1449141,USA.14.608,2069,10.503514,11.105638,0.6021240000000017,3.3916202000000006,3.993743,0.6021227999999992
1449142,USA.14.608,2070,10.344852000000001,11.566086,1.221233999999999,3.2329586,4.454191000000001,1.2212324000000008
1449143,USA.14.608,2071,10.363091,11.478228,1.115136999999999,3.2511970000000003,4.366333,1.1151359999999997
1449144,USA.14.608,2072,11.139412,12.444175,1.3047629999999995,4.027518,5.3322806,1.3047626
1449145,USA.14.608,2073,10.20283,12.390835000000001,2.1880050000000004,3.0909362000000002,5.27894,2.1880038
1449146,USA.14.608,2074,10.118307000000001,11.590575999999999,1.4722689999999972,3.0064125,4.478682,1.4722695
1449147,USA.14.608,2075,9.786313999999999,11.213339999999999,1.4270259999999997,2.6744199,4.1014457,1.4270258
1449148,USA.14.608,2076,10.826078,11.132475,0.3063969999999987,3.7141845,4.020581,0.30639649999999996
1449149,USA.14.608,2077,11.011214,11.38397,0.372755999999999,3.8993201,4.272076599999999,0.37275649999999905
1449150,USA.14.608,2078,10.826078,11.737565,0.9114869999999993,3.7141845,4.625671,0.9114864999999996
1449151,USA.14.608,2079,9.786313999999999,12.824603,3.0382890000000007,2.6744199,5.712708999999999,3.038289099999999
1449152,USA.14.608,2080,10.118307000000001,11.968886999999999,1.8505799999999972,3.0064125,4.856993,1.8505805
1449153,USA.14.608,2081,10.20283,11.669677,1.4668469999999996,3.0909362000000002,4.557782,1.4668457999999993
1449154,USA.14.608,2082,11.139412,13.145366000000001,2.005954000000001,4.027518,6.033471,2.005953
1449155,USA.14.608,2083,10.363091,12.185699000000001,1.8226080000000007,3.2511970000000003,5.073805,1.8226079999999998
1449156,USA.14.608,2084,10.344852000000001,12.150944,1.8060919999999996,3.2329586,5.0390489999999994,1.8060903999999995
1449157,USA.14.608,2085,10.503514,13.028116,2.5246020000000016,3.3916202000000006,5.916222,2.5246017999999997
1449158,USA.14.608,2086,10.059778,11.703932,1.6441540000000003,2.9478842999999997,4.592038,1.6441537
1449159,USA.14.608,2087,11.054727999999999,11.884294,0.8295660000000016,3.9428332000000004,4.772399,0.8295657999999997
1449160,USA.14.608,2088,9.552402,12.645425999999999,3.093023999999998,2.4405072,5.5335317,3.0930245000000003
1449161,USA.14.608,2089,10.1780405,12.955442999999999,2.777402499999999,3.0661466,5.843548999999999,2.7774023999999993
1449162,USA.14.608,2090,11.002751,12.904666,1.9019150000000007,3.8908567,5.792771299999999,1.9019145999999991
1449163,USA.14.608,2091,11.801827000000001,12.206612,0.4047849999999986,4.689933,5.094717500000001,0.40478450000000077
1449164,USA.14.608,2092,11.77934,11.227844000000001,-0.5514959999999984,4.667445,4.11595,-0.5514950000000001
1449165,USA.14.608,2093,10.774067,11.5338545,0.7597874999999998,3.662173,4.421960400000001,0.7597874000000004
1449166,USA.14.608,2094,11.186911,9.585536,-1.6013750000000009,4.0750165,2.473642,-1.6013745000000004
1449167,USA.14.608,2095,11.101632,10.220101,-0.8815310000000007,3.9897377,3.1082075000000002,-0.8815301999999998
1449168,USA.14.608,2096,11.321707,10.347455,-0.9742519999999999,4.209812599999999,3.2355604,-0.9742521999999996
1449169,USA.14.608,2097,10.64558,13.28946,2.6438799999999993,3.533686,6.177565599999999,2.6438795999999996
1449170,USA.14.608,2098,10.622337,11.421725,0.7993880000000004,3.5104434,4.3098316,0.7993881999999997
1449171,USA.14.608,2099,11.157291,13.255275,2.0979839999999985,4.0453978,6.1433800000000005,2.0979822000000006
1449172,USA.14.608,2100,10.754649,12.235272,1.4806229999999996,3.6427547999999996,5.123378,1.4806232000000001
1449173,USA.14.608,1981,11.011214,11.011214,0.0,3.8993201,3.8993201,0.0
1449174,USA.14.608,1982,10.826078,10.826078,0.0,3.7141845,3.7141845,0.0
1449175,USA.14.608,1983,9.786313999999999,9.786313999999999,0.0,2.6744199,2.6744199,0.0
1449176,USA.14.608,1984,10.118307000000001,10.118307000000001,0.0,3.0064125,3.0064125,0.0
1449177,USA.14.608,1985,10.20283,10.20283,0.0,3.0909362000000002,3.0909362000000002,0.0
1449178,USA.14.608,1986,11.139412,11.139412,0.0,4.027518,4.027518,0.0
1449179,USA.14.608,1987,10.363091,10.363091,0.0,3.2511970000000003,3.2511970000000003,0.0
1449180,USA.14.608,1988,10.344852000000001,10.344852000000001,0.0,3.2329586,3.2329586,0.0
1449181,USA.14.608,1989,10.503514,10.503514,0.0,3.3916202000000006,3.3916202000000006,0.0
1449182,USA.14.608,1990,10.059778,10.059778,0.0,2.9478842999999997,2.9478842999999997,0.0
1449183,USA.14.608,1991,11.054727999999999,11.054727999999999,0.0,3.9428332000000004,3.9428332000000004,0.0
1449184,USA.14.608,1992,9.552402,9.552402,0.0,2.4405072,2.4405072,0.0
1449185,USA.14.608,1993,10.1780405,10.1780405,0.0,3.0661466,3.0661466,0.0
1449186,USA.14.608,1994,11.002751,11.002751,0.0,3.8908567,3.8908567,0.0
1449187,USA.14.608,1995,11.801827000000001,11.801827000000001,0.0,4.689933,4.689933,0.0
1449188,USA.14.608,1996,11.77934,11.77934,0.0,4.667445,4.667445,0.0
1449189,USA.14.608,1997,10.774067,10.774067,0.0,3.662173,3.662173,0.0
1449190,USA.14.608,1998,11.186911,11.186911,0.0,4.0750165,4.0750165,0.0
1449191,USA.14.608,1999,11.101632,11.101632,0.0,3.9897377,3.9897377,0.0
1449192,USA.14.608,2000,11.321707,11.321707,0.0,4.209812599999999,4.209812599999999,0.0
1449193,USA.14.608,2001,10.64558,10.64558,0.0,3.533686,3.533686,0.0
1449194,USA.14.608,2002,10.622337,10.622337,0.0,3.5104434,3.5104434,0.0
1449195,USA.14.608,2003,11.157291,11.157291,0.0,4.0453978,4.0453978,0.0
1449196,USA.14.608,2004,10.754649,10.754649,0.0,3.6427547999999996,3.6427547999999996,0.0
1449197,USA.14.608,2005,10.824367,10.824367,0.0,3.7124724000000002,3.7124724000000002,0.0
1449198,USA.14.608,2006,10.754649,10.956919000000001,0.2022700000000004,3.6427547999999996,3.8450242999999995,0.20226949999999988
1449199,USA.14.608,2007,11.157291,11.793952,0.6366610000000001,4.0453978,4.6820583,0.6366604999999996
1449200,USA.14.608,2008,10.622337,12.309785,1.6874479999999998,3.5104434,5.197891,1.6874476
1449201,USA.14.608,2009,10.64558,11.517301,0.8717209999999991,3.533686,4.405406500000001,0.8717205000000008
1449202,USA.14.608,2010,11.321707,10.886297,-0.4354099999999992,4.209812599999999,3.7744029,-0.43540969999999923
1449203,USA.14.608,2011,11.101632,11.181369,0.07973699999999972,3.9897377,4.069474700000001,0.07973700000000061
1449204,USA.14.608,2012,11.186911,12.261231,1.0743200000000002,4.0750165,5.149337,1.0743204999999998
1449205,USA.14.608,2013,10.774067,11.724477,0.9504099999999998,3.662173,4.612582700000001,0.9504097000000007
1449206,USA.14.608,2014,11.77934,11.425682,-0.35365799999999936,4.667445,4.313788,-0.3536570000000001
1449207,USA.14.608,2015,11.801827000000001,11.520904,-0.28092300000000137,4.689933,4.4090095,-0.2809235000000001
1449208,USA.14.608,2016,11.002751,12.085192999999999,1.0824419999999986,3.8908567,4.9732985,1.0824418000000002
1449209,USA.14.608,2017,10.1780405,11.631513,1.4534725000000002,3.0661466,4.5196185,1.4534718999999998
1449210,USA.14.608,2018,9.552402,10.973125999999999,1.420723999999998,2.4405072,3.8612325,1.4207253
1449211,USA.14.608,2019,11.054727999999999,11.614954,0.5602260000000001,3.9428332000000004,4.50306,0.5602267999999992
1449212,USA.14.608,2020,10.059778,11.899753,1.8399750000000008,2.9478842999999997,4.7878585,1.8399742
1449213,USA.14.608,2021,10.503514,11.693944,1.190430000000001,3.3916202000000006,4.58205,1.190429799999999
1449214,USA.14.608,2022,10.344852000000001,10.930275,0.5854229999999987,3.2329586,3.8183806000000002,0.5854220000000003
1449215,USA.14.608,2023,10.363091,10.828949,0.465857999999999,3.2511970000000003,3.717055,0.4658579999999999
1449216,USA.14.608,2024,11.139412,10.934457,-0.204955,4.027518,3.8225625,-0.20495549999999962
1449217,USA.14.608,2025,10.20283,11.696421,1.4935910000000003,3.0909362000000002,4.5845265,1.4935902999999997
1449218,USA.14.608,2026,10.118307000000001,11.1739645,1.0556574999999988,3.0064125,4.062069999999999,1.0556574999999992
1449219,USA.14.608,2027,9.786313999999999,11.848671000000001,2.062357000000002,2.6744199,4.736777,2.0623571
1449220,USA.14.608,2028,10.826078,11.135661,0.30958299999999994,3.7141845,4.0237665,0.3095819999999998
1449221,USA.14.608,2029,11.011214,10.724684,-0.28653000000000084,3.8993201,3.6127894,-0.28653070000000014
1449222,USA.14.608,2030,10.826078,12.310089999999999,1.484011999999998,3.7141845,5.198196,1.4840115000000003
1449223,USA.14.608,2031,9.786313999999999,12.006713000000001,2.2203990000000022,2.6744199,4.8948183,2.2203983999999997
1449224,USA.14.608,2032,10.118307000000001,11.858358,1.7400509999999993,3.0064125,4.746464,1.7400514999999994
1449225,USA.14.608,2033,10.20283,11.9492855,1.7464554999999997,3.0909362000000002,4.8373914000000005,1.7464552000000002
1449226,USA.14.608,2034,11.139412,11.192012,0.05259999999999998,4.027518,4.080117700000001,0.052599700000000915
1449227,USA.14.608,2035,10.363091,11.564461999999999,1.2013709999999982,3.2511970000000003,4.4525676,1.2013705999999997
1449228,USA.14.608,2036,10.344852000000001,12.007579,1.6627269999999985,3.2329586,4.895684200000001,1.6627256000000008
1449229,USA.14.608,2037,10.503514,11.375085,0.8715710000000012,3.3916202000000006,4.2631903,0.8715700999999991
1449230,USA.14.608,2038,10.059778,12.262737,2.202959,2.9478842999999997,5.150843599999999,2.2029592999999994
1449231,USA.14.608,2039,11.054727999999999,12.739499,1.6847710000000014,3.9428332000000004,5.6276044999999995,1.684771299999999
1449232,USA.14.608,2040,9.552402,11.963511,2.4111089999999997,2.4405072,4.851617299999999,2.4111100999999993
1449233,USA.14.608,2041,10.1780405,12.467029,2.2889885000000003,3.0661466,5.3551345,2.2889879
1449234,USA.14.608,2042,11.002751,11.498267,0.4955160000000003,3.8908567,4.386373000000001,0.4955163000000007
1449235,USA.14.608,2043,11.801827000000001,11.963849,0.16202199999999856,4.689933,4.851955,0.16202200000000033
1449236,USA.14.608,2044,11.77934,11.613703,-0.16563700000000026,4.667445,4.5018085999999995,-0.16563640000000035
1449237,USA.14.608,2045,10.774067,11.24705,0.47298299999999927,3.662173,4.135155999999999,0.47298299999999927
1449238,USA.14.608,2046,11.186911,11.956756,0.7698450000000001,4.0750165,4.8448614999999995,0.7698449999999992
1449239,USA.14.608,2047,11.101632,11.776416000000001,0.6747840000000007,3.9897377,4.664521700000001,0.6747840000000007
