temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_high_noag,se_high,lowerci_high,upperci_high
34.3,27,.19223495,13.207954,-25.694881,26.07935,-4.6120319,15.7022,-35.387779,26.163713
34.4,27,-.18234757,13.42931,-26.503311,26.138617,-5.116672,15.908845,-36.297436,26.064091
34.5,27,-.57233292,13.661258,-27.347906,26.203239,-5.6393356,16.125092,-37.243935,25.965263
34.6,27,-.97792351,13.904449,-28.230143,26.274294,-6.1802626,16.351749,-38.229103,25.868578
34.7,27,-1.3993196,14.159527,-29.151484,26.352844,-6.7396894,16.589632,-39.254772,25.775393
34.8,27,-1.8367472,14.427112,-30.113367,26.439873,-7.3178754,16.839533,-40.322754,25.687004
34.9,27,-2.2903929,14.707829,-31.117207,26.536421,-7.9150443,17.102276,-41.434891,25.604801
35,27,-2.760484,15.002272,-32.164394,26.643427,-8.5314569,17.378651,-42.592983,25.530071
35.1,27,-3.2472215,15.311032,-33.256294,26.76185,-9.1673508,17.669458,-43.798851,25.464151
35.2,27,-3.7508018,15.634682,-34.394215,26.892612,-9.822958,17.975491,-45.054272,25.408354
35.3,27,-4.2714548,15.973763,-35.579453,27.036545,-10.498544,18.297503,-46.360992,25.363903
35.4,27,-4.809361,16.328806,-36.813232,27.194511,-11.194324,18.636257,-47.720718,25.332069
35.5,27,-5.3647633,16.700315,-38.096779,27.367252,-11.910577,18.992477,-49.135147,25.313995
35.6,27,-5.937849,17.088772,-39.431229,27.555529,-12.647526,19.366871,-50.605896,25.310843
35.7,27,-6.5288129,17.494637,-40.817669,27.760044,-13.405399,19.76012,-52.134525,25.323727
35.8,27,-7.1378946,17.918343,-42.257202,27.981413,-14.184474,20.172876,-53.722584,25.353636
35.9,27,-7.7652712,18.360304,-43.750805,28.220264,-14.984962,20.605762,-55.371513,25.40159
36,27,-8.4111786,18.820908,-45.29948,28.477121,-15.807135,21.05937,-57.082741,25.468473
36.1,27,-9.0758133,19.30052,-46.904137,28.752512,-16.651224,21.534264,-58.857605,25.555159
36.2,27,-9.7593651,19.799486,-48.565643,29.046913,-17.517454,22.030973,-60.697369,25.662462
36.3,27,-10.462076,20.31813,-50.284878,29.360727,-18.406105,22.550001,-62.603294,25.791084
36.4,27,-11.184121,20.856754,-52.062607,29.694366,-19.317385,23.091812,-64.5765,25.941734
36.5,27,-11.925738,21.415648,-53.899635,30.048159,-20.251568,23.656847,-66.618134,26.115
36.6,27,-12.687121,21.995075,-55.796677,30.422434,-21.208883,24.245516,-68.729218,26.311455
36.7,27,-13.468464,22.595287,-57.754414,30.817486,-22.189558,24.8582,-70.910736,26.531618
36.8,27,-14.270006,23.216528,-59.773563,31.233551,-23.193872,25.49526,-73.163666,26.775919
36.9,27,-15.09192,23.859009,-61.854721,31.670879,-24.222029,26.157019,-75.488846,27.044783
37,27,-15.93445,24.522955,-63.998558,32.129658,-25.274311,26.84379,-77.887177,27.338552
37.1,27,-16.797579,25.208426,-66.205185,32.610027,-26.350702,27.555729,-80.35894,27.657536
37.2,27,-17.680454,25.914928,-68.472778,33.111874,-27.450201,28.292398,-82.902283,28.001879
37.3,27,-18.582075,26.641798,-70.799042,33.634892,-28.571638,29.053162,-85.514786,28.37151
37.4,27,-19.501362,27.388285,-73.181412,34.178688,-29.713753,29.837265,-88.193718,28.766212
37.5,27,-20.437313,28.153612,-75.617378,34.742752,-30.875368,30.643908,-90.936325,29.185589
37.6,27,-21.388872,28.936943,-78.10424,35.326496,-32.055248,31.472198,-93.739624,29.629129
37.7,27,-22.354973,29.737398,-80.639206,35.929256,-33.252148,32.321178,-96.600494,30.096197
37.8,27,-23.33462,30.55409,-83.219536,36.550301,-34.464897,33.189869,-99.515846,30.586052
37.9,27,-24.326727,31.386076,-85.842308,37.18885,-35.692238,34.077213,-102.48235,31.097876
38,27,-25.330297,32.232414,-88.504669,37.844074,-36.932987,34.982151,-105.49674,31.63077
38.1,27,-26.344273,33.092129,-91.203659,38.51511,-38.185913,35.903568,-108.55561,32.183784
38.2,27,-27.367588,33.964222,-93.936241,39.201065,-39.449772,36.840317,-111.65546,32.755917
38.3,27,-28.39925,34.847717,-96.699524,39.90102,-40.723396,37.791267,-114.79292,33.346127
38.4,27,-29.438177,35.741585,-99.490395,40.61404,-42.005527,38.755238,-117.96439,33.953339
38.5,27,-30.483362,36.644825,-102.3059,41.339172,-43.294979,39.731056,-121.16642,34.576458
38.6,27,-31.533751,37.556408,-105.14296,42.075455,-44.590523,40.717529,-124.39542,35.214375
38.7,27,-32.588276,38.475296,-107.99847,42.821918,-45.890907,41.713448,-127.64777,35.865948
38.8,27,-33.64595,39.40049,-110.86949,43.577595,-47.194973,42.71764,-130.92001,36.530064
38.9,27,-34.705677,40.330936,-113.75285,44.341503,-48.50145,43.728874,-134.20847,37.20557
39,27,-35.766468,41.265625,-116.64561,45.112675,-49.809162,44.745975,-137.50966,37.891338
39.1,27,-36.827435,42.203663,-119.54509,45.890224,-51.117081,45.767879,-140.82048,38.586315
39.2,27,-37.888371,43.144684,-122.45039,46.673653,-52.424973,46.794117,-144.13976,39.28981
39.3,27,-38.949333,44.088524,-125.36126,47.462589,-53.732891,47.824444,-147.46707,40.001293
39.4,27,-40.010277,45.034988,-128.27724,48.25668,-55.040787,48.858566,-150.80182,40.720245
39.5,27,-41.071243,45.983936,-131.1981,49.055614,-56.348705,49.896286,-154.14363,41.446217
39.6,27,-42.13221,46.935204,-134.12352,49.859093,-57.656628,50.937363,-157.49202,42.178764
39.7,27,-43.19315,47.88863,-137.05315,50.666843,-58.96452,51.981571,-160.84653,42.917488
39.8,27,-44.254112,48.844128,-139.98685,51.478622,-60.272434,53.02877,-164.20691,43.662045
39.9,27,-45.315056,49.801548,-142.9243,52.294189,-61.58033,54.078751,-167.57274,44.412071
40,27,-46.376022,50.760811,-145.86539,53.113342,-62.888252,55.131386,-170.94379,45.167278
40.1,27,-47.436989,51.721798,-148.80984,53.935875,-64.196175,56.186512,-174.31972,45.927364
40.2,27,-48.497932,52.684399,-151.75746,54.761593,-65.504066,57.243969,-177.7002,46.692051
40.3,27,-49.558891,53.648552,-154.70811,55.590336,-66.811981,58.303661,-181.08505,47.461098
40.4,27,-50.619831,54.614155,-157.66161,56.42194,-68.119873,59.365448,-184.47401,48.234264
40.5,27,-51.680798,55.581158,-160.61786,57.256268,-69.427795,60.429245,-187.86694,49.011345
40.6,27,-52.741768,56.549473,-163.57669,58.093166,-70.735718,61.494934,-191.26358,49.792133
40.7,27,-53.802708,57.51902,-166.53792,58.932499,-72.043617,62.562397,-194.66365,50.576427
40.8,27,-54.863674,58.489769,-169.50151,59.774166,-73.35154,63.63158,-198.06714,51.364067
40.9,27,-55.924603,59.461613,-172.46722,60.618023,-74.659409,64.702347,-201.47368,52.154861
41,27,-56.985577,60.43457,-175.43515,61.464005,-75.967346,65.774696,-204.88339,52.9487
41.1,27,-58.046543,61.408539,-178.40508,62.311981,-77.275261,66.848511,-208.29593,53.745403
41.2,27,-59.107487,62.383465,-181.37683,63.161861,-78.58316,67.923691,-211.71115,54.54483
41.3,27,-60.168453,63.359337,-184.35048,64.013565,-79.891083,69.000229,-215.12904,55.346882
41.4,27,-61.229378,64.336067,-187.32574,64.866997,-81.198959,70.077995,-218.54932,56.151394
41.5,27,-62.290356,65.313683,-190.30281,65.722107,-82.506889,71.157021,-221.97209,56.958313
41.6,27,-63.351322,66.292091,-193.28143,66.578796,-83.814812,72.237198,-225.39711,57.767494
41.7,27,-64.412262,67.271263,-196.26152,67.436996,-85.122704,73.318459,-228.82425,58.578831
41.8,27,-65.473221,68.25119,-199.24309,68.296646,-86.430618,74.400787,-232.25348,59.39225
41.9,27,-66.534157,69.231804,-202.226,69.157684,-87.738503,75.484116,-235.68465,60.207638
42,27,-67.595131,70.213127,-205.21033,70.020073,-89.046432,76.568443,-239.11783,61.024952
42.1,27,-68.656097,71.195099,-208.19592,70.883728,-90.354355,77.653694,-242.5528,61.844082
42.2,27,-69.717041,72.177673,-211.18268,71.748604,-91.662254,78.739815,-245.98944,62.664944
42.3,27,-70.778,73.160866,-214.17065,72.614655,-92.970161,79.826797,-249.42781,63.487488
42.4,27,-71.838936,74.144608,-217.1597,73.481827,-94.278046,80.914581,-252.86772,64.311623
42.5,27,-72.89991,75.128937,-220.14992,74.350105,-95.585983,82.003197,-256.3093,65.137329
42.6,27,-73.960876,76.113792,-223.14117,75.219414,-96.893898,83.092552,-259.75232,65.964508
42.7,27,-75.02182,77.099144,-226.13336,76.089722,-98.201797,84.182617,-263.19669,66.793098
42.8,27,-76.082779,78.084991,-229.12656,76.960999,-99.509705,85.273392,-266.64249,67.62307
42.9,27,-77.143715,79.071297,-232.12061,77.833191,-100.8176,86.364822,-270.08954,68.454346
43,27,-78.204689,80.058098,-235.11566,78.706291,-102.12553,87.456932,-273.53796,69.286911
43.1,27,-79.265663,81.045326,-238.11159,79.580261,-103.43346,88.549667,-276.98761,70.120705
43.2,27,-80.326622,82.032974,-241.10831,80.455055,-104.74137,89.64299,-280.43842,70.955658
43.3,27,-81.387527,83.020988,-244.10567,81.330612,-106.04922,90.736839,-283.89017,71.791718
43.4,27,-82.448486,84.009438,-247.10396,82.206978,-107.35714,91.831299,-287.34317,72.628906
43.5,27,-83.509468,84.998276,-250.10303,83.084099,-108.66507,92.926315,-290.7973,73.467155
43.6,27,-84.570442,85.98748,-253.10281,83.961929,-109.973,94.021843,-294.25244,74.306427
43.7,27,-85.631401,86.977036,-256.10327,84.840462,-111.28091,95.117867,-297.7085,75.146667
43.8,27,-86.692307,87.966881,-259.10422,85.719612,-112.58877,96.214317,-301.16537,75.987823
43.9,27,-87.753265,88.957108,-262.10599,86.599464,-113.89668,97.311287,-304.62332,76.829941
44,27,-88.81424,89.947662,-265.10843,87.479942,-115.20461,98.40873,-308.08218,77.672943
44.1,27,-89.875221,90.93853,-268.11148,88.361031,-116.51255,99.506599,-311.5419,78.516808
44.2,27,-90.93618,91.929688,-271.11505,89.242699,-117.82047,100.60489,-315.00241,79.361496
44.3,27,-91.997078,92.921082,-274.11905,90.124893,-119.1283,101.70352,-318.46356,80.20694
44.4,27,-93.058044,93.912811,-277.12378,91.00769,-120.43623,102.80263,-321.92566,81.053207
44.5,27,-94.119019,94.904823,-280.12906,91.891014,-121.74416,103.90211,-325.38855,81.900238
44.6,27,-95.179993,95.897095,-283.13486,92.774864,-123.05209,105.00198,-328.85217,82.747993
44.7,27,-96.240952,96.889618,-286.14111,93.659203,-124.36001,106.10218,-332.31647,83.596443
44.8,27,-97.301857,97.882324,-289.14771,94.543983,-125.66785,107.20267,-335.78125,84.445534
44.9,27,-98.362823,98.875343,-292.15494,95.429283,-126.97578,108.30358,-339.24689,85.295341
45,27,-99.423798,99.868591,-295.16263,96.315048,-128.28371,109.40482,-342.7132,86.14579
45.1,27,-100.48476,100.86205,-298.17075,97.201241,-129.59161,110.50636,-346.18008,86.996857
45.2,27,-101.54574,101.85577,-301.17938,98.087883,-130.89957,111.60823,-349.64767,87.848549
45.3,27,-102.60663,102.8496,-304.18814,98.974884,-132.2074,112.71031,-353.11554,88.70076
45.4,27,-103.66763,103.84373,-307.1976,99.862358,-133.51535,113.81279,-356.58432,89.553612
45.5,27,-104.72858,104.83804,-310.20734,100.75019,-134.82326,114.9155,-360.0535,90.40699
45.6,27,-105.78954,105.83253,-313.2175,101.63842,-136.13116,116.01849,-363.52322,91.26091
45.7,27,-106.85052,106.82725,-316.22809,102.52704,-137.4391,117.12179,-366.99359,92.115379
45.8,27,-107.91141,107.82207,-319.23877,103.41595,-138.74695,118.22524,-370.46417,92.970284
45.9,27,-108.9724,108.81715,-322.25009,104.30529,-140.05489,119.32905,-373.93552,93.825752
46,27,-110.03336,109.81238,-325.26166,105.19495,-141.36279,120.43307,-377.40729,94.681679
46.1,27,-111.09431,110.80778,-328.27356,106.08494,-142.67072,121.53733,-380.87949,95.538078
46.2,27,-112.1553,111.80337,-331.28586,106.97528,-143.97865,122.64185,-384.35226,96.394951
46.3,27,-113.21619,112.79903,-334.29825,107.86586,-145.28648,123.7465,-387.82516,97.252197
46.4,27,-114.27717,113.79494,-337.31116,108.75682,-146.59444,124.85146,-391.2988,98.10994
46.5,27,-115.33813,114.79099,-340.32431,109.64806,-147.90234,125.95662,-394.77277,98.968086
46.6,27,-116.39907,115.78716,-343.33774,110.53958,-149.21024,127.06196,-398.2471,99.82663
46.7,27,-117.46008,116.78352,-346.35159,111.43143,-150.5182,128.16757,-401.72202,100.68562
46.8,27,-118.52097,117.77994,-349.36542,112.32348,-151.82603,129.27327,-405.19696,101.54491
46.9,27,-119.58195,118.77658,-352.37976,113.21587,-153.13397,130.37924,-408.67261,102.40466
47,27,-120.64291,119.77332,-355.39432,114.10849,-154.44189,131.4854,-412.14853,103.26474
