temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_high_gdp,se_high,lowerci_high,upperci_high
32,27,-.1177421,1.2585948,-2.5845425,2.3490584,-1.3346626,1.3265133,-3.9345808,1.2652556
32.099998,27,-.13598362,1.2794987,-2.643755,2.3717878,-1.3291092,1.3450229,-3.9653056,1.3070873
32.200001,27,-.15516965,1.300411,-2.7039282,2.393589,-1.3216398,1.3632061,-3.9934747,1.3501951
32.299999,27,-.17531721,1.3213586,-2.7651324,2.4144979,-1.3122176,1.3810725,-4.0190701,1.394635
32.400002,27,-.19644639,1.3423733,-2.8274496,2.4345567,-1.300804,1.3986361,-4.0420804,1.4404722
32.5,27,-.218574,1.3634857,-2.8909569,2.4538088,-1.2873628,1.4159094,-4.0624943,1.4877685
32.599998,27,-.24171941,1.3847306,-2.9557416,2.4723027,-1.2718556,1.4329087,-4.0803051,1.5365937
32.700001,27,-.26590204,1.406145,-3.0218954,2.4900913,-1.2542443,1.4496517,-4.0955095,1.5870209
32.799999,27,-.29113853,1.4277648,-3.0895061,2.5072291,-1.2344928,1.4661562,-4.1081061,1.6391207
32.900002,27,-.3174493,1.4496317,-3.1586752,2.5237765,-1.2125618,1.482444,-4.1180987,1.692975
33,27,-.34485093,1.4717853,-3.2294972,2.5397954,-1.1884155,1.4985363,-4.1254926,1.7486618
33.099998,27,-.37336287,1.4942702,-3.3020785,2.5553529,-1.1620156,1.5144582,-4.1302991,1.8062677
33.200001,27,-.40300468,1.5171322,-3.3765292,2.5705199,-1.1333234,1.5302364,-4.1325316,1.8658847
33.299999,27,-.43379277,1.5404167,-3.4529541,2.5853686,-1.1023035,1.545898,-4.1322079,1.9276009
33.400002,27,-.46574792,1.5641741,-3.5314727,2.5999768,-1.0689158,1.5614747,-4.1293502,1.9915184
33.5,27,-.49888614,1.5884526,-3.612196,2.6144238,-1.0331256,1.5769979,-4.1239848,2.0577335
33.599998,27,-.53322715,1.6133049,-3.6952465,2.6287923,-.99489403,1.5925027,-4.1161418,2.126354
33.700001,27,-.56879091,1.638785,-3.7807505,2.6431687,-.95418173,1.6080267,-4.1058564,2.1974928
33.799999,27,-.60559326,1.6649454,-3.8688262,2.6576397,-.91095418,1.623608,-4.0931673,2.2712591
33.900002,27,-.64365524,1.6918434,-3.9596074,2.672297,-.86517107,1.639289,-4.0781183,2.3477764
34,27,-.68299276,1.7195337,-4.0532169,2.6872313,-.81679779,1.6551123,-4.0607581,2.4271626
34.099998,27,-.72362554,1.7480743,-4.1497884,2.7025373,-.76579529,1.6711245,-4.0411391,2.5095484
34.200001,27,-.7655738,1.7775247,-4.2494583,2.7183106,-.71212399,1.6873745,-4.0193172,2.5950692
34.299999,27,-.80885291,1.8079412,-4.3523526,2.7346466,-.65575016,1.7039115,-3.9953554,2.6838551
34.400002,27,-.85348457,1.8393849,-4.4586129,2.7516437,-.59663218,1.7207897,-3.9693179,2.7760537
34.5,27,-.89948398,1.8719128,-4.5683656,2.7693977,-.53473687,1.7380625,-3.9412768,2.871803
34.599998,27,-.94687116,1.9055852,-4.6817493,2.7880073,-.4700245,1.7557877,-3.9113052,2.971256
34.700001,27,-.99566656,1.9404626,-4.7989035,2.80757,-.40245509,1.7740248,-3.8794799,3.0745697
34.799999,27,-1.0458852,1.976601,-4.9199519,2.8281815,-.33199561,1.7928334,-3.8458846,3.1818933
34.900002,27,-1.0975491,2.0140617,-5.0450373,2.8499393,-.25860399,1.8122774,-3.8106027,3.2933946
35,27,-1.150673,2.0528994,-5.1742821,2.872936,-.18224758,1.8324196,-3.7737241,3.409229
35.099998,27,-1.2052772,2.0931726,-5.3078203,2.8972659,-.10288654,1.8533264,-3.7353396,3.5295665
35.200001,27,-1.2613826,2.134939,-5.4457865,2.9230211,-.020479504,1.8750653,-3.69554,3.6545811
35.299999,27,-1.3190032,2.1782506,-5.5882959,2.9502892,.065004274,1.8977027,-3.6544247,3.7844331
35.400002,27,-1.3781619,2.2231641,-5.7354832,2.9791596,.15360856,1.9213089,-3.6120877,3.9193048
35.5,27,-1.4388729,2.2697294,-5.8874607,3.0097148,.24536525,1.9459515,-3.5686295,4.05936
35.599998,27,-1.5011569,2.3179991,-6.0443516,3.042038,.34031436,1.9717009,-3.5241485,4.2047772
35.700001,27,-1.5650347,2.3680253,-6.2062793,3.0762098,.43849748,1.998628,-3.4787414,4.3557363
35.799999,27,-1.6305201,2.419853,-6.3733444,3.1123044,.53994495,2.0268004,-3.4325106,4.5124006
35.900002,27,-1.6976364,2.4735324,-6.545671,3.1503983,.6447013,2.0562892,-3.3855515,4.6749539
36,27,-1.7663971,2.5291057,-6.7233534,3.1905589,.75279689,2.0871608,-3.3379631,4.8435569
36.099998,27,-1.8368236,2.5866187,-6.9065032,3.2328558,.86427325,2.1194839,-3.2898388,5.0183854
36.200001,27,-1.9089364,2.6461158,-7.0952282,3.2773552,.97917163,2.1533263,-3.2412701,5.1996136
36.299999,27,-1.982749,2.7076337,-7.2896132,3.3241153,1.0975212,2.1887503,-3.1923504,5.387393
36.400002,27,-2.0582855,2.7712162,-7.4897695,3.3731985,1.2193688,2.2258222,-3.1431627,5.5819001
36.5,27,-2.1355586,2.8368967,-7.6957741,3.4246566,1.3447425,2.2646012,-3.0937941,5.7832794
36.599998,27,-2.2145898,2.9047139,-7.9077244,3.4785447,1.4736845,2.3051481,-3.0443227,5.9916921
36.700001,27,-2.2954006,2.9747055,-8.1257162,3.5349147,1.6062374,2.3475225,-2.9948223,6.2072973
36.799999,27,-2.3780031,3.0468996,-8.3498163,3.5938106,1.7424287,2.3917768,-2.9453678,6.4302254
36.900002,27,-2.4624226,3.1213348,-8.5801258,3.6552811,1.8823063,2.4379675,-2.8960221,6.660635
37,27,-2.5486708,3.198036,-8.8167057,3.7193644,2.0258973,2.4861419,-2.8468513,6.8986459
37.099998,27,-2.6367509,3.2770221,-9.0595961,3.7860944,2.1732068,2.5363426,-2.7979333,7.1443472
37.200001,27,-2.7265928,3.3582532,-9.3086481,3.8554626,2.3240905,2.5885763,-2.7494259,7.3976068
37.299999,27,-2.8180964,3.4416587,-9.5636234,3.9274306,2.478349,2.6428256,-2.701494,7.6581917
37.400002,27,-2.9111762,3.5271745,-9.8243113,4.0019584,2.6358054,2.6990697,-2.654274,7.9258847
37.5,27,-3.0057335,3.6147177,-10.09045,4.0789833,2.7962615,2.7572708,-2.6078899,8.2004128
37.599998,27,-3.1016781,3.7042103,-10.361797,4.1584406,2.9595344,2.8173869,-2.5624425,8.4815111
37.700001,27,-3.1989222,3.7955689,-10.638101,4.2402563,3.1254427,2.8793685,-2.5180159,8.7689018
37.799999,27,-3.2973652,3.888696,-10.919069,4.3243389,3.293786,2.943151,-2.474684,9.0622559
37.900002,27,-3.3969226,3.983505,-11.204449,4.410604,3.4643905,3.008673,-2.4325001,9.3612814
38,27,-3.4974937,4.0798907,-11.493933,4.4989452,3.637054,3.0758557,-2.3915124,9.6656199
38.099998,27,-3.5989904,4.1777568,-11.787244,4.5892625,3.8115957,3.1446235,-2.3517535,9.9749441
38.200001,27,-3.7013235,4.2770042,-12.084098,4.6814508,3.9878337,3.2148957,-2.3132463,10.288914
38.299999,27,-3.8043928,4.3775206,-12.384175,4.7753901,4.1655674,3.2865796,-2.2760103,10.607145
38.400002,27,-3.908114,4.479208,-12.687201,4.8709726,4.3446231,3.3595898,-2.240052,10.929298
38.5,27,-4.0123863,4.5819502,-12.992844,4.9680715,4.5247984,3.4338264,-2.2053778,11.254975
38.599998,27,-4.1171212,4.6856427,-13.300812,5.0665703,4.7059131,3.5091963,-2.1719851,11.583811
38.700001,27,-4.22223,4.7901793,-13.610808,5.1663489,4.8877854,3.585603,-2.1398671,11.915439
38.799999,27,-4.3276129,4.8954415,-13.922503,5.2672768,5.0702152,3.6629412,-2.1090174,12.249448
38.900002,27,-4.4331841,5.0013256,-14.235602,5.3692346,5.2530265,3.7411144,-2.079423,12.585476
39,27,-4.5388441,5.1077132,-14.549778,5.4720898,5.4360194,3.8200147,-2.0510719,12.923111
39.099998,27,-4.6445203,5.21451,-14.864772,5.5757318,5.6190434,3.8995526,-2.0239391,13.262026
39.200001,27,-4.7501998,5.321682,-15.180505,5.6801052,5.8020744,3.9796827,-1.9979603,13.60211
39.299999,27,-4.855875,5.4291987,-15.496909,5.7851591,5.9850984,4.0603642,-1.9730692,13.943266
39.400002,27,-4.961555,5.5370488,-15.813972,5.890862,6.1681294,4.1415706,-1.9492002,14.285459
39.5,27,-5.0672302,5.645205,-16.131628,5.9971681,6.3511529,4.2232656,-1.9262961,14.628601
39.599998,27,-5.1729059,5.7536535,-16.44986,6.1040478,6.5341768,4.3054252,-1.904301,14.972655
39.700001,27,-5.2785854,5.8623824,-16.768644,6.211473,6.7172079,4.3880253,-1.8831633,15.317579
39.799999,27,-5.3842611,5.9713683,-17.087927,6.3194056,6.9002314,4.4710355,-1.8628371,15.663301
39.900002,27,-5.4899406,6.0806055,-17.407709,6.4278274,7.0832624,4.55444,-1.8432763,16.009802
40,27,-5.5956159,6.1900725,-17.727936,6.5367036,7.2662864,4.6382113,-1.8244411,16.357014
40.099998,27,-5.701292,6.2997622,-18.048599,6.6460147,7.4493103,4.722333,-1.8062921,16.704912
40.200001,27,-5.8069711,6.4096656,-18.369684,6.7557425,7.6323409,4.8067894,-1.788793,17.053474
40.299999,27,-5.9126468,6.5197654,-18.691153,6.8658581,7.8153648,4.8915572,-1.7719108,17.402641
40.400002,27,-6.0183263,6.6300583,-19.013002,6.9763494,7.9983954,4.9766264,-1.7556133,17.752403
40.5,27,-6.124002,6.7405286,-19.335196,7.0871911,8.1814194,5.0619764,-1.7398719,18.102711
40.599998,27,-6.2296777,6.8511705,-19.657724,7.1983695,8.3644438,5.1475959,-1.7246584,18.453547
40.700001,27,-6.3353572,6.9619799,-19.980587,7.3098726,8.5474739,5.2334743,-1.7099465,18.804895
40.799999,27,-6.4410319,7.0729403,-20.30374,7.4216766,8.7304974,5.3195925,-1.6957132,19.156708
40.900002,27,-6.5467119,7.1840553,-20.627201,7.5337772,8.9135284,5.4059477,-1.6819336,19.508991
41,27,-6.6523876,7.2953072,-20.950928,7.6461515,9.0965528,5.4925199,-1.6685882,19.861694
41.099998,27,-6.7580628,7.4066939,-21.274916,7.758791,9.2795753,5.5793028,-1.6556563,20.214808
41.200001,27,-6.8637428,7.5182157,-21.599174,7.8716893,9.4626074,5.6662908,-1.6431179,20.568333
41.299999,27,-6.969418,7.6298561,-21.92366,7.9848251,9.6456308,5.7534666,-1.6309568,20.922218
41.400002,27,-7.075098,7.7416201,-22.248394,8.0981989,9.8286619,5.8408298,-1.6191542,21.276478
41.5,27,-7.1807737,7.8534932,-22.573338,8.2117901,10.011686,5.9283652,-1.6076959,21.631069
41.599998,27,-7.2864485,7.9654737,-22.898491,8.325593,10.194709,6.0160675,-1.5965666,21.985985
41.700001,27,-7.3921289,8.0775642,-23.223864,8.4396057,10.377741,6.1039348,-1.5857508,22.341232
41.799999,27,-7.4978037,8.1897488,-23.549416,8.5538082,10.560764,6.1919508,-1.575237,22.696764
41.900002,27,-7.6034837,8.3020344,-23.875172,8.6682053,10.743795,6.2801189,-1.5650109,23.052603
42,27,-7.7091594,8.4144077,-24.201096,8.7827768,10.92682,6.3684239,-1.5550616,23.408701
42.099998,27,-7.8148346,8.5268688,-24.527189,8.897521,11.109842,6.4568639,-1.5453779,23.765062
42.200001,27,-7.9205146,8.6394196,-24.853466,9.0124369,11.292874,6.5454378,-1.5359476,24.121696
42.299999,27,-8.0261898,8.7520466,-25.179886,9.1275072,11.475897,6.6341319,-1.5267622,24.478558
42.400002,27,-8.1318693,8.8647575,-25.506475,9.2427368,11.658929,6.72295,-1.5178108,24.835669
42.5,27,-8.237545,8.97754,-25.8332,9.3581095,11.841953,6.8118796,-1.5090851,25.192991
42.599998,27,-8.3432207,9.090394,-26.160065,9.4736242,12.024976,6.900919,-1.5005763,25.550528
42.700001,27,-8.4489002,9.2033234,-26.487083,9.589282,12.208008,6.9900689,-1.492275,25.908291
42.799999,27,-8.5545759,9.3163147,-26.814217,9.7050657,12.39103,7.0793166,-1.484175,26.266237
42.900002,27,-8.6602554,9.4293766,-27.141495,9.8209829,12.574062,7.1686673,-1.4762673,26.624392
43,27,-8.7659311,9.5424967,-27.468882,9.9370193,12.757087,7.2581091,-1.4685459,26.982719
43.099998,27,-8.8716059,9.6556768,-27.796385,10.053172,12.940109,7.3476419,-1.4610038,27.341223
43.200001,27,-8.9772863,9.7689209,-28.12402,10.169446,13.123141,7.4372668,-1.4536337,27.699917
43.299999,27,-9.0829611,9.8822155,-28.451748,10.285825,13.306164,7.5269723,-1.4464306,28.05876
43.400002,27,-9.1886415,9.9955702,-28.779598,10.402316,13.489196,7.6167641,-1.4393874,28.41778
43.5,27,-9.2943172,10.108973,-29.10754,10.518906,13.67222,7.7066312,-1.4324996,28.776939
43.599998,27,-9.399992,10.222425,-29.435579,10.635594,13.855243,7.7965741,-1.4257617,29.136248
43.700001,27,-9.5056725,10.335934,-29.763729,10.752385,14.038275,7.8865952,-1.4191676,29.495718
43.799999,27,-9.6113472,10.449483,-30.091959,10.869264,14.221297,7.9766831,-1.4127136,29.855309
43.900002,27,-9.7170277,10.563085,-30.420294,10.986238,14.404329,8.066844,-1.4063941,30.215054
44,27,-9.8227034,10.676726,-30.748701,11.103295,14.587354,8.1570673,-1.4002053,30.574913
44.099998,27,-9.9283781,10.79041,-31.077192,11.220437,14.770376,8.2473555,-1.3941427,30.934896
44.200001,27,-10.034059,10.904141,-31.405783,11.337666,14.953408,8.3377094,-1.3882018,31.295019
44.299999,27,-10.139733,11.017907,-31.734434,11.454968,15.136431,8.4281197,-1.3823795,31.655241
44.400002,27,-10.245413,11.131719,-32.063179,11.572354,15.319463,8.5185919,-1.3766712,32.015598
44.5,27,-10.351089,11.245563,-32.391987,11.68981,15.502487,8.6091175,-1.3710737,32.376049
44.599998,27,-10.456764,11.359444,-32.720863,11.807337,15.68551,8.6996975,-1.3655839,32.736603
44.700001,27,-10.562444,11.473366,-33.049828,11.92494,15.868542,8.7903347,-1.3601975,33.097282
44.799999,27,-10.668119,11.587317,-33.378845,12.042605,16.051565,8.8810186,-1.3549124,33.458042
44.900002,27,-10.773799,11.701308,-33.707943,12.160343,16.234596,8.9717569,-1.3497247,33.818916
45,27,-10.879475,11.815327,-34.03709,12.278141,16.41762,9.0625401,-1.3446319,34.179874
45.099998,27,-10.985149,11.929377,-34.366299,12.396,16.600643,9.1533699,-1.3396313,34.540916
45.200001,27,-11.09083,12.043464,-34.695583,12.513925,16.783676,9.2442493,-1.3347197,34.902069
45.299999,27,-11.196505,12.157575,-35.024914,12.631904,16.966698,9.3351679,-1.329895,35.26329
45.400002,27,-11.302185,12.271721,-35.354317,12.749946,17.149731,9.4261341,-1.3251542,35.624615
45.5,27,-11.407861,12.38589,-35.683762,12.868038,17.332754,9.5171385,-1.3204952,35.986004
45.599998,27,-11.513535,12.500087,-36.013256,12.986184,17.515778,9.6081829,-1.3159159,36.347469
45.700001,27,-11.619216,12.614316,-36.342819,13.104389,17.698809,9.6992712,-1.3114134,36.70903
45.799999,27,-11.724891,12.728566,-36.672421,13.22264,17.881832,9.7903929,-1.3069865,37.070648
45.900002,27,-11.830571,12.842847,-37.002087,13.340945,18.064863,9.8815565,-1.3026319,37.432358
46,27,-11.936247,12.957148,-37.331787,13.459295,18.247887,9.9727526,-1.2983485,37.794125
46.099998,27,-12.041923,13.071472,-37.661537,13.577693,18.430912,10.063984,-1.2941343,38.155956
46.200001,27,-12.147601,13.185824,-37.991341,13.696139,18.613941,10.155252,-1.2899873,38.517868
46.299999,27,-12.253277,13.300196,-38.321182,13.814628,18.796965,10.246551,-1.2859055,38.879837
46.400002,27,-12.358956,13.414595,-38.651077,13.933166,18.979998,10.337886,-1.2818872,39.241882
46.5,27,-12.464632,13.52901,-38.981007,14.05174,19.163021,10.429249,-1.2779311,39.603973
46.599998,27,-12.570308,13.643447,-39.310974,14.170357,19.346045,10.520642,-1.2740352,39.966125
46.700001,27,-12.675986,13.757908,-39.640991,14.289018,19.529074,10.612069,-1.2701985,40.328346
46.799999,27,-12.781663,13.872386,-39.971039,14.407714,19.712099,10.703522,-1.2664187,40.690617
46.900002,27,-12.887342,13.986888,-40.30114,14.526454,19.89513,10.795007,-1.2626946,41.052956
47,27,-12.993018,14.101405,-40.631264,14.645227,20.078154,10.886517,-1.2590252,41.415333
