temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_high_ag,se_high,lowerci_high,upperci_high
35,27,-3.6640022,12.75609,-28.66548,21.337475,3.5217919,119.85178,-231.38339,238.42697
35.1,27,-4.1193614,12.996829,-29.592678,21.353956,5.6064844,120.58554,-230.73683,241.9498
35.2,27,-4.5899744,13.249664,-30.55884,21.378891,7.7671738,121.31778,-230.01131,245.54565
35.3,27,-5.0760484,13.515101,-31.565161,21.413065,10.004908,122.05052,-229.20972,249.21953
35.4,27,-5.5777483,13.793644,-32.612793,21.457296,12.320491,122.7862,-228.33604,252.97702
35.5,27,-6.095293,14.085766,-33.702888,21.5123,14.715029,123.52706,-227.39357,256.82361
35.6,27,-6.6288528,14.391928,-34.836514,21.578808,17.189363,124.27571,-226.38657,260.76529
35.7,27,-7.1786036,14.71257,-36.014709,21.657503,19.744366,125.03488,-225.3195,264.80823
35.8,27,-7.7447624,15.048108,-37.238514,21.748989,22.38113,125.80717,-224.1964,268.95865
35.9,27,-8.3274908,15.398941,-38.508862,21.85388,25.100443,126.59563,-223.02243,273.22333
36,27,-8.927,15.765443,-39.826698,21.9727,27.903379,127.40311,-221.80212,277.60889
36.1,27,-9.5434704,16.147966,-41.192905,22.105965,30.790823,128.2328,-220.54085,282.1225
36.2,27,-10.177073,16.546846,-42.608295,22.254152,33.763622,129.08803,-219.24426,286.77151
36.3,27,-10.828026,16.962399,-44.073715,22.417664,36.822884,129.97198,-217.91751,291.56329
36.4,27,-11.49649,17.394909,-45.589886,22.596907,39.969383,130.88824,-216.56686,296.50562
36.5,27,-12.182678,17.844658,-47.157566,22.79221,43.204205,131.84024,-215.19792,301.60632
36.6,27,-12.886767,18.311901,-48.777435,23.003899,46.528221,132.83167,-213.81705,306.8735
36.7,27,-13.608932,18.796875,-50.45013,23.232265,49.942295,133.8663,-212.43083,312.31543
36.8,27,-14.349392,19.29981,-52.176323,23.477541,53.447525,134.94781,-211.04533,317.9404
36.9,27,-15.108301,19.820908,-53.956566,23.739965,57.044678,136.0802,-209.66762,323.75699
37,27,-15.88588,20.360374,-55.791481,24.01972,60.734859,137.26724,-208.304,329.77371
37.1,27,-16.682116,20.918283,-57.681198,24.316967,64.518005,138.51299,-206.96248,335.99847
37.2,27,-17.496231,21.494253,-59.624195,24.631731,68.390236,139.82146,-205.6548,342.43527
37.3,27,-18.327326,22.087759,-61.618538,24.963884,72.347061,141.19614,-204.39226,349.0864
37.4,27,-19.174421,22.698191,-63.66206,25.313217,76.383606,142.64021,-203.18608,355.95328
37.5,27,-20.036606,23.324921,-65.752609,25.679398,80.495354,144.15623,-202.04568,363.03641
37.6,27,-20.912926,23.967253,-67.887878,26.062027,84.677521,145.74638,-200.98015,370.33521
37.7,27,-21.802416,24.624456,-70.06546,26.46063,88.925308,147.41231,-199.99751,377.84814
37.8,27,-22.704172,25.29579,-72.283005,26.874662,93.234215,149.15506,-199.10431,385.57275
37.9,27,-23.617216,25.980453,-74.537971,27.303537,97.599365,150.9753,-198.30679,393.50552
38,27,-24.54064,26.67766,-76.827896,27.746611,102.01624,152.87311,-197.60956,401.64203
38.1,27,-25.473488,27.386578,-79.150192,28.203217,106.48006,154.84816,-197.01677,409.9769
38.2,27,-26.414793,28.106356,-81.502243,28.672653,110.98602,156.89969,-196.53172,418.50375
38.3,27,-27.363657,28.836166,-83.881508,29.15419,115.52965,159.02637,-196.15631,427.21561
38.4,27,-28.319101,29.57513,-86.285294,29.647089,120.10606,161.22661,-195.89229,436.1044
38.5,27,-29.280214,30.322393,-88.711014,30.150585,124.71072,163.49829,-195.74005,445.16147
38.6,27,-30.246038,31.077078,-91.155991,30.663914,129.33885,165.83904,-195.69968,454.37738
38.7,27,-31.215611,31.838293,-93.617516,31.186296,133.98564,168.24608,-195.77061,463.74191
38.8,27,-32.18803,32.605186,-96.093018,31.716957,138.64665,170.71637,-195.95128,473.2446
38.9,27,-33.162315,33.37685,-98.579735,32.255108,143.31693,173.24658,-196.24013,482.87399
39,27,-34.137558,34.152428,-101.07509,32.799973,147.99199,175.8331,-196.63455,492.61853
39.1,27,-35.112961,34.931149,-103.57676,33.350834,152.66786,178.47243,-197.13165,502.46738
39.2,27,-36.088341,35.712685,-106.08392,33.907234,157.3436,181.16199,-197.72739,512.41455
39.3,27,-37.063744,36.49688,-108.59631,34.468826,162.01945,183.89961,-198.41716,522.45605
39.4,27,-38.039124,37.283543,-111.11353,35.035278,166.69521,186.68315,-199.19705,532.58746
39.5,27,-39.01453,38.072548,-113.63535,35.606297,171.37108,189.51062,-200.06291,542.80505
39.6,27,-39.989933,38.863739,-116.16146,36.181595,176.04694,192.38005,-201.01103,553.10492
39.7,27,-40.965313,39.656967,-118.69154,36.760914,180.72267,195.2896,-202.03789,563.48328
39.8,27,-41.940712,40.452141,-121.22546,37.344028,185.39853,198.2375,-203.13983,573.93689
39.9,27,-42.916096,41.249126,-123.7629,37.93071,190.07428,201.22206,-204.31372,584.46228
40,27,-43.891502,42.047844,-126.30376,38.52076,194.75015,204.24171,-205.55624,595.05658
40.1,27,-44.866905,42.848183,-128.84781,39.113991,199.42603,207.29489,-206.8645,605.71655
40.2,27,-45.842289,43.650043,-131.39481,39.710224,204.10178,210.38011,-208.23567,616.43921
40.3,27,-46.817684,44.453358,-133.94467,40.309296,208.7776,213.49603,-209.66692,627.22211
40.4,27,-47.793068,45.258041,-136.49719,40.91106,213.45337,216.64128,-211.15575,638.0625
40.5,27,-48.768475,46.064034,-139.05232,41.515377,218.12923,219.81467,-212.6996,648.95807
40.6,27,-49.743877,46.871262,-141.60986,42.122108,222.8051,223.01494,-214.29616,659.90637
40.7,27,-50.719261,47.679649,-144.16965,42.731133,227.48085,226.24095,-215.94325,670.90497
40.8,27,-51.694664,48.489159,-146.73167,43.342342,232.15672,229.49165,-217.63864,681.95209
40.9,27,-52.670033,49.299706,-149.29567,43.955612,236.8324,232.76591,-219.3804,693.04523
41,27,-53.645443,50.111286,-151.86176,44.570869,241.50832,236.06293,-221.16652,704.18311
41.1,27,-54.62085,50.92382,-154.4297,45.188004,246.18417,239.38162,-222.99519,715.36353
41.2,27,-55.596233,51.737251,-156.99939,45.806919,250.85994,242.72112,-224.86473,726.58459
41.3,27,-56.571636,52.551567,-159.57082,46.427547,255.5358,246.08063,-226.77338,737.84497
41.4,27,-57.547005,53.366692,-162.1438,47.049789,260.21149,249.45923,-228.71962,749.14258
41.5,27,-58.522415,54.182636,-164.71843,47.673603,264.88739,252.85634,-230.70192,760.47668
41.6,27,-59.497822,54.999336,-167.29454,48.298901,269.56326,256.27109,-232.71884,771.84534
41.7,27,-60.473206,55.816746,-169.87202,48.92561,274.23901,259.70276,-234.76906,783.24707
41.8,27,-61.448601,56.634857,-172.45088,49.55368,278.91486,263.15079,-236.85121,794.68091
41.9,27,-62.423977,57.453617,-175.03101,50.183048,283.59055,266.61441,-238.96411,806.1452
42,27,-63.399387,58.273041,-177.61246,50.813675,288.26648,270.09323,-241.10654,817.63947
42.1,27,-64.374794,59.093067,-180.19507,51.445492,292.94232,273.58652,-243.27739,829.16205
42.2,27,-65.350174,59.913662,-182.77879,52.078445,297.6181,277.09369,-245.47559,840.71179
42.3,27,-66.325569,60.734825,-185.36365,52.712502,302.29391,280.61435,-247.70007,852.2879
42.4,27,-67.300949,61.556515,-187.94949,53.347603,306.96964,284.14786,-249.94992,863.88922
42.5,27,-68.27636,62.378746,-190.53645,53.983738,311.64554,287.69391,-252.22417,875.51526
42.6,27,-69.251762,63.201469,-193.12437,54.620838,316.32141,291.25195,-254.52193,887.16473
42.7,27,-70.22715,64.024651,-195.71317,55.258869,320.99716,294.8215,-256.84235,898.83667
42.8,27,-71.202545,64.848305,-198.30289,55.8978,325.673,298.40222,-259.1846,910.53064
42.9,27,-72.177917,65.672386,-200.89343,56.537594,330.34872,301.99365,-261.54794,922.24536
43,27,-73.153328,66.496918,-203.48489,57.178238,335.02463,305.59555,-263.93161,933.9809
43.1,27,-74.128746,67.321861,-206.07716,57.819683,339.70053,309.20743,-266.33493,945.73596
43.2,27,-75.104141,68.147194,-208.67018,58.461903,344.37637,312.82898,-268.75717,957.50989
43.3,27,-76.079491,68.972862,-211.26382,59.104836,349.05197,316.45969,-271.1976,969.30151
43.4,27,-77.054893,69.798943,-213.85831,59.74852,353.72778,320.09955,-273.65579,981.11139
43.5,27,-78.030304,70.625381,-216.45351,60.392902,358.40369,323.74817,-276.13107,992.93848
43.6,27,-79.005714,71.452164,-219.04938,61.037952,363.07962,327.40521,-278.62283,1004.782
43.7,27,-79.981117,72.279266,-221.64587,61.683651,367.75543,331.07037,-281.13055,1016.6414
43.8,27,-80.956467,73.106651,-224.24287,62.329945,372.43103,334.74319,-283.65359,1028.5156
43.9,27,-81.931862,73.934387,-226.84059,62.976871,377.10687,338.42383,-286.19168,1040.4054
44,27,-82.907272,74.762428,-229.43893,63.624386,381.78278,342.11188,-288.74417,1052.3097
44.1,27,-83.88269,75.590752,-232.03784,64.272469,386.45868,345.80704,-291.31067,1064.228
44.2,27,-84.858086,76.41935,-234.63727,64.921089,391.13452,349.50909,-293.89072,1076.1598
44.3,27,-85.833427,77.248177,-237.23708,65.570213,395.81009,353.21762,-296.48373,1088.1039
44.4,27,-86.808838,78.077309,-239.83755,66.219879,400.48596,356.93286,-299.08963,1100.0615
44.5,27,-87.784248,78.9067,-242.43854,66.870049,405.16187,360.65442,-301.70779,1112.0315
44.6,27,-88.759659,79.736343,-245.04001,67.520699,409.83777,364.38202,-304.33789,1124.0134
44.7,27,-89.735054,80.566208,-247.64192,68.171806,414.51361,368.11551,-306.97955,1136.0067
44.8,27,-90.710403,81.396255,-250.24414,68.823334,419.18915,371.85452,-309.63232,1148.0106
44.9,27,-91.685806,82.226585,-252.84695,69.475334,423.86502,375.59933,-312.29614,1160.0262
45,27,-92.661217,83.057129,-255.4502,70.127769,428.54092,379.34955,-314.97049,1172.0524
45.1,27,-93.636612,83.887878,-258.05383,70.780602,433.21677,383.10492,-317.65506,1184.0886
45.2,27,-94.612038,84.718842,-260.65793,71.433846,437.8927,386.86548,-320.34967,1196.1351
45.3,27,-95.587372,85.549942,-263.26218,72.087433,442.56824,390.63065,-323.05377,1208.1902
45.4,27,-96.562798,86.38131,-265.86707,72.741455,447.24423,394.40097,-325.76746,1220.2559
45.5,27,-97.538193,87.21283,-268.4722,73.395813,451.92001,398.17578,-328.49014,1232.3302
45.6,27,-98.513588,88.04454,-271.0777,74.050537,456.59586,401.95514,-331.22174,1244.4135
45.7,27,-99.489006,88.876442,-273.68362,74.70562,461.27179,405.73901,-333.96204,1256.5056
45.8,27,-100.46434,89.70845,-276.28967,75.360992,465.94733,409.52682,-336.71051,1268.6051
45.9,27,-101.43977,90.540695,-278.89627,76.016739,470.62326,413.31912,-339.46732,1280.7139
46,27,-102.41516,91.373085,-281.50311,76.672791,475.2991,417.11536,-342.23199,1292.8302
46.1,27,-103.39056,92.205627,-284.11026,77.329147,479.97491,420.91556,-345.00439,1304.9542
46.2,27,-104.36598,93.038345,-286.71777,77.985825,484.65088,424.71967,-347.78436,1317.0861
46.3,27,-105.34132,93.871147,-289.32538,78.642746,489.32639,428.52716,-350.57144,1329.2242
46.4,27,-106.31673,94.704155,-291.93347,79.300003,494.00235,432.33865,-353.36581,1341.3705
46.5,27,-107.29214,95.537292,-294.54178,79.95752,498.67816,436.15353,-356.16708,1353.5234
46.6,27,-108.26752,96.370552,-297.15033,80.615303,503.35391,439.97183,-358.97504,1365.6829
46.7,27,-109.24295,97.203995,-299.75928,81.273384,508.02994,443.7937,-361.7897,1377.8496
46.8,27,-110.21828,98.037483,-302.36823,81.931656,512.70544,447.61844,-364.61053,1390.0215
46.9,27,-111.19371,98.871178,-304.97766,82.590233,517.38141,451.44669,-367.43784,1402.2007
47,27,-112.16911,99.704964,-307.58725,83.249039,522.05725,455.27795,-370.27115,1414.3856
