temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_hr_ag,se_hr_ag,lowerci_hr_ag,upperci_hr_ag,yhat_hr_noag,se_hr_noag,lowerci_hr_noag,upperci_hr_noag
-15.4,27,-7.1746011,0,-7.1746011,-7.1746011,-158.53394,0,-158.53394,-158.53394,-225.37981,0,-225.37981,-225.37981
-15.3,27,-7.15768,0,-7.15768,-7.15768,-158.16003,0,-158.16003,-158.16003,-224.84825,0,-224.84825,-224.84825
-15.2,27,-7.140759,0,-7.140759,-7.140759,-157.78613,0,-157.78613,-157.78613,-224.3167,0,-224.3167,-224.3167
-15.1,27,-7.1238375,0,-7.1238375,-7.1238375,-157.41223,0,-157.41223,-157.41223,-223.78514,0,-223.78514,-223.78514
-15,27,-7.1069164,0,-7.1069164,-7.1069164,-157.03833,0,-157.03833,-157.03833,-223.25359,0,-223.25359,-223.25359
-14.9,27,-7.0899949,0,-7.0899949,-7.0899949,-156.66443,0,-156.66443,-156.66443,-222.72203,0,-222.72203,-222.72203
-14.8,27,-7.0730739,0,-7.0730739,-7.0730739,-156.29054,0,-156.29054,-156.29054,-222.19048,0,-222.19048,-222.19048
-14.7,27,-7.0561528,0,-7.0561528,-7.0561528,-155.91663,0,-155.91663,-155.91663,-221.65892,0,-221.65892,-221.65892
-14.6,27,-7.0392318,0,-7.0392318,-7.0392318,-155.54274,0,-155.54274,-155.54274,-221.12737,0,-221.12737,-221.12737
-14.5,27,-7.0223103,0,-7.0223103,-7.0223103,-155.16884,0,-155.16884,-155.16884,-220.59579,0,-220.59579,-220.59579
-14.4,27,-7.0053887,0,-7.0053887,-7.0053887,-154.79494,0,-154.79494,-154.79494,-220.06424,0,-220.06424,-220.06424
-14.3,27,-6.9884677,0,-6.9884677,-6.9884677,-154.42104,0,-154.42104,-154.42104,-219.53268,0,-219.53268,-219.53268
-14.2,27,-6.9715466,0,-6.9715466,-6.9715466,-154.04713,0,-154.04713,-154.04713,-219.00113,0,-219.00113,-219.00113
-14.1,27,-6.9546256,0,-6.9546256,-6.9546256,-153.67323,0,-153.67323,-153.67323,-218.46957,0,-218.46957,-218.46957
-14,27,-6.9377041,0,-6.9377041,-6.9377041,-153.29933,0,-153.29933,-153.29933,-217.93802,0,-217.93802,-217.93802
-13.9,27,-6.920783,0,-6.920783,-6.920783,-152.92543,0,-152.92543,-152.92543,-217.40646,0,-217.40646,-217.40646
-13.8,27,-6.9038615,0,-6.9038615,-6.9038615,-152.55153,0,-152.55153,-152.55153,-216.87491,0,-216.87491,-216.87491
-13.7,27,-6.8869405,0,-6.8869405,-6.8869405,-152.17763,0,-152.17763,-152.17763,-216.34335,0,-216.34335,-216.34335
-13.6,27,-6.8700194,0,-6.8700194,-6.8700194,-151.80373,0,-151.80373,-151.80373,-215.8118,0,-215.8118,-215.8118
-13.5,27,-6.8530979,0,-6.8530979,-6.8530979,-151.42982,0,-151.42982,-151.42982,-215.28024,0,-215.28024,-215.28024
-13.4,27,-6.8361769,0,-6.8361769,-6.8361769,-151.05592,0,-151.05592,-151.05592,-214.74869,0,-214.74869,-214.74869
-13.3,27,-6.8192554,0,-6.8192554,-6.8192554,-150.68202,0,-150.68202,-150.68202,-214.21713,0,-214.21713,-214.21713
-13.2,27,-6.8023343,0,-6.8023343,-6.8023343,-150.30812,0,-150.30812,-150.30812,-213.68558,0,-213.68558,-213.68558
-13.1,27,-6.7854133,0,-6.7854133,-6.7854133,-149.93422,0,-149.93422,-149.93422,-213.15402,0,-213.15402,-213.15402
-13,27,-6.7684917,0,-6.7684917,-6.7684917,-149.56032,0,-149.56032,-149.56032,-212.62245,0,-212.62245,-212.62245
-12.9,27,-6.7515707,0,-6.7515707,-6.7515707,-149.18642,0,-149.18642,-149.18642,-212.0909,0,-212.0909,-212.0909
-12.8,27,-6.7346492,0,-6.7346492,-6.7346492,-148.81252,0,-148.81252,-148.81252,-211.55934,0,-211.55934,-211.55934
-12.7,27,-6.7177281,0,-6.7177281,-6.7177281,-148.43861,0,-148.43861,-148.43861,-211.02779,0,-211.02779,-211.02779
-12.6,27,-6.7008071,0,-6.7008071,-6.7008071,-148.06471,0,-148.06471,-148.06471,-210.49623,0,-210.49623,-210.49623
-12.5,27,-6.6838856,0,-6.6838856,-6.6838856,-147.69081,0,-147.69081,-147.69081,-209.96468,0,-209.96468,-209.96468
-12.4,27,-6.6669645,0,-6.6669645,-6.6669645,-147.31691,0,-147.31691,-147.31691,-209.43312,0,-209.43312,-209.43312
-12.3,27,-6.650043,0,-6.650043,-6.650043,-146.94301,0,-146.94301,-146.94301,-208.90157,0,-208.90157,-208.90157
-12.2,27,-6.633122,0,-6.633122,-6.633122,-146.56911,0,-146.56911,-146.56911,-208.37001,0,-208.37001,-208.37001
-12.1,27,-6.6162009,0,-6.6162009,-6.6162009,-146.19522,0,-146.19522,-146.19522,-207.83846,0,-207.83846,-207.83846
-12,27,-6.5992794,0,-6.5992794,-6.5992794,-145.82132,0,-145.82132,-145.82132,-207.3069,0,-207.3069,-207.3069
-11.9,27,-6.5823584,0,-6.5823584,-6.5823584,-145.4474,0,-145.4474,-145.4474,-206.77534,0,-206.77534,-206.77534
-11.8,27,-6.5654373,0,-6.5654373,-6.5654373,-145.07352,0,-145.07352,-145.07352,-206.24379,0,-206.24379,-206.24379
-11.7,27,-6.5485158,0,-6.5485158,-6.5485158,-144.69962,0,-144.69962,-144.69962,-205.71223,0,-205.71223,-205.71223
-11.6,27,-6.5315948,0,-6.5315948,-6.5315948,-144.32571,0,-144.32571,-144.32571,-205.18068,0,-205.18068,-205.18068
-11.5,27,-6.5146732,0,-6.5146732,-6.5146732,-143.95181,0,-143.95181,-143.95181,-204.64912,0,-204.64912,-204.64912
-11.4,27,-6.4977522,0,-6.4977522,-6.4977522,-143.57791,0,-143.57791,-143.57791,-204.11755,0,-204.11755,-204.11755
-11.3,27,-6.4808311,0,-6.4808311,-6.4808311,-143.20401,0,-143.20401,-143.20401,-203.586,0,-203.586,-203.586
-11.2,27,-6.4639096,0,-6.4639096,-6.4639096,-142.83011,0,-142.83011,-142.83011,-203.05444,0,-203.05444,-203.05444
-11.1,27,-6.4469886,0,-6.4469886,-6.4469886,-142.45621,0,-142.45621,-142.45621,-202.52289,0,-202.52289,-202.52289
-11,27,-6.4300671,0,-6.4300671,-6.4300671,-142.08231,0,-142.08231,-142.08231,-201.99133,0,-201.99133,-201.99133
-10.9,27,-6.413146,0,-6.413146,-6.413146,-141.7084,0,-141.7084,-141.7084,-201.45978,0,-201.45978,-201.45978
-10.8,27,-6.396225,0,-6.396225,-6.396225,-141.3345,0,-141.3345,-141.3345,-200.92822,0,-200.92822,-200.92822
-10.7,27,-6.3793035,0,-6.3793035,-6.3793035,-140.9606,0,-140.9606,-140.9606,-200.39667,0,-200.39667,-200.39667
-10.6,27,-6.3623824,0,-6.3623824,-6.3623824,-140.5867,0,-140.5867,-140.5867,-199.86511,0,-199.86511,-199.86511
-10.5,27,-6.3454609,0,-6.3454609,-6.3454609,-140.2128,0,-140.2128,-140.2128,-199.33356,0,-199.33356,-199.33356
-10.4,27,-6.3285398,0,-6.3285398,-6.3285398,-139.8389,0,-139.8389,-139.8389,-198.802,0,-198.802,-198.802
-10.3,27,-6.3116188,0,-6.3116188,-6.3116188,-139.465,0,-139.465,-139.465,-198.27045,0,-198.27045,-198.27045
-10.2,27,-6.2946973,0,-6.2946973,-6.2946973,-139.09109,0,-139.09109,-139.09109,-197.73889,0,-197.73889,-197.73889
-10.1,27,-6.2777762,0,-6.2777762,-6.2777762,-138.71719,0,-138.71719,-138.71719,-197.20734,0,-197.20734,-197.20734
-10,27,-6.2608547,0,-6.2608547,-6.2608547,-138.34329,0,-138.34329,-138.34329,-196.67578,0,-196.67578,-196.67578
-9.9,27,-6.2439337,0,-6.2439337,-6.2439337,-137.96939,0,-137.96939,-137.96939,-196.14421,0,-196.14421,-196.14421
-9.800000000000001,27,-6.2270126,0,-6.2270126,-6.2270126,-137.59549,0,-137.59549,-137.59549,-195.61267,0,-195.61267,-195.61267
-9.699999999999999,27,-6.2100911,0,-6.2100911,-6.2100911,-137.22159,0,-137.22159,-137.22159,-195.0811,0,-195.0811,-195.0811
-9.6,27,-6.1931701,0,-6.1931701,-6.1931701,-136.8477,0,-136.8477,-136.8477,-194.54955,0,-194.54955,-194.54955
-9.5,27,-6.1762486,0,-6.1762486,-6.1762486,-136.47379,0,-136.47379,-136.47379,-194.01799,0,-194.01799,-194.01799
-9.4,27,-6.1593275,0,-6.1593275,-6.1593275,-136.09988,0,-136.09988,-136.09988,-193.48643,0,-193.48643,-193.48643
-9.300000000000001,27,-6.1424065,0,-6.1424065,-6.1424065,-135.726,0,-135.726,-135.726,-192.95488,0,-192.95488,-192.95488
-9.199999999999999,27,-6.1254849,0,-6.1254849,-6.1254849,-135.3521,0,-135.3521,-135.3521,-192.42332,0,-192.42332,-192.42332
-9.1,27,-6.1085639,0,-6.1085639,-6.1085639,-134.9782,0,-134.9782,-134.9782,-191.89177,0,-191.89177,-191.89177
-9,27,-6.0916429,0,-6.0916429,-6.0916429,-134.60429,0,-134.60429,-134.60429,-191.36021,0,-191.36021,-191.36021
-8.9,27,-6.0747213,0,-6.0747213,-6.0747213,-134.23039,0,-134.23039,-134.23039,-190.82866,0,-190.82866,-190.82866
-8.800000000000001,27,-6.0578003,0,-6.0578003,-6.0578003,-133.85649,0,-133.85649,-133.85649,-190.2971,0,-190.2971,-190.2971
-8.699999999999999,27,-6.0408788,0,-6.0408788,-6.0408788,-133.48259,0,-133.48259,-133.48259,-189.76555,0,-189.76555,-189.76555
-8.6,27,-6.0239577,0,-6.0239577,-6.0239577,-133.10869,0,-133.10869,-133.10869,-189.23399,0,-189.23399,-189.23399
-8.5,27,-6.0070367,0,-6.0070367,-6.0070367,-132.73479,0,-132.73479,-132.73479,-188.70244,0,-188.70244,-188.70244
-8.4,27,-5.9901152,0,-5.9901152,-5.9901152,-132.36089,0,-132.36089,-132.36089,-188.17087,0,-188.17087,-188.17087
-8.300000000000001,27,-5.9731941,0,-5.9731941,-5.9731941,-131.98698,0,-131.98698,-131.98698,-187.63933,0,-187.63933,-187.63933
-8.199999999999999,27,-5.9562726,0,-5.9562726,-5.9562726,-131.61308,0,-131.61308,-131.61308,-187.10776,0,-187.10776,-187.10776
-8.1,27,-5.9393516,0,-5.9393516,-5.9393516,-131.23918,0,-131.23918,-131.23918,-186.57622,0,-186.57622,-186.57622
-8,27,-5.9224305,0,-5.9224305,-5.9224305,-130.86528,0,-130.86528,-130.86528,-186.04465,0,-186.04465,-186.04465
-7.9,27,-5.905509,0,-5.905509,-5.905509,-130.49138,0,-130.49138,-130.49138,-185.51309,0,-185.51309,-185.51309
-7.8,27,-5.888588,0,-5.888588,-5.888588,-130.11748,0,-130.11748,-130.11748,-184.98154,0,-184.98154,-184.98154
-7.7,27,-5.8716664,0,-5.8716664,-5.8716664,-129.74358,0,-129.74358,-129.74358,-184.44998,0,-184.44998,-184.44998
-7.6,27,-5.8547454,0,-5.8547454,-5.8547454,-129.36967,0,-129.36967,-129.36967,-183.91843,0,-183.91843,-183.91843
-7.5,27,-5.8378243,0,-5.8378243,-5.8378243,-128.99577,0,-128.99577,-128.99577,-183.38687,0,-183.38687,-183.38687
-7.4,27,-5.8209028,0,-5.8209028,-5.8209028,-128.62187,0,-128.62187,-128.62187,-182.85532,0,-182.85532,-182.85532
-7.3,27,-5.8039818,0,-5.8039818,-5.8039818,-128.24797,0,-128.24797,-128.24797,-182.32376,0,-182.32376,-182.32376
-7.2,27,-5.7870603,0,-5.7870603,-5.7870603,-127.87408,0,-127.87408,-127.87408,-181.79221,0,-181.79221,-181.79221
-7.1,27,-5.7701392,0,-5.7701392,-5.7701392,-127.50018,0,-127.50018,-127.50018,-181.26065,0,-181.26065,-181.26065
-7,27,-5.7532182,0,-5.7532182,-5.7532182,-127.12627,0,-127.12627,-127.12627,-180.7291,0,-180.7291,-180.7291
-6.9,27,-5.7362967,0,-5.7362967,-5.7362967,-126.75237,0,-126.75237,-126.75237,-180.19754,0,-180.19754,-180.19754
-6.8,27,-5.7193756,0,-5.7193756,-5.7193756,-126.37847,0,-126.37847,-126.37847,-179.66599,0,-179.66599,-179.66599
-6.7,27,-5.7024541,0,-5.7024541,-5.7024541,-126.00457,0,-126.00457,-126.00457,-179.13441,0,-179.13441,-179.13441
-6.6,27,-5.685533,0,-5.685533,-5.685533,-125.63067,0,-125.63067,-125.63067,-178.60286,0,-178.60286,-178.60286
-6.5,27,-5.668612,0,-5.668612,-5.668612,-125.25677,0,-125.25677,-125.25677,-178.0713,0,-178.0713,-178.0713
-6.4,27,-5.6516905,0,-5.6516905,-5.6516905,-124.88287,0,-124.88287,-124.88287,-177.53975,0,-177.53975,-177.53975
-6.3,27,-5.6347694,0,-5.6347694,-5.6347694,-124.50896,0,-124.50896,-124.50896,-177.00819,0,-177.00819,-177.00819
-6.2,27,-5.6178484,0,-5.6178484,-5.6178484,-124.13506,0,-124.13506,-124.13506,-176.47664,0,-176.47664,-176.47664
-6.1,27,-5.6009269,0,-5.6009269,-5.6009269,-123.76116,0,-123.76116,-123.76116,-175.94508,0,-175.94508,-175.94508
-6,27,-5.5840058,0,-5.5840058,-5.5840058,-123.38727,0,-123.38727,-123.38727,-175.41353,0,-175.41353,-175.41353
-5.9,27,-5.5670843,0,-5.5670843,-5.5670843,-123.01337,0,-123.01337,-123.01337,-174.88197,0,-174.88197,-174.88197
-5.8,27,-5.5501633,0,-5.5501633,-5.5501633,-122.63947,0,-122.63947,-122.63947,-174.35042,0,-174.35042,-174.35042
-5.7,27,-5.5332422,0,-5.5332422,-5.5332422,-122.26556,0,-122.26556,-122.26556,-173.81886,0,-173.81886,-173.81886
-5.6,27,-5.5163207,0,-5.5163207,-5.5163207,-121.89166,0,-121.89166,-121.89166,-173.28731,0,-173.28731,-173.28731
-5.5,27,-5.4993997,0,-5.4993997,-5.4993997,-121.51776,0,-121.51776,-121.51776,-172.75575,0,-172.75575,-172.75575
-5.4,27,-5.4824786,0,-5.4824786,-5.4824786,-121.14386,0,-121.14386,-121.14386,-172.2242,0,-172.2242,-172.2242
-5.3,27,-5.4655571,0,-5.4655571,-5.4655571,-120.76996,0,-120.76996,-120.76996,-171.69264,0,-171.69264,-171.69264
-5.2,27,-5.4486361,0,-5.4486361,-5.4486361,-120.39606,0,-120.39606,-120.39606,-171.16107,0,-171.16107,-171.16107
-5.1,27,-5.4317145,0,-5.4317145,-5.4317145,-120.02216,0,-120.02216,-120.02216,-170.62952,0,-170.62952,-170.62952
-5,27,-5.4147935,0,-5.4147935,-5.4147935,-119.64825,0,-119.64825,-119.64825,-170.09796,0,-170.09796,-170.09796
-4.9,27,-5.3978724,0,-5.3978724,-5.3978724,-119.27435,0,-119.27435,-119.27435,-169.56641,0,-169.56641,-169.56641
-4.8,27,-5.3809509,0,-5.3809509,-5.3809509,-118.90046,0,-118.90046,-118.90046,-169.03485,0,-169.03485,-169.03485
-4.7,27,-5.3640299,0,-5.3640299,-5.3640299,-118.52655,0,-118.52655,-118.52655,-168.5033,0,-168.5033,-168.5033
-4.6,27,-5.3471084,0,-5.3471084,-5.3471084,-118.15266,0,-118.15266,-118.15266,-167.97174,0,-167.97174,-167.97174
-4.5,27,-5.3301873,0,-5.3301873,-5.3301873,-117.77876,0,-117.77876,-117.77876,-167.44019,0,-167.44019,-167.44019
-4.4,27,-5.3132663,0,-5.3132663,-5.3132663,-117.40485,0,-117.40485,-117.40485,-166.90863,0,-166.90863,-166.90863
-4.3,27,-5.2963448,0,-5.2963448,-5.2963448,-117.03095,0,-117.03095,-117.03095,-166.37708,0,-166.37708,-166.37708
-4.2,27,-5.2794237,0,-5.2794237,-5.2794237,-116.65705,0,-116.65705,-116.65705,-165.84552,0,-165.84552,-165.84552
-4.1,27,-5.2625022,0,-5.2625022,-5.2625022,-116.28315,0,-116.28315,-116.28315,-165.31396,0,-165.31396,-165.31396
-4,27,-5.2455812,0,-5.2455812,-5.2455812,-115.90925,0,-115.90925,-115.90925,-164.78241,0,-164.78241,-164.78241
-3.9,27,-5.2286601,0,-5.2286601,-5.2286601,-115.53535,0,-115.53535,-115.53535,-164.25085,0,-164.25085,-164.25085
-3.8,27,-5.2117386,0,-5.2117386,-5.2117386,-115.16145,0,-115.16145,-115.16145,-163.7193,0,-163.7193,-163.7193
-3.7,27,-5.1948175,0,-5.1948175,-5.1948175,-114.78754,0,-114.78754,-114.78754,-163.18774,0,-163.18774,-163.18774
-3.6,27,-5.177896,0,-5.177896,-5.177896,-114.41364,0,-114.41364,-114.41364,-162.65617,0,-162.65617,-162.65617
-3.5,27,-5.160975,0,-5.160975,-5.160975,-114.03974,0,-114.03974,-114.03974,-162.12462,0,-162.12462,-162.12462
-3.4,27,-5.1440539,0,-5.1440539,-5.1440539,-113.66584,0,-113.66584,-113.66584,-161.59306,0,-161.59306,-161.59306
-3.3,27,-5.1271324,0,-5.1271324,-5.1271324,-113.29194,0,-113.29194,-113.29194,-161.06151,0,-161.06151,-161.06151
-3.2,27,-5.1102114,0,-5.1102114,-5.1102114,-112.91805,0,-112.91805,-112.91805,-160.52995,0,-160.52995,-160.52995
-3.1,27,-5.0932899,0,-5.0932899,-5.0932899,-112.54414,0,-112.54414,-112.54414,-159.9984,0,-159.9984,-159.9984
-3,27,-5.0763688,0,-5.0763688,-5.0763688,-112.17024,0,-112.17024,-112.17024,-159.46684,0,-159.46684,-159.46684
-2.9,27,-5.0594478,0,-5.0594478,-5.0594478,-111.79634,0,-111.79634,-111.79634,-158.93529,0,-158.93529,-158.93529
-2.8,27,-5.0425262,0,-5.0425262,-5.0425262,-111.42244,0,-111.42244,-111.42244,-158.40373,0,-158.40373,-158.40373
-2.7,27,-5.0256052,0,-5.0256052,-5.0256052,-111.04854,0,-111.04854,-111.04854,-157.87218,0,-157.87218,-157.87218
-2.6,27,-5.0086842,0,-5.0086842,-5.0086842,-110.67464,0,-110.67464,-110.67464,-157.34062,0,-157.34062,-157.34062
-2.5,27,-4.9917626,0,-4.9917626,-4.9917626,-110.30074,0,-110.30074,-110.30074,-156.80907,0,-156.80907,-156.80907
-2.4,27,-4.9748416,0,-4.9748416,-4.9748416,-109.92683,0,-109.92683,-109.92683,-156.27751,0,-156.27751,-156.27751
-2.3,27,-4.9579201,0,-4.9579201,-4.9579201,-109.55293,0,-109.55293,-109.55293,-155.74596,0,-155.74596,-155.74596
-2.2,27,-4.940999,0,-4.940999,-4.940999,-109.17903,0,-109.17903,-109.17903,-155.2144,0,-155.2144,-155.2144
-2.1,27,-4.924078,0,-4.924078,-4.924078,-108.80513,0,-108.80513,-108.80513,-154.68285,0,-154.68285,-154.68285
-2,27,-4.9071565,0,-4.9071565,-4.9071565,-108.43123,0,-108.43123,-108.43123,-154.15128,0,-154.15128,-154.15128
-1.9,27,-4.8902354,0,-4.8902354,-4.8902354,-108.05733,0,-108.05733,-108.05733,-153.61972,0,-153.61972,-153.61972
-1.8,27,-4.8733139,0,-4.8733139,-4.8733139,-107.68343,0,-107.68343,-107.68343,-153.08817,0,-153.08817,-153.08817
-1.7,27,-4.8563929,0,-4.8563929,-4.8563929,-107.30953,0,-107.30953,-107.30953,-152.55661,0,-152.55661,-152.55661
-1.6,27,-4.8394718,0,-4.8394718,-4.8394718,-106.93563,0,-106.93563,-106.93563,-152.02505,0,-152.02505,-152.02505
-1.5,27,-4.8225503,0,-4.8225503,-4.8225503,-106.56173,0,-106.56173,-106.56173,-151.4935,0,-151.4935,-151.4935
-1.4,27,-4.8056293,0,-4.8056293,-4.8056293,-106.18783,0,-106.18783,-106.18783,-150.96194,0,-150.96194,-150.96194
-1.3,27,-4.7887077,0,-4.7887077,-4.7887077,-105.81393,0,-105.81393,-105.81393,-150.43039,0,-150.43039,-150.43039
-1.2,27,-4.7717867,0,-4.7717867,-4.7717867,-105.44003,0,-105.44003,-105.44003,-149.89883,0,-149.89883,-149.89883
-1.1,27,-4.7548656,0,-4.7548656,-4.7548656,-105.06612,0,-105.06612,-105.06612,-149.36728,0,-149.36728,-149.36728
-1,27,-4.7379441,0,-4.7379441,-4.7379441,-104.69222,0,-104.69222,-104.69222,-148.83572,0,-148.83572,-148.83572
-.9,27,-4.7210231,0,-4.7210231,-4.7210231,-104.31832,0,-104.31832,-104.31832,-148.30417,0,-148.30417,-148.30417
-.8,27,-4.704102,0,-4.704102,-4.704102,-103.94442,0,-103.94442,-103.94442,-147.77261,0,-147.77261,-147.77261
-.7,27,-4.6871805,0,-4.6871805,-4.6871805,-103.57052,0,-103.57052,-103.57052,-147.24106,0,-147.24106,-147.24106
-.6,27,-4.6702595,0,-4.6702595,-4.6702595,-103.19662,0,-103.19662,-103.19662,-146.7095,0,-146.7095,-146.7095
-.5,27,-4.653338,0,-4.653338,-4.653338,-102.82272,0,-102.82272,-102.82272,-146.17795,0,-146.17795,-146.17795
-.4,27,-4.6364169,0,-4.6364169,-4.6364169,-102.44882,0,-102.44882,-102.44882,-145.64638,0,-145.64638,-145.64638
-.3,27,-4.6194959,0,-4.6194959,-4.6194959,-102.07492,0,-102.07492,-102.07492,-145.11482,0,-145.11482,-145.11482
