temp,risk,bins,poly2,poly3,poly4,rcs,ref
19.799999,low,6.6070333,.53628016,1.1414322,1.1211369,-.4134984,27
19.9,low,6.6070333,.53727037,1.1315778,1.1072261,-.40775535,27
20,low,6.6070333,.53802294,1.1215059,1.0932266,-.40201229,27
20.1,low,6.6070333,.53853774,1.1112183,1.0791405,-.39626923,27
20.200001,low,6.6070333,.5388149,1.1007172,1.0649706,-.39052618,27
20.299999,low,6.6070333,.5388543,1.0900048,1.0507194,-.38478324,27
20.4,low,6.6070333,.53865606,1.0790828,1.036389,-.37904018,27
20.5,low,6.6070333,.53822005,1.0679537,1.0219818,-.37329713,27
20.6,low,6.6070333,.53754634,1.0566193,1.0075004,-.36755407,27
20.700001,low,6.6070333,.53663492,1.0450819,.9929468,-.36181101,27
20.799999,low,6.6070333,.53548586,1.0333436,.97832376,-.35606807,27
20.9,low,6.6070333,.53409904,1.0214062,.96363276,-.35032502,27
21,low,-2.3815694,.53247446,1.009272,.94887632,-.34458196,27
21.1,low,-2.3815694,.53061223,.99694306,.93405652,-.33883891,27
21.200001,low,-2.3815694,.5285123,.98442143,.91917545,-.33309585,27
21.299999,low,-2.3815694,.52617466,.97170949,.90423548,-.32735291,27
21.4,low,-2.3815694,.52359933,.95880884,.88923788,-.32160985,27
21.5,low,-2.3815694,.52078629,.94572181,.87418503,-.3158668,27
21.6,low,-2.3815694,.51773548,.93245047,.85907876,-.31012374,27
21.700001,low,-2.3815694,.51444697,.91899693,.84392095,-.30438069,27
21.799999,low,-2.3815694,.51092088,.9053635,.82871366,-.29863775,27
21.9,low,-2.3815694,.50715697,.89155179,.8134582,-.29289469,27
22,low,-2.3815694,.50315535,.87756419,.79815644,-.28715163,27
22.1,low,-2.3815694,.49891606,.86340266,.78281021,-.28140858,27
22.200001,low,-2.3815694,.49443904,.84906936,.76742107,-.27566552,27
22.299999,low,-2.3815694,.4897244,.83456665,.75199097,-.26992258,27
22.4,low,-2.3815694,.48477197,.8198961,.73652089,-.26417953,27
22.5,low,-2.3815694,.47958183,.80506003,.72101253,-.25843647,27
22.6,low,-2.3815694,.47415397,.79006058,.70546752,-.25269341,27
22.700001,low,-2.3815694,.46848843,.77489978,.68988723,-.24695036,27
22.799999,low,-2.3815694,.46258527,.75958002,.67427331,-.24120742,27
22.9,low,-2.3815694,.45644429,.74410278,.65862662,-.23546436,27
23,low,-2.3815694,.45006561,.7284705,.64294863,-.22972131,27
23.1,low,-2.3815694,.44344923,.71268529,.62724072,-.22397825,27
23.200001,low,-2.3815694,.43659514,.69674909,.61150408,-.21823519,27
23.299999,low,-2.3815694,.42950347,.68066448,.5957402,-.21249226,27
23.4,low,-2.3815694,.42217395,.66443282,.57994956,-.2067492,27
23.5,low,-2.3815694,.41460672,.64805657,.56413358,-.20100614,27
23.6,low,-2.3815694,.40680182,.63153774,.54829335,-.19526309,27
23.700001,low,-2.3815694,.39875919,.61487848,.53242987,-.18952003,27
23.799999,low,-2.3815694,.390479,.59808111,.5165444,-.18377709,27
23.9,low,-2.3815694,.38196096,.58114725,.50063729,-.17803404,27
24,low,.24966939,.37320518,.56407917,.48470965,-.17229098,27
24.1,low,.24966939,.36421174,.54687899,.4687624,-.16654792,27
24.200001,low,.24966939,.35498056,.52954876,.45279628,-.16080487,27
24.299999,low,.24966939,.34551185,.51209098,.43681237,-.15506193,27
24.4,low,.24966939,.33580527,.49450707,.42081079,-.14931887,27
24.5,low,.24966939,.32586098,.47679937,.40479252,-.14357582,27
24.6,low,.24966939,.31567898,.45897004,.38875815,-.13783276,27
24.700001,low,.24966939,.30525929,.44102111,.37270832,-.1320897,27
24.799999,low,.24966939,.29460207,.42295507,.35664383,-.12634677,27
24.9,low,.24966939,.28370693,.40477329,.34056458,-.12060371,27
25,low,.24966939,.27257413,.38647822,.32447135,-.11486065,27
25.1,low,.24966939,.26120359,.36807191,.30836454,-.1091176,27
25.200001,low,.24966939,.24959533,.34955648,.29224455,-.10337454,27
25.299999,low,.24966939,.23774961,.33093438,.27611199,-.097631596,27
25.4,low,.24966939,.22566596,.31220695,.25996652,-.091888547,27
25.5,low,.24966939,.21334459,.29337668,.24380875,-.08614549,27
25.6,low,.24966939,.2007855,.27444562,.22763884,-.080402434,27
25.700001,low,.24966939,.18798873,.25541589,.21145695,-.074659377,27
25.799999,low,.24966939,.17495449,.2362899,.19526352,-.068916433,27
25.9,low,.24966939,.16168229,.21706906,.17905802,-.063173383,27
26,low,.24966939,.14817239,.19775578,.16284075,-.057430327,27
26.1,low,.24966939,.13442478,.17835218,.14661175,-.05168727,27
26.200001,low,.24966939,.12043945,.15886033,.13037094,-.045944218,27
26.299999,low,.24966939,.1062167,.13928269,.11411855,-.040201273,27
26.4,low,.24966939,.091755964,.11962061,.097853817,-.034458216,27
26.5,low,.24966939,.077057526,.099876553,.081576869,-.028715163,27
26.6,low,.24966939,.062121376,.080052599,.065287478,-.022972109,27
26.700001,low,.24966939,.046947517,.060150843,.048985399,-.017229054,27
26.799999,low,.24966939,.031536248,.04017375,.032670625,-.011486109,27
26.9,low,.24966939,.015886979,.020122645,.016342184,-.0057430547,27
27,low,0,0,0,0,0,27
27.1,low,0,-.016124686,-.020192098,-.016356364,.0057245148,27
27.200001,low,0,-.032487083,-.04045156,-.032727383,.011337793,27
27.299999,low,0,-.049086865,-.060775913,-.049113262,.016728494,27
27.4,low,0,-.065924674,-.081163839,-.06551519,.021785591,27
27.5,low,0,-.083000191,-.10161287,-.081933454,.026397737,27
27.6,low,0,-.10031341,-.12212091,-.098368712,.030453697,27
27.700001,low,0,-.11786435,-.14268588,-.11482164,.033842236,27
27.799999,low,0,-.13565265,-.16330528,-.13129266,.036452066,27
27.9,low,0,-.15367898,-.18397783,-.14778318,.038172059,27
28,low,0,-.17194304,-.20470104,-.16429368,.038890917,27
28.1,low,0,-.1904448,-.22547281,-.18082505,.038517367,27
28.200001,low,0,-.20918427,-.24629107,-.19737817,.037039999,27
28.299999,low,0,-.22816108,-.26715332,-.21395367,.034467436,27
28.4,low,0,-.24737597,-.28805831,-.23055318,.030808127,27
28.5,low,0,-.26682857,-.30900347,-.24717741,.026070673,27
28.6,low,0,-.28651887,-.32998681,-.26382741,.020263629,27
28.700001,low,0,-.30644688,-.35100615,-.28050435,.013395555,27
28.799999,low,0,-.3266122,-.37205908,-.29720899,.0054751593,27
28.9,low,0,-.34701562,-.39314425,-.31394321,-.0034892971,27
29,low,0,-.36765674,-.4142592,-.33070794,-.0134891,27
29.1,low,0,-.38853559,-.43540186,-.34750444,-.024515729,27
29.200001,low,0,-.40965211,-.45657009,-.36433402,-.036560599,27
29.299999,low,0,-.43100595,-.47776148,-.38119778,-.049614899,27
29.4,low,0,-.45259792,-.49897465,-.39809775,-.063670583,27
29.5,low,0,-.47442758,-.52020717,-.41503507,-.078718841,27
29.6,low,0,-.49649495,-.54145694,-.43201122,-.094751112,27
29.700001,low,0,-.51880002,-.56272191,-.44902775,-.11175885,27
29.799999,low,0,-.54134238,-.58399951,-.46608588,-.12973318,27
29.9,low,0,-.56412292,-.60528851,-.48318794,-.14866617,27
30,low,.15867275,-.5871411,-.62658638,-.50033522,-.16854893,27
30.1,low,.15867275,-.61039698,-.6478911,-.51752949,-.18937296,27
30.200001,low,.15867275,-.63389063,-.66920054,-.53477246,-.21112965,27
30.299999,low,.15867275,-.6576215,-.69051218,-.55206561,-.23381004,27
30.4,low,.15867275,-.68159056,-.71182477,-.5694114,-.25740641,27
30.5,low,.15867275,-.70579726,-.73313582,-.58681136,-.28190982,27
30.6,low,.15867275,-.73024172,-.75444329,-.60426754,-.30731168,27
30.700001,low,.15867275,-.75492388,-.77574497,-.62178177,-.33360341,27
30.799999,low,.15867275,-.77984327,-.7970385,-.63935578,-.36077601,27
30.9,low,.15867275,-.80500084,-.81832248,-.65699232,-.38882184,27
31,low,.15867275,-.83039612,-.83959448,-.67469305,-.41773191,27
31.1,low,.15867275,-.85602909,-.86085242,-.69246018,-.44749773,27
31.200001,low,.15867275,-.88189977,-.8820942,-.71029586,-.47811055,27
31.299999,low,.15867275,-.90800768,-.90331739,-.72820193,-.50956136,27
31.4,low,.15867275,-.93435377,-.92452055,-.74618143,-.54184282,27
31.5,low,.15867275,-.96093762,-.94570136,-.76423621,-.57494563,27
31.6,low,.15867275,-.98775911,-.96685761,-.78236872,-.60886145,27
31.700001,low,.15867275,-1.0148183,-.98798728,-.80058128,-.64358145,27
31.799999,low,.15867275,-1.0421147,-1.0090878,-.81887603,-.67909658,27
31.9,low,.15867275,-1.0696495,-1.030158,-.83725607,-.71539968,27
32,low,.15867275,-1.0974218,-1.0511954,-.85572356,-.75248152,27
32.099998,low,.15867275,-1.1254313,-1.0721973,-.87428081,-.79033244,27
32.200001,low,.15867275,-1.1536796,-1.0931631,-.8929314,-.82894659,27
32.299999,low,.15867275,-1.1821645,-1.1140889,-.91167659,-.86831224,27
32.400002,low,.15867275,-1.2108883,-1.1349744,-.93052042,-.90842378,27
32.5,low,.15867275,-1.2398486,-1.1558156,-.94946426,-.94926953,27
32.599998,low,.15867275,-1.2690467,-1.1766115,-.96851158,-.99084288,27
32.700001,low,.15867275,-1.2984835,-1.1973608,-.98766595,-1.0331364,27
32.799999,low,.15867275,-1.3281569,-1.2180595,-1.0069287,-1.0761385,27
32.900002,low,.15867275,-1.3580693,-1.2387075,-1.0263042,-1.1198438,27
33,low,-1.9985393,-1.388218,-1.2593009,-1.045794,-1.1642407,27
33.099998,low,-1.9985393,-1.4186046,-1.2798386,-1.0654018,-1.2093222,27
33.200001,low,-1.9985393,-1.4492301,-1.3003191,-1.0851313,-1.2550812,27
33.299999,low,-1.9985393,-1.480092,-1.3207387,-1.1049842,-1.3015059,27
33.400002,low,-1.9985393,-1.5111929,-1.3410971,-1.1249648,-1.3485913,27
33.5,low,-1.9985393,-1.5425303,-1.3613905,-1.1450752,-1.3963251,27
33.599998,low,-1.9985393,-1.5741054,-1.3816175,-1.165319,-1.4447008,27
33.700001,low,-1.9985393,-1.6059194,-1.4017771,-1.1857003,-1.4937115,27
33.799999,low,-1.9985393,-1.6379697,-1.4218655,-1.206221,-1.5433447,27
33.900002,low,-1.9985393,-1.6702592,-1.441882,-1.2268858,-1.5935963,27
34,low,-1.9985393,-1.7027851,-1.4618231,-1.2476965,-1.6444534,27
34.099998,low,-1.9985393,-1.7355486,-1.4816875,-1.2686573,-1.6959091,27
34.200001,low,-1.9985393,-1.7685512,-1.5014739,-1.2897725,-1.7479576,27
34.299999,low,-1.9985393,-1.8017902,-1.5211786,-1.3110441,-1.8005857,27
34.400002,low,-1.9985393,-1.8352681,-1.5408012,-1.332477,-1.8537893,27
34.5,low,-1.9985393,-1.8689826,-1.5603379,-1.3540734,-1.9075556,27
34.599998,low,-1.9985393,-1.9029347,-1.5797874,-1.3758374,-1.9618782,27
34.700001,low,-1.9985393,-1.9371258,-1.5991484,-1.397774,-2.0167501,27
34.799999,low,-1.9985393,-1.9715533,-1.6184174,-1.4198848,-2.0721593,27
34.900002,low,-1.9985393,-2.0062199,-1.6375936,-1.4421753,-2.1281009,27
35,low,-1.9985393,-2.0411227,-1.6566737,-1.4646478,-2.1845624,27
35.099998,low,-1.9985393,-2.0762634,-1.6756561,-1.4873067,-2.2415373,27
35.200001,low,-1.9985393,-2.1116431,-1.6945397,-1.5101571,-2.2990193,27
35.299999,low,-1.9985393,-2.147259,-1.7133206,-1.5332009,-2.3569953,27
35.400002,low,-1.9985393,-2.1831141,-1.7319984,-1.5564438,-2.4154613,27
35.5,low,-1.9985393,-2.2192056,-1.7505696,-1.5798882,-2.4744043,27
35.599998,low,-1.9985393,-2.2555346,-1.7690327,-1.603539,-2.5338178,27
35.700001,low,-1.9985393,-2.2921028,-1.7873865,-1.6274011,-2.5936954,27
35.799999,low,-1.9985393,-2.3289075,-1.8056273,-1.6514769,-2.6540246,27
35.900002,low,-1.9985393,-2.3659511,-1.8237545,-1.6757723,-2.7148011,27
36,low,3.2402971,-2.4032309,-1.8417646,-1.7002897,-2.7760115,27
36.099998,low,3.2402971,-2.4407487,-1.8596563,-1.7250345,-2.8376498,27
36.200001,low,3.2402971,-2.4785054,-1.8774281,-1.7500117,-2.8997095,27
36.299999,low,3.2402971,-2.5164986,-1.8950765,-1.7752237,-2.962178,27
36.400002,low,3.2402971,-2.5547307,-1.9126009,-1.8006771,-3.0250506,27
36.5,low,3.2402971,-2.5931993,-1.9299977,-1.8263741,-3.0883148,27
36.599998,low,3.2402971,-2.6319053,-1.9472656,-1.8523202,-3.1519635,27
36.700001,low,3.2402971,-2.6708508,-1.9644033,-1.878521,-3.2159913,27
36.799999,low,3.2402971,-2.7100322,-1.981407,-1.904979,-3.2803848,27
36.900002,low,3.2402971,-2.7494531,-1.9982764,-1.9317008,-3.3451402,27
37,low,3.2402971,-2.7891099,-2.0150077,-1.9586891,-3.4102437,27
37.099998,low,3.2402971,-2.8290045,-2.0315998,-1.9859495,-3.4756899,27
37.200001,low,3.2402971,-2.8691385,-2.0480511,-2.0134878,-3.5414717,27
37.299999,low,3.2402971,-2.9095087,-2.0643582,-2.0413067,-3.6075764,27
37.400002,low,3.2402971,-2.9501178,-2.0805202,-2.0694132,-3.6740005,27
37.5,low,3.2402971,-2.9909635,-2.096534,-2.0978098,-3.7407293,27
37.599998,low,3.2402971,-3.0320466,-2.1123979,-2.1265028,-3.8077586,27
37.700001,low,3.2402971,-3.073369,-2.1281104,-2.1554978,-3.8750811,27
37.799999,low,3.2402971,-3.1149278,-2.1436687,-2.1847978,-3.942683,27
37.900002,low,3.2402971,-3.1567256,-2.1590712,-2.2144101,-4.0105615,27
38,low,3.2402971,-3.1987596,-2.174315,-2.2443376,-4.0787024,27
38.099998,low,3.2402971,-3.2410312,-2.1893988,-2.2745862,-4.1471004,27
38.200001,low,3.2402971,-3.2835424,-2.2043207,-2.3051624,-4.2157493,27
38.299999,low,3.2402971,-3.3262894,-2.2190773,-2.3360691,-4.2846346,27
38.400002,low,3.2402971,-3.3692758,-2.2336683,-2.3673139,-4.353754,27
38.5,low,3.2402971,-3.4124982,-2.2480903,-2.3988998,-4.4230933,27
38.599998,low,3.2402971,-3.4559586,-2.2623413,-2.4308331,-4.4926462,27
38.700001,low,3.2402971,-3.4996581,-2.2764201,-2.4631202,-4.5624065,27
38.799999,low,3.2402971,-3.5435939,-2.2903237,-2.4957647,-4.6323628,27
38.900002,low,3.2402971,-3.5877688,-2.3040507,-2.528774,-4.7025084,27
39,low,-26.523962,-3.6321797,-2.3175983,-2.5621512,-4.7728314,27
39.099998,low,-26.523962,-3.6768286,-2.3309648,-2.5959032,-4.8433261,27
39.200001,low,-26.523962,-3.7217166,-2.3441484,-2.6300366,-4.9139848,27
39.299999,low,-26.523962,-3.7668409,-2.3571463,-2.6645546,-4.984796,27
39.400002,low,-26.523962,-3.8122044,-2.3699574,-2.6994658,-5.0557551,27
39.5,low,-26.523962,-3.8578038,-2.3825784,-2.7347727,-5.1268482,27
39.599998,low,-26.523962,-3.9036412,-2.3950078,-2.7704825,-5.1980696,27
39.700001,low,-26.523962,-3.949718,-2.4072442,-2.8066027,-5.2694135,27
39.799999,low,-26.523962,-3.9960306,-2.4192843,-2.8431361,-5.3408666,27
39.900002,low,-26.523962,-4.0425825,-2.4311271,-2.8800912,-5.4124246,27
40,low,-26.523962,-4.0893707,-2.4427695,-2.9174716,-5.4840736,27
40.099998,low,-26.523962,-4.1363964,-2.4542098,-2.9552841,-5.5558085,27
40.200001,low,-26.523962,-4.1836619,-2.4654465,-2.9935367,-5.6276231,27
40.299999,low,-26.523962,-4.231163,-2.4764767,-3.032232,-5.6995034,27
40.400002,low,-26.523962,-4.2789035,-2.487299,-3.0713797,-5.7714467,27
40.5,low,-26.523962,-4.32688,-2.4979105,-3.1109822,-5.8434381,27
40.599998,low,-26.523962,-4.3750944,-2.5083096,-3.1510475,-5.9154725,27
40.700001,low,-26.523962,-4.4235482,-2.5184944,-3.1915834,-5.9875436,27
40.799999,low,-26.523962,-4.4722381,-2.5284624,-3.2325931,-6.059638,27
40.900002,low,-26.523962,-4.5211673,-2.5382121,-3.2740858,-6.1317525,27
41,low,-26.523962,-4.5703325,-2.5477405,-3.3160648,-6.2038722,27
41.099998,low,-26.523962,-4.6197352,-2.5570459,-3.3585384,-6.2759938,27
41.200001,low,-26.523962,-4.6693773,-2.5661268,-3.4015141,-6.3481178,27
41.299999,low,-26.523962,-4.7192554,-2.5749805,-3.4449954,-6.4202394,27
41.400002,low,-26.523962,-4.7693734,-2.5836051,-3.488992,-6.492363,27
41.5,low,-26.523962,-4.8197269,-2.5919983,-3.5335071,-6.5644851,27
41.599998,low,-26.523962,-4.8703184,-2.600158,-3.5785491,-6.6366057,27
41.700001,low,-26.523962,-4.9211493,-2.6080828,-3.6241262,-6.7087302,27
41.799999,low,-26.523962,-4.9722161,-2.6157696,-3.6702418,-6.7808518,27
41.900002,low,-26.523962,-5.0235224,-2.6232173,-3.7169063,-6.8529758,27
42,low,22.129774,-5.0750647,-2.6304231,-3.7641222,-6.925097,27
42.099998,low,22.129774,-5.1268444,-2.6373849,-3.8118989,-6.9972186,27
42.200001,low,22.129774,-5.178864,-2.6441011,-3.8602445,-7.0693426,27
42.299999,low,22.129774,-5.2311192,-2.6505692,-3.9091625,-7.1414638,27
42.400002,low,22.129774,-5.2836142,-2.6567876,-3.9586637,-7.2135878,27
42.5,low,22.129774,-5.3363447,-2.6627536,-4.0087509,-7.2857094,27
42.599998,low,22.129774,-5.3893127,-2.6684654,-4.0594335,-7.3578315,27
42.700001,low,22.129774,-5.4425211,-2.6739211,-4.1107197,-7.4299555,27
42.799999,low,22.129774,-5.495965,-2.6791182,-4.1626134,-7.5020766,27
42.900002,low,22.129774,-5.5496483,-2.6840551,-4.215126,-7.5742002,27
43,low,22.129774,-5.6035676,-2.688729,-4.2682595,-7.6463223,27
43.099998,low,22.129774,-5.6577244,-2.6931386,-4.3220243,-7.7184429,27
43.200001,low,22.129774,-5.712121,-2.6972814,-4.3764296,-7.7905674,27
43.299999,low,22.129774,-5.7667532,-2.7011554,-4.4314775,-7.862689,27
43.400002,low,22.129774,-5.8216252,-2.7047584,-4.4871807,-7.9348135,27
43.5,low,22.129774,-5.8767328,-2.7080884,-4.5435419,-8.0069342,27
43.599998,low,22.129774,-5.9320784,-2.7111433,-4.6005712,-8.0790558,27
43.700001,low,22.129774,-5.9876633,-2.7139213,-4.658277,-8.1511803,27
43.799999,low,22.129774,-6.0434842,-2.7164197,-4.7166638,-8.2233019,27
43.900002,low,22.129774,-6.099545,-2.718637,-4.775743,-8.2954254,27
44,low,22.129774,-6.1558409,-2.7205706,-4.8355179,-8.367547,27
44.099998,low,22.129774,-6.2123747,-2.7222188,-4.8959985,-8.4396687,27
44.200001,low,22.129774,-6.2691483,-2.7235794,-4.9571943,-8.5117922,27
44.299999,low,22.129774,-6.326158,-2.7246504,-5.0191088,-8.5839138,27
44.400002,low,22.129774,-6.3834071,-2.7254295,-5.0817542,-8.6560373,27
44.5,low,22.129774,-6.4408917,-2.7259147,-5.145134,-8.728159,27
44.599998,low,22.129774,-6.4986143,-2.726104,-5.2092581,-8.8002796,27
44.700001,low,22.129774,-6.5565763,-2.7259951,-5.274137,-8.8724051,27
44.799999,low,22.129774,-6.6147742,-2.7255862,-5.3397737,-8.9445267,27
44.900002,low,22.129774,-6.6732121,-2.724875,-5.4061813,-9.0166502,27
45,low,22.129774,-6.731885,-2.7238595,-5.4733629,-9.0887718,27
45.099998,low,22.129774,-6.7907963,-2.7225375,-5.5413284,-9.1608934,27
45.200001,low,22.129774,-6.849947,-2.7209072,-5.6100898,-9.233017,27
45.299999,low,22.129774,-6.9093332,-2.7189662,-5.6796489,-9.3051386,27
45.400002,low,22.129774,-6.9689593,-2.7167125,-5.7500191,-9.3772621,27
45.5,low,22.129774,-7.0288215,-2.7141442,-5.8212047,-9.4493847,27
45.599998,low,22.129774,-7.0889206,-2.7112589,-5.8932152,-9.5215063,27
45.700001,low,22.129774,-7.14926,-2.7080545,-5.9660621,-9.5936298,27
45.799999,low,22.129774,-7.2098351,-2.7045295,-6.0397487,-9.6657515,27
45.900002,low,22.129774,-7.2706499,-2.700681,-6.1142888,-9.737875,27
46,low,22.129774,-7.3316998,-2.6965075,-6.1896849,-9.8099966,27
46.099998,low,22.129774,-7.3929877,-2.6920068,-6.2659488,-9.8821182,27
46.200001,low,22.129774,-7.4545159,-2.6871765,-6.3430915,-9.9542418,27
46.299999,low,22.129774,-7.5162792,-2.6820149,-6.4211159,-10.026363,27
46.400002,low,22.129774,-7.5782828,-2.6765196,-6.5000367,-10.098488,27
46.5,low,22.129774,-7.6405215,-2.6706889,-6.5798569,-10.170609,27
46.599998,low,22.129774,-7.7029977,-2.6645203,-6.6605873,-10.242731,27
46.700001,low,22.129774,-7.7657146,-2.6580117,-6.7422409,-10.314855,27
46.799999,low,22.129774,-7.8286662,-2.6511614,-6.8248191,-10.386976,27
46.900002,low,22.129774,-7.8918581,-2.6439669,-6.9083381,-10.4591,27
47,low,22.129774,-7.9552855,-2.6364267,-6.9927998,-10.531221,27
