temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_manuf,se_manuf,lowerci_manuf,upperci_manuf,yhat_hr3,se_hr3,lowerci_hr3,upperci_hr3
-18.4,27,-2.3906968,13.001704,-27.873569,23.092176,1.710627,9.5987883,-17.102654,20.523907,-150.51474,75.351105,-298.2002,-2.8292837
-18.3,27,-2.3854311,12.973066,-27.812174,23.041311,1.7068591,9.5776463,-17.064981,20.478701,-150.1832,75.185135,-297.54337,-2.8230517
-18.2,27,-2.3801651,12.944428,-27.75078,22.990448,1.7030913,9.5565033,-17.027311,20.433495,-149.85168,75.019165,-296.88654,-2.8168199
-18.1,27,-2.3748994,12.915791,-27.689383,22.939585,1.6993233,9.5353603,-16.989641,20.388287,-149.52014,74.853188,-296.22971,-2.8105879
-18,27,-2.3696334,12.887153,-27.627987,22.888721,1.6955553,9.5142183,-16.951969,20.343081,-149.18861,74.687218,-295.57288,-2.8043561
-17.9,27,-2.3643675,12.858514,-27.566591,22.837856,1.6917875,9.4930754,-16.914297,20.297873,-148.85709,74.521248,-294.91605,-2.7981241
-17.8,27,-2.3591018,12.829876,-27.505196,22.786993,1.6880195,9.4719324,-16.876627,20.252666,-148.52556,74.35527,-294.25922,-2.7918923
-17.7,27,-2.3538358,12.801238,-27.443802,22.73613,1.6842517,9.4507904,-16.838957,20.20746,-148.19403,74.189308,-293.60239,-2.7856605
-17.6,27,-2.3485701,12.7726,-27.382406,22.685266,1.6804838,9.4296474,-16.801285,20.162252,-147.86249,74.023331,-292.94556,-2.7794285
-17.5,27,-2.3433042,12.743961,-27.321011,22.634401,1.6767159,9.4085045,-16.763615,20.117046,-147.53096,73.857361,-292.28873,-2.7731965
-17.4,27,-2.3380382,12.715323,-27.259615,22.583538,1.672948,9.3873615,-16.725943,20.071838,-147.19943,73.691391,-291.6319,-2.7669647
-17.3,27,-2.3327725,12.686686,-27.198219,22.532673,1.66918,9.3662186,-16.688272,20.026632,-146.8679,73.525414,-290.97507,-2.7607327
-17.2,27,-2.3275065,12.658048,-27.136824,22.481812,1.6654122,9.3450766,-16.6506,19.981426,-146.53638,73.359444,-290.31824,-2.7545009
-17.1,27,-2.3222408,12.629409,-27.075428,22.430946,1.6616443,9.3239336,-16.61293,19.936218,-146.20485,73.193474,-289.66141,-2.7482688
-17,27,-2.3169749,12.600771,-27.014032,22.380083,1.6578764,9.3027906,-16.575258,19.891012,-145.87331,73.027504,-289.00458,-2.7420371
-16.9,27,-2.3117089,12.572133,-26.952637,22.329218,1.6541084,9.2816477,-16.537588,19.845804,-145.54178,72.861534,-288.34775,-2.735805
-16.8,27,-2.3064432,12.543494,-26.891241,22.278355,1.6503406,9.2605057,-16.499916,19.800598,-145.21025,72.695557,-287.69092,-2.7295732
-16.7,27,-2.3011775,12.514857,-26.829845,22.227491,1.6465727,9.2393627,-16.462246,19.755392,-144.87872,72.529587,-287.03412,-2.7233415
-16.6,27,-2.2959116,12.486218,-26.76845,22.176628,1.6428047,9.2182198,-16.424574,19.710184,-144.5472,72.363617,-286.37729,-2.7171094
-16.5,27,-2.2906456,12.457581,-26.707054,22.125763,1.6390369,9.1970778,-16.386904,19.664978,-144.21567,72.197647,-285.72046,-2.7108774
-16.4,27,-2.2853799,12.428943,-26.645658,22.0749,1.6352689,9.1759348,-16.349232,19.61977,-143.88412,72.03167,-285.0636,-2.7046456
-16.3,27,-2.2801139,12.400304,-26.584263,22.024035,1.6315011,9.1547918,-16.311562,19.574564,-143.5526,71.8657,-284.40677,-2.6984136
-16.2,27,-2.2748482,12.371666,-26.522869,21.973173,1.6277332,9.1336498,-16.273891,19.529358,-143.22107,71.69973,-283.74997,-2.6921818
-16.1,27,-2.2695823,12.343028,-26.461473,21.922308,1.6239653,9.1125069,-16.236219,19.48415,-142.88954,71.53376,-283.09314,-2.68595
-16,27,-2.2643163,12.31439,-26.400078,21.871445,1.6201974,9.0913639,-16.198549,19.438944,-142.55801,71.36779,-282.43631,-2.679718
-15.9,27,-2.2590506,12.285751,-26.338682,21.82058,1.6164294,9.0702209,-16.160877,19.393736,-142.22647,71.201813,-281.77948,-2.673486
-15.8,27,-2.2537847,12.257113,-26.277287,21.769716,1.6126616,9.0490789,-16.123207,19.34853,-141.89494,71.035843,-281.12265,-2.6672542
-15.7,27,-2.2485187,12.228476,-26.215891,21.718853,1.6088936,9.027936,-16.085535,19.303322,-141.56342,70.869873,-280.46582,-2.6610222
-15.6,27,-2.243253,12.199838,-26.154495,21.66799,1.6051258,9.006793,-16.047865,19.258116,-141.23189,70.703903,-279.80899,-2.6547904
-15.5,27,-2.237987,12.1712,-26.0931,21.617125,1.6013578,8.9856501,-16.010193,19.21291,-140.90036,70.537926,-279.15216,-2.6485584
-15.4,27,-2.2327213,12.142561,-26.031704,21.566261,1.59759,8.9645071,-15.972522,19.167702,-140.56883,70.371956,-278.49533,-2.6423266
-15.3,27,-2.2274554,12.113923,-25.970308,21.515398,1.5938221,8.9433651,-15.934851,19.122496,-140.2373,70.205986,-277.8385,-2.6360948
-15.2,27,-2.2221897,12.085285,-25.908913,21.464533,1.5900542,8.9222221,-15.89718,19.077288,-139.90576,70.040016,-277.18167,-2.6298628
-15.1,27,-2.2169237,12.056647,-25.847517,21.41367,1.5862863,8.9010792,-15.859509,19.032082,-139.57423,69.874046,-276.52484,-2.623631
-15,27,-2.2116578,12.028008,-25.786121,21.362806,1.5825183,8.8799372,-15.821838,18.986876,-139.24271,69.708069,-275.86801,-2.617399
-14.9,27,-2.206392,11.999371,-25.724726,21.311941,1.5787505,8.8587942,-15.784166,18.941668,-138.91118,69.542099,-275.21118,-2.611167
-14.8,27,-2.2011261,11.970733,-25.66333,21.261078,1.5749825,8.8376513,-15.746496,18.896461,-138.57965,69.376129,-274.55435,-2.6049352
-14.7,27,-2.1958604,11.942095,-25.601934,21.210215,1.5712147,8.8165083,-15.708825,18.851254,-138.24812,69.210159,-273.89752,-2.5987031
-14.6,27,-2.1905944,11.913456,-25.540541,21.159351,1.5674468,8.7953663,-15.671154,18.806047,-137.91658,69.044182,-273.24069,-2.5924714
-14.5,27,-2.1853287,11.884818,-25.479145,21.108486,1.5636789,8.7742233,-15.633483,18.760841,-137.58505,68.878212,-272.58386,-2.5862396
-14.4,27,-2.1800628,11.85618,-25.417747,21.057623,1.5599109,8.7530804,-15.595812,18.715633,-137.25352,68.712242,-271.92703,-2.5800076
-14.3,27,-2.1747968,11.827542,-25.356354,21.00676,1.556143,8.7319374,-15.558141,18.670427,-136.922,68.546272,-271.2702,-2.5737758
-14.2,27,-2.1695311,11.798903,-25.294958,20.955894,1.5523752,8.7107954,-15.52047,18.625219,-136.59047,68.380295,-270.61337,-2.5675437
-14.1,27,-2.1642652,11.770266,-25.233562,20.905031,1.5486072,8.6896524,-15.482799,18.580013,-136.25894,68.214325,-269.95657,-2.561312
-14,27,-2.1589994,11.741628,-25.172167,20.854168,1.5448394,8.6685095,-15.445127,18.534805,-135.9274,68.048355,-269.29974,-2.5550799
-13.9,27,-2.1537335,11.71299,-25.110771,20.803305,1.5410714,8.6473665,-15.407456,18.489599,-135.59587,67.882385,-268.64288,-2.5488479
-13.8,27,-2.1484675,11.684351,-25.049376,20.752439,1.5373036,8.6262245,-15.369785,18.444393,-135.26434,67.716415,-267.98608,-2.5426161
-13.7,27,-2.1432018,11.655713,-24.98798,20.701576,1.5335356,8.6050816,-15.332114,18.399185,-134.93282,67.550438,-267.32925,-2.5363843
-13.6,27,-2.1379359,11.627075,-24.926584,20.650713,1.5297678,8.5839386,-15.294443,18.353979,-134.60129,67.384468,-266.67242,-2.5301523
-13.5,27,-2.1326702,11.598437,-24.865189,20.599848,1.5259999,8.5627966,-15.256772,18.308771,-134.26976,67.218498,-266.01559,-2.5239205
-13.4,27,-2.1274042,11.569798,-24.803793,20.548985,1.5222319,8.5416536,-15.219101,18.263565,-133.93822,67.052521,-265.35876,-2.5176885
-13.3,27,-2.1221385,11.541161,-24.742397,20.498121,1.5184641,8.5205107,-15.18143,18.218359,-133.60669,66.886551,-264.70193,-2.5114567
-13.2,27,-2.1168725,11.512523,-24.681002,20.447258,1.5146961,8.4993677,-15.143759,18.173151,-133.27516,66.720581,-264.0451,-2.5052247
-13.1,27,-2.1116066,11.483885,-24.619608,20.396393,1.5109283,8.4782257,-15.106089,18.127945,-132.94363,66.554611,-263.38828,-2.4989929
-13,27,-2.1063409,11.455246,-24.55821,20.34553,1.5071603,8.4570827,-15.068418,18.082737,-132.61211,66.388641,-262.73145,-2.4927609
-12.9,27,-2.1010749,11.426608,-24.496815,20.294666,1.5033925,8.4359398,-15.030746,18.037531,-132.28056,66.222664,-262.07462,-2.4865291
-12.8,27,-2.0958092,11.39797,-24.435421,20.243801,1.4996245,8.4147968,-14.993075,17.992325,-131.94904,66.056694,-261.41779,-2.4802971
-12.7,27,-2.0905433,11.369332,-24.374025,20.192938,1.4958566,8.3936548,-14.955404,17.947117,-131.61751,65.890724,-260.76096,-2.4740653
-12.6,27,-2.0852773,11.340694,-24.31263,20.142075,1.4920888,8.3725119,-14.917733,17.901911,-131.28598,65.724754,-260.10413,-2.4678333
-12.5,27,-2.0800116,11.312056,-24.251234,20.091211,1.4883208,8.3513689,-14.880062,17.856703,-130.95445,65.558784,-259.4473,-2.4616015
-12.4,27,-2.0747457,11.283418,-24.189838,20.040346,1.484553,8.3302259,-14.842391,17.811497,-130.62292,65.392807,-258.79047,-2.4553695
-12.3,27,-2.0694799,11.25478,-24.128443,19.989483,1.480785,8.3090839,-14.80472,17.766291,-130.2914,65.226837,-258.13364,-2.4491377
-12.2,27,-2.064214,11.226141,-24.067047,19.93862,1.4770172,8.287941,-14.767049,17.721083,-129.95985,65.060867,-257.47681,-2.4429057
-12.1,27,-2.0589483,11.197503,-24.005651,19.887754,1.4732492,8.266798,-14.729378,17.675877,-129.62833,64.894897,-256.81998,-2.4366739
-12,27,-2.0536823,11.168865,-23.944256,19.836891,1.4694813,8.245656,-14.691707,17.630669,-129.2968,64.72892,-256.16315,-2.4304419
-11.9,27,-2.0484164,11.140227,-23.88286,19.786028,1.4657134,8.2245131,-14.654036,17.585463,-128.96527,64.56295,-255.50633,-2.4242101
-11.8,27,-2.0431507,11.111589,-23.821465,19.735165,1.4619455,8.2033701,-14.616364,17.540257,-128.63374,64.39698,-254.8495,-2.417978
-11.7,27,-2.0378847,11.082951,-23.760069,19.684299,1.4581776,8.1822271,-14.578693,17.495049,-128.30222,64.23101,-254.19267,-2.4117463
-11.6,27,-2.032619,11.054313,-23.698673,19.633436,1.4544097,8.1610851,-14.541022,17.449842,-127.97068,64.065041,-253.53584,-2.4055142
-11.5,27,-2.027353,11.025675,-23.637278,19.582573,1.4506419,8.1399422,-14.503351,17.404634,-127.63914,63.899063,-252.87901,-2.3992825
-11.4,27,-2.0220871,10.997037,-23.575882,19.531708,1.4468739,8.1187992,-14.46568,17.359428,-127.30762,63.733093,-252.22218,-2.3930504
-11.3,27,-2.0168214,10.968398,-23.514488,19.480844,1.4431061,8.0976563,-14.428009,17.314222,-126.97609,63.567123,-251.56535,-2.3868186
-11.2,27,-2.0115554,10.93976,-23.453093,19.429981,1.4393381,8.0765142,-14.390338,17.269014,-126.64455,63.40115,-250.90852,-2.3805866
-11.1,27,-2.0062897,10.911122,-23.391697,19.379118,1.4355702,8.0553713,-14.352668,17.223808,-126.31303,63.23518,-250.25171,-2.3743548
-11,27,-2.0010238,10.882484,-23.330301,19.328253,1.4318023,8.0342283,-14.314996,17.1786,-125.9815,63.069206,-249.59486,-2.3681228
-10.9,27,-1.9957579,10.853846,-23.268906,19.27739,1.4280344,8.0130854,-14.277325,17.133394,-125.64996,62.903236,-248.93803,-2.361891
-10.8,27,-1.9904921,10.825208,-23.20751,19.226526,1.4242666,7.9919434,-14.239655,17.088188,-125.31844,62.737263,-248.28122,-2.355659
-10.7,27,-1.9852263,10.79657,-23.146114,19.175661,1.4204986,7.9708004,-14.201983,17.04298,-124.98691,62.571293,-247.62439,-2.3494272
-10.6,27,-1.9799604,10.767932,-23.084719,19.124798,1.4167308,7.9496579,-14.164312,16.997774,-124.65538,62.405319,-246.96756,-2.3431952
-10.5,27,-1.9746945,10.739293,-23.023323,19.073935,1.4129628,7.928515,-14.126641,16.952566,-124.32384,62.239349,-246.31073,-2.3369634
-10.4,27,-1.9694287,10.710655,-22.961927,19.023069,1.4091949,7.907372,-14.08897,16.90736,-123.99232,62.073376,-245.6539,-2.3307314
-10.3,27,-1.9641628,10.682017,-22.900532,18.972206,1.405427,7.8862295,-14.051299,16.862152,-123.66078,61.907406,-244.99707,-2.3244996
-10.2,27,-1.958897,10.653379,-22.839136,18.921343,1.4016591,7.865087,-14.013628,16.816946,-123.32925,61.741432,-244.34024,-2.3182676
-10.1,27,-1.9536312,10.624742,-22.77774,18.87048,1.3978913,7.8439441,-13.975957,16.77174,-122.99773,61.575462,-243.68341,-2.3120358
-10,27,-1.9483652,10.596103,-22.716345,18.819614,1.3941233,7.8228016,-13.938286,16.726532,-122.66619,61.409492,-243.02658,-2.3058038
-9.9,27,-1.9430994,10.567465,-22.654949,18.768751,1.3903553,7.8016586,-13.900615,16.681326,-122.33466,61.243519,-242.36975,-2.299572
-9.800000000000001,27,-1.9378335,10.538827,-22.593554,18.717888,1.3865875,7.7805161,-13.862944,16.636118,-122.00314,61.077549,-241.71292,-2.29334
-9.699999999999999,27,-1.9325677,10.510188,-22.532158,18.667023,1.3828197,7.7593732,-13.825273,16.590912,-121.6716,60.911575,-241.05609,-2.2871082
-9.6,27,-1.9273019,10.48155,-22.470764,18.616159,1.3790517,7.7382307,-13.787601,16.545706,-121.34007,60.745605,-240.39928,-2.2808762
-9.5,27,-1.9220361,10.452912,-22.409369,18.565296,1.3752838,7.7170877,-13.74993,16.500498,-121.00854,60.579632,-239.74245,-2.2746444
-9.4,27,-1.9167701,10.424274,-22.347973,18.514431,1.3715159,7.6959453,-13.712259,16.455292,-120.67701,60.413662,-239.08562,-2.2684124
-9.300000000000001,27,-1.9115043,10.395637,-22.286577,18.463568,1.367748,7.6748028,-13.674588,16.410084,-120.34548,60.247688,-238.42879,-2.2621806
-9.199999999999999,27,-1.9062384,10.366998,-22.225182,18.412704,1.3639801,7.6536598,-13.636917,16.364878,-120.01395,60.081718,-237.77196,-2.2559485
-9.1,27,-1.9009726,10.33836,-22.163786,18.361841,1.3602122,7.6325173,-13.599247,16.319672,-119.68243,59.915749,-237.11513,-2.2497168
-9,27,-1.8957068,10.309722,-22.10239,18.310976,1.3564444,7.6113744,-13.561575,16.274464,-119.35089,59.749775,-236.4583,-2.2434847
-8.9,27,-1.8904408,10.281083,-22.040995,18.260113,1.3526764,7.5902314,-13.523904,16.229258,-119.01936,59.583801,-235.80147,-2.237253
-8.800000000000001,27,-1.885175,10.252445,-21.979599,18.209249,1.3489085,7.5690889,-13.486234,16.18405,-118.68783,59.417831,-235.14464,-2.2310209
-8.699999999999999,27,-1.8799092,10.223807,-21.918203,18.158384,1.3451406,7.5479465,-13.448563,16.138844,-118.3563,59.251862,-234.48781,-2.2247891
-8.6,27,-1.8746433,10.195169,-21.856808,18.107521,1.3413727,7.5268035,-13.410892,16.093637,-118.02477,59.085888,-233.83099,-2.2185574
-8.5,27,-1.8693775,10.166532,-21.795412,18.056658,1.3376048,7.505661,-13.37322,16.048429,-117.69324,58.919918,-233.17415,-2.2123253
-8.4,27,-1.8641117,10.137893,-21.734016,18.005793,1.3338369,7.4845181,-13.335549,16.003223,-117.36171,58.753944,-232.51732,-2.2060933
-8.300000000000001,27,-1.8588458,10.109255,-21.672621,17.954929,1.3300691,7.4633756,-13.297878,15.958016,-117.03018,58.587975,-231.8605,-2.1998615
-8.199999999999999,27,-1.8535799,10.080617,-21.611225,17.904066,1.3263011,7.4422326,-13.260207,15.912809,-116.69865,58.422001,-231.20367,-2.1936295
-8.1,27,-1.848314,10.051979,-21.549831,17.853203,1.3225332,7.4210901,-13.222536,15.867602,-116.36712,58.256031,-230.54684,-2.1873977
-8,27,-1.8430482,10.02334,-21.488436,17.802338,1.3187653,7.3999472,-13.184865,15.822395,-116.03559,58.090057,-229.89001,-2.1811659
-7.9,27,-1.8377824,9.9947023,-21.42704,17.751474,1.3149974,7.3788047,-13.147194,15.777188,-115.70406,57.924088,-229.23318,-2.1749339
-7.8,27,-1.8325166,9.9660645,-21.365644,17.700611,1.3112295,7.3576617,-13.109523,15.731982,-115.37253,57.758118,-228.57635,-2.1687021
-7.7,27,-1.8272506,9.9374266,-21.304249,17.649746,1.3074616,7.3365192,-13.071852,15.686775,-115.041,57.592144,-227.91953,-2.1624701
-7.6,27,-1.8219848,9.9087877,-21.242853,17.598883,1.3036937,7.3153763,-13.034181,15.641568,-114.70947,57.426174,-227.2627,-2.1562383
-7.5,27,-1.8167189,9.8801498,-21.181458,17.548019,1.2999258,7.2942338,-12.99651,15.596361,-114.37794,57.260201,-226.60587,-2.1500063
-7.4,27,-1.8114531,9.851512,-21.120062,17.497156,1.296158,7.2730913,-12.958838,15.551154,-114.04641,57.094231,-225.94904,-2.1437745
-7.3,27,-1.8061873,9.8228741,-21.058666,17.446291,1.29239,7.2519484,-12.921167,15.505948,-113.71487,56.928257,-225.29222,-2.1375425
-7.2,27,-1.8009214,9.7942352,-20.997271,17.395428,1.2886221,7.2308054,-12.883496,15.460741,-113.38335,56.762287,-224.63538,-2.1313107
-7.1,27,-1.7956556,9.7655973,-20.935875,17.344564,1.2848542,7.2096629,-12.845825,15.415534,-113.05182,56.596313,-223.97856,-2.1250787
-7,27,-1.7903897,9.7369595,-20.874479,17.293699,1.2810863,7.1885204,-12.808154,15.370327,-112.72028,56.430344,-223.32173,-2.1188469
-6.9,27,-1.7851238,9.7083216,-20.813084,17.242836,1.2773184,7.1673775,-12.770484,15.32512,-112.38876,56.26437,-222.6649,-2.1126149
-6.8,27,-1.779858,9.6796837,-20.751688,17.191973,1.2735505,7.146235,-12.732813,15.279914,-112.05723,56.0984,-222.00807,-2.1063831
-6.7,27,-1.7745922,9.6510448,-20.690292,17.141109,1.2697825,7.125092,-12.695142,15.234707,-111.72569,55.932426,-221.35124,-2.1001511
-6.6,27,-1.7693263,9.622407,-20.628897,17.090244,1.2660147,7.1039495,-12.657471,15.1895,-111.39417,55.766457,-220.69441,-2.0939193
-6.5,27,-1.7640605,9.5937691,-20.567501,17.039381,1.2622467,7.0828066,-12.6198,15.144293,-111.06264,55.600487,-220.03758,-2.0876873
-6.4,27,-1.7587945,9.5651312,-20.506107,16.988518,1.2584789,7.0616641,-12.582129,15.099086,-110.7311,55.434513,-219.38075,-2.0814555
-6.3,27,-1.7535287,9.5364923,-20.444712,16.937653,1.254711,7.0405211,-12.544457,15.05388,-110.39957,55.268543,-218.72392,-2.0752234
-6.2,27,-1.7482629,9.5078545,-20.383316,16.886789,1.2509431,7.0193787,-12.506786,15.008673,-110.06805,55.10257,-218.06709,-2.0689917
-6.1,27,-1.7429971,9.4792166,-20.32192,16.835926,1.2471752,6.9982357,-12.469115,14.963466,-109.73651,54.9366,-217.41026,-2.0627596
-6,27,-1.7377312,9.4505787,-20.260525,16.785063,1.2434072,6.9770932,-12.431444,14.918259,-109.40498,54.770626,-216.75343,-2.0565279
-5.9,27,-1.7324654,9.4219398,-20.199129,16.734198,1.2396394,6.9559507,-12.393773,14.873052,-109.07346,54.604656,-216.09662,-2.0502958
-5.8,27,-1.7271994,9.393302,-20.137733,16.683334,1.2358714,6.9348078,-12.356102,14.827845,-108.74192,54.438683,-215.43979,-2.044064
-5.7,27,-1.7219336,9.3646641,-20.076338,16.632471,1.2321036,6.9136648,-12.318431,14.782638,-108.41039,54.272713,-214.78296,-2.037832
-5.6,27,-1.7166678,9.3360262,-20.014942,16.581606,1.2283356,6.8925223,-12.28076,14.737432,-108.07887,54.106739,-214.12613,-2.0316002
-5.5,27,-1.7114019,9.3073874,-19.953547,16.530743,1.2245678,6.8713799,-12.243089,14.692225,-107.74733,53.940769,-213.4693,-2.0253682
-5.4,27,-1.7061361,9.2787495,-19.892151,16.479879,1.2207999,6.8502369,-12.205418,14.647017,-107.4158,53.774799,-212.81247,-2.0191364
-5.3,27,-1.7008703,9.2501116,-19.830755,16.429016,1.217032,6.8290944,-12.167747,14.60181,-107.08427,53.608826,-212.15564,-2.0129044
-5.2,27,-1.6956043,9.2214737,-19.76936,16.378151,1.2132641,6.8079515,-12.130075,14.556603,-106.75274,53.442852,-211.49881,-2.0066726
-5.1,27,-1.6903385,9.1928349,-19.707964,16.327288,1.2094961,6.786809,-12.092404,14.511397,-106.42121,53.276882,-210.84198,-2.0004406
-5,27,-1.6850727,9.164197,-19.646568,16.276424,1.2057283,6.765666,-12.054733,14.46619,-106.08968,53.110912,-210.18515,-1.9942087
-4.9,27,-1.6798068,9.1355591,-19.585173,16.225559,1.2019603,6.7445235,-12.017062,14.420983,-105.75815,52.944939,-209.52832,-1.9879769
-4.8,27,-1.674541,9.1069212,-19.523779,16.174696,1.1981925,6.7233806,-11.979392,14.375776,-105.42662,52.778969,-208.87151,-1.981745
-4.7,27,-1.669275,9.0782824,-19.462381,16.123833,1.1944245,6.7022381,-11.94172,14.330569,-105.09509,52.612995,-208.21466,-1.975513
-4.6,27,-1.6640092,9.0496445,-19.400988,16.072968,1.1906567,6.6810951,-11.90405,14.285363,-104.76356,52.447025,-207.55785,-1.9692811
-4.5,27,-1.6587434,9.0210066,-19.339592,16.022104,1.1868888,6.6599526,-11.866379,14.240156,-104.43203,52.281052,-206.90102,-1.9630493
-4.4,27,-1.6534775,8.9923687,-19.278196,15.971241,1.1831208,6.6388097,-11.828708,14.194949,-104.1005,52.115082,-206.24419,-1.9568174
-4.3,27,-1.6482117,8.9637308,-19.216801,15.920377,1.179353,6.6176672,-11.791037,14.149742,-103.76897,51.949112,-205.58736,-1.9505855
-4.2,27,-1.6429459,8.935092,-19.155405,15.869513,1.175585,6.5965242,-11.753366,14.104535,-103.43744,51.783138,-204.93053,-1.9443535
-4.1,27,-1.6376799,8.9064541,-19.094009,15.818649,1.1718172,6.5753818,-11.715694,14.059329,-103.10591,51.617165,-204.2737,-1.9381217
-4,27,-1.6324141,8.8778162,-19.032614,15.767785,1.1680492,6.5542393,-11.678023,14.014122,-102.77438,51.451195,-203.61687,-1.9318898
-3.9,27,-1.6271483,8.8491783,-18.971218,15.716922,1.1642814,6.5330963,-11.640352,13.968915,-102.44285,51.285225,-202.96004,-1.9256579
-3.8,27,-1.6218824,8.8205395,-18.909822,15.666058,1.1605135,6.5119538,-11.602681,13.923708,-102.11132,51.119251,-202.30321,-1.919426
-3.7,27,-1.6166166,8.7919016,-18.848427,15.615194,1.1567456,6.4908109,-11.56501,13.878501,-101.77979,50.953281,-201.64638,-1.9131941
-3.6,27,-1.6113508,8.7632637,-18.787031,15.56433,1.1529777,6.4696684,-11.527339,13.833294,-101.44826,50.787308,-200.98955,-1.9069622
-3.5,27,-1.6060848,8.7346258,-18.725636,15.513466,1.1492097,6.4485254,-11.489668,13.788088,-101.11673,50.621338,-200.33272,-1.9007303
-3.4,27,-1.600819,8.705987,-18.66424,15.462603,1.1454419,6.4273829,-11.451997,13.742881,-100.78519,50.455364,-199.6759,-1.8944983
-3.3,27,-1.5955532,8.6773491,-18.602844,15.411738,1.1416739,6.40624,-11.414326,13.697674,-100.45367,50.289394,-199.01907,-1.8882664
-3.2,27,-1.5902873,8.6487112,-18.541449,15.360875,1.1379061,6.3850975,-11.376655,13.652467,-100.12214,50.123421,-198.36224,-1.8820345
-3.1,27,-1.5850215,8.6200733,-18.480055,15.310011,1.1341381,6.3639545,-11.338984,13.60726,-99.790604,49.957451,-197.70541,-1.8758026
-3,27,-1.5797557,8.5914345,-18.418659,15.259148,1.1303703,6.3428121,-11.301312,13.562054,-99.459076,49.791477,-197.04858,-1.8695707
-2.9,27,-1.5744898,8.5627966,-18.357264,15.208283,1.1266024,6.3216691,-11.263641,13.516847,-99.127548,49.625507,-196.39175,-1.8633388
-2.8,27,-1.5692239,8.5341587,-18.295868,15.157419,1.1228344,6.3005266,-11.22597,13.47164,-98.796013,49.459538,-195.73492,-1.8571069
-2.7,27,-1.563958,8.5055208,-18.234472,15.106556,1.1190666,6.2793837,-11.1883,13.426433,-98.464485,49.293564,-195.07809,-1.850875
-2.6,27,-1.5586922,8.476882,-18.173077,15.055692,1.1152986,6.2582412,-11.150629,13.381226,-98.132957,49.127594,-194.42126,-1.8446431
-2.5,27,-1.5534264,8.4482441,-18.111681,15.004828,1.1115308,6.2370987,-11.112958,13.33602,-97.801422,48.96162,-193.76443,-1.8384112
-2.4,27,-1.5481606,8.4196062,-18.050285,14.953964,1.1077628,6.2159557,-11.075287,13.290812,-97.469894,48.79565,-193.1076,-1.8321793
-2.3,27,-1.5428946,8.3909683,-17.98889,14.9031,1.103995,6.1948133,-11.037616,13.245605,-97.138367,48.629677,-192.45078,-1.8259474
-2.2,27,-1.5376288,8.3623295,-17.927494,14.852237,1.100227,6.1736703,-10.999945,13.200398,-96.806831,48.463707,-191.79396,-1.8197155
