var_type,year,pctile,beta1,beta2,anomalymin,anomalymax
"value",2057,.05,-.422543,.1324176,.59,3.373
"value",2058,.05,-.4323924,.1410716,.6,3.463
"value",2059,.05,-.4386734,.1471749,.61,3.583
"value",2060,.05,-.4202815,.1407515,.61,3.713
"value",2061,.05,-.4140409,.1439981,.62,3.803
"value",2062,.05,-.38781,.1338892,.63,3.903
"value",2063,.05,-.3869444,.1322733,.63,3.993
"value",2064,.05,-.3737537,.1271952,.64,4.123
"value",2065,.05,-.3686827,.1284101,.64,4.263
"value",2066,.05,-.3408729,.119054,.65,4.423
"value",2067,.05,-.3547706,.1251228,.65,4.603
"value",2068,.05,-.3502488,.1254814,.66,4.753
"value",2069,.05,-.3741003,.1339291,.66,4.863
"value",2070,.05,-.3910517,.1395615,.66,4.983
"value",2071,.05,-.3935012,.1394024,.67,5.093
"value",2072,.05,-.3889997,.1352738,.67,5.203
"value",2073,.05,-.3924426,.1392327,.67,5.313
"value",2074,.05,-.3943048,.1415856,.67,5.423
"value",2075,.05,-.3769703,.1390567,.68,5.553
"value",2076,.05,-.340037,.1290465,.68,5.703
"value",2077,.05,-.3332288,.1301585,.68,5.863
"value",2078,.05,-.3491827,.1368823,.68,6.043
"value",2079,.05,-.3761312,.1461706,.68,6.243
"value",2080,.05,-.3765677,.1458815,.68,6.403
"value",2081,.05,-.3754446,.1456682,.68,6.573
"value",2082,.05,-.3765955,.1472358,.68,6.723
"value",2083,.05,-.3813379,.1494633,.68,6.883
"value",2084,.05,-.3663296,.1458864,.68,7.033
"value",2085,.05,-.3757708,.1492046,.68,7.183
"value",2086,.05,-.3738751,.1514786,.68,7.303
"value",2087,.05,-.3732443,.1521458,.68,7.433
"value",2088,.05,-.3553881,.1461303,.69,7.553
"value",2089,.05,-.3386489,.1422396,.69,7.773
"value",2090,.05,-.3282471,.1402617,.69,7.902999
"value",2091,.05,-.3013468,.1312691,.69,8.033
"value",2092,.05,-.2872466,.1274351,.69,8.163
"value",2093,.05,-.2732511,.1264537,.69,8.283
"value",2094,.05,-.2744711,.1277051,.69,8.403
"value",2095,.05,-.269738,.1253515,.69,8.513
"value",2096,.05,-.2765474,.1299101,.69,8.653
"value",2097,.05,-.2844644,.1339258,.69,8.873
"value",2098,.05,-.3020917,.1373753,.69,9.073
"value",2099,.05,-.301605,.1390032,.69,9.243
"value",2100,.05,,,0,11
"value",2101,.05,,,0,11
"value",2102,.05,,,0,11
"value",2103,.05,,,0,11
"value",2104,.05,,,0,11
"value",2105,.05,,,0,11
"value",2106,.05,,,0,11
"value",2107,.05,,,0,11
"value",2108,.05,,,0,11
"value",2109,.05,,,0,11
"value",2110,.05,,,0,11
"value",2111,.05,,,0,11
"value",2112,.05,,,0,11
"value",2113,.05,,,0,11
"value",2114,.05,,,0,11
"value",2115,.05,,,0,11
"value",2116,.05,,,0,11
"value",2117,.05,,,0,11
"value",2118,.05,,,0,11
"value",2119,.05,,,0,11
"value",2120,.05,,,0,11
"value",2121,.05,,,0,11
"value",2122,.05,,,0,11
"value",2123,.05,,,0,11
"value",2124,.05,,,0,11
"value",2125,.05,,,0,11
"value",2126,.05,,,0,11
"value",2127,.05,,,0,11
"value",2128,.05,,,0,11
"value",2129,.05,,,0,11
"value",2130,.05,,,0,11
"value",2131,.05,,,0,11
"value",2132,.05,,,0,11
"value",2133,.05,,,0,11
"value",2134,.05,,,0,11
"value",2135,.05,,,0,11
"value",2136,.05,,,0,11
"value",2137,.05,,,0,11
"value",2138,.05,,,0,11
"value",2139,.05,,,0,11
"value",2140,.05,,,0,11
"value",2141,.05,,,0,11
"value",2142,.05,,,0,11
"value",2143,.05,,,0,11
"value",2144,.05,,,0,11
"value",2145,.05,,,0,11
"value",2146,.05,,,0,11
"value",2147,.05,,,0,11
"value",2148,.05,,,0,11
"value",2149,.05,,,0,11
"value",2150,.05,,,0,11
"value",2151,.05,,,0,11
"value",2152,.05,,,0,11
"value",2153,.05,,,0,11
"value",2154,.05,,,0,11
"value",2155,.05,,,0,11
"value",2156,.05,,,0,11
"value",2157,.05,,,0,11
"value",2158,.05,,,0,11
"value",2159,.05,,,0,11
"value",2160,.05,,,0,11
"value",2161,.05,,,0,11
"value",2162,.05,,,0,11
"value",2163,.05,,,0,11
"value",2164,.05,,,0,11
"value",2165,.05,,,0,11
"value",2166,.05,,,0,11
"value",2167,.05,,,0,11
"value",2168,.05,,,0,11
"value",2169,.05,,,0,11
"value",2170,.05,,,0,11
"value",2171,.05,,,0,11
"value",2172,.05,,,0,11
"value",2173,.05,,,0,11
"value",2174,.05,,,0,11
"value",2175,.05,,,0,11
"value",2176,.05,,,0,11
"value",2177,.05,,,0,11
"value",2178,.05,,,0,11
"value",2179,.05,,,0,11
"value",2180,.05,,,0,11
"value",2181,.05,,,0,11
"value",2182,.05,,,0,11
"value",2183,.05,,,0,11
"value",2184,.05,,,0,11
"value",2185,.05,,,0,11
"value",2186,.05,,,0,11
"value",2187,.05,,,0,11
"value",2188,.05,,,0,11
"value",2189,.05,,,0,11
"value",2190,.05,,,0,11
"value",2191,.05,,,0,11
"value",2192,.05,,,0,11
"value",2193,.05,,,0,11
"value",2194,.05,,,0,11
"value",2195,.05,,,0,11
"value",2196,.05,,,0,11
"value",2197,.05,,,0,11
"value",2198,.05,,,0,11
"value",2199,.05,,,0,11
"value",2200,.05,,,0,11
"value",2201,.05,,,0,11
"value",2202,.05,,,0,11
"value",2203,.05,,,0,11
"value",2204,.05,,,0,11
"value",2205,.05,,,0,11
"value",2206,.05,,,0,11
"value",2207,.05,,,0,11
"value",2208,.05,,,0,11
"value",2209,.05,,,0,11
"value",2210,.05,,,0,11
"value",2211,.05,,,0,11
"value",2212,.05,,,0,11
"value",2213,.05,,,0,11
"value",2214,.05,,,0,11
"value",2215,.05,,,0,11
"value",2216,.05,,,0,11
"value",2217,.05,,,0,11
"value",2218,.05,,,0,11
"value",2219,.05,,,0,11
"value",2220,.05,,,0,11
"value",2221,.05,,,0,11
"value",2222,.05,,,0,11
"value",2223,.05,,,0,11
"value",2224,.05,,,0,11
"value",2225,.05,,,0,11
"value",2226,.05,,,0,11
"value",2227,.05,,,0,11
"value",2228,.05,,,0,11
"value",2229,.05,,,0,11
"value",2230,.05,,,0,11
"value",2231,.05,,,0,11
"value",2232,.05,,,0,11
"value",2233,.05,,,0,11
"value",2234,.05,,,0,11
"value",2235,.05,,,0,11
"value",2236,.05,,,0,11
"value",2237,.05,,,0,11
"value",2238,.05,,,0,11
"value",2239,.05,,,0,11
"value",2240,.05,,,0,11
"value",2241,.05,,,0,11
"value",2242,.05,,,0,11
"value",2243,.05,,,0,11
"value",2244,.05,,,0,11
"value",2245,.05,,,0,11
"value",2246,.05,,,0,11
"value",2247,.05,,,0,11
"value",2248,.05,,,0,11
"value",2249,.05,,,0,11
"value",2250,.05,,,0,11
"value",2251,.05,,,0,11
"value",2252,.05,,,0,11
"value",2253,.05,,,0,11
"value",2254,.05,,,0,11
"value",2255,.05,,,0,11
"value",2256,.05,,,0,11
"value",2257,.05,,,0,11
"value",2258,.05,,,0,11
"value",2259,.05,,,0,11
"value",2260,.05,,,0,11
"value",2261,.05,,,0,11
"value",2262,.05,,,0,11
"value",2263,.05,,,0,11
"value",2264,.05,,,0,11
"value",2265,.05,,,0,11
"value",2266,.05,,,0,11
"value",2267,.05,,,0,11
"value",2268,.05,,,0,11
"value",2269,.05,,,0,11
"value",2270,.05,,,0,11
"value",2271,.05,,,0,11
"value",2272,.05,,,0,11
"value",2273,.05,,,0,11
"value",2274,.05,,,0,11
"value",2275,.05,,,0,11
"value",2276,.05,,,0,11
"value",2277,.05,,,0,11
"value",2278,.05,,,0,11
"value",2279,.05,,,0,11
"value",2280,.05,,,0,11
"value",2281,.05,,,0,11
"value",2282,.05,,,0,11
"value",2283,.05,,,0,11
"value",2284,.05,,,0,11
"value",2285,.05,,,0,11
"value",2286,.05,,,0,11
"value",2287,.05,,,0,11
"value",2288,.05,,,0,11
"value",2289,.05,,,0,11
"value",2290,.05,,,0,11
"value",2291,.05,,,0,11
"value",2292,.05,,,0,11
"value",2293,.05,,,0,11
"value",2294,.05,,,0,11
"value",2295,.05,,,0,11
"value",2296,.05,,,0,11
"value",2297,.05,,,0,11
"value",2298,.05,,,0,11
"value",2299,.05,,,0,11
"value",2300,.05,,,0,11
"value",2015,.1,-.6244162,.8744011,.0913345,.4047082
"value",2016,.1,-.4870528,.3743277,.1043945,.452688
"value",2017,.1,-.4843626,.3362544,.1150177,.4898569
"value",2018,.1,-.4548189,.2110783,.1313385,.5439752
"value",2019,.1,-.4771458,.2669097,.1356659,.5908411
"value",2020,.1,-.4534746,.2074727,.1499573,.6357951
"value",2021,.1,-.4403468,.2187521,.1627564,.6857845
"value",2022,.1,-.4130604,.1768787,.185022,.7193935
"value",2023,.1,-.3554952,.0929557,.2035401,.7588283
"value",2024,.1,-.3424386,.1055057,.2167926,.8046947
"value",2025,.1,-.3637928,.1576867,.2303988,.8440318
"value",2026,.1,-.3582747,.1130065,.25,.8832209
"value",2027,.1,-.337511,.0780757,.27,.9260995
"value",2028,.1,-.339369,.0928113,.2737382,.983
"value",2029,.1,-.3518917,.1051877,.2793244,1.043
"value",2030,.1,-.3187771,.0542217,.296344,1.103
"value",2031,.1,-.299255,.053736,.3052537,1.173
"value",2032,.1,-.3120566,.0859481,.3230438,1.233
"value",2033,.1,-.3429797,.1175076,.34,1.303
"value",2034,.1,-.3207738,.0861385,.3436951,1.363
"value",2035,.1,-.3451207,.123772,.3410126,1.443
"value",2036,.1,-.3521005,.127966,.3475724,1.513
"value",2037,.1,-.364911,.132516,.3653474,1.593
"value",2038,.1,-.3511876,.1226564,.3843217,1.663
"value",2039,.1,-.323149,.0961658,.4037126,1.733
"value",2040,.1,-.2754591,.0580633,.4052308,1.813
"value",2041,.1,-.2783212,.0606856,.4187425,1.893
"value",2042,.1,-.2774665,.0726432,.4325287,1.983
"value",2043,.1,-.2704439,.0784385,.46,2.073
"value",2044,.1,-.2623453,.0819632,.47,2.173
"value",2045,.1,-.27151,.0939562,.48,2.273
"value",2046,.1,-.2677222,.0992041,.49,2.353
"value",2047,.1,-.2753962,.1047505,.5,2.443
"value",2048,.1,-.2994039,.1232828,.51,2.533
"value",2049,.1,-.3136888,.1345912,.52,2.623
"value",2050,.1,-.3047837,.129758,.53,2.703
"value",2051,.1,-.2855436,.12302,.54,2.783
"value",2052,.1,-.2607795,.1077053,.55,2.863
"value",2053,.1,-.2238901,.0910026,.56,2.983
"value",2054,.1,-.2035738,.0842428,.57,3.083
"value",2055,.1,-.2131001,.0957576,.58,3.173
"value",2056,.1,-.2434437,.1090632,.59,3.273
"value",2057,.1,-.2436619,.1155032,.59,3.373
"value",2058,.1,-.2541708,.1239832,.6,3.463
"value",2059,.1,-.254112,.1273743,.61,3.583
"value",2060,.1,-.2347343,.1193384,.61,3.713
"value",2061,.1,-.2280762,.1198018,.62,3.803
"value",2062,.1,-.2252867,.1224827,.63,3.903
"value",2063,.1,-.2194751,.1193836,.63,3.993
"value",2064,.1,-.2132772,.1174074,.64,4.123
"value",2065,.1,-.2255344,.1278273,.64,4.263
"value",2066,.1,-.2147176,.1260123,.65,4.423
"value",2067,.1,-.2325793,.1323344,.65,4.603
"value",2068,.1,-.2378003,.1375717,.66,4.753
"value",2069,.1,-.265812,.1478735,.66,4.863
"value",2070,.1,-.277448,.1533151,.66,4.983
"value",2071,.1,-.2804895,.1539255,.67,5.093
"value",2072,.1,-.2703137,.1533907,.67,5.203
"value",2073,.1,-.2554947,.15111,.67,5.313
"value",2074,.1,-.2411737,.1486536,.67,5.423
"value",2075,.1,-.229827,.1473023,.68,5.553
"value",2076,.1,-.2123439,.1434903,.68,5.703
"value",2077,.1,-.2187631,.1471581,.68,5.863
"value",2078,.1,-.2270748,.1528643,.68,6.043
"value",2079,.1,-.228558,.154983,.68,6.243
"value",2080,.1,-.2274047,.1554914,.68,6.403
"value",2081,.1,-.2468468,.1634975,.68,6.573
"value",2082,.1,-.2358407,.1622901,.68,6.723
"value",2083,.1,-.2525891,.16593,.68,6.883
"value",2084,.1,-.245471,.1654314,.68,7.033
"value",2085,.1,-.2489499,.1671713,.68,7.183
"value",2086,.1,-.2432665,.1662084,.68,7.303
"value",2087,.1,-.2406618,.1673379,.68,7.433
"value",2088,.1,-.2319839,.1682415,.69,7.553
"value",2089,.1,-.23287,.1698624,.69,7.773
"value",2090,.1,-.2336863,.1720021,.69,7.902999
"value",2091,.1,-.2617716,.1822211,.69,8.033
"value",2092,.1,-.2589194,.1821167,.69,8.163
"value",2093,.1,-.2578579,.1834776,.69,8.283
"value",2094,.1,-.2492625,.1824398,.69,8.403
"value",2095,.1,-.2394369,.1797051,.69,8.513
"value",2096,.1,-.2255253,.178071,.69,8.653
"value",2097,.1,-.2269534,.181137,.69,8.873
"value",2098,.1,-.2322794,.181287,.69,9.073
"value",2099,.1,-.2380392,.182313,.69,9.243
"value",2100,.1,,,0,11
"value",2101,.1,,,0,11
"value",2102,.1,,,0,11
"value",2103,.1,,,0,11
"value",2104,.1,,,0,11
"value",2105,.1,,,0,11
"value",2106,.1,,,0,11
"value",2107,.1,,,0,11
"value",2108,.1,,,0,11
"value",2109,.1,,,0,11
"value",2110,.1,,,0,11
"value",2111,.1,,,0,11
"value",2112,.1,,,0,11
"value",2113,.1,,,0,11
"value",2114,.1,,,0,11
"value",2115,.1,,,0,11
"value",2116,.1,,,0,11
"value",2117,.1,,,0,11
"value",2118,.1,,,0,11
"value",2119,.1,,,0,11
"value",2120,.1,,,0,11
"value",2121,.1,,,0,11
"value",2122,.1,,,0,11
"value",2123,.1,,,0,11
"value",2124,.1,,,0,11
"value",2125,.1,,,0,11
"value",2126,.1,,,0,11
"value",2127,.1,,,0,11
"value",2128,.1,,,0,11
"value",2129,.1,,,0,11
"value",2130,.1,,,0,11
"value",2131,.1,,,0,11
"value",2132,.1,,,0,11
"value",2133,.1,,,0,11
"value",2134,.1,,,0,11
"value",2135,.1,,,0,11
"value",2136,.1,,,0,11
"value",2137,.1,,,0,11
"value",2138,.1,,,0,11
"value",2139,.1,,,0,11
"value",2140,.1,,,0,11
"value",2141,.1,,,0,11
"value",2142,.1,,,0,11
"value",2143,.1,,,0,11
"value",2144,.1,,,0,11
"value",2145,.1,,,0,11
"value",2146,.1,,,0,11
"value",2147,.1,,,0,11
"value",2148,.1,,,0,11
"value",2149,.1,,,0,11
"value",2150,.1,,,0,11
"value",2151,.1,,,0,11
"value",2152,.1,,,0,11
"value",2153,.1,,,0,11
"value",2154,.1,,,0,11
"value",2155,.1,,,0,11
"value",2156,.1,,,0,11
"value",2157,.1,,,0,11
"value",2158,.1,,,0,11
"value",2159,.1,,,0,11
"value",2160,.1,,,0,11
"value",2161,.1,,,0,11
"value",2162,.1,,,0,11
"value",2163,.1,,,0,11
"value",2164,.1,,,0,11
"value",2165,.1,,,0,11
"value",2166,.1,,,0,11
"value",2167,.1,,,0,11
"value",2168,.1,,,0,11
"value",2169,.1,,,0,11
"value",2170,.1,,,0,11
"value",2171,.1,,,0,11
"value",2172,.1,,,0,11
"value",2173,.1,,,0,11
"value",2174,.1,,,0,11
"value",2175,.1,,,0,11
"value",2176,.1,,,0,11
"value",2177,.1,,,0,11
"value",2178,.1,,,0,11
"value",2179,.1,,,0,11
"value",2180,.1,,,0,11
"value",2181,.1,,,0,11
"value",2182,.1,,,0,11
"value",2183,.1,,,0,11
"value",2184,.1,,,0,11
"value",2185,.1,,,0,11
"value",2186,.1,,,0,11
"value",2187,.1,,,0,11
"value",2188,.1,,,0,11
"value",2189,.1,,,0,11
"value",2190,.1,,,0,11
"value",2191,.1,,,0,11
"value",2192,.1,,,0,11
"value",2193,.1,,,0,11
"value",2194,.1,,,0,11
"value",2195,.1,,,0,11
"value",2196,.1,,,0,11
"value",2197,.1,,,0,11
"value",2198,.1,,,0,11
"value",2199,.1,,,0,11
"value",2200,.1,,,0,11
"value",2201,.1,,,0,11
"value",2202,.1,,,0,11
"value",2203,.1,,,0,11
"value",2204,.1,,,0,11
"value",2205,.1,,,0,11
"value",2206,.1,,,0,11
"value",2207,.1,,,0,11
"value",2208,.1,,,0,11
"value",2209,.1,,,0,11
"value",2210,.1,,,0,11
"value",2211,.1,,,0,11
"value",2212,.1,,,0,11
"value",2213,.1,,,0,11
"value",2214,.1,,,0,11
"value",2215,.1,,,0,11
"value",2216,.1,,,0,11
"value",2217,.1,,,0,11
"value",2218,.1,,,0,11
"value",2219,.1,,,0,11
"value",2220,.1,,,0,11
"value",2221,.1,,,0,11
"value",2222,.1,,,0,11
"value",2223,.1,,,0,11
"value",2224,.1,,,0,11
"value",2225,.1,,,0,11
"value",2226,.1,,,0,11
"value",2227,.1,,,0,11
"value",2228,.1,,,0,11
"value",2229,.1,,,0,11
"value",2230,.1,,,0,11
"value",2231,.1,,,0,11
"value",2232,.1,,,0,11
"value",2233,.1,,,0,11
"value",2234,.1,,,0,11
"value",2235,.1,,,0,11
"value",2236,.1,,,0,11
"value",2237,.1,,,0,11
"value",2238,.1,,,0,11
"value",2239,.1,,,0,11
"value",2240,.1,,,0,11
"value",2241,.1,,,0,11
"value",2242,.1,,,0,11
"value",2243,.1,,,0,11
"value",2244,.1,,,0,11
"value",2245,.1,,,0,11
"value",2246,.1,,,0,11
"value",2247,.1,,,0,11
"value",2248,.1,,,0,11
"value",2249,.1,,,0,11
"value",2250,.1,,,0,11
"value",2251,.1,,,0,11
"value",2252,.1,,,0,11
"value",2253,.1,,,0,11
"value",2254,.1,,,0,11
"value",2255,.1,,,0,11
"value",2256,.1,,,0,11
"value",2257,.1,,,0,11
"value",2258,.1,,,0,11
"value",2259,.1,,,0,11
"value",2260,.1,,,0,11
"value",2261,.1,,,0,11
"value",2262,.1,,,0,11
"value",2263,.1,,,0,11
"value",2264,.1,,,0,11
"value",2265,.1,,,0,11
"value",2266,.1,,,0,11
"value",2267,.1,,,0,11
"value",2268,.1,,,0,11
"value",2269,.1,,,0,11
"value",2270,.1,,,0,11
"value",2271,.1,,,0,11
"value",2272,.1,,,0,11
"value",2273,.1,,,0,11
"value",2274,.1,,,0,11
"value",2275,.1,,,0,11
"value",2276,.1,,,0,11
"value",2277,.1,,,0,11
"value",2278,.1,,,0,11
"value",2279,.1,,,0,11
"value",2280,.1,,,0,11
"value",2281,.1,,,0,11
"value",2282,.1,,,0,11
"value",2283,.1,,,0,11
"value",2284,.1,,,0,11
"value",2285,.1,,,0,11
"value",2286,.1,,,0,11
"value",2287,.1,,,0,11
"value",2288,.1,,,0,11
"value",2289,.1,,,0,11
"value",2290,.1,,,0,11
"value",2291,.1,,,0,11
"value",2292,.1,,,0,11
"value",2293,.1,,,0,11
"value",2294,.1,,,0,11
"value",2295,.1,,,0,11
"value",2296,.1,,,0,11
"value",2297,.1,,,0,11
"value",2298,.1,,,0,11
"value",2299,.1,,,0,11
"value",2300,.1,,,0,11
"value",2015,.15,-.4686293,.6462923,.0913345,.4047082
"value",2016,.15,-.3611521,.2640477,.1043945,.452688
"value",2017,.15,-.3639781,.2358109,.1150177,.4898569
"value",2018,.15,-.3414823,.1472066,.1313385,.5439752
"value",2019,.15,-.3439588,.1555119,.1356659,.5908411
"value",2020,.15,-.31723,.0932902,.1499573,.6357951
"value",2021,.15,-.3019726,.1055022,.1627564,.6857845
"value",2022,.15,-.2640604,.0534168,.185022,.7193935
"value",2023,.15,-.2265601,.0068783,.2035401,.7588283
"value",2024,.15,-.1978485,-.0001179,.2167926,.8046947
"value",2025,.15,-.2216157,.0600633,.2303988,.8440318
"value",2026,.15,-.2188622,.0320344,.25,.8832209
"value",2027,.15,-.1957213,-.0075106,.27,.9260995
"value",2028,.15,-.208614,.027307,.2737382,.983
"value",2029,.15,-.2306533,.0540058,.2793244,1.043
"value",2030,.15,-.2013346,.0069448,.296344,1.103
"value",2031,.15,-.1882976,.0214673,.3052537,1.173
"value",2032,.15,-.1902936,.037622,.3230438,1.233
"value",2033,.15,-.2202611,.0696872,.34,1.303
"value",2034,.15,-.2117427,.0558433,.3436951,1.363
"value",2035,.15,-.2215676,.0773029,.3410126,1.443
"value",2036,.15,-.23267,.0881377,.3475724,1.513
"value",2037,.15,-.2364612,.0879626,.3653474,1.593
"value",2038,.15,-.228659,.087083,.3843217,1.663
"value",2039,.15,-.1996559,.0632623,.4037126,1.733
"value",2040,.15,-.1707972,.0398954,.4052308,1.813
"value",2041,.15,-.1807772,.0498989,.4187425,1.893
"value",2042,.15,-.1659108,.0524338,.4325287,1.983
"value",2043,.15,-.1455438,.0451348,.46,2.073
"value",2044,.15,-.1481155,.0582352,.47,2.173
"value",2045,.15,-.163985,.076589,.48,2.273
"value",2046,.15,-.1614459,.0834107,.49,2.353
"value",2047,.15,-.1779965,.0958271,.5,2.443
"value",2048,.15,-.1987022,.1105907,.51,2.533
"value",2049,.15,-.2037921,.1197221,.52,2.623
"value",2050,.15,-.1973619,.1172277,.53,2.703
"value",2051,.15,-.1799549,.1142206,.54,2.783
"value",2052,.15,-.1573945,.0991254,.55,2.863
"value",2053,.15,-.1275474,.0899162,.56,2.983
"value",2054,.15,-.1265622,.0935268,.57,3.083
"value",2055,.15,-.1318528,.1006594,.58,3.173
"value",2056,.15,-.1631547,.1148912,.59,3.273
"value",2057,.15,-.1610616,.1205148,.59,3.373
"value",2058,.15,-.1739756,.1309749,.6,3.463
"value",2059,.15,-.1712625,.1347062,.61,3.583
"value",2060,.15,-.1440143,.1244352,.61,3.713
"value",2061,.15,-.1390839,.1265329,.62,3.803
"value",2062,.15,-.1332641,.1271085,.63,3.903
"value",2063,.15,-.1273845,.1255308,.63,3.993
"value",2064,.15,-.1108175,.1181294,.64,4.123
"value",2065,.15,-.1154694,.1239019,.64,4.263
"value",2066,.15,-.1111095,.1242151,.65,4.423
"value",2067,.15,-.1127852,.128007,.65,4.603
"value",2068,.15,-.1069774,.1272394,.66,4.753
"value",2069,.15,-.1483518,.1455268,.66,4.863
"value",2070,.15,-.1598094,.1513443,.66,4.983
"value",2071,.15,-.1644596,.1529648,.67,5.093
"value",2072,.15,-.1651999,.154061,.67,5.203
"value",2073,.15,-.1615995,.1555389,.67,5.313
"value",2074,.15,-.1492136,.1525688,.67,5.423
"value",2075,.15,-.1381962,.1521508,.68,5.553
"value",2076,.15,-.1190111,.1479148,.68,5.703
"value",2077,.15,-.1204868,.1499217,.68,5.863
"value",2078,.15,-.1226304,.1551873,.68,6.043
"value",2079,.15,-.1280523,.1602336,.68,6.243
"value",2080,.15,-.1349823,.162125,.68,6.403
"value",2081,.15,-.1521357,.1710543,.68,6.573
"value",2082,.15,-.1491414,.172025,.68,6.723
"value",2083,.15,-.1739907,.1788368,.68,6.883
"value",2084,.15,-.1585675,.1762987,.68,7.033
"value",2085,.15,-.1570803,.1770602,.68,7.183
"value",2086,.15,-.1595618,.1780472,.68,7.303
"value",2087,.15,-.1620579,.1807755,.68,7.433
"value",2088,.15,-.1584188,.1832453,.69,7.553
"value",2089,.15,-.1554231,.1832935,.69,7.773
"value",2090,.15,-.1468037,.1828442,.69,7.902999
"value",2091,.15,-.1516201,.1851451,.69,8.033
"value",2092,.15,-.1543731,.186424,.69,8.163
"value",2093,.15,-.1642269,.1943605,.69,8.283
"value",2094,.15,-.1652335,.1951191,.69,8.403
"value",2095,.15,-.1577504,.1929616,.69,8.513
"value",2096,.15,-.1462814,.1938132,.69,8.653
"value",2097,.15,-.157327,.2004887,.69,8.873
"value",2098,.15,-.1585866,.200678,.69,9.073
"value",2099,.15,-.165026,.2033137,.69,9.243
"value",2100,.15,,,0,11
"value",2101,.15,,,0,11
"value",2102,.15,,,0,11
"value",2103,.15,,,0,11
"value",2104,.15,,,0,11
"value",2105,.15,,,0,11
"value",2106,.15,,,0,11
"value",2107,.15,,,0,11
"value",2108,.15,,,0,11
"value",2109,.15,,,0,11
"value",2110,.15,,,0,11
"value",2111,.15,,,0,11
"value",2112,.15,,,0,11
"value",2113,.15,,,0,11
"value",2114,.15,,,0,11
"value",2115,.15,,,0,11
"value",2116,.15,,,0,11
"value",2117,.15,,,0,11
"value",2118,.15,,,0,11
"value",2119,.15,,,0,11
"value",2120,.15,,,0,11
"value",2121,.15,,,0,11
"value",2122,.15,,,0,11
"value",2123,.15,,,0,11
"value",2124,.15,,,0,11
"value",2125,.15,,,0,11
"value",2126,.15,,,0,11
"value",2127,.15,,,0,11
"value",2128,.15,,,0,11
"value",2129,.15,,,0,11
"value",2130,.15,,,0,11
"value",2131,.15,,,0,11
"value",2132,.15,,,0,11
"value",2133,.15,,,0,11
"value",2134,.15,,,0,11
"value",2135,.15,,,0,11
"value",2136,.15,,,0,11
"value",2137,.15,,,0,11
"value",2138,.15,,,0,11
"value",2139,.15,,,0,11
"value",2140,.15,,,0,11
"value",2141,.15,,,0,11
"value",2142,.15,,,0,11
"value",2143,.15,,,0,11
"value",2144,.15,,,0,11
"value",2145,.15,,,0,11
"value",2146,.15,,,0,11
"value",2147,.15,,,0,11
"value",2148,.15,,,0,11
"value",2149,.15,,,0,11
"value",2150,.15,,,0,11
"value",2151,.15,,,0,11
"value",2152,.15,,,0,11
"value",2153,.15,,,0,11
"value",2154,.15,,,0,11
"value",2155,.15,,,0,11
"value",2156,.15,,,0,11
"value",2157,.15,,,0,11
"value",2158,.15,,,0,11
"value",2159,.15,,,0,11
