year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
2111,"ss","value",0,.2132808,.2972196,0,11,"SSP3",3.636e+14,1.054778
2112,"ss","value",0,.2142308,.2985434,0,11,"SSP3",3.652e+14,1.059476
2113,"ss","value",0,.215185,.2998732,0,11,"SSP3",3.668e+14,1.064195
2114,"ss","value",0,.2161435,.3012088,0,11,"SSP3",3.685e+14,1.068935
2115,"ss","value",0,.2171062,.3025504,0,11,"SSP3",3.701e+14,1.073696
2116,"ss","value",0,.2180732,.303898,0,11,"SSP3",3.718e+14,1.078478
2117,"ss","value",0,.2190445,.3052516,0,11,"SSP3",3.734e+14,1.083282
2118,"ss","value",0,.2200201,.3066112,0,11,"SSP3",3.751e+14,1.088107
2119,"ss","value",0,.2210001,.3079768,0,11,"SSP3",3.768e+14,1.092953
2120,"ss","value",0,.2219845,.3093486,0,11,"SSP3",3.784e+14,1.097822
2121,"ss","value",0,.2229732,.3107265,0,11,"SSP3",3.801e+14,1.102711
2122,"ss","value",0,.2239663,.3121105,0,11,"SSP3",3.818e+14,1.107623
2123,"ss","value",0,.2249639,.3135006,0,11,"SSP3",3.835e+14,1.112556
2124,"ss","value",0,.2259659,.314897,0,11,"SSP3",3.852e+14,1.117512
2125,"ss","value",0,.2269724,.3162996,0,11,"SSP3",3.869e+14,1.122489
2126,"ss","value",0,.2279833,.3177084,0,11,"SSP3",3.887e+14,1.127489
2127,"ss","value",0,.2289988,.3191235,0,11,"SSP3",3.904e+14,1.132511
2128,"ss","value",0,.2300187,.3205449,0,11,"SSP3",3.921e+14,1.137555
2129,"ss","value",0,.2310433,.3219726,0,11,"SSP3",3.939e+14,1.142622
2130,"ss","value",0,.2320724,.3234067,0,11,"SSP3",3.956e+14,1.147711
2131,"ss","value",0,.233106,.3248472,0,11,"SSP3",3.974e+14,1.152823
2132,"ss","value",0,.2341443,.3262941,0,11,"SSP3",3.992e+14,1.157958
2133,"ss","value",0,.2351872,.3277474,0,11,"SSP3",4.009e+14,1.163116
2134,"ss","value",0,.2362347,.3292072,0,11,"SSP3",4.027e+14,1.168296
2135,"ss","value",0,.237287,.3306735,0,11,"SSP3",4.045e+14,1.1735
2136,"ss","value",0,.2383438,.3321464,0,11,"SSP3",4.063e+14,1.178727
2137,"ss","value",0,.2394054,.3336258,0,11,"SSP3",4.081e+14,1.183977
2138,"ss","value",0,.2404718,.3351118,0,11,"SSP3",4.100e+14,1.18925
2139,"ss","value",0,.2415428,.3366044,0,11,"SSP3",4.118e+14,1.194547
2140,"ss","value",0,.2426187,.3381036,0,11,"SSP3",4.136e+14,1.199868
2141,"ss","value",0,.2436994,.3396096,0,11,"SSP3",4.155e+14,1.205212
2142,"ss","value",0,.2447848,.3411222,0,11,"SSP3",4.173e+14,1.21058
2143,"ss","value",0,.2458751,.3426416,0,11,"SSP3",4.192e+14,1.215972
2144,"ss","value",0,.2469702,.3441678,0,11,"SSP3",4.210e+14,1.221388
2145,"ss","value",0,.2480703,.3457007,0,11,"SSP3",4.229e+14,1.226828
2146,"ss","value",0,.2491752,.3472405,0,11,"SSP3",4.248e+14,1.232293
2147,"ss","value",0,.250285,.3487871,0,11,"SSP3",4.267e+14,1.237782
2148,"ss","value",0,.2513998,.3503406,0,11,"SSP3",4.286e+14,1.243295
2149,"ss","value",0,.2525195,.3519011,0,11,"SSP3",4.305e+14,1.248832
2150,"ss","value",0,.2536443,.3534685,0,11,"SSP3",4.324e+14,1.254395
2151,"ss","value",0,.254774,.3550428,0,11,"SSP3",4.343e+14,1.259982
2152,"ss","value",0,.2559088,.3566242,0,11,"SSP3",4.363e+14,1.265594
2153,"ss","value",0,.2570487,.3582127,0,11,"SSP3",4.382e+14,1.271231
2154,"ss","value",0,.2581936,.3598082,0,11,"SSP3",4.402e+14,1.276893
2155,"ss","value",0,.2593436,.3614108,0,11,"SSP3",4.421e+14,1.282581
2156,"ss","value",0,.2604987,.3630205,0,11,"SSP3",4.441e+14,1.288293
2157,"ss","value",0,.261659,.3646374,0,11,"SSP3",4.461e+14,1.294032
2158,"ss","value",0,.2628245,.3662616,0,11,"SSP3",4.481e+14,1.299795
2159,"ss","value",0,.2639951,.3678929,0,11,"SSP3",4.501e+14,1.305585
2160,"ss","value",0,.265171,.3695316,0,11,"SSP3",4.521e+14,1.3114
2161,"ss","value",0,.266352,.3711775,0,11,"SSP3",4.541e+14,1.317241
2162,"ss","value",0,.2675384,.3728307,0,11,"SSP3",4.561e+14,1.323108
2163,"ss","value",0,.26873,.3744913,0,11,"SSP3",4.581e+14,1.329001
2164,"ss","value",0,.269927,.3761594,0,11,"SSP3",4.602e+14,1.334921
2165,"ss","value",0,.2711293,.3778348,0,11,"SSP3",4.622e+14,1.340866
2166,"ss","value",0,.2723369,.3795177,0,11,"SSP3",4.643e+14,1.346839
2167,"ss","value",0,.2735499,.3812081,0,11,"SSP3",4.663e+14,1.352838
2168,"ss","value",0,.2747683,.382906,0,11,"SSP3",4.684e+14,1.358863
2169,"ss","value",0,.2759921,.3846115,0,11,"SSP3",4.705e+14,1.364916
2170,"ss","value",0,.2772214,.3863246,0,11,"SSP3",4.726e+14,1.370995
2171,"ss","value",0,.2784562,.3880453,0,11,"SSP3",4.747e+14,1.377102
2172,"ss","value",0,.2796964,.3897737,0,11,"SSP3",4.768e+14,1.383235
2173,"ss","value",0,.2809422,.3915098,0,11,"SSP3",4.789e+14,1.389396
2174,"ss","value",0,.2821936,.3932536,0,11,"SSP3",4.811e+14,1.395585
2175,"ss","value",0,.2834505,.3950052,0,11,"SSP3",4.832e+14,1.401801
2176,"ss","value",0,.284713,.3967645,0,11,"SSP3",4.854e+14,1.408045
2177,"ss","value",0,.2859811,.3985318,0,11,"SSP3",4.875e+14,1.414316
2178,"ss","value",0,.2872549,.4003069,0,11,"SSP3",4.897e+14,1.420616
2179,"ss","value",0,.2885343,.4020898,0,11,"SSP3",4.919e+14,1.426943
2180,"ss","value",0,.2898195,.4038808,0,11,"SSP3",4.941e+14,1.433299
2181,"ss","value",0,.2911104,.4056797,0,11,"SSP3",4.963e+14,1.439683
2182,"ss","value",0,.292407,.4074866,0,11,"SSP3",4.985e+14,1.446095
2183,"ss","value",0,.2937094,.4093016,0,11,"SSP3",5.007e+14,1.452536
2184,"ss","value",0,.2950176,.4111246,0,11,"SSP3",5.029e+14,1.459006
2185,"ss","value",0,.2963316,.4129559,0,11,"SSP3",5.052e+14,1.465505
2186,"ss","value",0,.2976515,.4147952,0,11,"SSP3",5.074e+14,1.472032
2187,"ss","value",0,.2989773,.4166427,0,11,"SSP3",5.097e+14,1.478589
2188,"ss","value",0,.3003089,.4184984,0,11,"SSP3",5.120e+14,1.485174
2189,"ss","value",0,.3016466,.4203625,0,11,"SSP3",5.142e+14,1.491789
2190,"ss","value",0,.3029901,.4222348,0,11,"SSP3",5.165e+14,1.498434
2191,"ss","value",0,.3043396,.4241155,0,11,"SSP3",5.188e+14,1.505108
2192,"ss","value",0,.3056952,.4260045,0,11,"SSP3",5.211e+14,1.511812
2193,"ss","value",0,.3070568,.427902,0,11,"SSP3",5.235e+14,1.518546
2194,"ss","value",0,.3084244,.4298078,0,11,"SSP3",5.258e+14,1.525309
2195,"ss","value",0,.3097982,.4317223,0,11,"SSP3",5.281e+14,1.532103
2196,"ss","value",0,.3111781,.4336452,0,11,"SSP3",5.305e+14,1.538927
2197,"ss","value",0,.3125641,.4355767,0,11,"SSP3",5.329e+14,1.545782
2198,"ss","value",0,.3139562,.4375167,0,11,"SSP3",5.352e+14,1.552667
2199,"ss","value",0,.3153546,.4394655,0,11,"SSP3",5.376e+14,1.559582
2200,"ss","value",0,.3167592,.4414229,0,11,"SSP3",5.400e+14,1.566529
2201,"ss","value",0,.3181701,.443389,0,11,"SSP3",5.424e+14,1.573506
2202,"ss","value",0,.3195872,.4453639,0,11,"SSP3",5.448e+14,1.580515
2203,"ss","value",0,.3210107,.4473476,0,11,"SSP3",5.473e+14,1.587555
2204,"ss","value",0,.3224405,.4493401,0,11,"SSP3",5.497e+14,1.594626
2205,"ss","value",0,.3238767,.4513415,0,11,"SSP3",5.521e+14,1.601728
2206,"ss","value",0,.3253193,.4533518,0,11,"SSP3",5.546e+14,1.608863
2207,"ss","value",0,.3267682,.4553711,0,11,"SSP3",5.571e+14,1.616029
2208,"ss","value",0,.3282237,.4573993,0,11,"SSP3",5.596e+14,1.623226
2209,"ss","value",0,.3296857,.4594366,0,11,"SSP3",5.620e+14,1.630456
2210,"ss","value",0,.3311541,.461483,0,11,"SSP3",5.645e+14,1.637719
2211,"ss","value",0,.3326291,.4635385,0,11,"SSP3",5.671e+14,1.645013
2212,"ss","value",0,.3341106,.4656031,0,11,"SSP3",5.696e+14,1.65234
2213,"ss","value",0,.3355988,.4676769,0,11,"SSP3",5.721e+14,1.6597
2214,"ss","value",0,.3370936,.46976,0,11,"SSP3",5.747e+14,1.667092
2215,"ss","value",0,.338595,.4718523,0,11,"SSP3",5.772e+14,1.674518
2216,"ss","value",0,.3401031,.473954,0,11,"SSP3",5.798e+14,1.681976
2217,"ss","value",0,.341618,.476065,0,11,"SSP3",5.824e+14,1.689468
2218,"ss","value",0,.3431396,.4781855,0,11,"SSP3",5.850e+14,1.696993
2219,"ss","value",0,.3446679,.4803153,0,11,"SSP3",5.876e+14,1.704551
2220,"ss","value",0,.3462031,.4824547,0,11,"SSP3",5.902e+14,1.712143
2221,"ss","value",0,.3477451,.4846036,0,11,"SSP3",5.928e+14,1.719769
2222,"ss","value",0,.349294,.486762,0,11,"SSP3",5.955e+14,1.727429
2223,"ss","value",0,.3508498,.4889301,0,11,"SSP3",5.981e+14,1.735123
2224,"ss","value",0,.3524125,.4911078,0,11,"SSP3",6.008e+14,1.742852
2225,"ss","value",0,.3539822,.4932953,0,11,"SSP3",6.035e+14,1.750615
2226,"ss","value",0,.3555588,.4954924,0,11,"SSP3",6.062e+14,1.758412
2227,"ss","value",0,.3571425,.4976994,0,11,"SSP3",6.089e+14,1.766244
2228,"ss","value",0,.3587333,.4999162,0,11,"SSP3",6.116e+14,1.774111
2229,"ss","value",0,.3603311,.5021428,0,11,"SSP3",6.143e+14,1.782013
2230,"ss","value",0,.361936,.5043795,0,11,"SSP3",6.170e+14,1.78995
2231,"ss","value",0,.3635481,.506626,0,11,"SSP3",6.198e+14,1.797923
2232,"ss","value",0,.3651673,.5088825,0,11,"SSP3",6.225e+14,1.805931
2233,"ss","value",0,.3667938,.5111491,0,11,"SSP3",6.253e+14,1.813975
2234,"ss","value",0,.3684276,.5134258,0,11,"SSP3",6.281e+14,1.822054
2235,"ss","value",0,.3700686,.5157126,0,11,"SSP3",6.309e+14,1.83017
2236,"ss","value",0,.3717169,.5180097,0,11,"SSP3",6.337e+14,1.838321
2237,"ss","value",0,.3733726,.5203169,0,11,"SSP3",6.365e+14,1.846509
2238,"ss","value",0,.3750356,.5226344,0,11,"SSP3",6.394e+14,1.854734
2239,"ss","value",0,.376706,.5249623,0,11,"SSP3",6.422e+14,1.862995
2240,"ss","value",0,.3783839,.5273005,0,11,"SSP3",6.451e+14,1.871293
2241,"ss","value",0,.3800692,.5296491,0,11,"SSP3",6.479e+14,1.879628
2242,"ss","value",0,.3817621,.5320083,0,11,"SSP3",6.508e+14,1.888
2243,"ss","value",0,.3834625,.5343779,0,11,"SSP3",6.537e+14,1.896409
2244,"ss","value",0,.3851704,.536758,0,11,"SSP3",6.566e+14,1.904856
2245,"ss","value",0,.386886,.5391487,0,11,"SSP3",6.596e+14,1.91334
2246,"ss","value",0,.3886092,.5415502,0,11,"SSP3",6.625e+14,1.921862
2247,"ss","value",0,.3903401,.5439623,0,11,"SSP3",6.654e+14,1.930423
2248,"ss","value",0,.3920787,.5463851,0,11,"SSP3",6.684e+14,1.939021
2249,"ss","value",0,.3938251,.5488188,0,11,"SSP3",6.714e+14,1.947657
2250,"ss","value",0,.3955792,.5512633,0,11,"SSP3",6.744e+14,1.956332
2251,"ss","value",0,.3973412,.5537186,0,11,"SSP3",6.774e+14,1.965046
2252,"ss","value",0,.3991109,.5561849,0,11,"SSP3",6.804e+14,1.973798
2253,"ss","value",0,.4008886,.5586622,0,11,"SSP3",6.834e+14,1.98259
2254,"ss","value",0,.4026742,.5611505,0,11,"SSP3",6.865e+14,1.99142
2255,"ss","value",0,.4044677,.56365,0,11,"SSP3",6.895e+14,2.00029
2256,"ss","value",0,.4062693,.5661605,0,11,"SSP3",6.926e+14,2.0092
2257,"ss","value",0,.4080788,.5686822,0,11,"SSP3",6.957e+14,2.018149
2258,"ss","value",0,.4098964,.5712152,0,11,"SSP3",6.988e+14,2.027138
2259,"ss","value",0,.4117221,.5737594,0,11,"SSP3",7.019e+14,2.036167
2260,"ss","value",0,.413556,.5763149,0,11,"SSP3",7.050e+14,2.045236
2261,"ss","value",0,.415398,.5788819,0,11,"SSP3",7.082e+14,2.054346
2262,"ss","value",0,.4172482,.5814602,0,11,"SSP3",7.113e+14,2.063496
2263,"ss","value",0,.4191066,.5840501,0,11,"SSP3",7.145e+14,2.072687
2264,"ss","value",0,.4209734,.5866515,0,11,"SSP3",7.177e+14,2.081919
2265,"ss","value",0,.4228484,.5892645,0,11,"SSP3",7.209e+14,2.091192
2266,"ss","value",0,.4247318,.5918891,0,11,"SSP3",7.241e+14,2.100506
2267,"ss","value",0,.4266236,.5945255,0,11,"SSP3",7.273e+14,2.109862
2268,"ss","value",0,.4285238,.5971735,0,11,"SSP3",7.305e+14,2.119259
2269,"ss","value",0,.4304325,.5998334,0,11,"SSP3",7.338e+14,2.128699
2270,"ss","value",0,.4323497,.6025051,0,11,"SSP3",7.371e+14,2.13818
2271,"ss","value",0,.4342754,.6051887,0,11,"SSP3",7.403e+14,2.147704
2272,"ss","value",0,.4362097,.6078842,0,11,"SSP3",7.436e+14,2.15727
2273,"ss","value",0,.4381526,.6105918,0,11,"SSP3",7.470e+14,2.166878
2274,"ss","value",0,.4401042,.6133114,0,11,"SSP3",7.503e+14,2.17653
2275,"ss","value",0,.4420644,.6160432,0,11,"SSP3",7.536e+14,2.186224
2276,"ss","value",0,.4440334,.6187871,0,11,"SSP3",7.570e+14,2.195962
2277,"ss","value",0,.4460112,.6215432,0,11,"SSP3",7.604e+14,2.205743
2278,"ss","value",0,.4479977,.6243116,0,11,"SSP3",7.637e+14,2.215567
2279,"ss","value",0,.4499931,.6270923,0,11,"SSP3",7.671e+14,2.225436
2280,"ss","value",0,.4519975,.6298854,0,11,"SSP3",7.706e+14,2.235348
2281,"ss","value",0,.4540107,.632691,0,11,"SSP3",7.740e+14,2.245304
2282,"ss","value",0,.4560328,.635509,0,11,"SSP3",7.774e+14,2.255305
2283,"ss","value",0,.458064,.6383396,0,11,"SSP3",7.809e+14,2.26535
2284,"ss","value",0,.4601043,.6411828,0,11,"SSP3",7.844e+14,2.27544
2285,"ss","value",0,.4621536,.6440387,0,11,"SSP3",7.879e+14,2.285575
2286,"ss","value",0,.4642121,.6469073,0,11,"SSP3",7.914e+14,2.295755
2287,"ss","value",0,.4662797,.6497887,0,11,"SSP3",7.949e+14,2.305981
2288,"ss","value",0,.4683566,.6526829,0,11,"SSP3",7.985e+14,2.316252
2289,"ss","value",0,.4704427,.6555899,0,11,"SSP3",8.020e+14,2.326569
2290,"ss","value",0,.4725381,.65851,0,11,"SSP3",8.056e+14,2.336931
2291,"ss","value",0,.4746428,.6614431,0,11,"SSP3",8.092e+14,2.34734
2292,"ss","value",0,.4767569,.6643892,0,11,"SSP3",8.128e+14,2.357795
2293,"ss","value",0,.4788804,.6673484,0,11,"SSP3",8.164e+14,2.368297
2294,"ss","value",0,.4810134,.6703209,0,11,"SSP3",8.200e+14,2.378846
2295,"ss","value",0,.4831558,.6733065,0,11,"SSP3",8.237e+14,2.389441
2296,"ss","value",0,.4853079,.6763055,0,11,"SSP3",8.273e+14,2.400084
2297,"ss","value",0,.4874694,.6793178,0,11,"SSP3",8.310e+14,2.410774
2298,"ss","value",0,.4896407,.6823435,0,11,"SSP3",8.347e+14,2.421512
2299,"ss","value",0,.4918216,.6853827,0,11,"SSP3",8.385e+14,2.432298
2300,"ss","value",0,.4940121,.6884354,0,11,"SSP3",8.422e+14,2.443131
