var_type,year,pctile,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
"value",2028,"0.40",.0468322,-.0484008,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.45",.0622885,-.0360498,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.50",.0740507,-.0197262,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.55",.0959674,-.0125023,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.60",.1206036,-.0109831,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.65",.1482782,-.0132234,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.70",.1801878,-.0161331,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.75",.2170018,-.0257197,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.80",.2733655,-.0560245,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.85",.339929,-.0901751,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.90",.4348564,-.1428315,.2737382,.983,"SSP3",1.640e+14,
"value",2028,"0.95",.5880644,-.2219987,.2737382,.983,"SSP3",1.640e+14,
"value",2029,"0.05",-.2945614,-.0715635,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.10",-.1675084,-.0980064,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.15",-.1152841,-.0819667,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.20",-.0724114,-.0615821,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.25",-.0439052,-.0415533,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.30",-.0203469,-.026162,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.35",.0112155,-.0291283,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.40",.033669,-.0271286,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.45",.0528045,-.020024,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.50",.0591968,.0061299,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.55",.0823371,.0081072,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.60",.1106591,.0039061,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.65",.1361183,.0075747,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.70",.16088,.0125634,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.75",.2106282,-.01543,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.80",.2517514,-.0224263,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.85",.3156186,-.0495785,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.90",.4052407,-.0956403,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,"0.95",.5934744,-.2178823,.2793244,1.043,"SSP3",1.682e+14,
"value",2030,"0.05",-.3113676,-.059066,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.10",-.1781877,-.0869641,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.15",-.1179499,-.0856794,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.20",-.0687418,-.072021,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.25",-.0397355,-.0482674,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.30",-.0251418,-.0227328,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.35",.0088051,-.0248268,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.40",.0305404,-.0205358,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.45",.048424,-.0087243,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.50",.0567945,.0119156,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.55",.0763844,.0206935,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.60",.1103711,.0106713,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.65",.1293456,.0264754,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.70",.1590737,.0259262,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.75",.1926764,.0224432,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.80",.2420648,.0052042,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.85",.2935571,-.0018813,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.90",.4078203,-.0659127,.296344,1.103,"SSP3",1.725e+14,
"value",2030,"0.95",.5787936,-.1581734,.296344,1.103,"SSP3",1.725e+14,
"value",2031,"0.05",-.3017906,-.0531135,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.10",-.1672325,-.0975805,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.15",-.1251305,-.0642026,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.20",-.0762614,-.047619,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.25",-.0405638,-.0365593,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.30",-.0223128,-.0150637,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.35",.0077414,-.0129122,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.40",.0305743,-.0068969,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.45",.0544259,-.0061062,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.50",.0669729,.010987,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.55",.0821259,.0260544,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.60",.1107332,.0269739,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.65",.1254603,.0436627,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.70",.162655,.032364,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.75",.1877898,.0396736,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.80",.2351706,.0275561,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.85",.3041569,-.0000743,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.90",.4187409,-.0655771,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,"0.95",.5781298,-.1350452,.3052537,1.173,"SSP3",1.758e+14,
"value",2032,"0.05",-.3067398,-.0323694,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.10",-.182942,-.0666032,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.15",-.1379914,-.038951,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.20",-.0875372,-.0278893,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.25",-.0436544,-.0277594,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.30",-.0192563,-.0142221,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.35",.0063883,-.0056371,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.40",.0385608,-.0100612,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.45",.0588583,-.0061573,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.50",.0774982,.003967,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.55",.0991528,.0131186,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.60",.1174371,.0275753,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.65",.1373858,.0376527,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.70",.1674544,.0364746,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.75",.2014293,.0359795,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.80",.2538844,.0218298,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.85",.3186877,-.0031893,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.90",.4316356,-.0673467,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,"0.95",.587433,-.1296633,.3230438,1.233,"SSP3",1.793e+14,
"value",2033,"0.05",-.3112375,-.0215469,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.10",-.2064478,-.0341832,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.15",-.1477972,-.0234897,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.20",-.090289,-.0256576,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.25",-.0489528,-.0228442,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.30",-.02323,-.0121094,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.35",.0007509,-.0012021,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.40",.0291281,.0001925,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.45",.0530415,-.0005843,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.50",.074501,.0071431,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.55",.0924799,.0199643,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.60",.1158094,.0293353,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.65",.1416563,.0316535,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.70",.171256,.0337864,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.75",.2077931,.0333931,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.80",.2621239,.0158546,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.85",.3319531,-.0127301,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.90",.4459281,-.0739343,.34,1.303,"SSP3",1.828e+14,
"value",2033,"0.95",.6151669,-.1458336,.34,1.303,"SSP3",1.828e+14,
"value",2034,"0.05",-.315052,-.0186046,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,"0.10",-.2008345,-.0411853,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,"0.15",-.139547,-.0404576,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,"0.20",-.0946903,-.0272882,.3436951,1.363,"SSP3",1.863e+14,
