year,minT,maxT,rcp,batch,gcm,iam,value,weight,temp
2045,.5,2.3,rcp45,batch6,MPI-ESM-MR,low,-.1679212,.026699999,.86625278
2045,.5,2.3,rcp45,batch10,MPI-ESM-MR,low,.04082512,.026699999,.86625278
2045,.5,2.3,rcp45,batch10,MPI-ESM-MR,high,-.11642755,.026699999,.86625278
2045,.5,2.3,rcp45,batch7,MPI-ESM-MR,low,.26278465,.026699999,.86625278
2045,.5,2.3,rcp45,batch0,MPI-ESM-MR,high,-.31165098,.026699999,.86625278
2045,.5,2.3,rcp45,batch12,MPI-ESM-MR,low,.12549681,.026699999,.86625278
2045,.5,2.3,rcp45,batch2,MPI-ESM-MR,high,-.29021215,.026699999,.86625278
2045,.5,2.3,rcp45,batch4,MPI-ESM-MR,high,.1518304,.026699999,.86625278
2045,.5,2.3,rcp45,batch8,MPI-ESM-MR,high,.53672513,.026699999,.86625278
2045,.5,2.3,rcp45,batch11,MPI-ESM-MR,low,.30191996,.026699999,.86625278
2045,.5,2.3,rcp45,batch4,MPI-ESM-MR,low,-.06882396,.026699999,.86625278
2045,.5,2.3,rcp45,batch5,MPI-ESM-MR,low,.3698513,.026699999,.86625278
2045,.5,2.3,rcp45,batch13,MPI-ESM-MR,low,.058399703,.026699999,.86625278
2045,.5,2.3,rcp45,batch0,MPI-ESM-MR,low,.3491106,.026699999,.86625278
2045,.5,2.3,rcp45,batch9,MPI-ESM-MR,low,.053763375,.026699999,.86625278
2045,.5,2.3,rcp45,batch12,MPI-ESM-MR,high,.33540784,.026699999,.86625278
2045,.5,2.3,rcp45,batch14,MPI-ESM-MR,high,-.005387479,.026699999,.86625278
2045,.5,2.3,rcp45,batch5,MPI-ESM-MR,high,-.15488508,.026699999,.86625278
2045,.5,2.3,rcp85,batch9,MPI-ESM-MR,high,.27225067,.0229,1.1350476
2045,.5,2.3,rcp85,batch4,MPI-ESM-MR,low,.489943,.0229,1.1350476
2045,.5,2.3,rcp85,batch2,MPI-ESM-MR,low,1.0684169,.0229,1.1350476
2045,.5,2.3,rcp85,batch11,MPI-ESM-MR,low,.006120923,.0229,1.1350476
2045,.5,2.3,rcp85,batch12,MPI-ESM-MR,low,.82233544,.0229,1.1350476
2045,.5,2.3,rcp85,batch14,MPI-ESM-MR,high,.2219125,.0229,1.1350476
2045,.5,2.3,rcp85,batch10,MPI-ESM-MR,low,.6757432,.0229,1.1350476
2045,.5,2.3,rcp85,batch14,MPI-ESM-MR,low,.8397434,.0229,1.1350476
2045,.5,2.3,rcp85,batch6,MPI-ESM-MR,high,.45550692,.0229,1.1350476
2045,.5,2.3,rcp85,batch3,MPI-ESM-MR,high,-.18722193,.0229,1.1350476
2045,.5,2.3,rcp85,batch8,MPI-ESM-MR,high,.70291574,.0229,1.1350476
2045,.5,2.3,rcp85,batch0,MPI-ESM-MR,low,.34101586,.0229,1.1350476
2045,.5,2.3,rcp85,batch10,MPI-ESM-MR,high,.4838262,.0229,1.1350476
2045,.5,2.3,rcp85,batch2,MPI-ESM-MR,high,1.3292208,.0229,1.1350476
2045,.5,2.3,rcp85,batch5,MPI-ESM-MR,high,1.1597936,.0229,1.1350476
2045,.5,2.3,rcp85,batch0,MPI-ESM-MR,high,.8479453,.0229,1.1350476
2045,.5,2.3,rcp85,batch4,MPI-ESM-MR,high,.53874554,.0229,1.1350476
2045,.5,2.3,rcp85,batch13,MPI-ESM-MR,high,.7397029000000001,.0229,1.1350476
2045,.5,2.3,rcp85,batch12,MPI-ESM-MR,high,.7354124,.0229,1.1350476
2045,.5,2.3,rcp85,batch11,MPI-ESM-MR,high,.006671524,.0229,1.1350476
2045,.5,2.3,rcp85,batch13,MPI-ESM-MR,low,.6352125,.0229,1.1350476
2045,.5,2.3,rcp85,batch7,MPI-ESM-MR,high,.6514689,.0229,1.1350476
2045,.5,2.3,rcp85,batch9,MPI-ESM-MR,low,.87500213,.0229,1.1350476
2045,.5,2.3,rcp85,batch5,MPI-ESM-MR,low,.17780644,.0229,1.1350476
2045,.5,2.3,rcp85,batch3,MPI-ESM-MR,low,.21149126,.0229,1.1350476
2045,.5,2.3,rcp85,batch7,MPI-ESM-MR,low,1.5620148,.0229,1.1350476
2045,.5,2.3,rcp85,batch1,MPI-ESM-MR,low,.51056008,.0229,1.1350476
2045,.5,2.3,rcp85,batch8,MPI-ESM-MR,low,1.0225162,.0229,1.1350476
2045,.5,2.3,rcp85,batch6,MPI-ESM-MR,low,.53702944,.0229,1.1350476
2045,.5,2.3,rcp85,batch1,MPI-ESM-MR,high,.11008709,.0229,1.1350476
2045,.5,2.3,rcp45,batch7,MRI-CGCM3,low,-.06590936,.026699999,.7957387
2045,.5,2.3,rcp45,batch0,MRI-CGCM3,low,.14428624,.026699999,.7957387
2045,.5,2.3,rcp45,batch12,MRI-CGCM3,high,-.020594573,.026699999,.7957387
2045,.5,2.3,rcp45,batch11,MRI-CGCM3,low,.42691363,.026699999,.7957387
2045,.5,2.3,rcp45,batch8,MRI-CGCM3,low,.2904319,.026699999,.7957387
2045,.5,2.3,rcp45,batch4,MRI-CGCM3,high,.2092037,.026699999,.7957387
2045,.5,2.3,rcp45,batch5,MRI-CGCM3,high,.37784427,.026699999,.7957387
2045,.5,2.3,rcp45,batch1,MRI-CGCM3,low,.1884414,.026699999,.7957387
2045,.5,2.3,rcp45,batch1,MRI-CGCM3,high,.2048138,.026699999,.7957387
2045,.5,2.3,rcp45,batch0,MRI-CGCM3,high,.17641575,.026699999,.7957387
2045,.5,2.3,rcp45,batch14,MRI-CGCM3,high,.21357298,.026699999,.7957387
2045,.5,2.3,rcp45,batch6,MRI-CGCM3,high,.25615716,.026699999,.7957387
2045,.5,2.3,rcp45,batch3,MRI-CGCM3,low,.22871548,.026699999,.7957387
2045,.5,2.3,rcp45,batch12,MRI-CGCM3,low,.054534582,.026699999,.7957387
2045,.5,2.3,rcp45,batch8,MRI-CGCM3,high,.107521,.026699999,.7957387
2045,.5,2.3,rcp45,batch14,MRI-CGCM3,low,.09449867,.026699999,.7957387
2045,.5,2.3,rcp45,batch13,MRI-CGCM3,low,.038608257,.026699999,.7957387
2045,.5,2.3,rcp45,batch11,MRI-CGCM3,high,.15141305,.026699999,.7957387
2045,.5,2.3,rcp45,batch5,MRI-CGCM3,low,.09106778,.026699999,.7957387
2045,.5,2.3,rcp45,batch13,MRI-CGCM3,high,.40109608,.026699999,.7957387
2045,.5,2.3,rcp45,batch10,MRI-CGCM3,low,.1814888,.026699999,.7957387
2045,.5,2.3,rcp45,batch2,MRI-CGCM3,high,.27538208,.026699999,.7957387
2045,.5,2.3,rcp45,batch2,MRI-CGCM3,low,.1433811,.026699999,.7957387
2045,.5,2.3,rcp45,batch9,MRI-CGCM3,low,.27838172,.026699999,.7957387
2045,.5,2.3,rcp45,batch9,MRI-CGCM3,high,.0056759183,.026699999,.7957387
2045,.5,2.3,rcp45,batch10,MRI-CGCM3,high,.34440115,.026699999,.7957387
2045,.5,2.3,rcp45,batch3,MRI-CGCM3,high,.14362875,.026699999,.7957387
2045,.5,2.3,rcp45,batch6,MRI-CGCM3,low,.016436679,.026699999,.7957387
2045,.5,2.3,rcp45,batch4,MRI-CGCM3,low,.064179778,.026699999,.7957387
2045,.5,2.3,rcp45,batch7,MRI-CGCM3,high,.25115117,.026699999,.7957387
2045,.5,2.3,rcp85,batch3,MRI-CGCM3,low,.02424615,.090000004,1.1014173
2045,.5,2.3,rcp85,batch9,MRI-CGCM3,low,.10227687,.090000004,1.1014173
2045,.5,2.3,rcp85,batch7,MRI-CGCM3,low,.8882640000000001,.090000004,1.1014173
2045,.5,2.3,rcp85,batch14,MRI-CGCM3,high,.14859882,.090000004,1.1014173
2045,.5,2.3,rcp85,batch14,MRI-CGCM3,low,.55486854,.090000004,1.1014173
2045,.5,2.3,rcp85,batch5,MRI-CGCM3,low,.12534453,.090000004,1.1014173
2045,.5,2.3,rcp85,batch2,MRI-CGCM3,high,.27700022,.090000004,1.1014173
2045,.5,2.3,rcp85,batch5,MRI-CGCM3,high,-.30651692,.090000004,1.1014173
2045,.5,2.3,rcp85,batch3,MRI-CGCM3,high,-.017829839,.090000004,1.1014173
2045,.5,2.3,rcp85,batch8,MRI-CGCM3,low,.56765225,.090000004,1.1014173
2045,.5,2.3,rcp85,batch0,MRI-CGCM3,high,.15133345,.090000004,1.1014173
2045,.5,2.3,rcp85,batch6,MRI-CGCM3,high,.2316842,.090000004,1.1014173
2045,.5,2.3,rcp85,batch1,MRI-CGCM3,low,.2625475,.090000004,1.1014173
2045,.5,2.3,rcp85,batch1,MRI-CGCM3,high,.14827931,.090000004,1.1014173
2045,.5,2.3,rcp85,batch4,MRI-CGCM3,high,.5638498,.090000004,1.1014173
2045,.5,2.3,rcp85,batch13,MRI-CGCM3,low,.27317182,.090000004,1.1014173
2045,.5,2.3,rcp85,batch7,MRI-CGCM3,high,-.097393164,.090000004,1.1014173
2045,.5,2.3,rcp85,batch13,MRI-CGCM3,high,-.26371221,.090000004,1.1014173
2045,.5,2.3,rcp85,batch4,MRI-CGCM3,low,.41420276,.090000004,1.1014173
2045,.5,2.3,rcp85,batch8,MRI-CGCM3,high,.18439705,.090000004,1.1014173
2045,.5,2.3,rcp85,batch0,MRI-CGCM3,low,.66526485,.090000004,1.1014173
2045,.5,2.3,rcp85,batch11,MRI-CGCM3,low,.20173016,.090000004,1.1014173
2045,.5,2.3,rcp85,batch6,MRI-CGCM3,low,.23511653,.090000004,1.1014173
2045,.5,2.3,rcp85,batch11,MRI-CGCM3,high,.5097512,.090000004,1.1014173
2045,.5,2.3,rcp85,batch9,MRI-CGCM3,high,.4263297,.090000004,1.1014173
2045,.5,2.3,rcp85,batch10,MRI-CGCM3,low,.3067189,.090000004,1.1014173
2045,.5,2.3,rcp85,batch12,MRI-CGCM3,high,.13286793,.090000004,1.1014173
2045,.5,2.3,rcp85,batch2,MRI-CGCM3,low,.064068714,.090000004,1.1014173
2045,.5,2.3,rcp85,batch10,MRI-CGCM3,high,-.10797893,.090000004,1.1014173
2045,.5,2.3,rcp85,batch12,MRI-CGCM3,low,-.3388412,.090000004,1.1014173
2045,.5,2.3,rcp45,batch12,NorESM1-M,high,.2183799,.026699999,.87083793
2045,.5,2.3,rcp45,batch5,NorESM1-M,high,.16260484,.026699999,.87083793
2045,.5,2.3,rcp45,batch5,NorESM1-M,low,.59899714,.026699999,.87083793
2045,.5,2.3,rcp45,batch10,NorESM1-M,low,-.04074921,.026699999,.87083793
2045,.5,2.3,rcp45,batch2,NorESM1-M,low,.33242392,.026699999,.87083793
2045,.5,2.3,rcp45,batch9,NorESM1-M,low,.17227163,.026699999,.87083793
2045,.5,2.3,rcp45,batch4,NorESM1-M,high,-.1366496,.026699999,.87083793
2045,.5,2.3,rcp45,batch11,NorESM1-M,low,.87838176,.026699999,.87083793
2045,.5,2.3,rcp45,batch9,NorESM1-M,high,.35063064,.026699999,.87083793
2045,.5,2.3,rcp45,batch14,NorESM1-M,low,.15139396,.026699999,.87083793
2045,.5,2.3,rcp45,batch8,NorESM1-M,low,.47543602,.026699999,.87083793
2045,.5,2.3,rcp45,batch10,NorESM1-M,high,.34126732,.026699999,.87083793
2045,.5,2.3,rcp45,batch3,NorESM1-M,high,-.037481914,.026699999,.87083793
2045,.5,2.3,rcp45,batch8,NorESM1-M,high,.4812796,.026699999,.87083793
2045,.5,2.3,rcp45,batch0,NorESM1-M,low,.16665759,.026699999,.87083793
2045,.5,2.3,rcp45,batch6,NorESM1-M,high,.6392083,.026699999,.87083793
2045,.5,2.3,rcp45,batch13,NorESM1-M,high,-.042584883,.026699999,.87083793
2045,.5,2.3,rcp45,batch12,NorESM1-M,low,.07016864,.026699999,.87083793
2045,.5,2.3,rcp45,batch11,NorESM1-M,high,.08190713,.026699999,.87083793
2045,.5,2.3,rcp45,batch3,NorESM1-M,low,-.28317375,.026699999,.87083793
2045,.5,2.3,rcp45,batch14,NorESM1-M,high,.0002475991,.026699999,.87083793
2045,.5,2.3,rcp45,batch2,NorESM1-M,high,.48598155,.026699999,.87083793
2045,.5,2.3,rcp45,batch1,NorESM1-M,low,.5630207,.026699999,.87083793
2045,.5,2.3,rcp45,batch1,NorESM1-M,high,.031241486,.026699999,.87083793
2045,.5,2.3,rcp45,batch7,NorESM1-M,low,.52107434,.026699999,.87083793
2045,.5,2.3,rcp45,batch7,NorESM1-M,high,-.025887191,.026699999,.87083793
2045,.5,2.3,rcp45,batch0,NorESM1-M,high,.34379225,.026699999,.87083793
2045,.5,2.3,rcp45,batch13,NorESM1-M,low,.09524303,.026699999,.87083793
2045,.5,2.3,rcp45,batch6,NorESM1-M,low,.2499334,.026699999,.87083793
2045,.5,2.3,rcp45,batch4,NorESM1-M,low,.5038114,.026699999,.87083793
2045,.5,2.3,rcp85,batch9,NorESM1-M,high,.013132759,.090000004,1.1429411
2045,.5,2.3,rcp85,batch11,NorESM1-M,low,.35781925,.090000004,1.1429411
2045,.5,2.3,rcp85,batch1,NorESM1-M,low,.07675317,.090000004,1.1429411
2045,.5,2.3,rcp85,batch8,NorESM1-M,low,.39427326,.090000004,1.1429411
2045,.5,2.3,rcp85,batch1,NorESM1-M,high,.068070773,.090000004,1.1429411
2045,.5,2.3,rcp85,batch14,NorESM1-M,low,.92618536,.090000004,1.1429411
2045,.5,2.3,rcp85,batch10,NorESM1-M,high,.11098221,.090000004,1.1429411
2045,.5,2.3,rcp85,batch10,NorESM1-M,low,.6905963000000001,.090000004,1.1429411
2045,.5,2.3,rcp85,batch6,NorESM1-M,high,-.096576864,.090000004,1.1429411
2045,.5,2.3,rcp85,batch2,NorESM1-M,low,-.2875647,.090000004,1.1429411
2045,.5,2.3,rcp85,batch14,NorESM1-M,high,-.128489955,.090000004,1.1429411
2045,.5,2.3,rcp85,batch5,NorESM1-M,low,.4027828,.090000004,1.1429411
2045,.5,2.3,rcp85,batch12,NorESM1-M,low,-.15152626,.090000004,1.1429411
2045,.5,2.3,rcp85,batch3,NorESM1-M,low,.43942727,.090000004,1.1429411
2045,.5,2.3,rcp85,batch0,NorESM1-M,low,.41478803,.090000004,1.1429411
2045,.5,2.3,rcp85,batch12,NorESM1-M,high,.19950164,.090000004,1.1429411
2045,.5,2.3,rcp85,batch3,NorESM1-M,high,-.09038014,.090000004,1.1429411
2045,.5,2.3,rcp85,batch8,NorESM1-M,high,.4194446,.090000004,1.1429411
2045,.5,2.3,rcp85,batch5,NorESM1-M,high,.27388907,.090000004,1.1429411
2045,.5,2.3,rcp85,batch7,NorESM1-M,high,.32235907,.090000004,1.1429411
2045,.5,2.3,rcp85,batch4,NorESM1-M,low,.49409334,.090000004,1.1429411
2045,.5,2.3,rcp85,batch6,NorESM1-M,low,-.1359089,.090000004,1.1429411
2045,.5,2.3,rcp85,batch9,NorESM1-M,low,-.28090604,.090000004,1.1429411
2045,.5,2.3,rcp85,batch11,NorESM1-M,high,-.039606764,.090000004,1.1429411
2045,.5,2.3,rcp85,batch7,NorESM1-M,low,.105000845,.090000004,1.1429411
2045,.5,2.3,rcp85,batch2,NorESM1-M,high,.32500446,.090000004,1.1429411
2045,.5,2.3,rcp85,batch13,NorESM1-M,low,.07748954,.090000004,1.1429411
2045,.5,2.3,rcp85,batch0,NorESM1-M,high,.37909968,.090000004,1.1429411
2045,.5,2.3,rcp85,batch13,NorESM1-M,high,.45762986,.090000004,1.1429411
2045,.5,2.3,rcp85,batch4,NorESM1-M,high,.28048,.090000004,1.1429411
2045,.5,2.3,rcp45,batch12,bcc-csm1-1,low,.23860976,.090000004,.83256447
2045,.5,2.3,rcp45,batch2,bcc-csm1-1,high,.09698082,.090000004,.83256447
2045,.5,2.3,rcp45,batch4,bcc-csm1-1,low,.29043514,.090000004,.83256447
2045,.5,2.3,rcp45,batch8,bcc-csm1-1,low,.022911928,.090000004,.83256447
2045,.5,2.3,rcp45,batch5,bcc-csm1-1,high,.3546938,.090000004,.83256447
2045,.5,2.3,rcp45,batch13,bcc-csm1-1,high,.33798613,.090000004,.83256447
2045,.5,2.3,rcp45,batch3,bcc-csm1-1,low,-.09129762,.090000004,.83256447
2045,.5,2.3,rcp45,batch1,bcc-csm1-1,low,.3143855,.090000004,.83256447
2045,.5,2.3,rcp45,batch9,bcc-csm1-1,low,.23883502,.090000004,.83256447
2045,.5,2.3,rcp45,batch10,bcc-csm1-1,low,.17067955,.090000004,.83256447
2045,.5,2.3,rcp45,batch14,bcc-csm1-1,high,.32060693,.090000004,.83256447
2045,.5,2.3,rcp45,batch11,bcc-csm1-1,low,.6301603,.090000004,.83256447
2045,.5,2.3,rcp45,batch8,bcc-csm1-1,high,.25676767,.090000004,.83256447
2045,.5,2.3,rcp45,batch7,bcc-csm1-1,high,.16584978,.090000004,.83256447
2045,.5,2.3,rcp45,batch6,bcc-csm1-1,high,.40462044,.090000004,.83256447
2045,.5,2.3,rcp45,batch5,bcc-csm1-1,low,-.10169235,.090000004,.83256447
2045,.5,2.3,rcp45,batch1,bcc-csm1-1,high,.3297371,.090000004,.83256447
2045,.5,2.3,rcp45,batch11,bcc-csm1-1,high,.31070578,.090000004,.83256447
2045,.5,2.3,rcp45,batch13,bcc-csm1-1,low,.65196255,.090000004,.83256447
2045,.5,2.3,rcp45,batch7,bcc-csm1-1,low,.26442075,.090000004,.83256447
2045,.5,2.3,rcp45,batch2,bcc-csm1-1,low,.2996241,.090000004,.83256447
2045,.5,2.3,rcp45,batch14,bcc-csm1-1,low,.24303668,.090000004,.83256447
2045,.5,2.3,rcp45,batch12,bcc-csm1-1,high,.09335658,.090000004,.83256447
2045,.5,2.3,rcp45,batch9,bcc-csm1-1,high,.23160164,.090000004,.83256447
2045,.5,2.3,rcp45,batch0,bcc-csm1-1,high,.270477,.090000004,.83256447
2045,.5,2.3,rcp45,batch4,bcc-csm1-1,high,.5392822,.090000004,.83256447
2045,.5,2.3,rcp45,batch6,bcc-csm1-1,low,.5179605,.090000004,.83256447
2045,.5,2.3,rcp45,batch3,bcc-csm1-1,high,.029344301,.090000004,.83256447
2045,.5,2.3,rcp45,batch0,bcc-csm1-1,low,.30742882,.090000004,.83256447
2045,.5,2.3,rcp45,batch10,bcc-csm1-1,high,.46838468,.090000004,.83256447
2045,.5,2.3,rcp85,batch3,bcc-csm1-1,low,-.10653296,.0229,1.1232469
2045,.5,2.3,rcp85,batch7,bcc-csm1-1,low,.65724855,.0229,1.1232469
2045,.5,2.3,rcp85,batch4,bcc-csm1-1,high,-.37690448,.0229,1.1232469
2045,.5,2.3,rcp85,batch14,bcc-csm1-1,low,.2852142,.0229,1.1232469
2045,.5,2.3,rcp85,batch9,bcc-csm1-1,high,.47814302,.0229,1.1232469
2045,.5,2.3,rcp85,batch6,bcc-csm1-1,high,-.08780492,.0229,1.1232469
2045,.5,2.3,rcp85,batch1,bcc-csm1-1,high,.68493305,.0229,1.1232469
2045,.5,2.3,rcp85,batch8,bcc-csm1-1,low,.44585012,.0229,1.1232469
2045,.5,2.3,rcp85,batch11,bcc-csm1-1,high,.39825247,.0229,1.1232469
2045,.5,2.3,rcp85,batch2,bcc-csm1-1,low,.17499452,.0229,1.1232469
2045,.5,2.3,rcp85,batch6,bcc-csm1-1,low,.05787043,.0229,1.1232469
2045,.5,2.3,rcp85,batch5,bcc-csm1-1,low,.3714718,.0229,1.1232469
2045,.5,2.3,rcp85,batch13,bcc-csm1-1,high,.5882227,.0229,1.1232469
2045,.5,2.3,rcp85,batch3,bcc-csm1-1,high,.5747843,.0229,1.1232469
2045,.5,2.3,rcp85,batch2,bcc-csm1-1,high,.37464605,.0229,1.1232469
2045,.5,2.3,rcp85,batch5,bcc-csm1-1,high,.27259236,.0229,1.1232469
2045,.5,2.3,rcp85,batch11,bcc-csm1-1,low,.5692595,.0229,1.1232469
2045,.5,2.3,rcp85,batch10,bcc-csm1-1,low,.48507693,.0229,1.1232469
2045,.5,2.3,rcp85,batch13,bcc-csm1-1,low,.37612824,.0229,1.1232469
2045,.5,2.3,rcp85,batch10,bcc-csm1-1,high,.7357542,.0229,1.1232469
2045,.5,2.3,rcp85,batch1,bcc-csm1-1,low,.17706674,.0229,1.1232469
2045,.5,2.3,rcp85,batch14,bcc-csm1-1,high,.26193234,.0229,1.1232469
2045,.5,2.3,rcp85,batch12,bcc-csm1-1,high,.08093027,.0229,1.1232469
2045,.5,2.3,rcp85,batch12,bcc-csm1-1,low,.8680989,.0229,1.1232469
2045,.5,2.3,rcp85,batch7,bcc-csm1-1,high,.5326928,.0229,1.1232469
2045,.5,2.3,rcp85,batch8,bcc-csm1-1,high,.14284041,.0229,1.1232469
2045,.5,2.3,rcp85,batch0,bcc-csm1-1,low,.62403884,.0229,1.1232469
2045,.5,2.3,rcp85,batch0,bcc-csm1-1,high,.4872325,.0229,1.1232469
2045,.5,2.3,rcp85,batch4,bcc-csm1-1,low,.6115164,.0229,1.1232469
2045,.5,2.3,rcp85,batch9,bcc-csm1-1,low,.54244226,.0229,1.1232469
2045,.5,2.3,rcp45,batch8,inmcm4,low,-.013232309,.059999999,.58081383
2045,.5,2.3,rcp45,batch6,inmcm4,high,.1596915,.059999999,.58081383
2045,.5,2.3,rcp45,batch5,inmcm4,high,.076231885,.059999999,.58081383
2045,.5,2.3,rcp45,batch0,inmcm4,high,.026766084,.059999999,.58081383
2045,.5,2.3,rcp45,batch12,inmcm4,high,.011014607,.059999999,.58081383
2045,.5,2.3,rcp45,batch10,inmcm4,low,.14086282,.059999999,.58081383
2045,.5,2.3,rcp45,batch7,inmcm4,high,.002213163,.059999999,.58081383
2045,.5,2.3,rcp45,batch11,inmcm4,high,.025250886,.059999999,.58081383
2045,.5,2.3,rcp45,batch9,inmcm4,low,.03820523,.059999999,.58081383
2045,.5,2.3,rcp45,batch9,inmcm4,high,-.06465079,.059999999,.58081383
2045,.5,2.3,rcp45,batch5,inmcm4,low,.31400034,.059999999,.58081383
2045,.5,2.3,rcp45,batch14,inmcm4,low,.09257281,.059999999,.58081383
2045,.5,2.3,rcp45,batch2,inmcm4,low,-.047675978,.059999999,.58081383
2045,.5,2.3,rcp45,batch7,inmcm4,low,.10979721,.059999999,.58081383
2045,.5,2.3,rcp45,batch8,inmcm4,high,.13998306,.059999999,.58081383
2045,.5,2.3,rcp45,batch11,inmcm4,low,.12136997,.059999999,.58081383
2045,.5,2.3,rcp45,batch14,inmcm4,high,.059700224,.059999999,.58081383
2045,.5,2.3,rcp45,batch3,inmcm4,low,-.45196853,.059999999,.58081383
2045,.5,2.3,rcp45,batch0,inmcm4,low,.15469063,.059999999,.58081383
2045,.5,2.3,rcp45,batch1,inmcm4,low,.04260893,.059999999,.58081383
2045,.5,2.3,rcp45,batch13,inmcm4,low,.08980688,.059999999,.58081383
2045,.5,2.3,rcp45,batch4,inmcm4,low,.049885417,.059999999,.58081383
2045,.5,2.3,rcp45,batch2,inmcm4,high,-.110009025,.059999999,.58081383
2045,.5,2.3,rcp45,batch3,inmcm4,high,.19137017,.059999999,.58081383
2045,.5,2.3,rcp45,batch13,inmcm4,high,.020656579,.059999999,.58081383
2045,.5,2.3,rcp45,batch12,inmcm4,low,.017499062,.059999999,.58081383
2045,.5,2.3,rcp45,batch1,inmcm4,high,.26048171,.059999999,.58081383
2045,.5,2.3,rcp45,batch10,inmcm4,high,.11088883,.059999999,.58081383
2045,.5,2.3,rcp45,batch6,inmcm4,low,.11518043,.059999999,.58081383
2045,.5,2.3,rcp45,batch4,inmcm4,high,.016431583,.059999999,.58081383
2045,.5,2.3,rcp85,batch4,inmcm4,high,.16251322,.039999999,.78661132
2045,.5,2.3,rcp85,batch0,inmcm4,low,.00048294912,.039999999,.78661132
2045,.5,2.3,rcp85,batch2,inmcm4,high,.04420379,.039999999,.78661132
2045,.5,2.3,rcp85,batch6,inmcm4,high,.011768816,.039999999,.78661132
2045,.5,2.3,rcp85,batch7,inmcm4,high,.20503865,.039999999,.78661132
2045,.5,2.3,rcp85,batch4,inmcm4,low,.3967199,.039999999,.78661132
2045,.5,2.3,rcp85,batch9,inmcm4,high,-.26314627,.039999999,.78661132
2045,.5,2.3,rcp85,batch10,inmcm4,high,-.08786762,.039999999,.78661132
2045,.5,2.3,rcp85,batch0,inmcm4,high,.39645354,.039999999,.78661132
2045,.5,2.3,rcp85,batch8,inmcm4,high,.4189928,.039999999,.78661132
2045,.5,2.3,rcp85,batch5,inmcm4,low,-.015776709,.039999999,.78661132
2045,.5,2.3,rcp85,batch3,inmcm4,high,.17181642,.039999999,.78661132
2045,.5,2.3,rcp85,batch14,inmcm4,high,.10329814,.039999999,.78661132
2045,.5,2.3,rcp85,batch11,inmcm4,low,.33271182,.039999999,.78661132
2045,.5,2.3,rcp85,batch1,inmcm4,low,.09378677,.039999999,.78661132
2045,.5,2.3,rcp85,batch12,inmcm4,low,.14632464,.039999999,.78661132
2045,.5,2.3,rcp85,batch5,inmcm4,high,.1323283,.039999999,.78661132
2045,.5,2.3,rcp85,batch10,inmcm4,low,.42242012,.039999999,.78661132
2045,.5,2.3,rcp85,batch12,inmcm4,high,.091262935,.039999999,.78661132
2045,.5,2.3,rcp85,batch7,inmcm4,low,-.037079736,.039999999,.78661132
2045,.5,2.3,rcp85,batch14,inmcm4,low,.25422337,.039999999,.78661132
2045,.5,2.3,rcp85,batch9,inmcm4,low,-.005207294,.039999999,.78661132
2045,.5,2.3,rcp85,batch11,inmcm4,high,.4537858,.039999999,.78661132
2045,.5,2.3,rcp85,batch6,inmcm4,low,.09169814,.039999999,.78661132
2045,.5,2.3,rcp85,batch8,inmcm4,low,.14804022,.039999999,.78661132
2045,.5,2.3,rcp85,batch3,inmcm4,low,.2221295,.039999999,.78661132
2045,.5,2.3,rcp85,batch2,inmcm4,low,.15160775,.039999999,.78661132
2045,.5,2.3,rcp85,batch13,inmcm4,low,.03616844,.039999999,.78661132
2045,.5,2.3,rcp85,batch13,inmcm4,high,-.059869184,.039999999,.78661132
2045,.5,2.3,rcp85,batch1,inmcm4,high,.15614247,.039999999,.78661132
2045,.5,2.3,rcp45,batch7,surrogate_CanESM2_89,low,.12476763,.0099999998,1.299
2045,.5,2.3,rcp45,batch2,surrogate_CanESM2_89,high,-.32728914,.0099999998,1.299
2045,.5,2.3,rcp45,batch11,surrogate_CanESM2_89,high,.3835882,.0099999998,1.299
2045,.5,2.3,rcp45,batch11,surrogate_CanESM2_89,low,.08198723,.0099999998,1.299
2045,.5,2.3,rcp45,batch6,surrogate_CanESM2_89,low,-.31178025,.0099999998,1.299
2045,.5,2.3,rcp45,batch10,surrogate_CanESM2_89,low,-.16328065,.0099999998,1.299
2045,.5,2.3,rcp45,batch6,surrogate_CanESM2_89,high,.098927804,.0099999998,1.299
2045,.5,2.3,rcp45,batch7,surrogate_CanESM2_89,high,.21695819,.0099999998,1.299
2045,.5,2.3,rcp45,batch0,surrogate_CanESM2_89,low,-.016148414,.0099999998,1.299
2045,.5,2.3,rcp45,batch8,surrogate_CanESM2_89,low,.050620387,.0099999998,1.299
2045,.5,2.3,rcp45,batch1,surrogate_CanESM2_89,low,.55733394,.0099999998,1.299
2045,.5,2.3,rcp45,batch14,surrogate_CanESM2_89,high,-.65790955,.0099999998,1.299
2045,.5,2.3,rcp45,batch13,surrogate_CanESM2_89,high,.718077,.0099999998,1.299
2045,.5,2.3,rcp45,batch8,surrogate_CanESM2_89,high,.972517,.0099999998,1.299
2045,.5,2.3,rcp45,batch2,surrogate_CanESM2_89,low,.04625497,.0099999998,1.299
2045,.5,2.3,rcp45,batch9,surrogate_CanESM2_89,low,.30891416,.0099999998,1.299
2045,.5,2.3,rcp45,batch12,surrogate_CanESM2_89,low,-.00725417,.0099999998,1.299
2045,.5,2.3,rcp45,batch4,surrogate_CanESM2_89,low,-.13621765,.0099999998,1.299
