year,fair_temperatures_anomaly_pulse,fair_temperatures_anomaly_rcp,rcp
1835,-1.4024094,-1.4024094,rcp45
1836,-1.3892083,-1.3892083,rcp45
1837,-1.3129809,-1.3129809,rcp45
1838,-1.2327683,-1.2327683,rcp45
1839,-1.165411,-1.165411,rcp45
1840,-1.1125013,-1.1125013,rcp45
1841,-1.0716176,-1.0716176,rcp45
1842,-1.0408143,-1.0408143,rcp45
1843,-1.0210887,-1.0210887,rcp45
1844,-1.0042928,-1.0042928,rcp45
1845,-.99067205,-.99067205,rcp45
1846,-.98443788,-.98443788,rcp45
1847,-.97968936,-.97968936,rcp45
1848,-.97047979,-.97047979,rcp45
1849,-.95693803,-.95693803,rcp45
1850,-.94843978,-.94843978,rcp45
1851,-.94271231,-.94271231,rcp45
1852,-.94224501,-.94224501,rcp45
1853,-.93877351,-.93877351,rcp45
1854,-.93744844,-.93744844,rcp45
1855,-.93729234,-.93729234,rcp45
1856,-.93720376,-.93720376,rcp45
1857,-.93599099,-.93599099,rcp45
1858,-.93247145,-.93247145,rcp45
1859,-.92758566,-.92758566,rcp45
1860,-.922122,-.922122,rcp45
1861,-.95183432,-.95183432,rcp45
1862,-.98573345,-.98573345,rcp45
1863,-.98413402,-.98413402,rcp45
1864,-.97155899,-.97155899,rcp45
1865,-.95876932,-.95876932,rcp45
1866,-.94913459,-.94913459,rcp45
1867,-.94212604,-.94212604,rcp45
1868,-.93520337,-.93520337,rcp45
1869,-.92726141,-.92726141,rcp45
1870,-.92073739,-.92073739,rcp45
1871,-.91414702,-.91414702,rcp45
1872,-.91004229,-.91004229,rcp45
1873,-.91409081,-.91409081,rcp45
1874,-.9117896,-.9117896,rcp45
1875,-.91147453,-.91147453,rcp45
1876,-.91189772,-.91189772,rcp45
1877,-.91254973,-.91254973,rcp45
1878,-.91353595,-.91353595,rcp45
1879,-.91394639,-.91394639,rcp45
1880,-.91423672,-.91423672,rcp45
1881,-.91157746,-.91157746,rcp45
1882,-.90767467,-.90767467,rcp45
1883,-.94744784,-.94744784,rcp45
1884,-1.0835851,-1.0835851,rcp45
1885,-1.0965862,-1.0965862,rcp45
1886,-1.0609256,-1.0609256,rcp45
1887,-1.0425699,-1.0425699,rcp45
1888,-1.0139028,-1.0139028,rcp45
1889,-.98843247,-.98843247,rcp45
1890,-.97854233,-.97854233,rcp45
1891,-.97585219,-.97585219,rcp45
1892,-.95921409,-.95921409,rcp45
1893,-.93700093,-.93700093,rcp45
1894,-.91691583,-.91691583,rcp45
1895,-.90396267,-.90396267,rcp45
1896,-.8973642,-.8973642,rcp45
1897,-.89428991,-.89428991,rcp45
1898,-.89273965,-.89273965,rcp45
1899,-.89249718,-.89249718,rcp45
1900,-.89270508,-.89270508,rcp45
1901,-.89379913,-.89379913,rcp45
1902,-.91507298,-.91507298,rcp45
1903,-.99018562,-.99018562,rcp45
1904,-1.0008134,-1.0008134,rcp45
1905,-.97941697,-.97941697,rcp45
1906,-.95108777,-.95108777,rcp45
1907,-.93355185,-.93355185,rcp45
1908,-.91593409,-.91593409,rcp45
1909,-.90282273,-.90282273,rcp45
1910,-.89394629,-.89394629,rcp45
1911,-.88868886,-.88868886,rcp45
1912,-.93650341,-.93650341,rcp45
1913,-.96184266,-.96184266,rcp45
1914,-.95183247,-.95183247,rcp45
1915,-.92460793,-.92460793,rcp45
1916,-.89655435,-.89655435,rcp45
1917,-.87134993,-.87134993,rcp45
1918,-.85055608,-.85055608,rcp45
1919,-.83821285,-.83821285,rcp45
1920,-.83184314,-.83184314,rcp45
1921,-.82922971,-.82922971,rcp45
1922,-.83313215,-.83313215,rcp45
1923,-.83399314,-.83399314,rcp45
1924,-.83054864,-.83054864,rcp45
1925,-.82425177,-.82425177,rcp45
1926,-.81495517,-.81495517,rcp45
1927,-.8039788,-.8039788,rcp45
1928,-.79847604,-.79847604,rcp45
1929,-.79905379,-.79905379,rcp45
1930,-.79292184,-.79292184,rcp45
1931,-.79062337,-.79062337,rcp45
1932,-.79605317,-.79605317,rcp45
1933,-.79597306,-.79597306,rcp45
1934,-.79295516,-.79295516,rcp45
1935,-.78638816,-.78638816,rcp45
1936,-.77291411,-.77291411,rcp45
1937,-.76144212,-.76144212,rcp45
1938,-.75344956,-.75344956,rcp45
1939,-.74701697,-.74701697,rcp45
1940,-.74390727,-.74390727,rcp45
1941,-.74266458,-.74266458,rcp45
1942,-.74323016,-.74323016,rcp45
1943,-.74517429,-.74517429,rcp45
1944,-.74493301,-.74493301,rcp45
1945,-.73918384,-.73918384,rcp45
1946,-.73158193,-.73158193,rcp45
1947,-.71846789,-.71846789,rcp45
1948,-.70513856,-.70513856,rcp45
1949,-.69586968,-.69586968,rcp45
1950,-.69187045,-.69187045,rcp45
1951,-.69442677,-.69442677,rcp45
1952,-.69628817,-.69628817,rcp45
1953,-.69904453,-.69904453,rcp45
1954,-.70069027,-.70069027,rcp45
1955,-.6976909,-.6976909,rcp45
1956,-.68663114,-.68663114,rcp45
1957,-.6698488,-.6698488,rcp45
1958,-.65517426,-.65517426,rcp45
1959,-.64727914,-.64727914,rcp45
1960,-.64318103,-.64318103,rcp45
1961,-.64571887,-.64571887,rcp45
1962,-.65664327,-.65664327,rcp45
1963,-.75490123,-.75490123,rcp45
1964,-.80518347,-.80518347,rcp45
1965,-.81315422,-.81315422,rcp45
1966,-.77501172,-.77501172,rcp45
1967,-.74455732,-.74455732,rcp45
1968,-.7140494,-.7140494,rcp45
1969,-.68526578,-.68526578,rcp45
1970,-.66085047,-.66085047,rcp45
1971,-.64794618,-.64794618,rcp45
1972,-.66060072,-.66060072,rcp45
1973,-.63633603,-.63633603,rcp45
1974,-.62613672,-.62613672,rcp45
1975,-.63413495,-.63413495,rcp45
1976,-.61392969,-.61392969,rcp45
1977,-.58286208,-.58286208,rcp45
1978,-.54625249,-.54625249,rcp45
1979,-.50922298,-.50922298,rcp45
1980,-.4810428,-.4810428,rcp45
1981,-.45715567,-.45715567,rcp45
1982,-.4709022,-.4709022,rcp45
1983,-.5157668,-.5157668,rcp45
1984,-.51006401,-.51006401,rcp45
1985,-.48328149,-.48328149,rcp45
1986,-.45787391,-.45787391,rcp45
1987,-.42586425,-.42586425,rcp45
1988,-.38596424,-.38596424,rcp45
1989,-.33931795,-.33931795,rcp45
1990,-.30091992,-.30091992,rcp45
1991,-.33670717,-.33670717,rcp45
1992,-.46542591,-.46542591,rcp45
1993,-.47865212,-.47865212,rcp45
1994,-.42116502,-.42116502,rcp45
1995,-.35922369,-.35922369,rcp45
1996,-.30384392,-.30384392,rcp45
1997,-.25318214,-.25318214,rcp45
1998,-.20341547,-.20341547,rcp45
1999,-.15616222,-.15616222,rcp45
2000,-.11244024,-.11244024,rcp45
2001,-.077811792,-.077811792,rcp45
2002,-.046944201,-.046944201,rcp45
2003,-.029321305,-.029321305,rcp45
2004,-.015323429,-.015323429,rcp45
2005,-.0073663336,-.0073663336,rcp45
2006,-.000046782756,-.000046782756,rcp45
2007,.0085498961,.0085498961,rcp45
2008,.019765558,.019765558,rcp45
2009,.030362846,.030362846,rcp45
2010,.048987497,.048987497,rcp45
2011,.069148049,.069148049,rcp45
2012,.094483994,.094483994,rcp45
2013,.12105335,.12105335,rcp45
2014,.14517955,.14517955,rcp45
2015,.15716305,.15716305,rcp45
2016,.16611883,.16611883,rcp45
2017,.17635037,.17635037,rcp45
2018,.18834646,.18834646,rcp45
2019,.20215684,.20215684,rcp45
2020,.21875797,.2181588,rcp45
2021,.24115752,.24017283,rcp45
2022,.26846176,.26722786,rcp45
2023,.29727384,.29588011,rcp45
2024,.32545647,.32396185,rcp45
2025,.34899276,.3474364,rcp45
2026,.36858031,.36698824,rcp45
2027,.385171,.38356054,rcp45
2028,.40148968,.39987239,rcp45
2029,.41672561,.41510904,rcp45
2030,.4321835,.43057269,rcp45
2031,.44780988,.44620788,rcp45
2032,.46499106,.46339989,rcp45
2033,.4859736,.48439425,rcp45
2034,.51201689,.51044989,rcp45
2035,.53738338,.53582895,rcp45
2036,.56394571,.56240374,rcp45
2037,.58664745,.58511758,rcp45
2038,.60876971,.60725158,rcp45
2039,.62714338,.62563658,rcp45
2040,.64278829,.64129239,rcp45
2041,.65667552,.65519005,rcp45
2042,.67111182,.66963625,rcp45
2043,.68702102,.68555486,rcp45
2044,.70530909,.70385188,rcp45
2045,.72854906,.72710037,rcp45
2046,.75402206,.75258142,rcp45
2047,.78154802,.78011495,rcp45
2048,.80738544,.80595964,rcp45
2049,.82845712,.82703823,rcp45
2050,.84435552,.84294313,rcp45
2051,.8581208,.85671455,rcp45
2052,.87034309,.86894262,rcp45
2053,.88187689,.88048184,rcp45
2054,.89488983,.89349985,rcp45
2055,.9111622,.90977699,rcp45
2056,.93054336,.92916262,rcp45
2057,.94885594,.94747931,rcp45
2058,.96679169,.96541893,rcp45
2059,.98416871,.98279953,rcp45
2060,.99781626,.99645048,rcp45
2061,1.0088434,1.0074807,rcp45
2062,1.0182154,1.0168556,rcp45
2063,1.027546,1.0261889,rcp45
2064,1.0372041,1.0358493,rcp45
2065,1.0481406,1.046788,rcp45
2066,1.0629158,1.0615652,rcp45
2067,1.080151,1.078802,rcp45
2068,1.097719,1.0963715,rcp45
2069,1.1127483,1.1114022,rcp45
2070,1.1244385,1.1230937,rcp45
2071,1.1324964,1.1311525,rcp45
2072,1.1392182,1.1378752,rcp45
2073,1.145201,1.1438586,rcp45
2074,1.1500105,1.1486685,rcp45
2075,1.1547441,1.1534024,rcp45
2076,1.1593002,1.1579586,rcp45
2077,1.1651326,1.1637911,rcp45
2078,1.1733991,1.1720573,rcp45
2079,1.1836125,1.1822703,rcp45
2080,1.1944438,1.1931012,rcp45
2081,1.2039237,1.2025805,rcp45
2082,1.2121698,1.2108259,rcp45
2083,1.2177171,1.2163725,rcp45
2084,1.22224,1.2208947,rcp45
2085,1.224064,1.2227181,rcp45
2086,1.2251538,1.2238072,rcp45
2087,1.2271794,1.2258322,rcp45
2088,1.230302,1.2289541,rcp45
2089,1.2363067,1.2349582,rcp45
2090,1.2460107,1.2446615,rcp45
2091,1.2575654,1.2562155,rcp45
2092,1.2714183,1.2700677,rcp45
2093,1.282011,1.2806598,rcp45
2094,1.2886323,1.2872802,rcp45
2095,1.2928426,1.2914898,rcp45
2096,1.2947887,1.2934353,rcp45
2097,1.2968875,1.2955333,rcp45
2098,1.2991558,1.2978009,rcp45
2099,1.303722,1.3023663,rcp45
2100,1.3116812,1.3103247,rcp45
2101,1.3227178,1.3213606,rcp45
2102,1.3324269,1.3310689,rcp45
2103,1.341074,1.3397151,rcp45
2104,1.3476065,1.3462467,rcp45
2105,1.3510801,1.3497193,rcp45
2106,1.353418,1.3520563,rcp45
2107,1.3551472,1.3537844,rcp45
2108,1.3575734,1.3562096,rcp45
2109,1.3614911,1.3601261,rcp45
2110,1.3684376,1.3670715,rcp45
2111,1.380704,1.3793367,rcp45
2112,1.3914555,1.390087,rcp45
2113,1.4011136,1.3997439,rcp45
2114,1.406312,1.404941,rcp45
2115,1.4103698,1.4089974,rcp45
2116,1.411674,1.4103004,rcp45
2117,1.4122454,1.4108704,rcp45
2118,1.4127271,1.4113508,rcp45
2119,1.4140935,1.4127159,rcp45
2120,1.4187429,1.417364,rcp45
2121,1.4273719,1.4259917,rcp45
2122,1.4392701,1.4378886,rcp45
2123,1.4467767,1.4453938,rcp45
2124,1.4541024,1.452718,rcp45
2125,1.4570688,1.4556832,rcp45
2126,1.4570407,1.4556537,rcp45
2127,1.4564246,1.4550363,rcp45
2128,1.4555644,1.4541746,rcp45
2129,1.4561433,1.4547521,rcp45
2130,1.4601401,1.4587476,rcp45
2131,1.470973,1.4695792,rcp45
2132,1.4812398,1.4798447,rcp45
2133,1.4913257,1.4899293,rcp45
2134,1.4976101,1.4962122,rcp45
2135,1.4998447,1.4984455,rcp45
2136,1.4983339,1.4969335,rcp45
2137,1.4967872,1.4953854,rcp45
2138,1.4952099,1.4938067,rcp45
2139,1.4942489,1.4928443,rcp45
2140,1.4947814,1.4933755,rcp45
2141,1.4987555,1.4973483,rcp45
2142,1.5054257,1.5040172,rcp45
2143,1.5117267,1.5103168,rcp45
2144,1.5179806,1.5165694,rcp45
2145,1.5230471,1.5216346,rcp45
2146,1.5252197,1.5238057,rcp45
2147,1.527339,1.5259237,rcp45
2148,1.528059,1.5266424,rcp45
2149,1.5285089,1.527091,rcp45
2150,1.5292544,1.5278352,rcp45
2151,1.530708,1.5292875,rcp45
2152,1.5350727,1.533651,rcp45
2153,1.5439142,1.5424912,rcp45
2154,1.5551151,1.5536908,rcp45
2155,1.5643348,1.5629092,rcp45
2156,1.571547,1.5701202,rcp45
2157,1.575725,1.5742968,rcp45
2158,1.5765293,1.5751001,rcp45
2159,1.5753556,1.5739251,rcp45
2160,1.5738578,1.5724261,rcp45
2161,1.5737028,1.5722699,rcp45
2162,1.5767932,1.5753591,rcp45
2163,1.5848498,1.5834144,rcp45
2164,1.5964932,1.5950567,rcp45
2165,1.6047229,1.6032851,rcp45
2166,1.6124761,1.6110373,rcp45
2167,1.6147336,1.6132935,rcp45
2168,1.6140192,1.6125779,rcp45
2169,1.6119597,1.6105173,rcp45
2170,1.6098731,1.6084294,rcp45
2171,1.6087238,1.6072789,rcp45
2172,1.6099925,1.6085466,rcp45
2173,1.6159045,1.6144574,rcp45
2174,1.6236371,1.6221888,rcp45
2175,1.6324317,1.6309824,rcp45
2176,1.6400776,1.6386271,rcp45
2177,1.6444898,1.643038,rcp45
2178,1.6455497,1.6440969,rcp45
2179,1.6451979,1.643744,rcp45
2180,1.643598,1.6421429,rcp45
2181,1.6418873,1.640431,rcp45
2182,1.6402013,1.638744,rcp45
2183,1.6392089,1.6377505,rcp45
2184,1.6396806,1.6382211,rcp45
2185,1.6426439,1.6411834,rcp45
2186,1.6500618,1.6486001,rcp45
2187,1.6571362,1.6556734,rcp45
2188,1.6645707,1.6631068,rcp45
2189,1.6718936,1.6704286,rcp45
2190,1.6751633,1.6736972,rcp45
2191,1.6756814,1.6742144,rcp45
2192,1.6750567,1.6735885,rcp45
2193,1.6746981,1.6732289,rcp45
2194,1.6748756,1.6734054,rcp45
2195,1.6768278,1.6753565,rcp45
2196,1.6829693,1.681497,rcp45
2197,1.6925223,1.691049,rcp45
2198,1.7028993,1.701425,rcp45
2199,1.7105098,1.7090344,rcp45
2200,1.7150801,1.7136037,rcp45
2201,1.7158464,1.7143691,rcp45
2202,1.715703,1.7142246,rcp45
2203,1.7151796,1.7137002,rcp45
2204,1.7136023,1.7121218,rcp45
2205,1.7123899,1.7109084,rcp45
2206,1.7113113,1.7098289,rcp45
2207,1.7119715,1.7104881,rcp45
2208,1.7156059,1.7141215,rcp45
2209,1.7217746,1.7202891,rcp45
2210,1.7292019,1.7277156,rcp45
2211,1.7354759,1.7339886,rcp45
2212,1.7406963,1.7392081,rcp45
2213,1.7432995,1.7418102,rcp45
2214,1.7447474,1.7432572,rcp45
2215,1.7434236,1.7419325,rcp45
2216,1.7413005,1.7398083,rcp45
2217,1.7401592,1.7386662,rcp45
2218,1.7402322,1.7387383,rcp45
2219,1.7433039,1.741809,rcp45
2220,1.7499831,1.7484872,rcp45
2221,1.7584611,1.7569643,rcp45
2222,1.769588,1.7680904,rcp45
2223,1.777007,1.7755084,rcp45
2224,1.7803036,1.7788042,rcp45
2225,1.7808658,1.7793654,rcp45
2226,1.7787249,1.7772236,rcp45
2227,1.776906,1.7754039,rcp45
2228,1.77482,1.7733169,rcp45
2229,1.7752337,1.7737298,rcp45
2230,1.7795086,1.7780038,rcp45
2231,1.7856399,1.7841341,rcp45
2232,1.7914706,1.7899641,rcp45
2233,1.7978117,1.7963043,rcp45
2234,1.8016716,1.8001633,rcp45
2235,1.8037848,1.8022757,rcp45
2236,1.8028475,1.8013375,rcp45
2237,1.8014703,1.7999593,rcp45
2238,1.8002096,1.7986979,rcp45
2239,1.8000101,1.7984974,rcp45
2240,1.8021226,1.8006092,rcp45
2241,1.8084638,1.8069495,rcp45
2242,1.8175949,1.8160797,rcp45
2243,1.8255628,1.8240469,rcp45
2244,1.8317707,1.8302538,rcp45
2245,1.8343314,1.8328137,rcp45
2246,1.8340784,1.8325599,rcp45
2247,1.8332239,1.8317047,rcp45
2248,1.8312498,1.8297298,rcp45
2249,1.8291411,1.8276203,rcp45
2250,1.8272082,1.8256865,rcp45
2251,1.8261737,1.8246511,rcp45
2252,1.8272601,1.8257369,rcp45
2253,1.8314238,1.8298997,rcp45
2254,1.8383255,1.8368007,rcp45
2255,1.8446445,1.8431189,rcp45
2256,1.8508635,1.849337,rcp45
2257,1.8555442,1.854017,rcp45
2258,1.8575647,1.8560367,rcp45
2259,1.858255,1.8567263,rcp45
2260,1.8564551,1.8549256,rcp45
2261,1.8542428,1.8527125,rcp45
2262,1.8531772,1.8516462,rcp45
2263,1.8534447,1.8519129,rcp45
2264,1.8570141,1.8554815,rcp45
2265,1.8642776,1.8627443,rcp45
2266,1.8733865,1.8718524,rcp45
2267,1.8836695,1.8821347,rcp45
2268,1.8890222,1.8874867,rcp45
2269,1.8912526,1.8897164,rcp45
2270,1.8903269,1.8887899,rcp45
2271,1.888247,1.8867093,rcp45
2272,1.8853496,1.8838111,rcp45
2273,1.8836322,1.882093,rcp45
2274,1.8849976,1.8834578,rcp45
2275,1.8897314,1.8881907,rcp45
2276,1.8961493,1.894608,rcp45
2277,1.9014916,1.8999497,rcp45
2278,1.9056517,1.904109,rcp45
2279,1.9075904,1.906047,rcp45
2280,1.9064871,1.904943,rcp45
2281,1.9045453,1.9030006,rcp45
2282,1.9029438,1.9013984,rcp45
2283,1.9018923,1.9003462,rcp45
2284,1.9031273,1.9015805,rcp45
2285,1.9083641,1.9068165,rcp45
2286,1.9168953,1.9153471,rcp45
2287,1.9252431,1.9236943,rcp45
2288,1.9319917,1.9304421,rcp45
2289,1.9330419,1.9314917,rcp45
2290,1.9332622,1.9317113,rcp45
2291,1.9315666,1.930015,rcp45
2292,1.9286752,1.927123,rcp45
2293,1.9258007,1.9242479,rcp45
2294,1.9249613,1.9234078,rcp45
2295,1.9283214,1.9267672,rcp45
2296,1.9344641,1.9329093,rcp45
2297,1.9429883,1.9414328,rcp45
2298,1.9500902,1.948534,rcp45
2299,1.9534128,1.951856,rcp45
2300,1.9519198,1.9503624,rcp45
2301,1.9512568,1.9496988,rcp45
2302,1.9512235,1.9496648,rcp45
2303,1.9516674,1.9501082,rcp45
2304,1.952473,1.9509131,rcp45
2305,1.953552,1.9519916,rcp45
2306,1.9548376,1.9532764,rcp45
2307,1.9562784,1.9547167,rcp45
2308,1.9578362,1.9562738,rcp45
2309,1.9594812,1.9579182,rcp45
2310,1.9611911,1.9596275,rcp45
2311,1.9629488,1.9613847,rcp45
2312,1.9647415,1.9631766,rcp45
2313,1.9665591,1.9649937,rcp45
2314,1.9683943,1.9668282,rcp45
2315,1.9702412,1.9686747,rcp45
2316,1.9720957,1.9705285,rcp45
2317,1.9739543,1.9723866,rcp45
2318,1.9758147,1.9742464,rcp45
2319,1.9776748,1.9761059,rcp45
2320,1.9795333,1.9779638,rcp45
2321,1.9813889,1.9798188,rcp45
2322,1.983241,1.9816704,rcp45
2323,1.9850888,1.9835176,rcp45
2324,1.9869319,1.9853601,rcp45
2325,1.9887699,1.9871976,rcp45
2326,1.9906025,1.9890296,rcp45
2327,1.9924296,1.9908562,rcp45
2328,1.9942509,1.9926769,rcp45
2329,1.9960663,1.9944918,rcp45
2330,1.9978759,1.9963008,rcp45
2331,1.9996794,1.9981037,rcp45
2332,2.0014768,1.9999007,rcp45
2333,2.0032682,2.0016916,rcp45
2334,2.0050535,2.0034761,rcp45
2335,2.0068326,2.0052547,rcp45
2336,2.0086055,2.0070271,rcp45
2337,2.0103724,2.0087934,rcp45
2338,2.0121329,2.0105536,rcp45
2339,2.0138874,2.0123074,rcp45
2340,2.0156357,2.0140553,rcp45
2341,2.0173781,2.0157969,rcp45
2342,2.019114,2.0175326,rcp45
2343,2.020844,2.0192618,rcp45
2344,2.0225677,2.0209851,rcp45
2345,2.0242853,2.0227022,rcp45
2346,2.0259969,2.0244133,rcp45
2347,2.0277023,2.0261183,rcp45
2348,2.0294015,2.027817,rcp45
2349,2.0310948,2.0295098,rcp45
2350,2.0327818,2.0311964,rcp45
2351,2.0344632,2.032877,rcp45
2352,2.0361385,2.0345521,rcp45
2353,2.0378084,2.0362213,rcp45
2354,2.0394728,2.0378852,rcp45
2355,2.0411315,2.0395434,rcp45
2356,2.0427849,2.0411963,rcp45
2357,2.0444329,2.0428438,rcp45
2358,2.0460753,2.0444858,rcp45
2359,2.0477126,2.0461226,rcp45
2360,2.0493445,2.047754,rcp45
2361,2.0509713,2.0493801,rcp45
2362,2.0525925,2.0510011,rcp45
2363,2.0542085,2.0526166,rcp45
2364,2.0558193,2.0542269,rcp45
2365,2.057425,2.0558321,rcp45
2366,2.0590253,2.0574319,rcp45
2367,2.0606203,2.0590265,rcp45
2368,2.0622103,2.060616,rcp45
2369,2.0637951,2.0622003,rcp45
2370,2.0653746,2.0637794,rcp45
2371,2.0669489,2.0653532,rcp45
2372,2.0685182,2.0669219,rcp45
2373,2.0700822,2.0684855,rcp45
2374,2.071641,2.070044,rcp45
2375,2.0731947,2.0715971,rcp45
2376,2.0747433,2.0731454,rcp45
2377,2.0762868,2.0746884,rcp45
2378,2.0778251,2.0762262,rcp45
2379,2.0793583,2.077759,rcp45
2380,2.0808866,2.0792868,rcp45
2381,2.0824096,2.0808096,rcp45
2382,2.0839276,2.0823271,rcp45
2383,2.0854406,2.0838397,rcp45
2384,2.0869484,2.0853469,rcp45
2385,2.0884514,2.0868495,rcp45
2386,2.0899491,2.0883467,rcp45
2387,2.0914419,2.0898392,rcp45
2388,2.0929296,2.0913265,rcp45
2389,2.0944126,2.092809,rcp45
2390,2.0958903,2.0942862,rcp45
2391,2.097363,2.0957587,rcp45
2392,2.0988309,2.0972261,rcp45
2393,2.1002939,2.0986886,rcp45
2394,2.1017516,2.1001461,rcp45
2395,2.1032047,2.1015987,rcp45
2396,2.1046526,2.1030462,rcp45
2397,2.1060958,2.1044891,rcp45
2398,2.1075342,2.1059268,rcp45
2399,2.1089673,2.1073596,rcp45
2400,2.1103959,2.1087878,rcp45
2401,2.1118195,2.1102111,rcp45
2402,2.1132383,2.1116297,rcp45
2403,2.1146526,2.1130435,rcp45
2404,2.1160624,2.1144528,rcp45
2405,2.1174676,2.1158576,rcp45
2406,2.1188681,2.1172578,rcp45
2407,2.1202643,2.1186535,rcp45
2408,2.1216557,2.1200447,rcp45
2409,2.1230428,2.1214314,rcp45
2410,2.1244256,2.1228137,rcp45
2411,2.1258039,2.1241915,rcp45
2412,2.1271777,2.1255651,rcp45
2413,2.1285472,2.1269341,rcp45
2414,2.1299121,2.1282988,rcp45
2415,2.131273,2.1296592,rcp45
2416,2.1326292,2.1310151,rcp45
2417,2.1339812,2.1323667,rcp45
2418,2.135329,2.133714,rcp45
2419,2.1366723,2.135057,rcp45
2420,2.1380112,2.1363957,rcp45
2421,2.1393459,2.1377299,rcp45
2422,2.1406765,2.13906,rcp45
2423,2.1420026,2.1403859,rcp45
2424,2.1433244,2.1417074,rcp45
2425,2.1446421,2.1430247,rcp45
2426,2.1459553,2.1443377,rcp45
2427,2.1472645,2.1456463,rcp45
2428,2.1485696,2.146951,rcp45
2429,2.1498702,2.1482513,rcp45
2430,2.1511667,2.1495476,rcp45
2431,2.1524589,2.1508393,rcp45
2432,2.1537471,2.1521273,rcp45
2433,2.155031,2.1534107,rcp45
2434,2.1563108,2.1546903,rcp45
2435,2.1575863,2.1559656,rcp45
2436,2.1588578,2.1572366,rcp45
2437,2.1601253,2.1585038,rcp45
2438,2.1613884,2.1597664,rcp45
2439,2.1626475,2.1610253,rcp45
2440,2.1639025,2.1622801,rcp45
2441,2.1651535,2.1635306,rcp45
2442,2.1664004,2.164777,rcp45
2443,2.1676431,2.1660194,rcp45
2444,2.1688819,2.1672578,rcp45
2445,2.1701164,2.1684923,rcp45
2446,2.1713471,2.1697226,rcp45
2447,2.1725736,2.1709487,rcp45
2448,2.1737962,2.1721709,rcp45
2449,2.1750147,2.1733892,rcp45
2450,2.1762292,2.1746035,rcp45
2451,2.1774409,2.1758149,rcp45
2452,2.1786501,2.1770236,rcp45
2453,2.1798573,2.1782305,rcp45
2454,2.1810629,2.1794357,rcp45
2455,2.182267,2.1806397,rcp45
2456,2.1834702,2.1818426,rcp45
2457,2.1846724,2.1830444,rcp45
2458,2.185874,2.1842458,rcp45
2459,2.1870751,2.1854467,rcp45
2460,2.1882761,2.1866472,rcp45
2461,2.1894767,2.1878476,rcp45
2462,2.1906774,2.1890478,rcp45
2463,2.1918778,2.1902483,rcp45
2464,2.1930788,2.1914487,rcp45
