temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3,no_wgt_manuf2,risk_adj_sample_wgt_manuf2,pop_adj_sample_wgt_manuf2,no_wgt_hr4,risk_adj_sample_wgt_hr4,pop_adj_sample_wgt_hr4,no_wgt_agri,risk_adj_sample_wgt_agri,pop_adj_sample_wgt_agri,no_wgt_connmine,risk_adj_sample_wgt_connmine,pop_adj_sample_wgt_connmine,no_wgt_manuft,risk_adj_sample_wgt_manuft,pop_adj_sample_wgt_manuft,no_wgt_lomaco,risk_adj_sample_wgt_lomaco,pop_adj_sample_wgt_lomaco
19.2,4782,.0023059913268499,.0012668871837549,2911,.0018290793055435,.0008109659848387,1871,.0004769120213064,.0004559211989162,1554,.0004387264810364,.000307257258513,317,.00003818554027,.0001486639404032,1145,.0004365864619957,.0002437459316266,726,.0000403255593106,.0002121752672897,317,.00003818554027,.0001486639404032,409,2.14001904063e-06,.0000635113268864,1145,.0004365864619957,.0002437459316266,4465,.0022678057865799,.0011182232433516
19.3,5841,.0020047680429274,.0009182751766007,3618,.0018179983544291,.0007510119366423,2223,.0001867696884983,.0001672632399584,2016,.0001795289403853,.0001391752826654,207,7.24074811301e-06,.0000280879572929,1513,.0001778697936869,.0000897311715677,710,8.89989481140e-06,.0000775320683906,207,7.24074811301e-06,.0000280879572929,503,1.65914669839e-06,.0000494441110977,1513,.0001778697936869,.0000897311715677,5634,.0019975272948144,.0008901872193078
19.4,5109,.0018629297194579,.000834053827371,3073,.0016597098986201,.0006944224812085,2036,.0002032198208378,.0001396313461625,1735,.0002001593231387,.0001223566641554,301,3.06049769910e-06,.0000172746820071,1277,.0001988660057719,.0000939193225966,759,4.35381506587e-06,.0000457120235658,301,3.06049769910e-06,.0000172746820071,458,1.29331736677e-06,.0000284373415588,1277,.0001988660057719,.0000939193225966,4808,.0018598692217588,.0008167791453639
19.5,7910,.0020935351847759,.0011304152169876,4942,.0016464740125777,.0006981810070047,2968,.0004470611721983,.000432234209983,2618,.0003997556389112,.0002647914599999,350,.0000473055332871,.000167442749983,1984,.0003975929435778,.0002014854791186,984,.0000494682286205,.0002307487308644,350,.0000473055332871,.000167442749983,634,2.16269533340e-06,.0000633059808813,1984,.0003975929435778,.0002014854791186,7560,.0020462296514888,.0009629724670046
19.6,14124,.0021267767673083,.0010589913249061,8664,.0016221034377323,.0006843637952019,5460,.0005046733295761,.0003746275297041,4953,.0004856503076649,.0002999370913171,507,.0000190230219112,.000074690438387,3770,.000483142640118,.000231984915064,1690,.0000215306894581,.0001426426146401,507,.0000190230219112,.000074690438387,1183,2.50766754691e-06,.000067952176253,3770,.000483142640118,.000231984915064,13617,.0021077537453971,.000984300886519
19.7,8171,.0016599128485536,.0009445365952753,4941,.0012490680437724,.0005419210649671,3230,.0004108448047812,.0004026155303082,2873,.0003710534766978,.0002621303125829,357,.0000397913280833,.0001404852177253,2159,.0003668934157275,.0001865003892498,1071,.0000439513890537,.0002161151410583,357,.0000397913280833,.0001404852177253,714,4.16006097034e-06,.0000756299233331,2159,.0003668934157275,.0001865003892498,7814,.0016201215204703,.00080405137755
19.8,12121,.0018707447885778,.0011963179700615,7495,.0013599475270288,.0005844079596947,4626,.000510797261549,.0006119100103668,4028,.0004190330553163,.0002887753157026,598,.0000917642062327,.0003231346946642,3070,.0004089956017364,.000208132645076,1556,.0001018016598127,.0004037773652908,598,.0000917642062327,.0003231346946642,958,.00001003745358,.0000806426706267,3070,.0004089956017364,.000208132645076,11523,.0017789805823452,.0008731832753974
19.9,9793,.0017567473213383,.0010015458789854,6027,.0014282339163953,.0006392008729845,3766,.000328513404943,.0003623450060009,3423,.0003264041616179,.0003478473375548,343,2.10924332512e-06,.0000144976684461,2612,.0003203927911151,.0001524070745529,1154,8.12061382792e-06,.000209937931448,343,2.10924332512e-06,.0000144976684461,811,6.01137050280e-06,.0001954402630019,2612,.0003203927911151,.0001524070745529,9450,.0017546380780132,.0009870482105393
20,10360,.0021138613754658,.0009591897118234,6223,.0018265685045162,.0007796845997907,4137,.0002872928709496,.0001795051120327,3643,.0002818182293605,.0001517404963797,494,5.47464158913e-06,.000027764615653,2751,.0002805691948979,.0001307421439165,1386,6.72367605167e-06,.0000487629681162,494,5.47464158913e-06,.000027764615653,892,1.24903446253e-06,.0000209983524632,2751,.0002805691948979,.0001307421439165,9866,.0021083867338767,.0009314250961704
20.1,4998,.0014082581579512,.0006994594457754,2849,.0011190422361145,.0004681722979586,2149,.0002892159218367,.0002312871478168,1665,.0002876471783941,.0002047914324966,484,1.56874344256e-06,.0000264957153202,1195,.0002854251532376,.000143377494578,954,3.79076859910e-06,.0000879096532388,484,1.56874344256e-06,.0000264957153202,470,2.22202515653e-06,.0000614139379186,1195,.0002854251532376,.000143377494578,4514,.0014066894145086,.0006729637304552
20.2,12798,.0018195528074589,.0008302271500679,7928,.0014747791367866,.0006300975623537,4870,.0003447736706722,.0002001295877142,4364,.0003436699250523,.0001860693550336,506,1.10374561994e-06,.0000140602326806,3276,.0003418676060503,.0001492088104746,1594,2.90606462198e-06,.0000509207772396,506,1.10374561994e-06,.0000140602326806,1088,1.80231900204e-06,.000036860544559,3276,.0003418676060503,.0001492088104746,12292,.0018184490618389,.0008161669173873
20.3,7428,.0013905929992111,.0007672400320234,4423,.0011313029885507,.00050196497286,3005,.0002592900106604,.0002652750591634,2556,.0002420484517198,.000188316279881,449,.0000172415589406,.0000769587792824,1942,.0002396598795749,.0001215748257825,1063,.0000196301310855,.000143700233381,449,.0000172415589406,.0000769587792824,614,2.38857214498e-06,.0000667414540986,1942,.0002396598795749,.0001215748257825,6979,.0013733514402705,.0006902812527411
20.4,17827,.0027648812091331,.0013230547192506,11334,.0022428591319182,.0009558848152273,6493,.0005220220772148,.0003671699040234,5926,.0005148605929587,.0003229302178695,567,7.16148425617e-06,.0000442396861539,4528,.0005111095432155,.0002186451841669,1965,.0000109125339993,.0001485247198565,567,7.16148425617e-06,.0000442396861539,1398,3.75104974312e-06,.0001042850337026,4528,.0005111095432155,.0002186451841669,17260,.0027577197248769,.0012788150330968
20.5,9513,.0015860037271663,.0009225930181728,5507,.0012555175005342,.0005886573629384,4006,.0003304862266321,.0003339356552343,3502,.0002931039711773,.0001998468366373,504,.0000373822554548,.000134088818597,2606,.0002906330703949,.0001379751376881,1400,.0000398531562372,.0001959605175462,504,.0000373822554548,.000134088818597,896,2.47090078241e-06,.0000618716989492,2606,.0002906330703949,.0001379751376881,9009,.0015486214717115,.0007885041995758
20.6,18437,.0015919003433981,.0009606913068504,11484,.0011863661289389,.0005182121635812,6953,.0004055342144593,.0004424791432692,6302,.0003607573874737,.0002792507723341,651,.0000447768269856,.0001632283709351,4821,.0003516936215087,.0001413308352627,2132,.0000538405929506,.0003011483080065,651,.0000447768269856,.0001632283709351,1481,9.06376596503e-06,.0001379199370715,4821,.0003516936215087,.0001413308352627,17786,.0015471235164125,.0007974629359153
20.7,14650,.0026594181390824,.0014552578254833,8772,.0021515905635201,.000948254262105,5878,.0005078275755623,.0005070035633783,5091,.0004712968200068,.0003668733108884,787,.0000365307555555,.0001401302524899,3874,.0004657903433105,.000203680083071,2004,.0000420372322518,.0003033234803073,787,.0000365307555555,.0001401302524899,1217,5.50647669631e-06,.0001631932278173,3874,.0004657903433105,.000203680083071,13863,.0026228873835269,.0013151275729933
20.8,15688,.0025243166143659,.0012091168685114,9637,.0019699484121782,.0008735449122403,6051,.0005543682021876,.0003355719562711,5313,.0005452516001895,.0002865971167114,738,9.11660199818e-06,.0000489748395597,4041,.0005423507489752,.0002205157101519,2010,.0000120174532124,.0001150562461192,738,9.11660199818e-06,.0000489748395597,1272,2.90085121422e-06,.0000660814065595,4041,.0005423507489752,.0002205157101519,14950,.0025152000123677,.0011601420289518
20.9,16137,.0019369037565939,.0009748522849317,9935,.0014142696952836,.0006102221664899,6202,.0005226340613103,.0003646301184418,5605,.0005209795937528,.0003384368298543,597,1.65446755754e-06,.0000261932885874,4347,.0005172783265315,.0002324887871481,1855,5.35573477885e-06,.0001321413312937,597,1.65446755754e-06,.0000261932885874,1258,3.70126722131e-06,.0001059480427062,4347,.0005172783265315,.0002324887871481,15540,.0019352492890364,.0009486589963443
21,11737,.0017396248427146,.0010042768894953,6895,.0013661815449634,.0006238699560386,4842,.0003734432977513,.0003804069334568,4112,.0003268367918047,.0002045757051795,730,.0000466065059466,.0001758312282772,3109,.0003240486469009,.0001423022025757,1733,.0000493946508503,.000238104730881,730,.0000466065059466,.0001758312282772,1003,2.78814490377e-06,.0000622735026038,3109,.0003240486469009,.0001423022025757,11007,.0016930183367681,.0008284456612181
21.1,22961,.0026527258327673,.0013908117091944,14391,.0020307616310968,.0008896392722574,8570,.0006219642016705,.000501172436937,7824,.000576511779091,.0003321984120513,746,.0000454524225795,.0001689740248857,6055,.0005731842135954,.0002531215452428,2515,.0000487799880751,.0002480508916942,746,.0000454524225795,.0001689740248857,1769,3.32756549554e-06,.0000790768668085,6055,.0005731842135954,.0002531215452428,22215,.0026072734101878,.0012218376843087
21.2,10368,.0013842962795602,.0007307177955284,5851,.0011222162280489,.0004931109165142,4517,.0002620800515113,.0002376068790142,3664,.0002477945747144,.0001666895716426,853,.0000142854767969,.0000709173073716,2710,.0002450685481721,.0001094126259581,1807,.0000170115033392,.0001281942530561,853,.0000142854767969,.0000709173073716,954,2.72602654237e-06,.0000572769456845,2710,.0002450685481721,.0001094126259581,9515,.0013700108027633,.0006598004881568
21.3,18121,.0027295708342007,.0015870040756812,10848,.0020600058541915,.0009196675317652,7273,.0006695649800092,.000667336543916,6345,.0005930566565679,.0003899490282769,928,.0000765083234414,.0002773875156391,4826,.0005879344890172,.0002572075044439,2447,.000081630490992,.0004101290394721,928,.0000765083234414,.0002773875156391,1519,5.12216755068e-06,.000132741523833,4826,.0005879344890172,.0002572075044439,17193,.0026530625107594,.0013096165600421
21.4,12511,.0017881290043998,.0009904812360547,7392,.0014101691360361,.0006141915335099,5119,.0003779598683637,.0003762897025448,4310,.0003309166309211,.0001981121905283,809,.0000470432374426,.0001781775120164,3236,.0003281820107806,.0001478177881862,1883,.0000497778575832,.0002284719143586,809,.0000470432374426,.0001781775120164,1074,2.73462014057e-06,.0000502944023422,3236,.0003281820107806,.0001478177881862,11702,.0017410857669572,.0008123037240383
21.5,19887,.003355432178836,.0016474667306725,11969,.0025187576360803,.0010932216727235,7918,.0008366745427557,.0005542450579489,7044,.0008030803678392,.0004198716759728,874,.0000335941749165,.0001343733819761,5330,.0007995724546035,.0003452119546636,2588,.0000371020881522,.0002090331032853,874,.0000335941749165,.0001343733819761,1714,3.50791323570e-06,.0000746597213093,5330,.0007995724546035,.0003452119546636,19013,.0033218380039195,.0015130933486964
21.6,22056,.0030553929616749,.0016344915644937,13291,.0023608628372345,.0010442587654364,8765,.0006945301244404,.0005902327990573,7677,.0006594827993395,.0004346572672905,1088,.0000350473251009,.0001555755317668,5890,.0006496027104459,.0002551827437978,2875,.0000449274139945,.0003350500552595,1088,.0000350473251009,.0001555755317668,1787,9.88008889358e-06,.0001794745234927,5890,.0006496027104459,.0002551827437978,20968,.0030203456365739,.0014789160327269
21.7,30741,.0029627232807316,.0015970617867889,19168,.0022513133112838,.0010169665823414,11573,.0007114099694478,.0005800952044475,10516,.0006609124717796,.0003703220587859,1057,.0000504974976682,.0002097731456616,8081,.0006562766238343,.0002597052117921,3492,.0000551333456135,.0003203899926554,1057,.0000504974976682,.0002097731456616,2435,4.63584794533e-06,.0001106168469938,8081,.0006562766238343,.0002597052117921,29684,.0029122257830634,.0013872886411273
21.8,24371,.002714499167703,.0013486350003062,14765,.0020642291040507,.0009090086452986,9606,.0006502700636523,.0004396263550076,8366,.0006457254969549,.0003479147584338,1240,4.54456669743e-06,.0000917115965738,6251,.0006417050489251,.0002705195013484,3355,8.56501472716e-06,.0001691068536592,1240,4.54456669743e-06,.0000917115965738,2115,4.02044802973e-06,.0000773952570854,6251,.0006417050489251,.0002705195013484,23131,.0027099546010056,.0012569234037325
21.9,23533,.0025458805962835,.0014225043315131,14197,.0018162775175407,.0008067720489746,9336,.0007296030787428,.0006157322825386,8139,.0006786000800686,.0004173429203999,1197,.0000510029986742,.0001983893621387,6181,.0006717854495721,.0002837836600737,3155,.0000578176291707,.0003319486224649,1197,.0000510029986742,.0001983893621387,1958,6.81463049651e-06,.0001335592603262,6181,.0006717854495721,.0002837836600737,22336,.0024948775976093,.0012241149693745
22,29425,.0034685393160475,.0020185355252948,18426,.0026144303992823,.0011992839701228,10999,.0008541089167651,.000819251555172,10014,.0007541784192004,.000461073278723,985,.0000999304975647,.000358178276449,7638,.0007397959225977,.0003034394831658,3361,.0001143129941675,.0005158120720062,985,.0000999304975647,.000358178276449,2376,.0000143824966028,.0001576337955572,7638,.0007397959225977,.0003034394831658,28440,.0033686088184828,.0016603572488458
22.1,30043,.0035711322734222,.0019001586002548,18444,.0026565847992512,.0011747106957677,11599,.0009145474741709,.0007254479044871,10285,.0008395488889434,.0004448210474736,1314,.0000749985852275,.0002806268570136,7835,.0008348805065794,.0003424438994257,3764,.0000796669675915,.0003830040050614,1314,.0000749985852275,.0002806268570136,2450,4.66838236397e-06,.0001023771480478,7835,.0008348805065794,.0003424438994257,28729,.0034961336881946,.0016195317432413
22.2,27314,.0030410531981765,.0016492232527958,16443,.0022489368482187,.001009534942546,10871,.0007921163499579,.0006396883102498,9556,.0007621577119473,.0005097231965965,1315,.0000299586380105,.0001299651136533,7241,.00074960473052,.0003113027319025,3630,.0000425116194379,.0003283855783473,1315,.0000299586380105,.0001299651136533,2315,.0000125529814273,.000198420464694,7241,.00074960473052,.0003113027319025,25999,.003011094560166,.0015192581391424
22.3,22389,.0029667921436682,.0018964758902383,13272,.0020618272225028,.0009665508554645,9117,.0009049649211654,.0009299250347738,7734,.0007728296723776,.0004555321602899,1383,.0001321352487877,.0004743928744839,5931,.0007628730522709,.0003403119026829,3186,.0001420918688945,.0005896131320909,1383,.0001321352487877,.0004743928744839,1803,9.95662010679e-06,.000115220257607,5931,.0007628730522709,.0003403119026829,21006,.0028346568948805,.0014220830157544
22.4,26989,.0036957668064544,.0019602284957048,16201,.0027670211672471,.0012567903669578,10788,.0009287456392073,.000703438128747,9187,.0008680994452129,.000456192654944,1601,.0000606461939944,.0002472454738029,6947,.0008638919812467,.0003727030614475,3841,.0000648536579606,.0003307350672995,1601,.0000606461939944,.0002472454738029,2240,4.20746396619e-06,.0000834895934965,6947,.0008638919812467,.0003727030614475,25388,.00363512061246,.0017129830219018
22.5,26224,.0032311776158764,.0018076703999619,15609,.0023112475237832,.0010421941104877,10615,.0009199300920932,.0007654762894743,9241,.000847715244198,.0004806875167895,1374,.0000722148478952,.0002847887726847,7036,.0008389104064053,.0003387116348056,3579,.000081019685688,.0004267646546686,1374,.0000722148478952,.0002847887726847,2205,8.80483779275e-06,.0001419758819839,7036,.0008389104064053,.0003387116348056,24850,.0031589627679812,.0015228816272772
22.6,26120,.003065918015722,.0017656609583744,15736,.0022109820008187,.0010172717872182,10384,.0008549360149033,.0007483891711563,9055,.00077461828464,.0004428388113538,1329,.0000803177302633,.0003055503598025,6788,.0007683877895008,.0003025442761261,3596,.0000865482254025,.0004458448950301,1329,.0000803177302633,.0003055503598025,2267,6.23049513916e-06,.0001402945352276,6788,.0007683877895008,.0003025442761261,24791,.0029856002854587,.0014601105985719
22.7,28738,.0032199765511063,.001841617362109,17401,.0021505076386825,.0010316620712655,11337,.0010694689124238,.0008099552908435,9792,.0010046476219487,.0005578768533537,1545,.0000648212904751,.0002520784374898,7375,.0009989337725378,.0004297309998745,3962,.000070535139886,.000380224290969,1545,.0000648212904751,.0002520784374898,2417,5.71384941092e-06,.0001281458534792,7375,.0009989337725378,.0004297309998745,27193,.0031551552606312,.0015895389246192
22.8,31800,.0035157499979989,.0022414378193559,19494,.0024793804638942,.0011712227548303,12306,.0010363695341047,.0010702150645256,10665,.0008799573450093,.0005049158817064,1641,.0001564121890955,.0005652991828192,8171,.0008727742047987,.0003688701355708,4135,.0001635953293061,.0007013449289549,1641,.0001564121890955,.0005652991828192,2494,7.18314021058e-06,.0001360457461356,8171,.0008727742047987,.0003688701355708,30159,.0033593378089035,.0016761386365367
22.9,25954,.0028131266305397,.0018921531879552,15728,.0020498126355778,.00103025098826,10226,.0007633139949619,.0008619021996952,8721,.0006436901925011,.0004217396469733,1505,.0001196238024608,.0004401625527218,6463,.0006298623776597,.0002537873235903,3763,.0001334516173022,.0006081148761048,1505,.0001196238024608,.0004401625527218,2258,.0000138278148414,.000167952323383,6463,.0006298623776597,.0002537873235903,24449,.0026935028280789,.0014519906352333
23,35524,.0044047293237446,.0023129529951633,21804,.003291032812756,.001515448850366,13720,.0011136965109886,.0007975041447972,12117,.0010813035254892,.0006582588101896,1603,.0000323929854993,.0001392453346076,9079,.0010451189943919,.0004250147458387,4641,.0000685775165967,.0003724893989586,1603,.0000323929854993,.0001392453346076,3038,.0000361845310974,.0002332440643509,9079,.0010451189943919,.0004250147458387,33921,.0043723363382452,.0021737076605556
23.1,40250,.0046014792035236,.0028517205927151,24927,.0031773815928785,.0014426032022666,15323,.0014240976106451,.0014091173904485,13803,.0012099106198504,.0006511734323895,1520,.0002141869907947,.0007579439580591,10526,.001203423549339,.0005055102565247,4797,.0002206740613061,.0009036071339238,1520,.0002141869907947,.0007579439580591,3277,6.48707051135e-06,.0001456631758647,10526,.001203423549339,.0005055102565247,38730,.0043872922127289,.002093776634656
23.2,25295,.0028482636352816,.0017419996717033,15036,.0020835091162346,.0009651487140984,10259,.000764754519047,.0007768509576049,8707,.0007052678817427,.0005346079556719,1552,.0000594866373043,.000242243001933,6511,.0006846254655579,.0002807900027054,3748,.0000801290534891,.0004960609548995,1552,.0000594866373043,.000242243001933,2196,.0000206424161848,.0002538179529665,6511,.0006846254655579,.0002807900027054,23743,.0027887769979773,.0014997566697703
23.3,22111,.0027954006794322,.0017994134412327,13037,.0020973175200636,.0009578560836697,9074,.0006980831593686,.0008415573575631,7606,.0005731679297081,.0003848364226013,1468,.0001249152296606,.0004567209349617,5699,.0005666008981762,.0002332429970061,3375,.0001314822611925,.000608314360557,1468,.0001249152296606,.0004567209349617,1907,6.56703153188e-06,.0001515934255953,5699,.0005666008981762,.0002332429970061,20643,.0026704854497716,.001342692506271
23.4,31151,.0032870477153294,.0019914356877028,19288,.0024182207476847,.0011653923440696,11863,.0008688269676447,.0008260433436331,10443,.0007920593533116,.0004649178458983,1420,.0000767676143331,.0003611254977348,7888,.0007679508767464,.0003070415236122,3975,.0001008760908983,.000519001820021,1420,.0000767676143331,.0003611254977348,2555,.0000241084765651,.0001578763222861,7888,.0007679508767464,.0003070415236122,29731,.0032102801009963,.001630310189968
23.5,31745,.0034631295937575,.0019779144657692,19354,.0025392415139665,.0011883807847769,12391,.0009238880797911,.0007895336809923,10593,.0008487484475901,.0004612443215996,1798,.000075139632201,.0003282893593927,7923,.0008379739750344,.000353277590048,4468,.0000859141047567,.0004362560909443,1798,.000075139632201,.0003282893593927,2670,.0000107744725557,.0001079667315516,7923,.0008379739750344,.000353277590048,29947,.0033879899615565,.0016496251063765
23.6,32326,.0038283103276146,.0024411339194056,19254,.0026328439152287,.001257792941439,13072,.0011954664123859,.0011833409779666,11129,.0010761193807603,.0006766059184782,1943,.0001193470316256,.0005067350594884,8227,.0010472881358807,.000427197768555,4845,.0001481782765052,.0007561432094116,1943,.0001193470316256,.0005067350594884,2902,.0000288312448796,.0002494081499232,8227,.0010472881358807,.000427197768555,30383,.003708963295989,.0019343988599172
23.7,33265,.0040741949425659,.0026723698039471,20439,.002896576036617,.0014032254391192,12826,.0011776189059489,.0012691443648278,11291,.0009663152900683,.0005200177514465,1535,.0002113036158806,.0007491266133813,8496,.0009594712335608,.0004103904411707,4330,.0002181476723881,.0008587539236571,1535,.0002113036158806,.0007491266133813,2795,6.84405650751e-06,.0001096273102758,8496,.0009594712335608,.0004103904411707,31730,.0038628913266852,.0019232431905657
23.8,40195,.0038384069925609,.0024067493338407,24399,.0027126658788669,.0012574425321754,15796,.001125741113694,.0011493068016653,13678,.0009647045844963,.0005511180691174,2118,.0001610365291978,.0005981887325479,10288,.0009510639884648,.0003836706297866,5508,.0001746771252292,.0007656361718787,2118,.0001610365291978,.0005981887325479,3390,.0000136405960315,.0001674474393308,10288,.0009510639884648,.0003836706297866,38077,.0036773704633631,.0018085606012928
23.9,32647,.0048016021114651,.0030755192030969,20343,.0034184074640211,.0015646734125316,12304,.001383194647444,.0015108457905653,10887,.0011524478175945,.0006868325307152,1417,.0002307468298494,.00082401325985,8095,.0011199774660845,.0004935194490765,4209,.0002632171813595,.0010173263414888,1417,.0002307468298494,.00082401325985,2792,.00003247035151,.0001933130816387,8095,.0011199774660845,.0004935194490765,31230,.0045708552816156,.0022515059432469
24,31515,.0043430604799931,.0027114323926761,19120,.0030843995437515,.0014804971108398,12395,.0012586609362416,.0012309352818363,10630,.0010804880370367,.000591763815187,1765,.0001781728992049,.0006391714666493,8064,.0010709831245737,.0004662445835015,4331,.0001876778116679,.0007646906983347,1765,.0001781728992049,.0006391714666493,2566,9.50491246304e-06,.0001255192316855,8064,.0010709831245737,.0004662445835015,29750,.0041648875807882,.0020722609260268
24.1,27561,.0038783898517983,.0024241824981373,16997,.0028177867420361,.0013649745498194,10564,.0010606031097622,.0010592079483179,8880,.0009398863037076,.0005828540135875,1684,.0001207168060546,.0004763539347304,6569,.0009285924794196,.0003966322100882,3995,.0001320106303426,.0006625757382298,1684,.0001207168060546,.0004763539347304,2311,.000011293824288,.0001862218034993,6569,.0009285924794196,.0003966322100882,25877,.0037576730457437,.0019478285634069
24.2,42255,.0054054249234347,.003245786541988,26116,.0038732777081312,.0018134914453842,16139,.0015321472153035,.0014322950966038,14105,.0013329103510009,.0007090250962488,2034,.0001992368643026,.000723270000355,10800,.0013210559357343,.0005511668347596,5339,.0002110912795692,.0008811282618442,2034,.0001992368643026,.000723270000355,3305,.0000118544152667,.0001578582614892,10800,.0013210559357343,.0005511668347596,40221,.0052061880591321,.002522516541633
24.3,41983,.0049601013694051,.0036124469391918,25931,.0031288406012969,.0015099079883979,16052,.0018312607681082,.0021025389507939,13869,.0015197190846704,.0010040088126295,2183,.0003115416834377,.0010985301381644,10506,.001456250405691,.0006586373939496,5546,.0003750103624172,.0014439015568444,2183,.0003115416834377,.0010985301381644,3363,.0000634686789795,.00034537141868,10506,.001456250405691,.0006586373939496,39800,.0046485596859673,.0025139168010274
24.4,31188,.0039404188741195,.0026128544384264,18436,.0026783879961423,.0013355433490188,12752,.0012620308779772,.0012773110894077,10648,.0011231054481803,.0007624212210869,2104,.0001389254297969,.0005148898683207,7909,.0011024151895204,.0004990366980409,4843,.0001596156884569,.0007782743913668,2104,.0001389254297969,.0005148898683207,2739,.0000206902586599,.0002633845230461,7909,.0011024151895204,.0004990366980409,29084,.0038014934443226,.0020979645701057
24.5,32095,.0040053378212993,.0027806893846494,19058,.0028730076682947,.0014129320807637,13037,.0011323301530046,.0013677573038857,11024,.0009126729850952,.0005678922909835,2013,.0002196571679094,.0007998650129021,8284,.000888828312289,.0003912824747035,4753,.0002435018407156,.0009764748291822,2013,.0002196571679094,.0007998650129021,2740,.0000238446728062,.00017660981628,8284,.000888828312289,.0003912824747035,30082,.0037856806533899,.0019808243717472
24.6,47986,.0061579869269688,.0038282337336856,30278,.0043737265168561,.0021362464475841,17708,.0017842604101127,.0016919872861015,15873,.0015564354727904,.0008746967364329,1835,.0002278249373223,.0008172905496686,12147,.0015356709150665,.0006140807964842,5561,.0002485894950462,.0010779064896173,1835,.0002278249373223,.0008172905496686,3726,.0000207645577239,.0002606159399486,12147,.0015356709150665,.0006140807964842,46151,.0059301619896464,.003010943184017
24.7,40839,.0043062661708266,.0029488475327322,25434,.0029573801027578,.0015150280165931,15405,.0013488860680688,.0014338195161391,13052,.0011573701660917,.0007313202568325,2353,.0001915159019771,.0007024992593065,9636,.0011307576006994,.000483871030536,5769,.0002181284673695,.000949948485603,2353,.0001915159019771,.0007024992593065,3416,.0000266125653923,.0002474492262965,9636,.0011307576006994,.000483871030536,38486,.0041147502688495,.0022463482734256
24.8,36820,.0037241206457261,.0031339439956108,22391,.0024745108484122,.0014508612352907,14429,.0012496097973139,.0016830827603201,12456,.0009471178309826,.0006099396937974,1973,.0003024919663313,.0010731430665227,9292,.0009318770683595,.0004219272003754,5137,.0003177327289544,.0012611555599447,1973,.0003024919663313,.0010731430665227,3164,.0000152407626231,.000188012493422,9292,.0009318770683595,.0004219272003754,34847,.0034216286793948,.0020608009290881
24.9,42520,.0044486926274006,.0025656202607801,26340,.0032059929489366,.0015341111075631,16180,.001242699678464,.001031509153217,13867,.0011398982924457,.0006234679393166,2313,.0001028013860183,.0004080412139004,10365,.0011316097481699,.0004345055131011,5815,.000111089930294,.0005970036401159,2313,.0001028013860183,.0004080412139004,3502,8.28854427575e-06,.0001889624262155,10365,.0011316097481699,.0004345055131011,40207,.0043458912413823,.0021575790468796
25,35252,.0038300234565419,.0024895188945433,21915,.0027088951665388,.001298610586809,13337,.0011211282900031,.0011909083077343,11187,.0009773814472794,.0006518549432786,2150,.0001437468427237,.0005390533644557,8382,.0009276748586247,.0003936935395772,4955,.0001934534313785,.0007972147681571,2150,.0001437468427237,.0005390533644557,2805,.0000497065886547,.0002581614037014,8382,.0009276748586247,.0003936935395772,33102,.0036862766138182,.0019504655300876
25.1,48700,.0054514161026803,.0032299386193246,30680,.0038165355397706,.0018098169957168,18020,.0016348805629097,.0014201216236078,15966,.0014978394200913,.0009072956260725,2054,.0001370411428184,.0005128259975353,12223,.0014490203958635,.0005932574751327,5797,.0001858601670462,.0008268641484751,2054,.0001370411428184,.0005128259975353,3743,.0000488190242279,.0003140381509398,12223,.0014490203958635,.0005932574751327,46646,.0053143749598619,.0027171126217893
25.2,33403,.0043724517882629,.0029249199208838,20433,.0032649328319219,.001532879840265,12970,.001107518956341,.0013920400806188,10722,.0008897528253789,.0006013928992735,2248,.0002177661309621,.0007906471813452,7904,.0008749426203616,.0003712266316892,5066,.0002325763359794,.0010208134489296,2248,.0002177661309621,.0007906471813452,2818,.0000148102050173,.0002301662675843,7904,.0008749426203616,.0003712266316892,31155,.0041546856573008,.0021342727395385
25.3,49928,.0056359737920887,.0037724768109157,31460,.0040100121762525,.0019478239688112,18468,.0016259616158362,.0018246528421046,16354,.0013500315249868,.0008343857486919,2114,.0002759300908494,.0009902670934127,12406,.001311835455028,.000542031176517,6062,.0003141261608082,.0012826216655876,2114,.0002759300908494,.0009902670934127,3948,.0000381960699588,.0002923545721749,12406,.001311835455028,.000542031176517,47814,.0053600437012393,.002782209717503
25.4,46058,.0041388979594364,.0034751596010324,29181,.0027935790831712,.0015810962881433,16877,.0013453188762651,.0018940633128891,14535,.0009928579180644,.0006393318944306,2342,.0003524609582007,.0012547314184586,10623,.0009468403374371,.0003886116155696,6254,.0003984785388281,.0015054516973195,2342,.0003524609582007,.0012547314184586,3912,.0000460175806274,.000250720278861,10623,.0009468403374371,.0003886116155696,43716,.0037864370012357,.0022204281825738
