temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3,no_wgt_manuf2,risk_adj_sample_wgt_manuf2,pop_adj_sample_wgt_manuf2,no_wgt_hr4,risk_adj_sample_wgt_hr4,pop_adj_sample_wgt_hr4,no_wgt_agri,risk_adj_sample_wgt_agri,pop_adj_sample_wgt_agri,no_wgt_connmine,risk_adj_sample_wgt_connmine,pop_adj_sample_wgt_connmine,no_wgt_manuft,risk_adj_sample_wgt_manuft,pop_adj_sample_wgt_manuft,no_wgt_lomaco,risk_adj_sample_wgt_lomaco,pop_adj_sample_wgt_lomaco
25.5,44984,.0040374177493383,.003062342637671,28134,.0026181708034478,.0013660885967404,16850,.0014192469458904,.0016962540409307,14740,.0011380756678309,.0006935236492984,2110,.0002811712780595,.0010027303916322,11022,.0011175807921185,.0004795490165124,5828,.0003016661537719,.0012167050244183,2110,.0002811712780595,.0010027303916322,3718,.0000204948757124,.0002139746327861,11022,.0011175807921185,.0004795490165124,42874,.0037562464712788,.0020596122460388
25.6,51312,.0045472857101901,.0031632646643747,32043,.003196212548555,.0017215524464362,19269,.0013510731616351,.0014417122179384,16794,.0011356108173798,.0006384860953914,2475,.0002154623442553,.000803226122547,12532,.0011285201361038,.0004902738240681,6737,.0002225530255314,.0009514383938704,2475,.0002154623442553,.000803226122547,4262,7.09068127601e-06,.0001482122713233,12532,.0011285201361038,.0004902738240681,48837,.0043318233659347,.0023600385418276
25.7,55374,.0063109672464637,.004629580705848,35022,.0042639671362484,.0022046576466474,20352,.0020470001102152,.0024249230592006,18341,.0016575182341279,.0010430489329918,2011,.0003894818760874,.0013818741262088,13873,.0016163399566709,.0007546268254138,6479,.0004306601535444,.0016702962337868,2011,.0003894818760874,.0013818741262088,4468,.000041178277457,.000288422107578,13873,.0016163399566709,.0007546268254138,53363,.0059214853703763,.0032477065796392
25.8,44888,.0043633116644421,.002941066332473,28621,.003074588809158,.0015363100557567,16267,.0012887228552841,.0014047562767163,14149,.001070147286262,.0006001650071603,2118,.0002185755690221,.000804591269556,10544,.0010554975824251,.0004328477420797,5723,.000233225272859,.0009719085346366,2118,.0002185755690221,.000804591269556,3605,.0000146497038369,.0001673172650806,10544,.0010554975824251,.0004328477420797,42770,.00414473609542,.002136475062917
25.9,65056,.0063945073663873,.0035672394175749,42303,.0044787928619111,.0021650785266288,22753,.0019157145044762,.0014021608909461,20586,.0018062294571841,.0009818034862442,2167,.0001094850472921,.0004203574047019,15246,.0017937810602802,.0007800214406716,7507,.000121933444196,.0006221394502745,2167,.0001094850472921,.0004203574047019,5340,.0000124483969039,.0002017820455725,15246,.0017937810602802,.0007800214406716,62889,.0062850223190952,.003146882012873
26,42010,.004081573598321,.0025947896938049,26502,.002949212985471,.0013521565326101,15508,.0011323606128499,.0012426331611948,13246,.0009335817474837,.0005098655386762,2262,.0001987788653663,.0007327676225186,9659,.0009271100618966,.0003730411353265,5849,.0002052505509533,.0008695920258683,2262,.0001987788653663,.0007327676225186,3587,6.47168558705e-06,.0001368244033497,9659,.0009271100618966,.0003730411353265,39748,.0038827947329547,.0018620220712863
26.1,61393,.0056677778240817,.0038382084808509,40052,.003961516386446,.0019436791842806,21341,.0017062614376356,.0018945292965702,18949,.0014331564841524,.0009098135812249,2392,.0002731049534833,.0009847157153453,13883,.0014110247472587,.0006303553082753,7458,.0002952366903769,.0012641739882949,2392,.0002731049534833,.0009847157153453,5066,.0000221317368936,.0002794582729496,13883,.0014110247472587,.0006303553082753,59001,.0053946728705984,.0028534927655056
26.2,65217,.0070625032765176,.0043365359064163,41430,.0051792701522098,.0024607133958642,23787,.0018832331243079,.0018758225105521,21063,.0016072254066952,.0008670891690005,2724,.0002760077176126,.0010087333415516,15578,.0015941924970513,.0006439954943105,8209,.0002890406272566,.0012318270162416,2724,.0002760077176126,.0010087333415516,5485,.000013032909644,.00022309367469,15578,.0015941924970513,.0006439954943105,62493,.006786495558905,.0033278025648646
26.3,56533,.0048812904335366,.0035298854044512,35979,.0033710278476811,.0017794732367064,20554,.0015102625858555,.0017504121677449,18006,.0012365154555005,.000760701976064,2548,.000273747130355,.0009897101916808,13300,.0012236425927608,.0005358402182376,7254,.0002866199930948,.0012145719495072,2548,.000273747130355,.0009897101916808,4706,.0000128728627398,.0002248617578264,13300,.0012236425927608,.0005358402182376,53985,.0046075433031816,.0025401752127704
26.4,71104,.0075355399327995,.006104200112287,45997,.0048126285108331,.0025588987588855,25107,.0027229114219665,.0035453013534015,22480,.0020730506171703,.0012170739182393,2627,.0006498608047961,.0023282274351621,16437,.0020321646418465,.0008997268082356,8670,.0006907467801199,.0026455745451659,2627,.0006498608047961,.0023282274351621,6043,.0000408859753238,.0003173471100038,16437,.0020321646418465,.0008997268082356,68477,.0068856791280034,.0037759726771248
26.5,80166,.0070175760454534,.0047294959383675,52202,.0048267959497499,.0022820883668476,27964,.0021907800957035,.0024474075715199,25287,.001789457116188,.0010232160828633,2677,.0004013229795155,.0014241914886566,18526,.0017689788711692,.0007398697956305,9438,.0004218012245343,.0017075377758894,2677,.0004013229795155,.0014241914886566,6761,.0000204782450188,.0002833462872328,18526,.0017689788711692,.0007398697956305,77489,.0066162530659379,.0033053044497108
26.6,64175,.0050265031745543,.0030536941131285,41561,.0035653684021311,.0016623542510633,22614,.0014611347724232,.0013913398620652,19967,.0012902408428275,.0007542133752593,2647,.0001708939295957,.0006371264868059,14648,.0012768831394576,.0005265322952268,7966,.0001842516329656,.0008648075668384,2647,.0001708939295957,.0006371264868059,5319,.0000133577033699,.0002276810800325,14648,.0012768831394576,.0005265322952268,61528,.0048556092449586,.0024165676263226
26.7,73502,.0064431737845903,.0044894047065464,47856,.004525544630782,.002295970541474,25646,.0019176291538082,.0021934341650723,22949,.0015534509588518,.0008878837656461,2697,.0003641781949565,.0013055503994263,16927,.0015344864929203,.0006341532028179,8719,.000383142660888,.0015592809622544,2697,.0003641781949565,.0013055503994263,6022,.0000189644659315,.0002537305628281,16927,.0015344864929203,.0006341532028179,70805,.0060789955896338,.0031838543071201
26.8,72342,.0067959338983215,.0048643524724521,46963,.0047328598062869,.0023607625607602,25379,.0020630740920346,.0025035899116919,22773,.0016393321820883,.0010085103981555,2606,.0004237419099464,.0014950795135364,16686,.0015955896289965,.0006485358588106,8693,.0004674844630381,.0018550540528813,2606,.0004237419099464,.0014950795135364,6087,.0000437425530917,.0003599745393449,16686,.0015955896289965,.0006485358588106,69736,.0063721919883752,.0033692729589157
26.9,74467,.0068838485589068,.0047475680409834,48340,.0048890133204412,.0022616563380987,26127,.0019948352384656,.0024859117028846,23419,.0015764150194713,.0010062558430898,2708,.0004184202189943,.0014796558597949,17001,.0015232766348874,.0006066466731868,9126,.0004715586035782,.0018792650296979,2708,.0004184202189943,.0014796558597949,6418,.0000531383845839,.000399609169903,17001,.0015232766348874,.0006066466731868,71759,.0064654283399125,.0032679121811885
27,58843,.0047661934727024,.0033935072293875,37896,.003271674462375,.0016322168005091,20947,.0014945190103275,.0017612904288784,18362,.0012084567871028,.0007252499862252,2585,.0002860622232247,.0010360404426533,13385,.001179000207139,.000488636581619,7562,.0003155188031885,.0012726538472594,2585,.0002860622232247,.0010360404426533,4977,.0000294565799638,.0002366134046062,13385,.001179000207139,.000488636581619,56258,.0044801312494778,.0023574667867343
27.1,84838,.0071027146982214,.0053204549631908,56063,.0049733138312131,.0024194040691488,28775,.0021294008670083,.002901050894042,26006,.0015667651248876,.000915793057377,2769,.0005626357421207,.001985257836665,19059,.0015460582882285,.000647168025997,9716,.0005833425787798,.0022538828680451,2769,.0005626357421207,.001985257836665,6947,.0000207068366591,.00026862503138,19059,.0015460582882285,.000647168025997,82069,.0065400789561007,.0033351971265257
27.2,50818,.0046798851858017,.0036213160473904,32472,.0031517854387416,.0016174383102565,18346,.0015280997470602,.0020038777371339,15617,.0011757493528079,.0007324068713023,2729,.0003523503942523,.0012714708658316,11365,.0011594843416557,.0005680343785072,6981,.0003686154054044,.0014358433586267,2729,.0003523503942523,.0012714708658316,4252,.0000162650111521,.0001643724927951,11365,.0011594843416557,.0005680343785072,48089,.0043275347915494,.0023498451815588
27.3,74304,.0065268766160661,.0042547778717087,48395,.0046763552400151,.0022604518484003,25909,.001850521376051,.0019943260233084,22954,.0016116766983212,.0010994515042474,2955,.0002388446777298,.000894874519061,16761,.0015428375989055,.0006538680728319,9148,.0003076837771455,.0013404579504765,2955,.0002388446777298,.000894874519061,6193,.0000688390994157,.0004455834314155,16761,.0015428375989055,.0006538680728319,71349,.0062880319383363,.0033599033526477
27.4,77621,.0074047770424409,.00510461829216,51953,.0051430588006112,.0025018521053841,25668,.0022617182418297,.0026027661867759,23406,.0018695687919208,.0012120868554705,2262,.0003921494499089,.0013906793313054,17056,.0018023442278878,.0007883374330717,8612,.0004593740139419,.0018144287537042,2262,.0003921494499089,.0013906793313054,6350,.0000672245640329,.0004237494223988,17056,.0018023442278878,.0007883374330717,75359,.0070126275925319,.0037139389608546
27.5,69459,.0066557812585928,.0047965303009336,45391,.0047555553367918,.0024351239454247,24068,.0019002259218009,.002361406355509,21648,.0015337269562255,.0010663004466892,2420,.0003664989655754,.0012951059088198,15861,.0014951729420147,.0007084448848775,8207,.0004050529797862,.0016529614706314,2420,.0003664989655754,.0012951059088198,5787,.0000385540142108,.0003578555618117,15861,.0014951729420147,.0007084448848775,67039,.0062892822930174,.0035014243921139
27.6,67175,.0065980126692955,.0065642378106752,44296,.004230303343372,.002612124486906,22879,.0023677093259234,.0039521133237692,20346,.0014948531091706,.0009390190848267,2533,.0008728562167528,.0030130942389425,14591,.001467450888218,.0006816895979772,8288,.0009002584377054,.0032704237257921,2533,.0008728562167528,.0030130942389425,5755,.0000274022209527,.0002573294868495,14591,.001467450888218,.0006816895979772,64642,.0057251564525427,.0035511435717327
27.7,69114,.0060314299171788,.004994950759462,45746,.0040426187101343,.0021255973496964,23368,.0019888112070445,.0028693534097657,21048,.0014113936229266,.00085311179337,2320,.0005774175841178,.0020162416163957,14964,.0013850761565957,.0006244421761414,8404,.0006037350504488,.0022449112336243,2320,.0005774175841178,.0020162416163957,6084,.000026317466331,.0002286696172286,14964,.0013850761565957,.0006244421761414,66794,.005454012333061,.0029787091430664
27.8,79706,.0065284035140239,.005720463646435,52155,.0042663470081963,.0022162689586299,27551,.0022620565058276,.0035041946878051,24259,.0014914849907292,.0008313651388193,3292,.0007705715150984,.0026728295489858,17593,.0014783693684311,.0005991480112776,9958,.0007836871373965,.0029050466765275,3292,.0007705715150984,.0026728295489858,6666,.0000131156222982,.0002322171275416,17593,.0014783693684311,.0005991480112776,76414,.0057578319989255,.0030476340974492
27.9,68759,.0058111072988747,.0048619348415361,45289,.0039598173006267,.0021478489960985,23470,.001851289998248,.0027140858454376,20531,.0013338248972766,.0008972160540954,2939,.0005174651009714,.0018168697913422,14792,.001290281322706,.0005819106445697,8678,.000561008675542,.0021321752008678,2939,.0005174651009714,.0018168697913422,5739,.0000435435745705,.0003153054095256,14792,.001290281322706,.0005819106445697,65820,.0052936421979032,.0030450650501939
28,70388,.0061455973409044,.0059191605727053,45843,.0038612052839502,.0020769084003096,24545,.0022843920569543,.0038422521723957,21629,.0014723403345804,.0010381379233227,2916,.0008120517223739,.002804114249073,15518,.0014227769714499,.000714333005103,9027,.0008616150855044,.0031279191672927,2916,.0008120517223739,.002804114249073,6111,.0000495633631305,.0003238049182197,15518,.0014227769714499,.000714333005103,67472,.0053335456185306,.0031150463236323
28.1,81127,.0077989709754309,.0067457535921767,53497,.005047264451474,.0029910074135772,27630,.0027517065239569,.0037547461785994,24711,.0020885840737457,.001452104564521,2919,.0006631224502112,.0023026416140784,17960,.0020346655727257,.0010545299431535,9670,.0007170409512312,.002700216235446,2919,.0006631224502112,.0023026416140784,6751,.00005391850102,.0003975746213675,17960,.0020346655727257,.0010545299431535,78208,.0071358485252197,.0044431119780982
28.2,70688,.0055519035713777,.0058931412359139,47068,.0034174355048658,.0020774313675943,23620,.0021344680665118,.0038157098683196,20926,.0012949597254329,.0009200336126601,2694,.000839508341079,.0028956762556596,14781,.0012559999048883,.0006316530483909,8839,.0008784681616235,.0031840568199287,2694,.000839508341079,.0028956762556596,6145,.0000389598205445,.0002883805642692,14781,.0012559999048883,.0006316530483909,67994,.0047123952302987,.0029974649802544
28.3,66605,.0061472050615475,.0056459223396309,43836,.003965056205579,.0022721700629724,22769,.0021821488559686,.0033737522766585,20081,.0015109800813373,.0010489858772692,2688,.0006711687746312,.0023247663993893,14430,.0014857135521829,.0008214155236953,8339,.0006964353037857,.0025523367529632,2688,.0006711687746312,.0023247663993893,5651,.0000252665291545,.0002275703535739,14430,.0014857135521829,.0008214155236953,63917,.0054760362869163,.0033211559402416
28.4,65263,.0052251524169753,.0041579094557692,43441,.0034615191905276,.0018484289342914,21822,.0017636332264477,.0023094805214778,18861,.0013492353249994,.0008285658580358,2961,.0004143979014483,.001480914663442,13456,.0013225135531107,.0006104252748001,8366,.000441119673337,.0016990552466777,2961,.0004143979014483,.001480914663442,5405,.0000267217718886,.0002181405832357,13456,.0013225135531107,.0006104252748001,62302,.004810754515527,.0026769947923271
28.5,69075,.0059684347422927,.0048017484463634,45224,.0040258642869133,.0021438987327247,23851,.0019425704553793,.0026578497136386,21103,.0014545662663794,.0009397751952446,2748,.000488004189,.001718074518394,15374,.0014240004111363,.0006541212971322,8477,.000518570044243,.0020037284165064,2748,.000488004189,.001718074518394,5729,.000030565855243,.0002856538981124,15374,.0014240004111363,.0006541212971322,66327,.0054804305532927,.0030836739279694
28.6,60881,.0066161433015498,.0064463019042906,40117,.0043192649215278,.0026112492466576,20764,.002296878380022,.003835052657633,18401,.0015502759653193,.0011840690768641,2363,.0007466024147027,.0026509835807689,12987,.0014670040922042,.0007439924008524,7777,.0008298742878178,.0030910602567806,2363,.0007466024147027,.0026509835807689,5414,.0000832718731151,.0004400766760117,12987,.0014670040922042,.0007439924008524,58518,.0058695408868471,.0037953183235218
28.7,86533,.0069824003644522,.0052161478015897,58695,.0046887785572485,.0023434729333137,27838,.0022936218072037,.002872674868276,24972,.0018247416899859,.0012295155221727,2866,.0004688801172179,.0016431593461033,17771,.0018027010315684,.000960426841349,10067,.0004909207756353,.001912248026927,2866,.0004688801172179,.0016431593461033,7201,.0000220406584175,.0002690886808237,17771,.0018027010315684,.000960426841349,83667,.0065135202472344,.0035729884554864
28.8,73117,.0056310866179839,.0044633174125811,48313,.0040313693358573,.0020602302123657,24804,.0015997172821266,.0024030872002154,21988,.0011464385403188,.0007953953768343,2816,.0004532787418078,.0016076918233811,15677,.0011133904052993,.000484029103693,9127,.0004863268768272,.0019190580965224,2816,.0004532787418078,.0016076918233811,6311,.0000330481350195,.0003113662731414,15677,.0011133904052993,.000484029103693,70301,.0051778078761761,.0028556255892001
28.9,68557,.0059067615223377,.0059063481841836,45942,.0037839064123694,.0021107920020936,22615,.0021228551099684,.0037955561820899,20116,.001298468423226,.0009563948713985,2499,.0008243866867424,.0028391613106914,14004,.0012556903104912,.0006410295165344,8611,.0008671647994772,.0031545266655555,2499,.0008243866867424,.0028391613106914,6112,.0000427781127347,.0003153653548641,14004,.0012556903104912,.0006410295165344,66058,.0050823748355953,.0030671868734922
29,77308,.0062096293788513,.0060901134662544,50010,.0039605999383548,.0021269921673132,27298,.0022490294404964,.0039631212989412,24096,.0013467780826569,.000807720179395,3202,.0009022513578395,.0031554011195462,17314,.0013230653114127,.0005744696638651,9984,.0009259641290838,.0033886516350761,3202,.0009022513578395,.0031554011195462,6782,.0000237127712442,.0002332505155299,17314,.0013230653114127,.0005744696638651,74106,.0053073780210117,.0029347123467082
