iso,year,adm0_id,adm1_id,admin_name,getal_admin_name1,getal_admin_name2,gdppc_adm1_1,gdppc_adm0_1,gdppc_adm0_infill_1,gdppc_adm1_infill_1,log_gdppc_adm0_1,log_gdppc_adm1_1,log_gdppc_adm0_infill_1,log_gdppc_adm1_infill_1,gdppc_adm0_growthrate_1,gdppc_adm0_backgrowthrate_1,gdppc_adm0_PWT_1,pop_tot1,pop_adm_name1,gdppc_adm1_2,gdppc_adm0_2,gdppc_adm0_infill_2,gdppc_adm1_infill_2,log_gdppc_adm0_2,log_gdppc_adm1_2,log_gdppc_adm0_infill_2,log_gdppc_adm1_infill_2,gdppc_adm0_growthrate_2,gdppc_adm0_backgrowthrate_2,gdppc_adm0_PWT_2,pop_tot2,pop_adm_name2,match_id
BRA,2006,,,missing,EspÃ­rito Santo,,,,7452.180078124977,8905.140234375023,,,8.914640235900876,9.093133354187017,.030153273,-.029270666,11178.943,3430579,espírito santo,,,,,,,,,,,,,,11
BRA,2006,,,missing,MaranhÃ£o,,,,7452.180078124977,2596.648095703102,,,8.914640235900876,7.860439205169683,.030153273,-.029270666,11178.943,6114285,maranhão,,,,,,,,,,,,,,13
BRA,2006,,,missing,"Amazonas, MG, MG do Sul, RondÃ´nia, Roraima",,,,7452.180078124977,6910.388378906297,,,8.914640235900876,8.839259719848627,.030153273,-.029270666,11178.943,8585774,amazonas mato grosso mato grosso do sul rondônia roraima,,,,,,,,,,,,,,9
BRA,2006,,,missing,Sergipe,,,,7452.180078124977,4350.415820312512,,,8.914640235900876,8.376385116577154,.030153273,-.029270666,11178.943,2000768,sergipe,,,,,,,,,,,,,,20
BRA,2006,,,missing,Alagoas,,,,7452.180078124977,2927.724365234375,,,8.914640235900876,7.979982376098633,.030153273,-.029270666,11178.943,3037716,alagoas,,,,,,,,,,,,,,8
BRA,2006,,,missing,ParÃ¡ and AmapÃ¡,,,,7452.180078124977,4279.836621093753,,,8.914640235900876,8.361594581604002,.030153273,-.029270666,11178.943,7726186,pará amapá,,,,,,,,,,,,,,16
BRA,2006,,,missing,CearÃ¡,,,,7452.180078124977,3243.336474609328,,,8.914640235900876,8.080066680908203,.030153273,-.029270666,11178.943,8173163,ceará,,,,,,,,,,,,,,10
BRA,2007,,,missing,ParanÃ¡,,,,7670.310351562512,8031.000683593738,,,8.942725753784181,8.988494300842284,.029270666,-.028438259,11721.444,10462985,paraná,,,,,,,,,,,,,,14
BRA,2007,,,missing,"Amazonas, MG, MG do Sul, RondÃ´nia, Roraima",,,,7670.310351562512,7106.119531250035,,,8.942725753784181,8.866471481323238,.029270666,-.028438259,11721.444,8741828,amazonas mato grosso mato grosso do sul rondônia roraima,,,,,,,,,,,,,,9
BRA,2007,,,missing,Sergipe,,,,7670.310351562512,4478.530859374994,,,8.942725753784181,8.404635238647465,.029270666,-.028438259,11721.444,2033430,sergipe,,,,,,,,,,,,,,20
BRA,2007,,,missing,Rio Grande do Norte,,,,7670.310351562512,3884.716064453125,,,8.942725753784181,8.26125507354736,.029270666,-.028438259,11721.444,3048734,rio grande do norte,,,,,,,,,,,,,,18
BRA,2007,,,missing,EspÃ­rito Santo,,,,7670.310351562512,9133.272656249988,,,8.942725753784181,9.117834854125981,.029270666,-.028438259,11721.444,3485943,espírito santo,,,,,,,,,,,,,,11
BRA,2007,10000000,10020000,Pernambuco,Pernambuco,,,,7670.310351562512,3982.60239257809,,,8.942725753784181,8.283154487609863,.029270666,-.028438259,11721.444,8481918,pernambuco,,,,,,,,,,,,,,3
BRA,2007,,,missing,"GoiÃ¡s, DF, Tocantins",,,,7670.310351562512,10072.85234375007,,,8.942725753784181,9.213712120056144,.029270666,-.028438259,11721.444,9554113,goiás distrito federal tocantins,,,,,,,,,,,,,,12
BRA,2007,,,missing,Santa Catarina,,,,7670.310351562512,9465.18867187493,,,8.942725753784181,9.153094863891603,.029270666,-.028438259,11721.444,6006300,santa catarina,,,,,,,,,,,,,,19
BRA,2007,10000000,10000000,Bahia,Bahia,,,,7670.310351562512,4224.728515625,,,8.942725753784181,8.345742225646973,.029270666,-.028438259,11721.444,13992580,bahia,,,,,,,,,,,,,,1
BRA,2007,10000000,10030000,Rio Grande do Sul,Rio Grande do Sul,,,,7670.310351562512,8938.8720703125,,,8.942725753784181,9.09421958923339,.029270666,-.028438259,11721.444,10957785,rio grande do sul,,,,,,,,,,,,,,4
BRA,2007,,,missing,Alagoas,,,,7670.310351562512,3023.122802734375,,,8.942725753784181,8.011111259460449,.029270666,-.028438259,11721.444,3072101,alagoas,,,,,,,,,,,,,,8
BRA,2007,10000000,10040000,Rio de Janeiro,Rio de Janeiro,,,,7670.310351562512,10221.173828125,,,8.942725753784181,9.231494903564453,.029270666,-.028438259,11721.444,15550003,rio de janeiro,,,,,,,,,,,,,,5
BRA,2007,,,missing,Acre,,,,7670.310351562512,4497.133007812517,,,8.942725753784181,8.409105491638179,.029270666,-.028438259,11721.444,703447,acre,,,,,,,,,,,,,,7
BRA,2007,,,missing,ParÃ¡ and AmapÃ¡,,,,7670.310351562512,4306.349999999999,,,8.942725753784181,8.36773281097412,.029270666,-.028438259,11721.444,7885836,pará amapá,,,,,,,,,,,,,,16
