year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
2136,"ss","value",0,-.4072159,1.56389,0,11,"SSP5",2.324e+15,2.098877
2137,"ss","value",0,-.415458,1.595544,0,11,"SSP5",2.371e+15,2.141358
2138,"ss","value",0,-.4238669,1.627837,0,11,"SSP5",2.419e+15,2.184699
2139,"ss","value",0,-.432446,1.660785,0,11,"SSP5",2.468e+15,2.228918
2140,"ss","value",0,-.4411987,1.694399,0,11,"SSP5",2.517e+15,2.274031
2141,"ss","value",0,-.4501285,1.728694,0,11,"SSP5",2.568e+15,2.320057
2142,"ss","value",0,-.4592391,1.763682,0,11,"SSP5",2.620e+15,2.367015
2143,"ss","value",0,-.4685341,1.79938,0,11,"SSP5",2.673e+15,2.414924
2144,"ss","value",0,-.4780172,1.835799,0,11,"SSP5",2.728e+15,2.463802
2145,"ss","value",0,-.4876923,1.872956,0,11,"SSP5",2.783e+15,2.513669
2146,"ss","value",0,-.4975632,1.910864,0,11,"SSP5",2.839e+15,2.564546
2147,"ss","value",0,-.5076339,1.94954,0,11,"SSP5",2.897e+15,2.616452
2148,"ss","value",0,-.5179085,1.988999,0,11,"SSP5",2.955e+15,2.669409
2149,"ss","value",0,-.5283909,2.029256,0,11,"SSP5",3.015e+15,2.723438
2150,"ss","value",0,-.5390855,2.070328,0,11,"SSP5",3.076e+15,2.77856
2151,"ss","value",0,-.5499967,2.112232,0,11,"SSP5",3.138e+15,2.834799
2152,"ss","value",0,-.5611286,2.154984,0,11,"SSP5",3.202e+15,2.892175
2153,"ss","value",0,-.5724858,2.1986,0,11,"SSP5",3.267e+15,2.950712
2154,"ss","value",0,-.5840729,2.2431,0,11,"SSP5",3.333e+15,3.010435
2155,"ss","value",0,-.5958946,2.2885,0,11,"SSP5",3.400e+15,3.071366
2156,"ss","value",0,-.6079555,2.33482,0,11,"SSP5",3.469e+15,3.133531
2157,"ss","value",0,-.6202605,2.382076,0,11,"SSP5",3.539e+15,3.196953
2158,"ss","value",0,-.6328146,2.43029,0,11,"SSP5",3.611e+15,3.26166
2159,"ss","value",0,-.6456228,2.479479,0,11,"SSP5",3.684e+15,3.327676
2160,"ss","value",0,-.6586902,2.529663,0,11,"SSP5",3.758e+15,3.395028
2161,"ss","value",0,-.672022,2.580864,0,11,"SSP5",3.835e+15,3.463743
2162,"ss","value",0,-.6856238,2.6331,0,11,"SSP5",3.912e+15,3.533849
2163,"ss","value",0,-.6995008,2.686394,0,11,"SSP5",3.991e+15,3.605375
2164,"ss","value",0,-.7136587,2.740767,0,11,"SSP5",4.072e+15,3.678347
2165,"ss","value",0,-.7281032,2.79624,0,11,"SSP5",4.155e+15,3.752797
2166,"ss","value",0,-.74284,2.852836,0,11,"SSP5",4.239e+15,3.828754
2167,"ss","value",0,-.7578751,2.910578,0,11,"SSP5",4.324e+15,3.906248
2168,"ss","value",0,-.7732145,2.969488,0,11,"SSP5",4.412e+15,3.98531
2169,"ss","value",0,-.7888644,3.02959,0,11,"SSP5",4.501e+15,4.065973
2170,"ss","value",0,-.804831,3.090909,0,11,"SSP5",4.592e+15,4.148268
2171,"ss","value",0,-.8211207,3.153469,0,11,"SSP5",4.685e+15,4.232229
2172,"ss","value",0,-.8377402,3.217295,0,11,"SSP5",4.780e+15,4.31789
2173,"ss","value",0,-.8546962,3.282413,0,11,"SSP5",4.877e+15,4.405284
2174,"ss","value",0,-.8719952,3.348849,0,11,"SSP5",4.976e+15,4.494447
2175,"ss","value",0,-.8896443,3.41663,0,11,"SSP5",5.076e+15,4.585414
2176,"ss","value",0,-.9076508,3.485783,0,11,"SSP5",5.179e+15,4.678223
2177,"ss","value",0,-.9260216,3.556335,0,11,"SSP5",5.284e+15,4.772911
2178,"ss","value",0,-.9447643,3.628315,0,11,"SSP5",5.391e+15,4.869514
2179,"ss","value",0,-.9638864,3.701752,0,11,"SSP5",5.500e+15,4.968073
2180,"ss","value",0,-.9833955,3.776676,0,11,"SSP5",5.611e+15,5.068627
2181,"ss","value",0,-1.003299,3.853116,0,11,"SSP5",5.725e+15,5.171216
2182,"ss","value",0,-1.023606,3.931103,0,11,"SSP5",5.841e+15,5.275882
2183,"ss","value",0,-1.044324,4.010669,0,11,"SSP5",5.959e+15,5.382666
2184,"ss","value",0,-1.065461,4.091844,0,11,"SSP5",6.080e+15,5.491611
2185,"ss","value",0,-1.087026,4.174663,0,11,"SSP5",6.203e+15,5.602761
2186,"ss","value",0,-1.109027,4.259159,0,11,"SSP5",6.328e+15,5.716161
2187,"ss","value",0,-1.131474,4.345364,0,11,"SSP5",6.456e+15,5.831856
2188,"ss","value",0,-1.154375,4.433314,0,11,"SSP5",6.587e+15,5.949893
2189,"ss","value",0,-1.17774,4.523045,0,11,"SSP5",6.720e+15,6.070319
2190,"ss","value",0,-1.201577,4.614591,0,11,"SSP5",6.856e+15,6.193182
2191,"ss","value",0,-1.225897,4.70799,0,11,"SSP5",6.995e+15,6.318532
2192,"ss","value",0,-1.250709,4.80328,0,11,"SSP5",7.137e+15,6.446419
2193,"ss","value",0,-1.276024,4.900498,0,11,"SSP5",7.281e+15,6.576895
2194,"ss","value",0,-1.30185,4.999684,0,11,"SSP5",7.428e+15,6.710011
2195,"ss","value",0,-1.3282,5.100878,0,11,"SSP5",7.579e+15,6.845822
2196,"ss","value",0,-1.355083,5.20412,0,11,"SSP5",7.732e+15,6.984381
2197,"ss","value",0,-1.382509,5.309452,0,11,"SSP5",7.889e+15,7.125745
2198,"ss","value",0,-1.410491,5.416915,0,11,"SSP5",8.048e+15,7.26997
2199,"ss","value",0,-1.43904,5.526553,0,11,"SSP5",8.211e+15,7.417115
2200,"ss","value",0,-1.468166,5.638411,0,11,"SSP5",8.377e+15,7.567237
2201,"ss","value",0,-1.497882,5.752532,0,11,"SSP5",8.547e+15,7.720398
2202,"ss","value",0,-1.528199,5.868964,0,11,"SSP5",8.720e+15,7.876659
2203,"ss","value",0,-1.55913,5.987751,0,11,"SSP5",8.896e+15,8.036082
2204,"ss","value",0,-1.590687,6.108944,0,11,"SSP5",9.076e+15,8.198733
2205,"ss","value",0,-1.622882,6.232589,0,11,"SSP5",9.260e+15,8.364676
2206,"ss","value",0,-1.655729,6.358737,0,11,"SSP5",9.448e+15,8.533977
2207,"ss","value",0,-1.689241,6.487437,0,11,"SSP5",9.639e+15,8.706704
2208,"ss","value",0,-1.723431,6.618743,0,11,"SSP5",9.834e+15,8.882928
2209,"ss","value",0,-1.758314,6.752706,0,11,"SSP5",1.003e+16,9.062718
2210,"ss","value",0,-1.793902,6.889381,0,11,"SSP5",1.024e+16,9.246148
2211,"ss","value",0,-1.83021,7.028822,0,11,"SSP5",1.044e+16,9.43329
2212,"ss","value",0,-1.867254,7.171086,0,11,"SSP5",1.065e+16,9.62422
2213,"ss","value",0,-1.905047,7.316229,0,11,"SSP5",1.087e+16,9.819015
2214,"ss","value",0,-1.943605,7.464309,0,11,"SSP5",1.109e+16,10.01775
2215,"ss","value",0,-1.982944,7.615386,0,11,"SSP5",1.131e+16,10.22051
2216,"ss","value",0,-2.023079,7.769522,0,11,"SSP5",1.154e+16,10.42737
2217,"ss","value",0,-2.064026,7.926777,0,11,"SSP5",1.178e+16,10.63842
2218,"ss","value",0,-2.105802,8.087215,0,11,"SSP5",1.202e+16,10.85375
2219,"ss","value",0,-2.148423,8.2509,0,11,"SSP5",1.226e+16,11.07343
2220,"ss","value",0,-2.191907,8.417899,0,11,"SSP5",1.251e+16,11.29755
2221,"ss","value",0,-2.236272,8.588278,0,11,"SSP5",1.276e+16,11.52621
2222,"ss","value",0,-2.281534,8.762104,0,11,"SSP5",1.302e+16,11.75951
2223,"ss","value",0,-2.327712,8.939449,0,11,"SSP5",1.328e+16,11.99752
2224,"ss","value",0,-2.374825,9.120384,0,11,"SSP5",1.355e+16,12.24035
2225,"ss","value",0,-2.422891,9.30498,0,11,"SSP5",1.383e+16,12.48809
2226,"ss","value",0,-2.471931,9.493314,0,11,"SSP5",1.410e+16,12.74085
2227,"ss","value",0,-2.521962,9.685458,0,11,"SSP5",1.439e+16,12.99873
2228,"ss","value",0,-2.573007,9.881492,0,11,"SSP5",1.468e+16,13.26182
2229,"ss","value",0,-2.625085,10.08149,0,11,"SSP5",1.498e+16,13.53024
2230,"ss","value",0,-2.678216,10.28554,0,11,"SSP5",1.528e+16,13.80409
2231,"ss","value",0,-2.732424,10.49372,0,11,"SSP5",1.559e+16,14.08349
2232,"ss","value",0,-2.787728,10.70612,0,11,"SSP5",1.591e+16,14.36854
2233,"ss","value",0,-2.844151,10.92281,0,11,"SSP5",1.623e+16,14.65936
2234,"ss","value",0,-2.901717,11.14388,0,11,"SSP5",1.656e+16,14.95606
2235,"ss","value",0,-2.960448,11.36944,0,11,"SSP5",1.689e+16,15.25877
2236,"ss","value",0,-3.020367,11.59955,0,11,"SSP5",1.723e+16,15.56761
2237,"ss","value",0,-3.0815,11.83433,0,11,"SSP5",1.758e+16,15.8827
2238,"ss","value",0,-3.143869,12.07386,0,11,"SSP5",1.794e+16,16.20416
2239,"ss","value",0,-3.207501,12.31823,0,11,"SSP5",1.830e+16,16.53214
2240,"ss","value",0,-3.272421,12.56755,0,11,"SSP5",1.867e+16,16.86675
2241,"ss","value",0,-3.338655,12.82192,0,11,"SSP5",1.905e+16,17.20813
2242,"ss","value",0,-3.406229,13.08144,0,11,"SSP5",1.944e+16,17.55642
2243,"ss","value",0,-3.475172,13.3462,0,11,"SSP5",1.983e+16,17.91177
2244,"ss","value",0,-3.545509,13.61633,0,11,"SSP5",2.023e+16,18.2743
2245,"ss","value",0,-3.61727,13.89193,0,11,"SSP5",2.064e+16,18.64417
2246,"ss","value",0,-3.690484,14.1731,0,11,"SSP5",2.106e+16,19.02153
2247,"ss","value",0,-3.765179,14.45996,0,11,"SSP5",2.148e+16,19.40653
2248,"ss","value",0,-3.841386,14.75263,0,11,"SSP5",2.192e+16,19.79931
2249,"ss","value",0,-3.919136,15.05123,0,11,"SSP5",2.236e+16,20.20005
2250,"ss","value",0,-3.998459,15.35586,0,11,"SSP5",2.282e+16,20.6089
2251,"ss","value",0,-4.079388,15.66667,0,11,"SSP5",2.328e+16,21.02603
2252,"ss","value",0,-4.161955,15.98376,0,11,"SSP5",2.375e+16,21.45159
2253,"ss","value",0,-4.246193,16.30727,0,11,"SSP5",2.423e+16,21.88577
2254,"ss","value",0,-4.332136,16.63733,0,11,"SSP5",2.472e+16,22.32874
2255,"ss","value",0,-4.419818,16.97407,0,11,"SSP5",2.522e+16,22.78068
2256,"ss","value",0,-4.509275,17.31763,0,11,"SSP5",2.573e+16,23.24176
2257,"ss","value",0,-4.600543,17.66813,0,11,"SSP5",2.625e+16,23.71217
2258,"ss","value",0,-4.693658,18.02574,0,11,"SSP5",2.678e+16,24.1921
2259,"ss","value",0,-4.788658,18.39058,0,11,"SSP5",2.732e+16,24.68175
2260,"ss","value",0,-4.885581,18.7628,0,11,"SSP5",2.788e+16,25.18131
2261,"ss","value",0,-4.984465,19.14256,0,11,"SSP5",2.844e+16,25.69098
2262,"ss","value",0,-5.08535,19.53001,0,11,"SSP5",2.902e+16,26.21097
2263,"ss","value",0,-5.188278,19.92529,0,11,"SSP5",2.960e+16,26.74148
2264,"ss","value",0,-5.293289,20.32858,0,11,"SSP5",3.020e+16,27.28272
2265,"ss","value",0,-5.400424,20.74003,0,11,"SSP5",3.081e+16,27.83493
2266,"ss","value",0,-5.509729,21.15981,0,11,"SSP5",3.144e+16,28.39831
2267,"ss","value",0,-5.621247,21.58809,0,11,"SSP5",3.207e+16,28.97309
2268,"ss","value",0,-5.735021,22.02503,0,11,"SSP5",3.272e+16,29.5595
2269,"ss","value",0,-5.851098,22.47082,0,11,"SSP5",3.339e+16,30.15779
2270,"ss","value",0,-5.969524,22.92563,0,11,"SSP5",3.406e+16,30.76818
2271,"ss","value",0,-6.090347,23.38964,0,11,"SSP5",3.475e+16,31.39093
2272,"ss","value",0,-6.213615,23.86305,0,11,"SSP5",3.545e+16,32.02628
2273,"ss","value",0,-6.339379,24.34604,0,11,"SSP5",3.617e+16,32.6745
2274,"ss","value",0,-6.467688,24.8388,0,11,"SSP5",3.690e+16,33.33583
2275,"ss","value",0,-6.598594,25.34154,0,11,"SSP5",3.765e+16,34.01054
2276,"ss","value",0,-6.73215,25.85445,0,11,"SSP5",3.841e+16,34.69892
2277,"ss","value",0,-6.868409,26.37774,0,11,"SSP5",3.919e+16,35.40123
2278,"ss","value",0,-7.007425,26.91163,0,11,"SSP5",3.998e+16,36.11774
2279,"ss","value",0,-7.149256,27.45632,0,11,"SSP5",4.079e+16,36.84877
2280,"ss","value",0,-7.293957,28.01204,0,11,"SSP5",4.162e+16,37.59459
2281,"ss","value",0,-7.441586,28.579,0,11,"SSP5",4.246e+16,38.3555
2282,"ss","value",0,-7.592205,29.15744,0,11,"SSP5",4.332e+16,39.13182
2283,"ss","value",0,-7.74587,29.74759,0,11,"SSP5",4.420e+16,39.92385
2284,"ss","value",0,-7.902647,30.34968,0,11,"SSP5",4.509e+16,40.73191
2285,"ss","value",0,-8.062596,30.96396,0,11,"SSP5",4.601e+16,41.55632
2286,"ss","value",0,-8.225784,31.59067,0,11,"SSP5",4.694e+16,42.39742
2287,"ss","value",0,-8.392274,32.23006,0,11,"SSP5",4.789e+16,43.25555
2288,"ss","value",0,-8.562133,32.8824,0,11,"SSP5",4.886e+16,44.13104
2289,"ss","value",0,-8.735431,33.54794,0,11,"SSP5",4.984e+16,45.02425
2290,"ss","value",0,-8.912236,34.22695,0,11,"SSP5",5.085e+16,45.93554
2291,"ss","value",0,-9.09262,34.9197,0,11,"SSP5",5.188e+16,46.86528
2292,"ss","value",0,-9.276654,35.62648,0,11,"SSP5",5.293e+16,47.81383
2293,"ss","value",0,-9.464414,36.34756,0,11,"SSP5",5.400e+16,48.78158
2294,"ss","value",0,-9.655973,37.08323,0,11,"SSP5",5.510e+16,49.76892
2295,"ss","value",0,-9.851411,37.8338,0,11,"SSP5",5.621e+16,50.77625
2296,"ss","value",0,-10.0508,38.59956,0,11,"SSP5",5.735e+16,51.80396
2297,"ss","value",0,-10.25423,39.38081,0,11,"SSP5",5.851e+16,52.85247
2298,"ss","value",0,-10.46178,40.17788,0,11,"SSP5",5.969e+16,53.9222
2299,"ss","value",0,-10.67352,40.99108,0,11,"SSP5",6.090e+16,55.01359
2300,"ss","value",0,-10.88956,41.82074,0,11,"SSP5",6.214e+16,56.12707
