year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax
2217,"ss","value",35.79406,-14.92903,2.554028,0,11
2218,"ss","value",36.0503,-15.03515,2.568996,0,11
2219,"ss","value",36.30653,-15.14126,2.583964,0,11
2220,"ss","value",36.56276,-15.24738,2.598932,0,11
2221,"ss","value",36.81899,-15.3535,2.6139,0,11
2222,"ss","value",37.07522,-15.45961,2.628868,0,11
2223,"ss","value",37.33146,-15.56573,2.643836,0,11
2224,"ss","value",37.58769,-15.67185,2.658805,0,11
2225,"ss","value",37.84392,-15.77796,2.673773,0,11
2226,"ss","value",38.10015,-15.88408,2.688741,0,11
2227,"ss","value",38.35638,-15.9902,2.703709,0,11
2228,"ss","value",38.61261,-16.09631,2.718677,0,11
2229,"ss","value",38.86885,-16.20243,2.733645,0,11
2230,"ss","value",39.12508,-16.30854,2.748613,0,11
2231,"ss","value",39.38131,-16.41466,2.763582,0,11
2232,"ss","value",39.63754,-16.52078,2.778549,0,11
2233,"ss","value",39.89378,-16.62689,2.793518,0,11
2234,"ss","value",40.15001,-16.73301,2.808486,0,11
2235,"ss","value",40.40624,-16.83913,2.823454,0,11
2236,"ss","value",40.66247,-16.94524,2.838422,0,11
2237,"ss","value",40.9187,-17.05136,2.85339,0,11
2238,"ss","value",41.17493,-17.15748,2.868358,0,11
2239,"ss","value",41.43117,-17.26359,2.883326,0,11
2240,"ss","value",41.6874,-17.36971,2.898294,0,11
2241,"ss","value",41.94363,-17.47583,2.913263,0,11
2242,"ss","value",42.19986,-17.58194,2.928231,0,11
2243,"ss","value",42.45609,-17.68806,2.943199,0,11
2244,"ss","value",42.71233,-17.79418,2.958167,0,11
2245,"ss","value",42.96856,-17.90029,2.973135,0,11
2246,"ss","value",43.22479,-18.00641,2.988103,0,11
2247,"ss","value",43.48102,-18.11253,3.003071,0,11
2248,"ss","value",43.73725,-18.21864,3.018039,0,11
2249,"ss","value",43.99348,-18.32476,3.033007,0,11
2250,"ss","value",44.24972,-18.43088,3.047976,0,11
2251,"ss","value",44.50595,-18.53699,3.062944,0,11
2252,"ss","value",44.76218,-18.64311,3.077912,0,11
2253,"ss","value",45.01841,-18.74923,3.09288,0,11
2254,"ss","value",45.27464,-18.85534,3.107848,0,11
2255,"ss","value",45.53088,-18.96146,3.122816,0,11
2256,"ss","value",45.78711,-19.06758,3.137784,0,11
2257,"ss","value",46.04334,-19.17369,3.152752,0,11
2258,"ss","value",46.29957,-19.27981,3.167721,0,11
2259,"ss","value",46.55581,-19.38592,3.182689,0,11
2260,"ss","value",46.81203,-19.49204,3.197657,0,11
2261,"ss","value",47.06827,-19.59816,3.212625,0,11
2262,"ss","value",47.3245,-19.70427,3.227593,0,11
2263,"ss","value",47.58073,-19.81039,3.242561,0,11
2264,"ss","value",47.83696,-19.91651,3.257529,0,11
2265,"ss","value",48.0932,-20.02262,3.272497,0,11
2266,"ss","value",48.34943,-20.12874,3.287465,0,11
2267,"ss","value",48.60566,-20.23486,3.302433,0,11
2268,"ss","value",48.86189,-20.34097,3.317402,0,11
2269,"ss","value",49.11812,-20.44709,3.33237,0,11
2270,"ss","value",49.37436,-20.55321,3.347338,0,11
2271,"ss","value",49.63059,-20.65932,3.362306,0,11
2272,"ss","value",49.88682,-20.76544,3.377274,0,11
2273,"ss","value",50.14305,-20.87156,3.392242,0,11
2274,"ss","value",50.39928,-20.97767,3.40721,0,11
2275,"ss","value",50.65551,-21.08379,3.422179,0,11
2276,"ss","value",50.91175,-21.18991,3.437147,0,11
2277,"ss","value",51.16798,-21.29602,3.452115,0,11
2278,"ss","value",51.42421,-21.40214,3.467083,0,11
2279,"ss","value",51.68044,-21.50826,3.482051,0,11
2280,"ss","value",51.93668,-21.61437,3.497019,0,11
2281,"ss","value",52.19291,-21.72049,3.511987,0,11
2282,"ss","value",52.44914,-21.8266,3.526955,0,11
2283,"ss","value",52.70537,-21.93272,3.541923,0,11
2284,"ss","value",52.9616,-22.03884,3.556891,0,11
2285,"ss","value",53.21783,-22.14495,3.57186,0,11
2286,"ss","value",53.47407,-22.25107,3.586828,0,11
2287,"ss","value",53.7303,-22.35719,3.601796,0,11
2288,"ss","value",53.98653,-22.4633,3.616764,0,11
2289,"ss","value",54.24276,-22.56942,3.631732,0,11
2290,"ss","value",54.49899,-22.67554,3.6467,0,11
2291,"ss","value",54.75523,-22.78165,3.661668,0,11
2292,"ss","value",55.01146,-22.88777,3.676636,0,11
2293,"ss","value",55.26769,-22.99389,3.691605,0,11
2294,"ss","value",55.52392,-23.1,3.706573,0,11
2295,"ss","value",55.78016,-23.20612,3.721541,0,11
2296,"ss","value",56.03638,-23.31224,3.736509,0,11
2297,"ss","value",56.29262,-23.41835,3.751477,0,11
2298,"ss","value",56.54885,-23.52447,3.766445,0,11
2299,"ss","value",56.80508,-23.63059,3.781413,0,11
2300,"ss","value",57.06131,-23.7367,3.796381,0,11
