year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax
2110,"ss","value",2.07e+21,2.38e+21,-2.65e+20,0,11
2111,"ss","value",1.95e+21,2.41e+21,-2.59e+20,0,11
2112,"ss","value",1.83e+21,2.45e+21,-2.52e+20,0,11
2113,"ss","value",1.72e+21,2.48e+21,-2.46e+20,0,11
2114,"ss","value",1.60e+21,2.52e+21,-2.39e+20,0,11
2115,"ss","value",1.49e+21,2.55e+21,-2.32e+20,0,11
2116,"ss","value",1.37e+21,2.59e+21,-2.26e+20,0,11
2117,"ss","value",1.25e+21,2.62e+21,-2.19e+20,0,11
2118,"ss","value",1.14e+21,2.65e+21,-2.13e+20,0,11
2119,"ss","value",1.02e+21,2.69e+21,-2.06e+20,0,11
2120,"ss","value",9.04e+20,2.72e+21,-2.00e+20,0,11
2121,"ss","value",7.88e+20,2.76e+21,-1.93e+20,0,11
2122,"ss","value",6.72e+20,2.79e+21,-1.87e+20,0,11
2123,"ss","value",5.56e+20,2.83e+21,-1.80e+20,0,11
2124,"ss","value",4.40e+20,2.86e+21,-1.74e+20,0,11
2125,"ss","value",3.23e+20,2.90e+21,-1.67e+20,0,11
2126,"ss","value",2.07e+20,2.93e+21,-1.61e+20,0,11
2127,"ss","value",9.11e+19,2.96e+21,-1.54e+20,0,11
2128,"ss","value",-2.51e+19,3.00e+21,-1.48e+20,0,11
2129,"ss","value",-1.41e+20,3.03e+21,-1.41e+20,0,11
2130,"ss","value",-2.57e+20,3.07e+21,-1.35e+20,0,11
2131,"ss","value",-3.74e+20,3.10e+21,-1.28e+20,0,11
2132,"ss","value",-4.90e+20,3.14e+21,-1.22e+20,0,11
2133,"ss","value",-6.06e+20,3.17e+21,-1.15e+20,0,11
2134,"ss","value",-7.22e+20,3.20e+21,-1.09e+20,0,11
2135,"ss","value",-8.38e+20,3.24e+21,-1.02e+20,0,11
2136,"ss","value",-9.55e+20,3.27e+21,-9.56e+19,0,11
2137,"ss","value",-1.07e+21,3.31e+21,-8.91e+19,0,11
2138,"ss","value",-1.19e+21,3.34e+21,-8.26e+19,0,11
2139,"ss","value",-1.30e+21,3.38e+21,-7.60e+19,0,11
2140,"ss","value",-1.42e+21,3.41e+21,-6.95e+19,0,11
2141,"ss","value",-1.54e+21,3.45e+21,-6.30e+19,0,11
2142,"ss","value",-1.65e+21,3.48e+21,-5.65e+19,0,11
2143,"ss","value",-1.77e+21,3.51e+21,-5.00e+19,0,11
2144,"ss","value",-1.88e+21,3.55e+21,-4.34e+19,0,11
2145,"ss","value",-2.00e+21,3.58e+21,-3.69e+19,0,11
2146,"ss","value",-2.12e+21,3.62e+21,-3.04e+19,0,11
2147,"ss","value",-2.23e+21,3.65e+21,-2.39e+19,0,11
2148,"ss","value",-2.35e+21,3.69e+21,-1.74e+19,0,11
2149,"ss","value",-2.46e+21,3.72e+21,-1.09e+19,0,11
2150,"ss","value",-2.58e+21,3.75e+21,-4.33e+18,0,11
2151,"ss","value",-2.70e+21,3.79e+21,2.19e+18,0,11
2152,"ss","value",-2.81e+21,3.82e+21,8.70e+18,0,11
2153,"ss","value",-2.93e+21,3.86e+21,1.52e+19,0,11
2154,"ss","value",-3.05e+21,3.89e+21,2.17e+19,0,11
2155,"ss","value",-3.16e+21,3.93e+21,2.83e+19,0,11
2156,"ss","value",-3.28e+21,3.96e+21,3.48e+19,0,11
2157,"ss","value",-3.39e+21,4.00e+21,4.13e+19,0,11
2158,"ss","value",-3.51e+21,4.03e+21,4.78e+19,0,11
2159,"ss","value",-3.63e+21,4.06e+21,5.43e+19,0,11
2160,"ss","value",-3.74e+21,4.10e+21,6.09e+19,0,11
2161,"ss","value",-3.86e+21,4.13e+21,6.74e+19,0,11
2162,"ss","value",-3.98e+21,4.17e+21,7.39e+19,0,11
2163,"ss","value",-4.09e+21,4.20e+21,8.04e+19,0,11
2164,"ss","value",-4.21e+21,4.24e+21,8.69e+19,0,11
2165,"ss","value",-4.32e+21,4.27e+21,9.34e+19,0,11
2166,"ss","value",-4.44e+21,4.30e+21,1.00e+20,0,11
2167,"ss","value",-4.56e+21,4.34e+21,1.06e+20,0,11
2168,"ss","value",-4.67e+21,4.37e+21,1.13e+20,0,11
2169,"ss","value",-4.79e+21,4.41e+21,1.20e+20,0,11
2170,"ss","value",-4.90e+21,4.44e+21,1.26e+20,0,11
2171,"ss","value",-5.02e+21,4.48e+21,1.33e+20,0,11
2172,"ss","value",-5.14e+21,4.51e+21,1.39e+20,0,11
2173,"ss","value",-5.25e+21,4.55e+21,1.46e+20,0,11
2174,"ss","value",-5.37e+21,4.58e+21,1.52e+20,0,11
2175,"ss","value",-5.49e+21,4.61e+21,1.59e+20,0,11
2176,"ss","value",-5.60e+21,4.65e+21,1.65e+20,0,11
2177,"ss","value",-5.72e+21,4.68e+21,1.72e+20,0,11
2178,"ss","value",-5.83e+21,4.72e+21,1.78e+20,0,11
2179,"ss","value",-5.95e+21,4.75e+21,1.85e+20,0,11
2180,"ss","value",-6.07e+21,4.79e+21,1.91e+20,0,11
2181,"ss","value",-6.18e+21,4.82e+21,1.98e+20,0,11
2182,"ss","value",-6.30e+21,4.85e+21,2.04e+20,0,11
2183,"ss","value",-6.41e+21,4.89e+21,2.11e+20,0,11
2184,"ss","value",-6.53e+21,4.92e+21,2.17e+20,0,11
2185,"ss","value",-6.65e+21,4.96e+21,2.24e+20,0,11
2186,"ss","value",-6.76e+21,4.99e+21,2.30e+20,0,11
2187,"ss","value",-6.88e+21,5.03e+21,2.37e+20,0,11
2188,"ss","value",-7.00e+21,5.06e+21,2.43e+20,0,11
2189,"ss","value",-7.11e+21,5.10e+21,2.50e+20,0,11
2190,"ss","value",-7.23e+21,5.13e+21,2.56e+20,0,11
2191,"ss","value",-7.34e+21,5.16e+21,2.63e+20,0,11
2192,"ss","value",-7.46e+21,5.20e+21,2.69e+20,0,11
2193,"ss","value",-7.58e+21,5.23e+21,2.76e+20,0,11
2194,"ss","value",-7.69e+21,5.27e+21,2.82e+20,0,11
2195,"ss","value",-7.81e+21,5.30e+21,2.89e+20,0,11
2196,"ss","value",-7.93e+21,5.34e+21,2.96e+20,0,11
2197,"ss","value",-8.04e+21,5.37e+21,3.02e+20,0,11
2198,"ss","value",-8.16e+21,5.40e+21,3.09e+20,0,11
2199,"ss","value",-8.27e+21,5.44e+21,3.15e+20,0,11
2200,"ss","value",-8.39e+21,5.47e+21,3.22e+20,0,11
2201,"ss","value",-8.51e+21,5.51e+21,3.28e+20,0,11
2202,"ss","value",-8.62e+21,5.54e+21,3.35e+20,0,11
2203,"ss","value",-8.74e+21,5.58e+21,3.41e+20,0,11
2204,"ss","value",-8.85e+21,5.61e+21,3.48e+20,0,11
2205,"ss","value",-8.97e+21,5.65e+21,3.54e+20,0,11
2206,"ss","value",-9.09e+21,5.68e+21,3.61e+20,0,11
2207,"ss","value",-9.20e+21,5.71e+21,3.67e+20,0,11
2208,"ss","value",-9.32e+21,5.75e+21,3.74e+20,0,11
2209,"ss","value",-9.44e+21,5.78e+21,3.80e+20,0,11
2210,"ss","value",-9.55e+21,5.82e+21,3.87e+20,0,11
2211,"ss","value",-9.67e+21,5.85e+21,3.93e+20,0,11
2212,"ss","value",-9.78e+21,5.89e+21,4.00e+20,0,11
2213,"ss","value",-9.90e+21,5.92e+21,4.06e+20,0,11
2214,"ss","value",-1.00e+22,5.95e+21,4.13e+20,0,11
2215,"ss","value",-1.01e+22,5.99e+21,4.19e+20,0,11
2216,"ss","value",-1.02e+22,6.02e+21,4.26e+20,0,11
2217,"ss","value",-1.04e+22,6.06e+21,4.32e+20,0,11
2218,"ss","value",-1.05e+22,6.09e+21,4.39e+20,0,11
2219,"ss","value",-1.06e+22,6.13e+21,4.45e+20,0,11
2220,"ss","value",-1.07e+22,6.16e+21,4.52e+20,0,11
2221,"ss","value",-1.08e+22,6.20e+21,4.59e+20,0,11
2222,"ss","value",-1.09e+22,6.23e+21,4.65e+20,0,11
2223,"ss","value",-1.11e+22,6.26e+21,4.72e+20,0,11
2224,"ss","value",-1.12e+22,6.30e+21,4.78e+20,0,11
2225,"ss","value",-1.13e+22,6.33e+21,4.85e+20,0,11
2226,"ss","value",-1.14e+22,6.37e+21,4.91e+20,0,11
2227,"ss","value",-1.15e+22,6.40e+21,4.98e+20,0,11
2228,"ss","value",-1.16e+22,6.44e+21,5.04e+20,0,11
2229,"ss","value",-1.18e+22,6.47e+21,5.11e+20,0,11
2230,"ss","value",-1.19e+22,6.51e+21,5.17e+20,0,11
2231,"ss","value",-1.20e+22,6.54e+21,5.24e+20,0,11
2232,"ss","value",-1.21e+22,6.57e+21,5.30e+20,0,11
2233,"ss","value",-1.22e+22,6.61e+21,5.37e+20,0,11
2234,"ss","value",-1.23e+22,6.64e+21,5.43e+20,0,11
2235,"ss","value",-1.25e+22,6.68e+21,5.50e+20,0,11
2236,"ss","value",-1.26e+22,6.71e+21,5.56e+20,0,11
2237,"ss","value",-1.27e+22,6.75e+21,5.63e+20,0,11
2238,"ss","value",-1.28e+22,6.78e+21,5.69e+20,0,11
2239,"ss","value",-1.29e+22,6.81e+21,5.76e+20,0,11
2240,"ss","value",-1.30e+22,6.85e+21,5.82e+20,0,11
2241,"ss","value",-1.32e+22,6.88e+21,5.89e+20,0,11
2242,"ss","value",-1.33e+22,6.92e+21,5.95e+20,0,11
2243,"ss","value",-1.34e+22,6.95e+21,6.02e+20,0,11
2244,"ss","value",-1.35e+22,6.99e+21,6.08e+20,0,11
2245,"ss","value",-1.36e+22,7.02e+21,6.15e+20,0,11
2246,"ss","value",-1.37e+22,7.06e+21,6.21e+20,0,11
2247,"ss","value",-1.39e+22,7.09e+21,6.28e+20,0,11
2248,"ss","value",-1.40e+22,7.12e+21,6.35e+20,0,11
2249,"ss","value",-1.41e+22,7.16e+21,6.41e+20,0,11
2250,"ss","value",-1.42e+22,7.19e+21,6.48e+20,0,11
2251,"ss","value",-1.43e+22,7.23e+21,6.54e+20,0,11
2252,"ss","value",-1.44e+22,7.26e+21,6.61e+20,0,11
2253,"ss","value",-1.45e+22,7.30e+21,6.67e+20,0,11
2254,"ss","value",-1.47e+22,7.33e+21,6.74e+20,0,11
2255,"ss","value",-1.48e+22,7.36e+21,6.80e+20,0,11
2256,"ss","value",-1.49e+22,7.40e+21,6.87e+20,0,11
2257,"ss","value",-1.50e+22,7.43e+21,6.93e+20,0,11
2258,"ss","value",-1.51e+22,7.47e+21,7.00e+20,0,11
2259,"ss","value",-1.52e+22,7.50e+21,7.06e+20,0,11
2260,"ss","value",-1.54e+22,7.54e+21,7.13e+20,0,11
2261,"ss","value",-1.55e+22,7.57e+21,7.19e+20,0,11
2262,"ss","value",-1.56e+22,7.61e+21,7.26e+20,0,11
2263,"ss","value",-1.57e+22,7.64e+21,7.32e+20,0,11
2264,"ss","value",-1.58e+22,7.67e+21,7.39e+20,0,11
2265,"ss","value",-1.59e+22,7.71e+21,7.45e+20,0,11
2266,"ss","value",-1.61e+22,7.74e+21,7.52e+20,0,11
2267,"ss","value",-1.62e+22,7.78e+21,7.58e+20,0,11
2268,"ss","value",-1.63e+22,7.81e+21,7.65e+20,0,11
2269,"ss","value",-1.64e+22,7.85e+21,7.71e+20,0,11
2270,"ss","value",-1.65e+22,7.88e+21,7.78e+20,0,11
2271,"ss","value",-1.66e+22,7.91e+21,7.84e+20,0,11
2272,"ss","value",-1.68e+22,7.95e+21,7.91e+20,0,11
2273,"ss","value",-1.69e+22,7.98e+21,7.97e+20,0,11
2274,"ss","value",-1.70e+22,8.02e+21,8.04e+20,0,11
2275,"ss","value",-1.71e+22,8.05e+21,8.11e+20,0,11
2276,"ss","value",-1.72e+22,8.09e+21,8.17e+20,0,11
2277,"ss","value",-1.73e+22,8.12e+21,8.24e+20,0,11
2278,"ss","value",-1.75e+22,8.16e+21,8.30e+20,0,11
2279,"ss","value",-1.76e+22,8.19e+21,8.37e+20,0,11
2280,"ss","value",-1.77e+22,8.22e+21,8.43e+20,0,11
2281,"ss","value",-1.78e+22,8.26e+21,8.50e+20,0,11
2282,"ss","value",-1.79e+22,8.29e+21,8.56e+20,0,11
2283,"ss","value",-1.80e+22,8.33e+21,8.63e+20,0,11
2284,"ss","value",-1.81e+22,8.36e+21,8.69e+20,0,11
2285,"ss","value",-1.83e+22,8.40e+21,8.76e+20,0,11
2286,"ss","value",-1.84e+22,8.43e+21,8.82e+20,0,11
2287,"ss","value",-1.85e+22,8.46e+21,8.89e+20,0,11
2288,"ss","value",-1.86e+22,8.50e+21,8.95e+20,0,11
2289,"ss","value",-1.87e+22,8.53e+21,9.02e+20,0,11
2290,"ss","value",-1.88e+22,8.57e+21,9.08e+20,0,11
2291,"ss","value",-1.90e+22,8.60e+21,9.15e+20,0,11
2292,"ss","value",-1.91e+22,8.64e+21,9.21e+20,0,11
2293,"ss","value",-1.92e+22,8.67e+21,9.28e+20,0,11
2294,"ss","value",-1.93e+22,8.71e+21,9.34e+20,0,11
2295,"ss","value",-1.94e+22,8.74e+21,9.41e+20,0,11
2296,"ss","value",-1.95e+22,8.77e+21,9.47e+20,0,11
2297,"ss","value",-1.97e+22,8.81e+21,9.54e+20,0,11
2298,"ss","value",-1.98e+22,8.84e+21,9.60e+20,0,11
2299,"ss","value",-1.99e+22,8.88e+21,9.67e+20,0,11
2300,"ss","value",-2.00e+22,8.91e+21,9.73e+20,0,11
