var_type,year,pctile,cons,beta1,beta2,anomalymin,anomalymax
"value",2235,.2,-.0136584,.3613027,.2884316,0,11
"value",2236,.2,-.0151046,.3655398,.2891338,0,11
"value",2237,.2,-.0165508,.3697769,.2898361,0,11
"value",2238,.2,-.0179971,.374014,.2905383,0,11
"value",2239,.2,-.0194433,.3782511,.2912406,0,11
"value",2240,.2,-.0208895,.3824882,.2919428,0,11
"value",2241,.2,-.0223358,.3867253,.2926451,0,11
"value",2242,.2,-.023782,.3909624,.2933473,0,11
"value",2243,.2,-.0252283,.3951995,.2940496,0,11
"value",2244,.2,-.0266745,.3994366,.2947518,0,11
"value",2245,.2,-.0281207,.4036737,.2954541,0,11
"value",2246,.2,-.029567,.4079108,.2961563,0,11
"value",2247,.2,-.0310132,.4121479,.2968586,0,11
"value",2248,.2,-.0324595,.416385,.2975608,0,11
"value",2249,.2,-.0339057,.4206221,.2982631,0,11
"value",2250,.2,-.0353519,.4248592,.2989653,0,11
"value",2251,.2,-.0367982,.4290963,.2996676,0,11
"value",2252,.2,-.0382444,.4333334,.3003698,0,11
"value",2253,.2,-.0396906,.4375705,.3010721,0,11
"value",2254,.2,-.0411369,.4418076,.3017743,0,11
"value",2255,.2,-.0425831,.4460447,.3024766,0,11
"value",2256,.2,-.0440294,.4502818,.3031788,0,11
"value",2257,.2,-.0454756,.4545189,.303881,0,11
"value",2258,.2,-.0469218,.458756,.3045833,0,11
"value",2259,.2,-.0483681,.4629931,.3052856,0,11
"value",2260,.2,-.0498143,.4672302,.3059878,0,11
"value",2261,.2,-.0512605,.4714673,.3066901,0,11
"value",2262,.2,-.0527068,.4757044,.3073923,0,11
"value",2263,.2,-.054153,.4799415,.3080946,0,11
"value",2264,.2,-.0555993,.4841786,.3087968,0,11
"value",2265,.2,-.0570455,.4884157,.3094991,0,11
"value",2266,.2,-.0584917,.4926528,.3102013,0,11
"value",2267,.2,-.059938,.4968899,.3109035,0,11
"value",2268,.2,-.0613842,.5011269,.3116058,0,11
"value",2269,.2,-.0628305,.5053641,.312308,0,11
"value",2270,.2,-.0642767,.5096012,.3130103,0,11
"value",2271,.2,-.0657229,.5138383,.3137125,0,11
"value",2272,.2,-.0671692,.5180753,.3144148,0,11
"value",2273,.2,-.0686154,.5223125,.315117,0,11
"value",2274,.2,-.0700616,.5265496,.3158193,0,11
"value",2275,.2,-.0715079,.5307866,.3165215,0,11
"value",2276,.2,-.0729541,.5350237,.3172238,0,11
"value",2277,.2,-.0744004,.5392609,.317926,0,11
"value",2278,.2,-.0758466,.543498,.3186283,0,11
"value",2279,.2,-.0772928,.547735,.3193305,0,11
"value",2280,.2,-.0787391,.5519722,.3200328,0,11
"value",2281,.2,-.0801853,.5562093,.320735,0,11
"value",2282,.2,-.0816315,.5604464,.3214373,0,11
"value",2283,.2,-.0830778,.5646834,.3221395,0,11
"value",2284,.2,-.084524,.5689206,.3228418,0,11
"value",2285,.2,-.0859703,.5731577,.323544,0,11
"value",2286,.2,-.0874165,.5773947,.3242463,0,11
"value",2287,.2,-.0888627,.5816318,.3249485,0,11
"value",2288,.2,-.090309,.585869,.3256508,0,11
"value",2289,.2,-.0917552,.5901061,.326353,0,11
"value",2290,.2,-.0932015,.5943431,.3270553,0,11
"value",2291,.2,-.0946477,.5985802,.3277575,0,11
"value",2292,.2,-.0960939,.6028174,.3284598,0,11
"value",2293,.2,-.0975402,.6070544,.329162,0,11
"value",2294,.2,-.0989864,.6112915,.3298643,0,11
"value",2295,.2,-.1004326,.6155286,.3305665,0,11
"value",2296,.2,-.1018789,.6197658,.3312688,0,11
"value",2297,.2,-.1033251,.6240028,.331971,0,11
"value",2298,.2,-.1047714,.6282399,.3326733,0,11
"value",2299,.2,-.1062176,.632477,.3333755,0,11
"value",2300,.2,-.1076638,.6367142,.3340777,0,11
"value",2015,.25,-.0157431,-.0535287,-.0149007,.0913345,.4047082
"value",2016,.25,-.0178386,-.0044253,-.1523044,.1043945,.452688
"value",2017,.25,-.0349698,.124608,-.3871923,.1150177,.4898569
"value",2018,.25,-.0285247,.0880123,-.3440795,.1313385,.5439752
"value",2019,.25,-.0321912,.0990574,-.3455679,.1356659,.5908411
"value",2020,.25,-.0151617,-.0088413,-.1774287,.1499573,.6357951
"value",2021,.25,.0107034,-.1556923,.0489877,.1627564,.6857845
"value",2022,.25,.0180324,-.1550236,.0374528,.185022,.7193935
"value",2023,.25,.0220078,-.1434067,.0269759,.2035401,.7588283
"value",2024,.25,.0410747,-.2026425,.1001877,.2167926,.8046947
"value",2025,.25,.0529788,-.2604863,.1757787,.2303988,.8440318
"value",2026,.25,.0370844,-.192408,.0936863,.25,.8832209
"value",2027,.25,.0327876,-.1651189,.0653647,.27,.9260995
"value",2028,.25,.0242264,-.1269109,.040036,.2737382,.983
"value",2029,.25,.0513677,-.2302046,.1217501,.2793244,1.043
"value",2030,.25,.075563,-.3005999,.1656793,.296344,1.103
"value",2031,.25,.0815952,-.3010244,.1764122,.3052537,1.173
"value",2032,.25,.0764023,-.2596701,.1457168,.3230438,1.233
"value",2033,.25,.0827102,-.2928004,.1716012,.34,1.303
"value",2034,.25,.0490443,-.1844047,.0957898,.3436951,1.363
"value",2035,.25,.005395,-.0836878,.0540217,.3410126,1.443
"value",2036,.25,.0022933,-.0901581,.0626637,.3475724,1.513
"value",2037,.25,.0232687,-.149049,.0963139,.3653474,1.593
"value",2038,.25,.0168165,-.1203232,.0797676,.3843217,1.663
"value",2039,.25,.0117733,-.082602,.0578444,.4037126,1.733
"value",2040,.25,.052057,-.1540534,.0864872,.4052308,1.813
"value",2041,.25,.078321,-.1976419,.1045723,.4187425,1.893
"value",2042,.25,.0755626,-.1716521,.0981692,.4325287,1.983
"value",2043,.25,.131613,-.2644441,.1382932,.46,2.073
"value",2044,.25,.1337766,-.2688505,.1446012,.47,2.173
"value",2045,.25,.1056126,-.2102781,.1247954,.48,2.273
"value",2046,.25,.1213168,-.2284507,.133459,.49,2.353
"value",2047,.25,.1108309,-.2106026,.1274638,.5,2.443
"value",2048,.25,.0659315,-.1421562,.1073712,.51,2.533
"value",2049,.25,.029075,-.0816261,.0904754,.52,2.623
"value",2050,.25,.0578971,-.1351984,.1146325,.53,2.703
"value",2051,.25,.0642349,-.1328696,.1153554,.54,2.783
"value",2052,.25,.1187902,-.1941208,.1303299,.55,2.863
"value",2053,.25,.1514571,-.2241594,.1410391,.56,2.983
"value",2054,.25,.2061847,-.2873911,.1601083,.57,3.083
"value",2055,.25,.1476943,-.2084218,.1404528,.58,3.173
"value",2056,.25,.1224873,-.1818324,.1352282,.59,3.273
"value",2057,.25,.1228238,-.1790361,.1367549,.59,3.373
"value",2058,.25,.1169794,-.1810362,.1425494,.6,3.463
"value",2059,.25,.1059024,-.1606284,.1396262,.61,3.583
"value",2060,.25,.1307236,-.173159,.1395834,.61,3.713
"value",2061,.25,.131145,-.1669994,.139525,.62,3.803
"value",2062,.25,.1179658,-.1406057,.1333725,.63,3.903
"value",2063,.25,.1831718,-.2141148,.1501753,.63,3.993
"value",2064,.25,.1961538,-.2205357,.151273,.64,4.123
"value",2065,.25,.1947577,-.2133981,.1520048,.64,4.263
"value",2066,.25,.2507243,-.2634446,.1637139,.65,4.423
"value",2067,.25,.2355461,-.2414726,.1588809,.65,4.603
"value",2068,.25,.2004471,-.2005321,.1508564,.66,4.753
"value",2069,.25,.1876062,-.1998497,.1545576,.66,4.863
"value",2070,.25,.1855198,-.199803,.1570626,.66,4.983
"value",2071,.25,.1535806,-.1679057,.1502347,.67,5.093
"value",2072,.25,.1329499,-.1496348,.1493623,.67,5.203
"value",2073,.25,.1386758,-.146178,.1502405,.67,5.313
"value",2074,.25,.1400016,-.148006,.1524248,.67,5.423
"value",2075,.25,.1348952,-.1434289,.15412,.68,5.553
"value",2076,.25,.1435702,-.1396077,.1544277,.68,5.703
"value",2077,.25,.1341307,-.1281935,.1539522,.68,5.863
"value",2078,.25,.1212936,-.1203111,.1568227,.68,6.043
"value",2079,.25,.0999403,-.0980763,.1538623,.68,6.243
"value",2080,.25,.1260047,-.1219368,.1591969,.68,6.403
"value",2081,.25,.1327115,-.1366899,.1679101,.68,6.573
"value",2082,.25,.1505113,-.1478059,.1709483,.68,6.723
"value",2083,.25,.1668655,-.1778828,.1781887,.68,6.883
"value",2084,.25,.1971932,-.1948846,.1821733,.68,7.033
"value",2085,.25,.1754349,-.1806894,.1806188,.68,7.183
"value",2086,.25,.1882143,-.1936466,.1823865,.68,7.303
"value",2087,.25,.2063164,-.2142668,.1879088,.68,7.433
"value",2088,.25,.194151,-.1867722,.1840275,.69,7.553
"value",2089,.25,.1908997,-.1796784,.1836692,.69,7.773
"value",2090,.25,.2268229,-.2062172,.1901373,.69,7.902999
"value",2091,.25,.1994327,-.1863895,.1888485,.69,8.033
"value",2092,.25,.1795863,-.1624825,.1855522,.69,8.163
"value",2093,.25,.2236478,-.2065428,.1959471,.69,8.283
"value",2094,.25,.2509747,-.2232771,.1995214,.69,8.403
"value",2095,.25,.2346113,-.2115301,.1983824,.69,8.513
"value",2096,.25,.2050209,-.1784973,.1952483,.69,8.653
"value",2097,.25,.1695764,-.1498354,.1928214,.69,8.873
"value",2098,.25,.1495457,-.135318,.1913947,.69,9.073
"value",2099,.25,.1341756,-.1250925,.1907033,.69,9.243
"value",2100,.25,.1851022,-.1485668,.196063,0,11
"value",2101,.25,.1841014,-.1442751,.1968251,0,11
"value",2102,.25,.1831006,-.1399834,.1975873,0,11
"value",2103,.25,.1820999,-.1356917,.1983494,0,11
"value",2104,.25,.1810991,-.1314,.1991116,0,11
"value",2105,.25,.1800983,-.1271083,.1998737,0,11
"value",2106,.25,.1790975,-.1228166,.2006359,0,11
"value",2107,.25,.1780967,-.1185249,.201398,0,11
"value",2108,.25,.1770959,-.1142332,.2021602,0,11
"value",2109,.25,.1760951,-.1099415,.2029223,0,11
"value",2110,.25,.1750943,-.1056498,.2036845,0,11
"value",2111,.25,.1740935,-.1013581,.2044466,0,11
"value",2112,.25,.1730928,-.0970664,.2052088,0,11
"value",2113,.25,.172092,-.0927746,.2059709,0,11
"value",2114,.25,.1710912,-.0884829,.2067331,0,11
"value",2115,.25,.1700904,-.0841912,.2074952,0,11
"value",2116,.25,.1690896,-.0798995,.2082574,0,11
"value",2117,.25,.1680888,-.0756078,.2090195,0,11
"value",2118,.25,.167088,-.0713161,.2097817,0,11
"value",2119,.25,.1660872,-.0670244,.2105438,0,11
"value",2120,.25,.1650865,-.0627327,.211306,0,11
"value",2121,.25,.1640857,-.058441,.2120681,0,11
"value",2122,.25,.1630849,-.0541493,.2128303,0,11
"value",2123,.25,.1620841,-.0498576,.2135924,0,11
"value",2124,.25,.1610833,-.0455659,.2143546,0,11
"value",2125,.25,.1600825,-.0412742,.2151167,0,11
"value",2126,.25,.1590817,-.0369825,.2158789,0,11
"value",2127,.25,.1580809,-.0326908,.2166411,0,11
"value",2128,.25,.1570801,-.028399,.2174032,0,11
"value",2129,.25,.1560794,-.0241073,.2181654,0,11
"value",2130,.25,.1550786,-.0198156,.2189275,0,11
"value",2131,.25,.1540778,-.0155239,.2196897,0,11
"value",2132,.25,.153077,-.0112322,.2204518,0,11
"value",2133,.25,.1520762,-.0069405,.221214,0,11
"value",2134,.25,.1510754,-.0026488,.2219761,0,11
"value",2135,.25,.1500746,.0016429,.2227383,0,11
"value",2136,.25,.1490738,.0059346,.2235004,0,11
"value",2137,.25,.1480731,.0102263,.2242626,0,11
"value",2138,.25,.1470723,.014518,.2250247,0,11
"value",2139,.25,.1460715,.0188097,.2257869,0,11
"value",2140,.25,.1450707,.0231014,.226549,0,11
"value",2141,.25,.1440699,.0273931,.2273112,0,11
"value",2142,.25,.1430691,.0316848,.2280733,0,11
"value",2143,.25,.1420683,.0359766,.2288355,0,11
"value",2144,.25,.1410675,.0402683,.2295976,0,11
"value",2145,.25,.1400667,.04456,.2303598,0,11
"value",2146,.25,.139066,.0488517,.2311219,0,11
"value",2147,.25,.1380652,.0531434,.2318841,0,11
"value",2148,.25,.1370644,.0574351,.2326462,0,11
"value",2149,.25,.1360636,.0617268,.2334084,0,11
"value",2150,.25,.1350628,.0660185,.2341705,0,11
"value",2151,.25,.134062,.0703102,.2349327,0,11
"value",2152,.25,.1330612,.0746019,.2356948,0,11
"value",2153,.25,.1320604,.0788936,.236457,0,11
"value",2154,.25,.1310597,.0831853,.2372191,0,11
"value",2155,.25,.1300589,.087477,.2379813,0,11
"value",2156,.25,.1290581,.0917687,.2387434,0,11
"value",2157,.25,.1280573,.0960604,.2395056,0,11
"value",2158,.25,.1270565,.1003522,.2402677,0,11
"value",2159,.25,.1260557,.1046439,.2410299,0,11
"value",2160,.25,.1250549,.1089356,.2417921,0,11
"value",2161,.25,.1240541,.1132273,.2425542,0,11
"value",2162,.25,.1230533,.117519,.2433164,0,11
"value",2163,.25,.1220526,.1218107,.2440785,0,11
"value",2164,.25,.1210518,.1261024,.2448407,0,11
"value",2165,.25,.120051,.1303941,.2456028,0,11
"value",2166,.25,.1190502,.1346858,.246365,0,11
"value",2167,.25,.1180494,.1389775,.2471271,0,11
"value",2168,.25,.1170486,.1432692,.2478893,0,11
"value",2169,.25,.1160478,.1475609,.2486514,0,11
"value",2170,.25,.115047,.1518526,.2494136,0,11
"value",2171,.25,.1140463,.1561443,.2501757,0,11
"value",2172,.25,.1130455,.160436,.2509378,0,11
"value",2173,.25,.1120447,.1647277,.2517,0,11
"value",2174,.25,.1110439,.1690195,.2524622,0,11
"value",2175,.25,.1100431,.1733112,.2532243,0,11
"value",2176,.25,.1090423,.1776029,.2539865,0,11
"value",2177,.25,.1080415,.1818946,.2547486,0,11
"value",2178,.25,.1070407,.1861863,.2555108,0,11
"value",2179,.25,.1060399,.190478,.2562729,0,11
"value",2180,.25,.1050392,.1947697,.2570351,0,11
"value",2181,.25,.1040384,.1990614,.2577972,0,11
"value",2182,.25,.1030376,.2033531,.2585594,0,11
"value",2183,.25,.1020368,.2076448,.2593215,0,11
"value",2184,.25,.101036,.2119365,.2600837,0,11
"value",2185,.25,.1000352,.2162282,.2608458,0,11
"value",2186,.25,.0990344,.2205199,.261608,0,11
"value",2187,.25,.0980336,.2248116,.2623701,0,11
"value",2188,.25,.0970329,.2291033,.2631323,0,11
"value",2189,.25,.0960321,.2333951,.2638944,0,11
"value",2190,.25,.0950313,.2376868,.2646566,0,11
"value",2191,.25,.0940305,.2419785,.2654187,0,11
"value",2192,.25,.0930297,.2462702,.2661809,0,11
"value",2193,.25,.0920289,.2505619,.266943,0,11
"value",2194,.25,.0910281,.2548536,.2677052,0,11
"value",2195,.25,.0900273,.2591453,.2684673,0,11
"value",2196,.25,.0890265,.263437,.2692295,0,11
"value",2197,.25,.0880258,.2677287,.2699916,0,11
"value",2198,.25,.087025,.2720204,.2707538,0,11
"value",2199,.25,.0860242,.2763121,.271516,0,11
"value",2200,.25,.0850234,.2806038,.2722781,0,11
"value",2201,.25,.0840226,.2848955,.2730403,0,11
"value",2202,.25,.0830218,.2891873,.2738024,0,11
"value",2203,.25,.082021,.2934789,.2745646,0,11
"value",2204,.25,.0810202,.2977706,.2753267,0,11
"value",2205,.25,.0800195,.3020624,.2760889,0,11
"value",2206,.25,.0790187,.3063541,.276851,0,11
"value",2207,.25,.0780179,.3106458,.2776132,0,11
"value",2208,.25,.0770171,.3149375,.2783753,0,11
"value",2209,.25,.0760163,.3192292,.2791375,0,11
"value",2210,.25,.0750155,.3235209,.2798996,0,11
"value",2211,.25,.0740147,.3278126,.2806618,0,11
"value",2212,.25,.0730139,.3321043,.2814239,0,11
"value",2213,.25,.0720131,.336396,.2821861,0,11
"value",2214,.25,.0710124,.3406877,.2829482,0,11
"value",2215,.25,.0700116,.3449794,.2837104,0,11
"value",2216,.25,.0690108,.3492711,.2844725,0,11
"value",2217,.25,.06801,.3535628,.2852347,0,11
"value",2218,.25,.0670092,.3578545,.2859968,0,11
"value",2219,.25,.0660084,.3621463,.286759,0,11
"value",2220,.25,.0650076,.366438,.2875211,0,11
"value",2221,.25,.0640068,.3707297,.2882833,0,11
"value",2222,.25,.0630061,.3750214,.2890454,0,11
"value",2223,.25,.0620053,.3793131,.2898076,0,11
"value",2224,.25,.0610045,.3836048,.2905698,0,11
"value",2225,.25,.0600037,.3878965,.2913319,0,11
"value",2226,.25,.0590029,.3921882,.2920941,0,11
"value",2227,.25,.0580021,.3964799,.2928562,0,11
"value",2228,.25,.0570013,.4007716,.2936184,0,11
"value",2229,.25,.0560005,.4050633,.2943805,0,11
"value",2230,.25,.0549997,.409355,.2951427,0,11
"value",2231,.25,.053999,.4136467,.2959048,0,11
"value",2232,.25,.0529982,.4179384,.2966669,0,11
"value",2233,.25,.0519974,.4222302,.2974291,0,11
"value",2234,.25,.0509966,.4265218,.2981912,0,11
"value",2235,.25,.0499958,.4308136,.2989534,0,11
"value",2236,.25,.048995,.4351053,.2997155,0,11
"value",2237,.25,.0479942,.439397,.3004777,0,11
"value",2238,.25,.0469934,.4436887,.3012398,0,11
"value",2239,.25,.0459927,.4479804,.302002,0,11
"value",2240,.25,.0449919,.4522721,.3027642,0,11
"value",2241,.25,.0439911,.4565638,.3035263,0,11
"value",2242,.25,.0429903,.4608555,.3042885,0,11
"value",2243,.25,.0419895,.4651472,.3050506,0,11
"value",2244,.25,.0409887,.4694389,.3058128,0,11
"value",2245,.25,.0399879,.4737306,.3065749,0,11
"value",2246,.25,.0389871,.4780223,.3073371,0,11
"value",2247,.25,.0379863,.482314,.3080992,0,11
"value",2248,.25,.0369856,.4866057,.3088614,0,11
"value",2249,.25,.0359848,.4908974,.3096235,0,11
"value",2250,.25,.034984,.4951892,.3103857,0,11
"value",2251,.25,.0339832,.4994809,.3111478,0,11
"value",2252,.25,.0329824,.5037726,.31191,0,11
"value",2253,.25,.0319816,.5080643,.3126721,0,11
"value",2254,.25,.0309808,.512356,.3134343,0,11
"value",2255,.25,.02998,.5166477,.3141964,0,11
"value",2256,.25,.0289792,.5209394,.3149586,0,11
"value",2257,.25,.0279785,.5252311,.3157207,0,11
"value",2258,.25,.0269777,.5295228,.3164829,0,11
"value",2259,.25,.0259769,.5338145,.317245,0,11
"value",2260,.25,.0249761,.5381062,.3180072,0,11
"value",2261,.25,.0239753,.5423979,.3187693,0,11
"value",2262,.25,.0229745,.5466896,.3195315,0,11
"value",2263,.25,.0219737,.5509813,.3202936,0,11
"value",2264,.25,.0209729,.5552731,.3210558,0,11
"value",2265,.25,.0199722,.5595648,.321818,0,11
"value",2266,.25,.0189714,.5638565,.3225801,0,11
"value",2267,.25,.0179706,.5681482,.3233423,0,11
"value",2268,.25,.0169698,.5724398,.3241044,0,11
"value",2269,.25,.015969,.5767316,.3248666,0,11
"value",2270,.25,.0149682,.5810233,.3256287,0,11
"value",2271,.25,.0139674,.585315,.3263909,0,11
"value",2272,.25,.0129666,.5896067,.327153,0,11
"value",2273,.25,.0119658,.5938984,.3279152,0,11
"value",2274,.25,.0109651,.5981901,.3286773,0,11
"value",2275,.25,.0099643,.6024818,.3294395,0,11
"value",2276,.25,.0089635,.6067735,.3302016,0,11
"value",2277,.25,.0079627,.6110652,.3309638,0,11
"value",2278,.25,.0069619,.6153569,.3317259,0,11
"value",2279,.25,.0059611,.6196486,.3324881,0,11
"value",2280,.25,.0049603,.6239403,.3332502,0,11
"value",2281,.25,.0039595,.6282321,.3340124,0,11
"value",2282,.25,.0029588,.6325238,.3347745,0,11
"value",2283,.25,.001958,.6368155,.3355367,0,11
"value",2284,.25,.0009572,.6411072,.3362988,0,11
"value",2285,.25,-.0000436,.6453989,.337061,0,11
"value",2286,.25,-.0010444,.6496906,.3378231,0,11
"value",2287,.25,-.0020452,.6539823,.3385853,0,11
"value",2288,.25,-.003046,.658274,.3393474,0,11
"value",2289,.25,-.0040468,.6625657,.3401096,0,11
"value",2290,.25,-.0050476,.6668574,.3408718,0,11
"value",2291,.25,-.0060483,.6711491,.3416339,0,11
"value",2292,.25,-.0070491,.6754408,.3423961,0,11
"value",2293,.25,-.0080499,.6797326,.3431582,0,11
"value",2294,.25,-.0090507,.6840242,.3439204,0,11
"value",2295,.25,-.0100515,.6883159,.3446825,0,11
"value",2296,.25,-.0110523,.6926076,.3454446,0,11
"value",2297,.25,-.0120531,.6968994,.3462068,0,11
"value",2298,.25,-.0130539,.7011911,.3469689,0,11
"value",2299,.25,-.0140546,.7054828,.3477311,0,11
"value",2300,.25,-.0150554,.7097745,.3484932,0,11
"value",2015,.3,-.0065176,-.0815213,.0845213,.0913345,.4047082
"value",2016,.3,-.0111902,-.007363,-.1085691,.1043945,.452688
"value",2017,.3,-.0308368,.1478092,-.4018672,.1150177,.4898569
"value",2018,.3,-.0257137,.1168125,-.3581669,.1313385,.5439752
"value",2019,.3,-.0287076,.1270374,-.3580189,.1356659,.5908411
"value",2020,.3,-.0123215,.0221746,-.1902732,.1499573,.6357951
"value",2021,.3,.0231136,-.1820706,.1164913,.1627564,.6857845
"value",2022,.3,.0287396,-.1682364,.0853465,.185022,.7193935
"value",2023,.3,.035297,-.1710161,.0926333,.2035401,.7588283
"value",2024,.3,.0407275,-.1663624,.0954767,.2167926,.8046947
"value",2025,.3,.0495032,-.2074431,.1502772,.2303988,.8440318
"value",2026,.3,.0335323,-.1351523,.0668514,.25,.8832209
"value",2027,.3,.0290958,-.1034612,.0355215,.27,.9260995
"value",2028,.3,.0240915,-.0829043,.0280299,.2737382,.983
"value",2029,.3,.0455512,-.1685156,.0981768,.2793244,1.043
"value",2030,.3,.0700114,-.240429,.143383,.296344,1.103
"value",2031,.3,.0641385,-.2137562,.1434332,.3052537,1.173
"value",2032,.3,.0617693,-.1838916,.120669,.3230438,1.233
"value",2033,.3,.0753353,-.2378144,.1597114,.34,1.303
"value",2034,.3,.0395828,-.1217062,.0779407,.3436951,1.363
"value",2035,.3,.0144859,-.0593505,.0532779,.3410126,1.443
"value",2036,.3,.0105164,-.0644227,.0609603,.3475724,1.513
"value",2037,.3,.0218261,-.0995636,.0831359,.3653474,1.593
"value",2038,.3,.0057752,-.0479659,.058274,.3843217,1.663
"value",2039,.3,.0099899,-.0358951,.0522608,.4037126,1.733
"value",2040,.3,.0515477,-.1111088,.0831225,.4052308,1.813
"value",2041,.3,.0675424,-.1324747,.0900371,.4187425,1.893
"value",2042,.3,.0582396,-.0969103,.0809608,.4325287,1.983
"value",2043,.3,.1360628,-.2330426,.1400923,.46,2.073
"value",2044,.3,.1288618,-.2181347,.1373132,.47,2.173
"value",2045,.3,.1065866,-.1646095,.1178342,.48,2.273
"value",2046,.3,.1355647,-.2151945,.1440253,.49,2.353
"value",2047,.3,.1214933,-.1905998,.1375365,.5,2.443
"value",2048,.3,.0868676,-.1340337,.118708,.51,2.533
"value",2049,.3,.0587875,-.0892363,.1074841,.52,2.623
"value",2050,.3,.0824779,-.1253917,.1225156,.53,2.703
"value",2051,.3,.1042278,-.14651,.1329336,.54,2.783
"value",2052,.3,.1503727,-.1952671,.1436644,.55,2.863
"value",2053,.3,.1644874,-.1996086,.1463631,.56,2.983
"value",2054,.3,.2140487,-.2540094,.1622938,.57,3.083
"value",2055,.3,.1544582,-.1742048,.1421899,.58,3.173
"value",2056,.3,.1294766,-.1485719,.137433,.59,3.273
"value",2057,.3,.1511167,-.1767561,.1488732,.59,3.373
"value",2058,.3,.1075567,-.1239897,.1368115,.6,3.463
"value",2059,.3,.1069083,-.1184297,.1376456,.61,3.583
"value",2060,.3,.1421947,-.1447604,.1428344,.61,3.713
"value",2061,.3,.1361187,-.1356335,.1434133,.62,3.803
"value",2062,.3,.1363353,-.1175313,.1383968,.63,3.903
"value",2063,.3,.1941832,-.1748861,.1504917,.63,3.993
"value",2064,.3,.1866151,-.1569814,.1465585,.64,4.123
"value",2065,.3,.2171309,-.1844178,.1541681,.64,4.263
"value",2066,.3,.2826139,-.2414147,.1666646,.65,4.423
"value",2067,.3,.2702511,-.2238034,.1630766,.65,4.603
"value",2068,.3,.2188309,-.1663224,.1518837,.66,4.753
"value",2069,.3,.2052899,-.1701884,.1581258,.66,4.863
"value",2070,.3,.2033793,-.1718628,.1613829,.66,4.983
"value",2071,.3,.1691827,-.1326623,.1517941,.67,5.093
"value",2072,.3,.1471462,-.1108725,.1485638,.67,5.203
"value",2073,.3,.1691324,-.129113,.154857,.67,5.313
"value",2074,.3,.1625763,-.1221011,.1558556,.67,5.423
"value",2075,.3,.1694605,-.1253454,.1591812,.68,5.553
"value",2076,.3,.1889013,-.128016,.1604016,.68,5.703
"value",2077,.3,.18878,-.1300978,.1654814,.68,5.863
"value",2078,.3,.1774162,-.1211109,.1677035,.68,6.043
"value",2079,.3,.1391698,-.085038,.16237,.68,6.243
"value",2080,.3,.1687561,-.116014,.1690478,.68,6.403
"value",2081,.3,.1842691,-.1324945,.1752828,.68,6.573
"value",2082,.3,.2059953,-.1519647,.1811607,.68,6.723
"value",2083,.3,.238102,-.1988935,.1924585,.68,6.883
"value",2084,.3,.2649375,-.2104242,.1962502,.68,7.033
"value",2085,.3,.2448159,-.200239,.1964425,.68,7.183
"value",2086,.3,.2501555,-.2074533,.1978658,.68,7.303
"value",2087,.3,.2684375,-.2201862,.2015363,.68,7.433
"value",2088,.3,.278915,-.2159709,.2013222,.69,7.553
"value",2089,.3,.2666925,-.206286,.2006283,.69,7.773
"value",2090,.3,.2922425,-.2156399,.2044697,.69,7.902999
"value",2091,.3,.2830582,-.2122697,.2057486,.69,8.033
"value",2092,.3,.2700948,-.2002699,.2044909,.69,8.163
"value",2093,.3,.2772026,-.2083917,.2083706,.69,8.283
"value",2094,.3,.3172162,-.2364233,.2144022,.69,8.403
"value",2095,.3,.2950594,-.2191048,.2122465,.69,8.513
"value",2096,.3,.2607556,-.183761,.208543,.69,8.653
"value",2097,.3,.2547372,-.1789436,.2104484,.69,8.873
"value",2098,.3,.2149014,-.1439155,.2041947,.69,9.073
"value",2099,.3,.1909906,-.1285589,.2028131,.69,9.243
"value",2100,.3,.2638824,-.1728211,.2125415,0,11
"value",2101,.3,.2636211,-.1690819,.2133436,0,11
"value",2102,.3,.2633597,-.1653428,.2141457,0,11
"value",2103,.3,.2630984,-.1616037,.2149477,0,11
"value",2104,.3,.262837,-.1578646,.2157498,0,11
"value",2105,.3,.2625757,-.1541255,.2165519,0,11
"value",2106,.3,.2623143,-.1503863,.2173539,0,11
"value",2107,.3,.262053,-.1466472,.218156,0,11
"value",2108,.3,.2617916,-.1429081,.218958,0,11
"value",2109,.3,.2615303,-.139169,.2197601,0,11
"value",2110,.3,.2612689,-.1354299,.2205622,0,11
"value",2111,.3,.2610076,-.1316908,.2213642,0,11
"value",2112,.3,.2607462,-.1279517,.2221663,0,11
"value",2113,.3,.2604849,-.1242125,.2229684,0,11
"value",2114,.3,.2602235,-.1204734,.2237704,0,11
"value",2115,.3,.2599622,-.1167343,.2245725,0,11
"value",2116,.3,.2597008,-.1129952,.2253745,0,11
"value",2117,.3,.2594395,-.1092561,.2261766,0,11
"value",2118,.3,.2591781,-.105517,.2269787,0,11
"value",2119,.3,.2589168,-.1017778,.2277807,0,11
"value",2120,.3,.2586554,-.0980387,.2285828,0,11
"value",2121,.3,.2583941,-.0942996,.2293848,0,11
"value",2122,.3,.2581327,-.0905605,.2301869,0,11
"value",2123,.3,.2578714,-.0868214,.230989,0,11
"value",2124,.3,.25761,-.0830823,.231791,0,11
"value",2125,.3,.2573487,-.0793431,.2325931,0,11
"value",2126,.3,.2570873,-.075604,.2333952,0,11
"value",2127,.3,.256826,-.0718649,.2341972,0,11
"value",2128,.3,.2565646,-.0681258,.2349993,0,11
"value",2129,.3,.2563033,-.0643867,.2358013,0,11
"value",2130,.3,.2560419,-.0606475,.2366034,0,11
"value",2131,.3,.2557805,-.0569084,.2374055,0,11
