var_type,year,pctile,cons,beta1,beta2,anomalymin,anomalymax
"value",2190,.1,-.3056836,.3453086,.1353706,0,11
"value",2191,.1,-.3104271,.3522047,.1351095,0,11
"value",2192,.1,-.3151705,.3591008,.1348484,0,11
"value",2193,.1,-.319914,.3659968,.1345874,0,11
"value",2194,.1,-.3246574,.3728929,.1343263,0,11
"value",2195,.1,-.3294009,.379789,.1340652,0,11
"value",2196,.1,-.3341444,.386685,.1338041,0,11
"value",2197,.1,-.3388878,.3935811,.1335431,0,11
"value",2198,.1,-.3436313,.4004772,.133282,0,11
"value",2199,.1,-.3483747,.4073732,.1330209,0,11
"value",2200,.1,-.3531182,.4142693,.1327599,0,11
"value",2201,.1,-.3578616,.4211654,.1324988,0,11
"value",2202,.1,-.3626051,.4280615,.1322377,0,11
"value",2203,.1,-.3673485,.4349576,.1319766,0,11
"value",2204,.1,-.372092,.4418536,.1317156,0,11
"value",2205,.1,-.3768354,.4487497,.1314545,0,11
"value",2206,.1,-.3815789,.4556458,.1311934,0,11
"value",2207,.1,-.3863223,.4625418,.1309324,0,11
"value",2208,.1,-.3910658,.4694379,.1306713,0,11
"value",2209,.1,-.3958093,.476334,.1304102,0,11
"value",2210,.1,-.4005527,.4832301,.1301492,0,11
"value",2211,.1,-.4052962,.4901261,.1298881,0,11
"value",2212,.1,-.4100396,.4970222,.129627,0,11
"value",2213,.1,-.4147831,.5039183,.1293659,0,11
"value",2214,.1,-.4195265,.5108144,.1291049,0,11
"value",2215,.1,-.42427,.5177104,.1288438,0,11
"value",2216,.1,-.4290134,.5246065,.1285827,0,11
"value",2217,.1,-.4337569,.5315026,.1283217,0,11
"value",2218,.1,-.4385003,.5383986,.1280606,0,11
"value",2219,.1,-.4432438,.5452947,.1277995,0,11
"value",2220,.1,-.4479873,.5521908,.1275384,0,11
"value",2221,.1,-.4527307,.5590869,.1272774,0,11
"value",2222,.1,-.4574742,.5659829,.1270163,0,11
"value",2223,.1,-.4622176,.572879,.1267552,0,11
"value",2224,.1,-.4669611,.5797751,.1264942,0,11
"value",2225,.1,-.4717045,.5866712,.1262331,0,11
"value",2226,.1,-.476448,.5935673,.125972,0,11
"value",2227,.1,-.4811914,.6004633,.1257109,0,11
"value",2228,.1,-.4859349,.6073594,.1254499,0,11
"value",2229,.1,-.4906783,.6142554,.1251888,0,11
"value",2230,.1,-.4954218,.6211515,.1249277,0,11
"value",2231,.1,-.5001653,.6280476,.1246667,0,11
"value",2232,.1,-.5049087,.6349437,.1244056,0,11
"value",2233,.1,-.5096521,.6418397,.1241445,0,11
"value",2234,.1,-.5143956,.6487358,.1238834,0,11
"value",2235,.1,-.5191391,.6556319,.1236224,0,11
"value",2236,.1,-.5238825,.662528,.1233613,0,11
"value",2237,.1,-.528626,.6694241,.1231002,0,11
"value",2238,.1,-.5333694,.6763201,.1228392,0,11
"value",2239,.1,-.5381129,.6832162,.1225781,0,11
"value",2240,.1,-.5428563,.6901122,.122317,0,11
"value",2241,.1,-.5475998,.6970083,.1220559,0,11
"value",2242,.1,-.5523432,.7039044,.1217949,0,11
"value",2243,.1,-.5570867,.7108005,.1215338,0,11
"value",2244,.1,-.5618302,.7176965,.1212727,0,11
"value",2245,.1,-.5665736,.7245926,.1210117,0,11
"value",2246,.1,-.5713171,.7314887,.1207506,0,11
"value",2247,.1,-.5760605,.7383848,.1204895,0,11
"value",2248,.1,-.580804,.7452809,.1202285,0,11
"value",2249,.1,-.5855474,.7521769,.1199674,0,11
"value",2250,.1,-.5902909,.759073,.1197063,0,11
"value",2251,.1,-.5950344,.765969,.1194452,0,11
"value",2252,.1,-.5997778,.7728651,.1191842,0,11
"value",2253,.1,-.6045213,.7797612,.1189231,0,11
"value",2254,.1,-.6092647,.7866573,.118662,0,11
"value",2255,.1,-.6140081,.7935534,.118401,0,11
"value",2256,.1,-.6187516,.8004494,.1181399,0,11
"value",2257,.1,-.623495,.8073455,.1178788,0,11
"value",2258,.1,-.6282385,.8142416,.1176177,0,11
"value",2259,.1,-.632982,.8211377,.1173567,0,11
"value",2260,.1,-.6377254,.8280337,.1170956,0,11
"value",2261,.1,-.6424689,.8349298,.1168345,0,11
"value",2262,.1,-.6472123,.8418258,.1165735,0,11
"value",2263,.1,-.6519558,.8487219,.1163124,0,11
"value",2264,.1,-.6566992,.855618,.1160513,0,11
"value",2265,.1,-.6614427,.8625141,.1157902,0,11
"value",2266,.1,-.6661862,.8694102,.1155292,0,11
"value",2267,.1,-.6709296,.8763062,.1152681,0,11
"value",2268,.1,-.6756731,.8832023,.115007,0,11
"value",2269,.1,-.6804165,.8900984,.114746,0,11
"value",2270,.1,-.68516,.8969945,.1144849,0,11
"value",2271,.1,-.6899034,.9038906,.1142238,0,11
"value",2272,.1,-.6946469,.9107866,.1139627,0,11
"value",2273,.1,-.6993904,.9176826,.1137017,0,11
"value",2274,.1,-.7041338,.9245787,.1134406,0,11
"value",2275,.1,-.7088773,.9314748,.1131795,0,11
"value",2276,.1,-.7136207,.9383709,.1129185,0,11
"value",2277,.1,-.7183642,.945267,.1126574,0,11
"value",2278,.1,-.7231076,.952163,.1123963,0,11
"value",2279,.1,-.727851,.9590591,.1121353,0,11
"value",2280,.1,-.7325945,.9659552,.1118742,0,11
"value",2281,.1,-.7373379,.9728513,.1116131,0,11
"value",2282,.1,-.7420814,.9797473,.111352,0,11
"value",2283,.1,-.7468249,.9866434,.111091,0,11
"value",2284,.1,-.7515683,.9935395,.1108299,0,11
"value",2285,.1,-.7563118,1.000436,.1105688,0,11
"value",2286,.1,-.7610552,1.007332,.1103078,0,11
"value",2287,.1,-.7657987,1.014228,.1100467,0,11
"value",2288,.1,-.7705421,1.021124,.1097856,0,11
"value",2289,.1,-.7752856,1.02802,.1095245,0,11
"value",2290,.1,-.7800291,1.034916,.1092635,0,11
"value",2291,.1,-.7847725,1.041812,.1090024,0,11
"value",2292,.1,-.789516,1.048708,.1087413,0,11
"value",2293,.1,-.7942594,1.055604,.1084803,0,11
"value",2294,.1,-.7990029,1.0625,.1082192,0,11
"value",2295,.1,-.8037463,1.069396,.1079581,0,11
"value",2296,.1,-.8084898,1.076292,.107697,0,11
"value",2297,.1,-.8132333,1.083188,.107436,0,11
"value",2298,.1,-.8179767,1.090085,.1071749,0,11
"value",2299,.1,-.8227202,1.096981,.1069138,0,11
"value",2300,.1,-.8274636,1.103877,.1066528,0,11
"value",2015,.15,-.0379419,-.0248689,-.1245886,.0913345,.4047082
"value",2016,.15,-.0360196,.0354234,-.3520971,.1043945,.452688
"value",2017,.15,-.0552427,.1556948,-.5344139,.1150177,.4898569
"value",2018,.15,-.0378004,.0386498,-.3759373,.1313385,.5439752
"value",2019,.15,-.0516025,.1065371,-.4563483,.1356659,.5908411
"value",2020,.15,-.02023,-.1050328,-.1408423,.1499573,.6357951
"value",2021,.15,-.0171837,-.1330448,-.0479216,.1627564,.6857845
"value",2022,.15,-.0085718,-.1547968,-.0228445,.185022,.7193935
"value",2023,.15,-.0001648,-.1621601,-.018512,.2035401,.7588283
"value",2024,.15,.0360523,-.2890356,.1189988,.2167926,.8046947
"value",2025,.15,.0426843,-.3190213,.1644756,.2303988,.8440318
"value",2026,.15,.0410674,-.3318281,.1662842,.25,.8832209
"value",2027,.15,.0350285,-.284472,.1061091,.27,.9260995
"value",2028,.15,.0214577,-.2136735,.0457861,.2737382,.983
"value",2029,.15,.0731486,-.4131705,.2072844,.2793244,1.043
"value",2030,.15,.1015462,-.4924676,.2478646,.296344,1.103
"value",2031,.15,.1027358,-.4725731,.2404536,.3052537,1.173
"value",2032,.15,.1027326,-.4435678,.2138416,.3230438,1.233
"value",2033,.15,.0927948,-.4397014,.2192748,.34,1.303
"value",2034,.15,.0374766,-.2738181,.108338,.3436951,1.363
"value",2035,.15,.0121466,-.2132541,.0844726,.3410126,1.443
"value",2036,.15,.0027963,-.1977545,.0756897,.3475724,1.513
"value",2037,.15,.0318937,-.276423,.1208482,.3653474,1.593
"value",2038,.15,.016682,-.2392473,.1034773,.3843217,1.663
"value",2039,.15,.013021,-.1983314,.0730095,.4037126,1.733
"value",2040,.15,.0306379,-.217246,.0737202,.4052308,1.813
"value",2041,.15,.0425279,-.2384735,.0852492,.4187425,1.893
"value",2042,.15,.0342783,-.2081812,.0805109,.4325287,1.983
"value",2043,.15,.1470028,-.3962547,.1598179,.46,2.073
"value",2044,.15,.143545,-.3896125,.1621332,.47,2.173
"value",2045,.15,.1165259,-.3416851,.1492965,.48,2.273
"value",2046,.15,.133936,-.3623106,.158069,.49,2.353
"value",2047,.15,.1147843,-.3329642,.1458057,.5,2.443
"value",2048,.15,.0580031,-.2548712,.1241304,.51,2.533
"value",2049,.15,.0035725,-.1672404,.0952157,.52,2.623
"value",2050,.15,.0424429,-.2344668,.1244011,.53,2.703
"value",2051,.15,.0522814,-.2377358,.1277686,.54,2.783
"value",2052,.15,.0655901,-.2387841,.1222863,.55,2.863
"value",2053,.15,.1262988,-.3050628,.1419447,.56,2.983
"value",2054,.15,.1808844,-.3682787,.1606827,.57,3.083
"value",2055,.15,.1416435,-.3112016,.1461606,.58,3.173
"value",2056,.15,.119507,-.2916015,.1415874,.59,3.273
"value",2057,.15,.1341257,-.3070745,.1475468,.59,3.373
"value",2058,.15,.1244021,-.296523,.146461,.6,3.463
"value",2059,.15,.1122666,-.2758528,.1425611,.61,3.583
"value",2060,.15,.1424673,-.2877765,.1411593,.61,3.713
"value",2061,.15,.1381557,-.2735765,.1378041,.62,3.803
"value",2062,.15,.1377959,-.2652279,.1365972,.63,3.903
"value",2063,.15,.1821558,-.3124926,.1463997,.63,3.993
"value",2064,.15,.1881279,-.3100422,.1444037,.64,4.123
"value",2065,.15,.2005877,-.3276995,.1527428,.64,4.263
"value",2066,.15,.2631002,-.382424,.1650065,.65,4.423
"value",2067,.15,.2386938,-.3518933,.1594236,.65,4.603
"value",2068,.15,.200409,-.3120755,.1518712,.66,4.753
"value",2069,.15,.1681404,-.2936257,.1506904,.66,4.863
"value",2070,.15,.1377831,-.2688241,.1476333,.66,4.983
"value",2071,.15,.0919027,-.2347525,.1418563,.67,5.093
"value",2072,.15,.0674256,-.213466,.1385702,.67,5.203
"value",2073,.15,.0665534,-.2005058,.1363229,.67,5.313
"value",2074,.15,.1040073,-.2261078,.1411781,.67,5.423
"value",2075,.15,.1253112,-.2470758,.1484236,.68,5.553
"value",2076,.15,.1489556,-.2449889,.1463301,.68,5.703
"value",2077,.15,.1415079,-.2360884,.1459082,.68,5.863
"value",2078,.15,.1190352,-.218921,.144478,.68,6.043
"value",2079,.15,.081549,-.1957399,.143088,.68,6.243
"value",2080,.15,.0848455,-.1970095,.1432869,.68,6.403
"value",2081,.15,.0776537,-.1943547,.1469196,.68,6.573
"value",2082,.15,.0915349,-.1949441,.1474424,.68,6.723
"value",2083,.15,.0939196,-.2087972,.1498266,.68,6.883
"value",2084,.15,.136204,-.2384934,.157151,.68,7.033
"value",2085,.15,.1174567,-.2258039,.1555526,.68,7.183
"value",2086,.15,.1247472,-.2357289,.1571145,.68,7.303
"value",2087,.15,.1669244,-.2884521,.1718861,.68,7.433
"value",2088,.15,.1319151,-.2380527,.1631906,.69,7.553
"value",2089,.15,.1273012,-.2275667,.1612741,.69,7.773
"value",2090,.15,.1631628,-.2570135,.1691008,.69,7.902999
"value",2091,.15,.1716176,-.2715914,.1740764,.69,8.033
"value",2092,.15,.1583357,-.2533747,.1703576,.69,8.163
"value",2093,.15,.212466,-.3122126,.182659,.69,8.283
"value",2094,.15,.2106322,-.3055716,.1820881,.69,8.403
"value",2095,.15,.1826079,-.2781719,.1766588,.69,8.513
"value",2096,.15,.1576843,-.2529664,.1747318,.69,8.653
"value",2097,.15,.1026009,-.2056123,.1704935,.69,8.873
"value",2098,.15,.0457729,-.1484431,.1607358,.69,9.073
"value",2099,.15,.0367844,-.1447816,.1622959,.69,9.243
"value",2100,.15,.113784,-.1977606,.1713656,0,11
"value",2101,.15,.1103683,-.1918232,.1716132,0,11
"value",2102,.15,.1069526,-.1858858,.1718608,0,11
"value",2103,.15,.1035369,-.1799485,.1721084,0,11
"value",2104,.15,.1001212,-.1740111,.1723559,0,11
"value",2105,.15,.0967055,-.1680738,.1726035,0,11
"value",2106,.15,.0932899,-.1621364,.1728511,0,11
"value",2107,.15,.0898742,-.1561991,.1730987,0,11
"value",2108,.15,.0864585,-.1502617,.1733463,0,11
"value",2109,.15,.0830428,-.1443243,.1735939,0,11
"value",2110,.15,.0796271,-.138387,.1738415,0,11
"value",2111,.15,.0762114,-.1324496,.1740891,0,11
"value",2112,.15,.0727957,-.1265123,.1743367,0,11
"value",2113,.15,.06938,-.1205749,.1745843,0,11
"value",2114,.15,.0659643,-.1146376,.1748319,0,11
"value",2115,.15,.0625486,-.1087002,.1750795,0,11
"value",2116,.15,.0591329,-.1027629,.1753271,0,11
"value",2117,.15,.0557173,-.0968255,.1755747,0,11
"value",2118,.15,.0523016,-.0908881,.1758223,0,11
"value",2119,.15,.0488859,-.0849508,.1760699,0,11
"value",2120,.15,.0454702,-.0790134,.1763175,0,11
"value",2121,.15,.0420545,-.0730761,.1765651,0,11
"value",2122,.15,.0386388,-.0671387,.1768126,0,11
"value",2123,.15,.0352231,-.0612014,.1770602,0,11
"value",2124,.15,.0318074,-.055264,.1773078,0,11
"value",2125,.15,.0283917,-.0493266,.1775554,0,11
"value",2126,.15,.024976,-.0433893,.177803,0,11
"value",2127,.15,.0215604,-.0374519,.1780506,0,11
"value",2128,.15,.0181447,-.0315146,.1782982,0,11
"value",2129,.15,.014729,-.0255772,.1785458,0,11
"value",2130,.15,.0113133,-.0196399,.1787934,0,11
"value",2131,.15,.0078976,-.0137025,.179041,0,11
"value",2132,.15,.0044819,-.0077652,.1792886,0,11
"value",2133,.15,.0010662,-.0018278,.1795362,0,11
"value",2134,.15,-.0023495,.0041096,.1797838,0,11
"value",2135,.15,-.0057652,.0100469,.1800314,0,11
"value",2136,.15,-.0091809,.0159843,.180279,0,11
"value",2137,.15,-.0125966,.0219216,.1805266,0,11
"value",2138,.15,-.0160122,.027859,.1807742,0,11
"value",2139,.15,-.0194279,.0337963,.1810217,0,11
"value",2140,.15,-.0228436,.0397337,.1812693,0,11
"value",2141,.15,-.0262593,.045671,.1815169,0,11
"value",2142,.15,-.029675,.0516084,.1817645,0,11
"value",2143,.15,-.0330907,.0575458,.1820121,0,11
"value",2144,.15,-.0365064,.0634831,.1822597,0,11
"value",2145,.15,-.0399221,.0694205,.1825073,0,11
"value",2146,.15,-.0433378,.0753578,.1827549,0,11
"value",2147,.15,-.0467535,.0812952,.1830025,0,11
"value",2148,.15,-.0501692,.0872325,.1832501,0,11
"value",2149,.15,-.0535849,.0931699,.1834977,0,11
"value",2150,.15,-.0570005,.0991073,.1837453,0,11
"value",2151,.15,-.0604162,.1050446,.1839929,0,11
"value",2152,.15,-.0638319,.110982,.1842405,0,11
"value",2153,.15,-.0672476,.1169193,.1844881,0,11
"value",2154,.15,-.0706633,.1228567,.1847357,0,11
"value",2155,.15,-.074079,.128794,.1849832,0,11
"value",2156,.15,-.0774947,.1347314,.1852308,0,11
"value",2157,.15,-.0809104,.1406687,.1854784,0,11
"value",2158,.15,-.0843261,.1466061,.185726,0,11
"value",2159,.15,-.0877418,.1525435,.1859736,0,11
"value",2160,.15,-.0911575,.1584808,.1862212,0,11
"value",2161,.15,-.0945731,.1644182,.1864688,0,11
"value",2162,.15,-.0979888,.1703555,.1867164,0,11
"value",2163,.15,-.1014045,.1762929,.186964,0,11
"value",2164,.15,-.1048202,.1822302,.1872116,0,11
"value",2165,.15,-.1082359,.1881676,.1874592,0,11
"value",2166,.15,-.1116516,.194105,.1877068,0,11
"value",2167,.15,-.1150673,.2000423,.1879544,0,11
"value",2168,.15,-.118483,.2059797,.188202,0,11
"value",2169,.15,-.1218987,.211917,.1884496,0,11
"value",2170,.15,-.1253144,.2178544,.1886972,0,11
"value",2171,.15,-.12873,.2237917,.1889448,0,11
"value",2172,.15,-.1321457,.2297291,.1891923,0,11
"value",2173,.15,-.1355614,.2356665,.1894399,0,11
"value",2174,.15,-.1389771,.2416038,.1896875,0,11
"value",2175,.15,-.1423928,.2475412,.1899351,0,11
"value",2176,.15,-.1458085,.2534785,.1901827,0,11
"value",2177,.15,-.1492242,.2594159,.1904303,0,11
"value",2178,.15,-.1526399,.2653532,.1906779,0,11
"value",2179,.15,-.1560556,.2712906,.1909255,0,11
"value",2180,.15,-.1594713,.2772279,.1911731,0,11
"value",2181,.15,-.162887,.2831653,.1914207,0,11
"value",2182,.15,-.1663027,.2891026,.1916683,0,11
"value",2183,.15,-.1697183,.29504,.1919159,0,11
"value",2184,.15,-.173134,.3009774,.1921635,0,11
"value",2185,.15,-.1765497,.3069147,.1924111,0,11
"value",2186,.15,-.1799654,.3128521,.1926587,0,11
"value",2187,.15,-.1833811,.3187894,.1929063,0,11
"value",2188,.15,-.1867968,.3247268,.1931539,0,11
"value",2189,.15,-.1902125,.3306642,.1934014,0,11
"value",2190,.15,-.1936282,.3366015,.193649,0,11
"value",2191,.15,-.1970439,.3425389,.1938966,0,11
"value",2192,.15,-.2004596,.3484762,.1941442,0,11
"value",2193,.15,-.2038752,.3544136,.1943918,0,11
"value",2194,.15,-.2072909,.3603509,.1946394,0,11
"value",2195,.15,-.2107066,.3662883,.194887,0,11
"value",2196,.15,-.2141223,.3722256,.1951346,0,11
"value",2197,.15,-.217538,.378163,.1953822,0,11
"value",2198,.15,-.2209537,.3841003,.1956298,0,11
"value",2199,.15,-.2243694,.3900377,.1958774,0,11
"value",2200,.15,-.2277851,.3959751,.196125,0,11
"value",2201,.15,-.2312008,.4019124,.1963726,0,11
"value",2202,.15,-.2346165,.4078498,.1966202,0,11
"value",2203,.15,-.2380322,.4137871,.1968678,0,11
"value",2204,.15,-.2414479,.4197245,.1971154,0,11
"value",2205,.15,-.2448635,.4256618,.1973629,0,11
"value",2206,.15,-.2482792,.4315992,.1976105,0,11
"value",2207,.15,-.2516949,.4375366,.1978581,0,11
"value",2208,.15,-.2551106,.4434739,.1981057,0,11
"value",2209,.15,-.2585263,.4494113,.1983533,0,11
"value",2210,.15,-.261942,.4553486,.1986009,0,11
"value",2211,.15,-.2653577,.461286,.1988485,0,11
"value",2212,.15,-.2687734,.4672233,.1990961,0,11
"value",2213,.15,-.2721891,.4731607,.1993437,0,11
"value",2214,.15,-.2756048,.4790981,.1995913,0,11
"value",2215,.15,-.2790205,.4850354,.1998389,0,11
"value",2216,.15,-.2824361,.4909728,.2000865,0,11
"value",2217,.15,-.2858518,.4969101,.2003341,0,11
"value",2218,.15,-.2892675,.5028475,.2005817,0,11
"value",2219,.15,-.2926832,.5087848,.2008293,0,11
"value",2220,.15,-.2960989,.5147222,.2010769,0,11
"value",2221,.15,-.2995146,.5206596,.2013245,0,11
"value",2222,.15,-.3029303,.5265969,.201572,0,11
"value",2223,.15,-.306346,.5325342,.2018196,0,11
"value",2224,.15,-.3097617,.5384716,.2020672,0,11
"value",2225,.15,-.3131773,.544409,.2023148,0,11
"value",2226,.15,-.3165931,.5503463,.2025624,0,11
"value",2227,.15,-.3200088,.5562837,.20281,0,11
"value",2228,.15,-.3234244,.5622211,.2030576,0,11
"value",2229,.15,-.3268401,.5681584,.2033052,0,11
"value",2230,.15,-.3302558,.5740957,.2035528,0,11
"value",2231,.15,-.3336715,.5800331,.2038004,0,11
"value",2232,.15,-.3370872,.5859705,.204048,0,11
"value",2233,.15,-.3405029,.5919078,.2042956,0,11
"value",2234,.15,-.3439186,.5978452,.2045432,0,11
"value",2235,.15,-.3473343,.6037825,.2047908,0,11
"value",2236,.15,-.35075,.6097199,.2050384,0,11
"value",2237,.15,-.3541656,.6156573,.205286,0,11
"value",2238,.15,-.3575813,.6215946,.2055336,0,11
"value",2239,.15,-.360997,.6275319,.2057811,0,11
"value",2240,.15,-.3644127,.6334693,.2060287,0,11
"value",2241,.15,-.3678284,.6394067,.2062763,0,11
"value",2242,.15,-.3712441,.645344,.2065239,0,11
"value",2243,.15,-.3746598,.6512814,.2067715,0,11
"value",2244,.15,-.3780755,.6572188,.2070191,0,11
"value",2245,.15,-.3814912,.6631561,.2072667,0,11
"value",2246,.15,-.3849069,.6690934,.2075143,0,11
"value",2247,.15,-.3883226,.6750308,.2077619,0,11
"value",2248,.15,-.3917382,.6809682,.2080095,0,11
"value",2249,.15,-.3951539,.6869055,.2082571,0,11
"value",2250,.15,-.3985696,.6928429,.2085047,0,11
"value",2251,.15,-.4019853,.6987802,.2087523,0,11
"value",2252,.15,-.405401,.7047176,.2089999,0,11
"value",2253,.15,-.4088167,.7106549,.2092475,0,11
"value",2254,.15,-.4122324,.7165923,.2094951,0,11
"value",2255,.15,-.4156481,.7225296,.2097427,0,11
"value",2256,.15,-.4190638,.728467,.2099902,0,11
"value",2257,.15,-.4224795,.7344044,.2102378,0,11
"value",2258,.15,-.4258952,.7403417,.2104854,0,11
"value",2259,.15,-.4293109,.7462791,.210733,0,11
"value",2260,.15,-.4327265,.7522165,.2109806,0,11
"value",2261,.15,-.4361422,.7581538,.2112282,0,11
"value",2262,.15,-.4395579,.7640911,.2114758,0,11
"value",2263,.15,-.4429736,.7700285,.2117234,0,11
"value",2264,.15,-.4463893,.7759659,.211971,0,11
"value",2265,.15,-.449805,.7819032,.2122186,0,11
"value",2266,.15,-.4532207,.7878405,.2124662,0,11
"value",2267,.15,-.4566364,.7937779,.2127138,0,11
"value",2268,.15,-.4600521,.7997153,.2129614,0,11
"value",2269,.15,-.4634677,.8056526,.213209,0,11
"value",2270,.15,-.4668835,.81159,.2134566,0,11
"value",2271,.15,-.4702992,.8175274,.2137042,0,11
"value",2272,.15,-.4737148,.8234647,.2139518,0,11
"value",2273,.15,-.4771305,.8294021,.2141993,0,11
"value",2274,.15,-.4805462,.8353394,.2144469,0,11
"value",2275,.15,-.4839619,.8412768,.2146945,0,11
"value",2276,.15,-.4873776,.8472142,.2149421,0,11
"value",2277,.15,-.4907933,.8531515,.2151897,0,11
"value",2278,.15,-.494209,.8590888,.2154373,0,11
"value",2279,.15,-.4976247,.8650262,.2156849,0,11
"value",2280,.15,-.5010403,.8709636,.2159325,0,11
"value",2281,.15,-.504456,.8769009,.2161801,0,11
"value",2282,.15,-.5078717,.8828382,.2164277,0,11
"value",2283,.15,-.5112875,.8887756,.2166753,0,11
"value",2284,.15,-.5147031,.894713,.2169229,0,11
"value",2285,.15,-.5181188,.9006503,.2171705,0,11
"value",2286,.15,-.5215345,.9065877,.2174181,0,11
"value",2287,.15,-.5249502,.9125251,.2176657,0,11
"value",2288,.15,-.5283659,.9184624,.2179133,0,11
"value",2289,.15,-.5317816,.9243998,.2181609,0,11
"value",2290,.15,-.5351973,.9303371,.2184085,0,11
"value",2291,.15,-.538613,.9362745,.218656,0,11
"value",2292,.15,-.5420287,.9422118,.2189036,0,11
"value",2293,.15,-.5454444,.9481492,.2191512,0,11
"value",2294,.15,-.54886,.9540865,.2193988,0,11
"value",2295,.15,-.5522757,.9600239,.2196464,0,11
"value",2296,.15,-.5556914,.9659613,.219894,0,11
"value",2297,.15,-.5591071,.9718986,.2201416,0,11
"value",2298,.15,-.5625228,.977836,.2203892,0,11
"value",2299,.15,-.5659385,.9837734,.2206368,0,11
"value",2300,.15,-.5693542,.9897107,.2208844,0,11
"value",2015,.2,-.0307883,.0068622,-.1531614,.0913345,.4047082
"value",2016,.2,-.0280142,.0336318,-.2727672,.1043945,.452688
"value",2017,.2,-.044592,.1561579,-.4949216,.1150177,.4898569
"value",2018,.2,-.0321744,.0740754,-.3826532,.1313385,.5439752
"value",2019,.2,-.0354117,.0696292,-.3512457,.1356659,.5908411
"value",2020,.2,-.0202404,-.0334888,-.1895008,.1499573,.6357951
"value",2021,.2,-.0023071,-.1360158,-.0129597,.1627564,.6857845
"value",2022,.2,.0071475,-.1530236,.0060538,.185022,.7193935
"value",2023,.2,.0143178,-.1566842,.0094551,.2035401,.7588283
"value",2024,.2,.0339919,-.2217905,.0914746,.2167926,.8046947
"value",2025,.2,.0415852,-.2571424,.1406679,.2303988,.8440318
"value",2026,.2,.0353202,-.2318768,.0991261,.25,.8832209
