temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
15.3,27,-1.7692101,3.1189785,-7.8822956,4.3438754,-.58496338,3.3484716,-7.1478472,5.9779201,-8.4985924,8.2897816,-24.746265,7.7490807
15.4,27,-1.7540888,3.0923207,-7.8149261,4.3067484,-.57996368,3.3198524,-7.0867548,5.9268274,-8.4259558,8.2189293,-24.53476,7.6828494
15.5,27,-1.7389672,3.0656626,-7.7475557,4.2696214,-.57496399,3.2912328,-7.0256615,5.8757339,-8.3533173,8.1480761,-24.323254,7.6166177
15.6,27,-1.7238457,3.0390046,-7.6801853,4.2324939,-.56996429,3.2626133,-6.9645686,5.8246403,-8.2806797,8.0772228,-24.111746,7.550386
15.7,27,-1.7087244,3.012347,-7.6128159,4.1953669,-.56496465,3.233994,-6.9034762,5.7735472,-8.2080421,8.0063705,-23.90024,7.4841547
15.8,27,-1.6936028,2.9856889,-7.5454454,4.1582398,-.55996495,3.2053745,-6.8423834,5.7224536,-8.1354046,7.9355173,-23.688732,7.417923
15.9,27,-1.6784815,2.9590311,-7.478076,4.1211128,-.55496526,3.1767552,-6.781291,5.6713605,-8.062768,7.8646646,-23.477228,7.3516922
16,27,-1.66336,2.932373,-7.4107056,4.0839858,-.54996556,3.1481357,-6.7201982,5.6202669,-7.9901299,7.7938118,-23.26572,7.2854605
16.1,27,-1.6482384,2.905715,-7.3433352,4.0468583,-.54496586,3.1195161,-6.6591053,5.5691733,-7.9174919,7.7229586,-23.054213,7.2192287
16.200001,27,-1.633117,2.8790569,-7.2759647,4.0097308,-.53996617,3.0908966,-6.5980124,5.5180798,-7.8448544,7.6521053,-22.842705,7.152997
16.299999,27,-1.6179957,2.8523993,-7.2085958,3.9726045,-.53496653,3.0622776,-6.5369205,5.4669876,-7.7722178,7.5812535,-22.631203,7.0867667
16.4,27,-1.6028742,2.8257413,-7.1412253,3.9354773,-.52996683,3.033658,-6.4758277,5.415894,-7.6995797,7.5104008,-22.419695,7.020535
16.5,27,-1.5877527,2.7990832,-7.0738554,3.8983498,-.52496713,3.0050385,-6.4147344,5.3648005,-7.6269422,7.4395475,-22.208187,6.9543033
16.6,27,-1.5726311,2.7724254,-7.006485,3.8612225,-.51996744,2.976419,-6.3536415,5.3137069,-7.5543041,7.3686943,-21.996679,6.8880715
16.700001,27,-1.5575097,2.7457674,-6.9391146,3.8240952,-.51496774,2.9477994,-6.2925487,5.2626133,-7.4816666,7.2978411,-21.785173,6.8218398
16.799999,27,-1.5423884,2.7191098,-6.8717456,3.7869687,-.5099681,2.9191806,-6.2314568,5.2115207,-7.40903,7.2269897,-21.573669,6.755609
16.9,27,-1.527267,2.6924517,-6.8043752,3.7498415,-.5049684,2.8905611,-6.1703639,5.1604271,-7.3363924,7.1561365,-21.362162,6.6893773
17,27,-1.5121454,2.6657937,-6.7370048,3.7127142,-.49996868,2.8619416,-6.109271,5.1093335,-7.2637544,7.0852833,-21.150654,6.6231456
17.1,27,-1.4970239,2.6391356,-6.6696348,3.6755869,-.49496898,2.833322,-6.0481782,5.0582399,-7.1911163,7.01443,-20.939148,6.5569143
17.200001,27,-1.4819024,2.6124775,-6.6022644,3.6384597,-.48996928,2.8047025,-5.9870853,5.0071464,-7.1184788,6.9435773,-20.72764,6.4906826
17.299999,27,-1.4667811,2.58582,-6.5348954,3.6013329,-.48496968,2.7760835,-5.9259934,4.9560542,-7.0458422,6.8727255,-20.516136,6.4244518
17.4,27,-1.4516597,2.5591619,-6.467525,3.5642056,-.47996998,2.7474639,-5.8649006,4.9049606,-6.9732046,6.8018723,-20.304628,6.3582201
17.5,27,-1.4365381,2.5325041,-6.4001546,3.5270784,-.47497025,2.7188444,-5.8038073,4.8538671,-6.9005666,6.731019,-20.093122,6.2919884
17.6,27,-1.4214166,2.505846,-6.3327847,3.4899511,-.46997055,2.6902249,-5.7427144,4.8027735,-6.827929,6.6601663,-19.881615,6.2257566
17.700001,27,-1.4062951,2.479188,-6.2654142,3.4528239,-.46497086,2.6616054,-5.6816216,4.7516799,-6.755291,6.589313,-19.670107,6.1595249
17.799999,27,-1.3911738,2.4525304,-6.1980453,3.4156973,-.45997125,2.6329865,-5.6205297,4.7005873,-6.6826544,6.5184612,-19.458603,6.0932946
17.9,27,-1.3760524,2.4258723,-6.1306748,3.3785701,-.45497152,2.604367,-5.5594368,4.6494937,-6.6100168,6.447608,-19.247097,6.0270629
18,27,-1.3609309,2.3992143,-6.0633044,3.3414428,-.44997182,2.5757475,-5.4983439,4.5984001,-6.5373788,6.3767552,-19.035589,5.9608312
18.1,27,-1.3458093,2.3725562,-5.995934,3.3043156,-.44497213,2.547128,-5.4372511,4.5473065,-6.4647412,6.305902,-18.824081,5.8945994
18.200001,27,-1.3306879,2.3458982,-5.9285641,3.2671881,-.4399724,2.5185084,-5.3761582,4.4962134,-6.3921032,6.2350488,-18.612574,5.8283677
18.299999,27,-1.3155667,2.3192408,-5.8611946,3.2300615,-.43497279,2.4898894,-5.3150663,4.4451208,-6.3194671,6.164197,-18.401072,5.7621374
18.4,27,-1.3004451,2.2925828,-5.7938247,3.1929343,-.4299731,2.4612699,-5.2539735,4.3940272,-6.246829,6.0933437,-18.189564,5.6959057
18.5,27,-1.2853236,2.2659247,-5.7264543,3.155807,-.4249734,2.4326503,-5.1928802,4.3429337,-6.174191,6.022491,-17.978056,5.629674
18.6,27,-1.270202,2.2392666,-5.6590838,3.1186798,-.41997367,2.4040308,-5.1317873,4.2918401,-6.1015534,5.9516377,-17.766548,5.5634422
18.700001,27,-1.2550806,2.2126086,-5.5917134,3.0815525,-.41497397,2.3754113,-5.0706944,4.2407465,-6.0289154,5.8807845,-17.555042,5.4972105
18.799999,27,-1.2399594,2.185951,-5.5243444,3.044426,-.40997437,2.3467922,-5.0096025,4.1896539,-5.9562793,5.8099327,-17.343538,5.4309802
18.9,27,-1.2248379,2.1592929,-5.4569745,3.0072987,-.40497467,2.3181727,-4.9485097,4.1385603,-5.8836412,5.73908,-17.13203,5.3647485
19,27,-1.2097163,2.1326349,-5.3896041,2.9701712,-.39997494,2.2895532,-4.8874168,4.0874667,-5.8110037,5.6682267,-16.920523,5.2985168
19.1,27,-1.1945949,2.1059768,-5.3222337,2.933044,-.39497524,2.2609336,-4.826324,4.0363731,-5.7383657,5.5973735,-16.709017,5.232285
19.200001,27,-1.1794733,2.0793188,-5.2548633,2.8959167,-.38997555,2.2323141,-4.7652311,3.9852798,-5.6657276,5.5265203,-16.497509,5.1660533
19.299999,27,-1.1643521,2.0526614,-5.1874943,2.8587902,-.38497594,2.2036953,-4.7041392,3.9341872,-5.5930915,5.4556689,-16.286005,5.099823
19.4,27,-1.1492306,2.0260034,-5.1201239,2.8216629,-.37997621,2.1750758,-4.6430464,3.8830938,-5.5204535,5.3848157,-16.074499,5.0335913
19.5,27,-1.134109,1.9993453,-5.0527539,2.7845356,-.37497652,2.1464562,-4.581953,3.8320003,-5.4478159,5.3139625,-15.862991,4.9673595
19.6,27,-1.1189876,1.9726872,-4.9853835,2.7474084,-.36997682,2.1178367,-4.5208602,3.7809067,-5.3751779,5.2431092,-15.651484,4.9011278
19.700001,27,-1.103866,1.9460292,-4.9180131,2.7102811,-.36497712,2.0892172,-4.4597673,3.7298131,-5.3025403,5.1722565,-15.439976,4.8348961
19.799999,27,-1.0887448,1.9193716,-4.8506441,2.6731546,-.35997748,2.0605981,-4.3986754,3.6787207,-5.2299037,5.1014047,-15.228473,4.7686653
19.9,27,-1.0736233,1.8927135,-4.7832737,2.6360271,-.35497779,2.0319786,-4.3375826,3.6276271,-5.1572657,5.0305514,-15.016966,4.7024336
20,27,-1.0585018,1.8660556,-4.7159033,2.5988998,-.34997809,2.0033591,-4.2764897,3.5765336,-5.0846281,4.9596982,-14.805458,4.6362019
20.1,27,-1.0433803,1.8393975,-4.6485333,2.5617726,-.34497839,1.9747396,-4.2153969,3.52544,-5.0119901,4.8888454,-14.593951,4.5699701
20.200001,27,-1.0282588,1.8127395,-4.5811629,2.5246453,-.33997867,1.94612,-4.154304,3.4743464,-4.9393525,4.8179922,-14.382443,4.5037389
20.299999,27,-1.0131376,1.7860819,-4.5137939,2.4875188,-.33497906,1.9175011,-4.0932121,3.423254,-4.8667159,4.7471404,-14.17094,4.4375081
20.4,27,-.998016,1.759424,-4.4464235,2.4503915,-.32997936,1.8888816,-4.0321193,3.3721604,-4.7940784,4.6762872,-13.959433,4.3712764
20.5,27,-.98289454,1.7327659,-4.3790531,2.4132643,-.32497966,1.860262,-3.9710262,3.3210669,-4.7214403,4.6054339,-13.747926,4.3050447
20.6,27,-.96777302,1.7061079,-4.3116827,2.376137,-.31997994,1.8316425,-3.9099333,3.2699733,-4.6488023,4.5345812,-13.536418,4.2388129
20.700001,27,-.9526515,1.6794498,-4.2443128,2.3390095,-.31498024,1.803023,-3.8488402,3.2188797,-4.5761647,4.463728,-13.324911,4.1725812
20.799999,27,-.93753028,1.6527922,-4.1769438,2.301883,-.30998063,1.7744039,-3.7877486,3.1677873,-4.5035281,4.3928761,-13.113407,4.1063509
20.9,27,-.92240876,1.6261343,-4.1095734,2.2647557,-.30498093,1.7457844,-3.7266555,3.1166937,-4.4308906,4.3220229,-12.9019,4.0401192
21,27,-.90728724,1.5994762,-4.0422029,2.2276285,-.29998121,1.7171649,-3.6655626,3.0656002,-4.3582525,4.2511702,-12.690392,3.9738874
21.1,27,-.89216572,1.5728182,-3.9748328,2.1905012,-.29498151,1.6885453,-3.6044698,3.0145066,-4.285615,4.1803169,-12.478886,3.9076557
21.200001,27,-.8770442,1.5461601,-3.9074624,2.153374,-.28998181,1.6599258,-3.5433767,2.963413,-4.2129769,4.1094637,-12.267378,3.841424
21.299999,27,-.86192298,1.5195026,-3.8400934,2.1162474,-.2849822,1.6313069,-3.482285,2.9123206,-4.1403403,4.0386119,-12.055875,3.7751937
21.4,27,-.84680146,1.4928446,-3.772723,2.0791202,-.27998248,1.6026874,-3.4211919,2.861227,-4.0677028,3.9677589,-11.844367,3.708962
21.5,27,-.83168,1.4661865,-3.7053528,2.0419929,-.27498278,1.5740678,-3.3600991,2.8101335,-3.995065,3.8969059,-11.63286,3.6427302
21.6,27,-.81655848,1.4395285,-3.6379824,2.0048654,-.26998308,1.5454483,-3.2990062,2.7590399,-3.9224272,3.8260527,-11.421352,3.5764985
21.700001,27,-.80143696,1.4128704,-3.5706122,1.9677383,-.26498336,1.5168288,-3.2379131,2.7079465,-3.8497891,3.7551997,-11.209846,3.5102668
21.799999,27,-.78631574,1.3862129,-3.5032432,1.9306116,-.25998375,1.4882098,-3.1768215,2.6568539,-3.7771528,3.6843479,-10.998342,3.4440362
21.9,27,-.77119422,1.3595549,-3.4358728,1.8934844,-.25498405,1.4595903,-3.1157284,2.6057603,-3.704515,3.6134949,-10.786835,3.3778045
22,27,-.7560727,1.3328968,-3.3685024,1.8563571,-.24998434,1.4309708,-3.0546355,2.5546668,-3.6318772,3.5426416,-10.575327,3.3115728
22.1,27,-.74095118,1.3062388,-3.3011322,1.8192298,-.24498464,1.4023513,-2.9935427,2.5035732,-3.5592394,3.4717886,-10.36382,3.2453413
22.200001,27,-.72582966,1.2795807,-3.2337618,1.7821025,-.23998493,1.3737317,-2.9324496,2.4524798,-3.4866016,3.4009354,-10.152312,3.1791096
22.299999,27,-.71070844,1.2529233,-3.1663928,1.7449759,-.23498532,1.3451127,-2.8713579,2.4013872,-3.413965,3.3300836,-9.9408092,3.112879
22.4,27,-.69558692,1.2262652,-3.0990226,1.7078487,-.22998562,1.3164933,-2.8102648,2.3502936,-3.3413272,3.2592306,-9.7293015,3.0466473
22.5,27,-.68046546,1.1996071,-3.0316522,1.6707214,-.22498591,1.2878737,-2.749172,2.2992001,-3.2686894,3.1883776,-9.5177946,2.9804156
22.6,27,-.66534394,1.1729491,-2.964282,1.633594,-.2199862,1.2592542,-2.6880791,2.2481067,-3.1960516,3.1175244,-9.3062868,2.9141839
22.700001,27,-.65022242,1.146291,-2.8969116,1.5964668,-.2149865,1.2306347,-2.626986,2.1970131,-3.1234138,3.0466714,-9.09478,2.8479521
22.799999,27,-.6351012,1.1196336,-2.8295426,1.5593402,-.2099869,1.2020156,-2.5658944,2.1459205,-3.0507774,2.9758196,-8.8832769,2.7817218
22.9,27,-.61997968,1.0929755,-2.7621722,1.522213,-.20498718,1.1733961,-2.5048013,2.0948269,-2.9781396,2.9049664,-8.6717691,2.7154901
23,27,-.60485816,1.0663174,-2.694802,1.4850856,-.19998747,1.1447766,-2.4437084,2.0437334,-2.9055018,2.8341134,-8.4602613,2.6492584
23.1,27,-.58973664,1.0396594,-2.6274316,1.4479584,-.19498777,1.1161571,-2.3826156,1.9926399,-2.8328638,2.7632601,-8.2487545,2.5830266
23.200001,27,-.57461512,1.0130014,-2.5600615,1.4108311,-.18998806,1.0875375,-2.3215225,1.9415464,-2.760226,2.6924071,-8.0372467,2.5167949
23.299999,27,-.5594939,.98634386,-2.4926925,1.3737046,-.18498845,1.0589186,-2.2604308,1.8904538,-2.6875896,2.6215553,-7.8257437,2.4505644
23.4,27,-.54437238,.9596858,-2.4253221,1.3365773,-.17998874,1.0302991,-2.1993377,1.8393604,-2.6149518,2.5507023,-7.6142364,2.3843327
23.5,27,-.52925092,.9330278,-2.3579516,1.2994499,-.17498904,1.0016795,-2.1382449,1.7882668,-2.5423141,2.4798491,-7.402729,2.3181009
23.6,27,-.5141294,.90636975,-2.2905815,1.2623227,-.16998933,.97306001,-2.077152,1.7371732,-2.4696763,2.4089961,-7.1912217,2.2518694
23.700001,27,-.49900788,.87971169,-2.2232111,1.2251954,-.16498964,.94444048,-2.0160589,1.6860797,-2.3970385,2.3381429,-6.9797144,2.1856377
23.799999,27,-.48388666,.85305417,-2.1558421,1.1880689,-.15999001,.91582149,-1.9549671,1.6349871,-2.3244019,2.2672913,-6.7682109,2.1194072
23.9,27,-.46876514,.82639611,-2.0884719,1.1509415,-.15499032,.88720196,-1.8938743,1.5838937,-2.2517641,2.1964381,-6.5567036,2.0531754
24,27,-.45364362,.79973811,-2.0211015,1.1138142,-.1499906,.85858244,-1.8327813,1.5328001,-2.1791263,2.1255851,-6.3451962,1.9869437
24.1,27,-.4385221,.77308005,-1.9537312,1.076687,-.14499091,.82996291,-1.7716883,1.4817065,-2.1064885,2.0547318,-6.1336889,1.920712
24.200001,27,-.42340061,.74642199,-1.8863609,1.0395597,-.13999119,.80134338,-1.7105954,1.430613,-2.0338507,1.9838789,-5.9221816,1.8544803
24.299999,27,-.40827939,.71976447,-1.8189919,1.0024331,-.13499159,.77272445,-1.6495036,1.3795204,-1.9612142,1.913027,-5.7106781,1.7882499
24.4,27,-.39315787,.69310647,-1.7516216,.96530581,-.12999187,.74410492,-1.5884107,1.328427,-1.8885764,1.8421739,-5.4991708,1.7220181
24.5,27,-.37803635,.66644841,-1.6842512,.92817855,-.12499217,.71548539,-1.5273178,1.2773334,-1.8159386,1.7713208,-5.2876635,1.6557864
24.6,27,-.36291483,.63979036,-1.6168809,.89105123,-.11999246,.68686587,-1.4662248,1.2262399,-1.7433008,1.7004677,-5.0761561,1.5895548
24.700001,27,-.34779334,.61313236,-1.5495106,.85392398,-.11499276,.65824634,-1.4051318,1.1751463,-1.670663,1.6296146,-4.8646488,1.5233231
24.799999,27,-.33267212,.58647484,-1.4821416,.81679738,-.10999315,.62962735,-1.34404,1.1240538,-1.5980265,1.5587629,-4.6531458,1.4570925
24.9,27,-.3175506,.55981678,-1.4147713,.77967012,-.10499345,.60100782,-1.2829472,1.0729603,-1.5253887,1.4879098,-4.4416385,1.3908609
25,27,-.30242908,.53315872,-1.347401,.7425428,-.099993736,.57238829,-1.2218542,1.0218667,-1.4527509,1.4170567,-4.2301307,1.3246292
25.1,27,-.28730756,.50650072,-1.2800307,.70541555,-.094994031,.54376876,-1.1607612,.97077322,-1.380113,1.3462036,-4.0186234,1.2583975
25.200001,27,-.27218607,.47984266,-1.2126604,.66828829,-.089994326,.51514924,-1.0996683,.91967964,-1.3074752,1.2753505,-3.8071163,1.1921657
25.299999,27,-.25706485,.45318511,-1.1452913,.63116169,-.084994718,.48653027,-1.0385765,.86858714,-1.2348388,1.2044986,-3.5956128,1.1259353
25.4,27,-.24194333,.42652708,-1.077921,.59403443,-.079995006,.45791075,-.97748357,.81749356,-1.1622009,1.1336457,-3.3841054,1.0597036
25.5,27,-.22682181,.39986905,-1.0105507,.55690712,-.074995302,.42929122,-.91639066,.76640004,-1.0895631,1.0627925,-3.1725981,.99347186
25.6,27,-.21170031,.373211,-.94318044,.51977986,-.069995597,.40067169,-.85529768,.71530652,-1.0169253,.99193943,-2.9610908,.92724013
25.700001,27,-.19657879,.34655297,-.87581015,.48265254,-.064995892,.37205219,-.79420477,.664213,-.94428754,.92108631,-2.7495835,.86100847
25.799999,27,-.18145756,.31989545,-.8084411,.44552597,-.059996281,.3434332,-.73311299,.61312044,-.87165105,.85023457,-2.5380802,.79477799
25.9,27,-.16633606,.29323742,-.74107081,.40839869,-.054996576,.31481367,-.67202002,.56202692,-.79901326,.77938145,-2.3265729,.72854626
26,27,-.15121454,.26657936,-.67370051,.3712714,-.049996868,.28619415,-.6109271,.51093334,-.72637546,.70852834,-2.1150653,.66231459
26.1,27,-.13609304,.23992133,-.60633022,.33414415,-.044997163,.25757462,-.54983413,.45983982,-.6537376,.63767523,-1.9035581,.59608287
26.200001,27,-.12097152,.21326329,-.53895986,.29701686,-.039997458,.2289551,-.48874122,.4087463,-.58109981,.56682211,-1.6920507,.52985114
26.299999,27,-.10585029,.18660577,-.47159088,.25989029,-.034997847,.20033613,-.42764944,.35765374,-.50846338,.49597037,-1.4805474,.46362072
26.4,27,-.090728782,.15994772,-.40422055,.22276299,-.02999814,.1717166,-.3665565,.30656022,-.43582553,.42511728,-1.2690401,.39738899
26.5,27,-.07560727,.13328968,-.33685026,.1856357,-.024998434,.14309707,-.30546355,.25546667,-.36318773,.35426417,-1.0575327,.3311573
26.6,27,-.060485758,.10663164,-.26947993,.14850843,-.019998729,.11447755,-.24437061,.20437315,-.2905499,.28341106,-.84602535,.26492557
26.700001,27,-.045364246,.079973608,-.20210963,.11138114,-.014999023,.085858025,-.18327767,.15327962,-.21791208,.21255796,-.63451803,.19869387
26.799999,27,-.030243024,.053316075,-.13474062,.074254565,-.0099994121,.057239048,-.12218589,.10218706,-.14527564,.14170621,-.4230147,.13246343
26.9,27,-.015121512,.026658038,-.06737031,.037127282,-.0049997061,.028619524,-.061092943,.05109353,-.072637819,.070853107,-.21150735,.066231713
27,27,0,0,0,0,0,0,0,0,0,0,0,0
27.1,27,.015111418,.026656456,-.037134275,.067357115,.0049966071,.028617673,-.051093001,.061086215,.072619148,.070849702,-.066243708,.211482
27.200001,27,.030162273,.053303428,-.074310526,.13463506,.0099746194,.057224236,-.10218283,.12213206,.14512624,.14167897,-.13255945,.42281193
27.299999,27,.045091718,.079930939,-.11157005,.20175348,.014915349,.085808061,-.15326537,.18309607,.21740785,.21246608,-.19901799,.63383371
27.4,27,.059839759,.10653061,-.1489564,.26863593,.019800389,.11435919,-.2043395,.24394029,.28935468,.28319335,-.26569408,.84440345
27.5,27,.074345551,.13309258,-.18651113,.33520225,.024611052,.14286609,-.25540131,.30462343,.36085331,.35383922,-.33265883,1.0543655
27.6,27,.088548526,.15960766,-.22427674,.40137377,.029328743,.17131783,-.30644804,.36510551,.43179169,.42438355,-.39998475,1.2635682
27.700001,27,.10238812,.18606672,-.26229593,.46707219,.033934865,.19970362,-.35747701,.42534676,.50205773,.49480632,-.4677448,1.4718603
27.799999,27,.11580352,.21246032,-.30061105,.5322181,.038410746,.22801219,-.40848494,.48530644,.57153815,.56508636,-.5360108,1.679087
27.9,27,.12873469,.23878074,-.33926696,.59673631,.042737953,.25623411,-.45947164,.54494756,.64012343,.63520682,-.60485899,1.8851058
28,27,.14112078,.26501891,-.37830675,.66054833,.046897814,.28435838,-.51043439,.60422999,.70770025,.70514685,-.67436218,2.0897627
28.1,27,.15290125,.29116654,-.41777471,.7235772,.050871726,.31237483,-.56137168,.66311514,.77415657,.77488744,-.74459493,2.2929082
28.200001,27,.16401552,.31721562,-.45771566,.78574669,.054641102,.34027341,-.61228257,.72156477,.83938032,.84440976,-.81563234,2.4943931
28.299999,27,.17440283,.34315789,-.49817425,.84697992,.05818728,.36804384,-.66316539,.77953994,.90325826,.91369396,-.88754898,2.6940656
28.4,27,.18400306,.36898696,-.5391981,.90720421,.061491795,.39567757,-.71402198,.83700562,.96568078,.98272461,-.96042407,2.8917856
28.5,27,.19275537,.39469528,-.58083314,.96634388,.06453599,.42316484,-.76485187,.89392388,1.0265346,1.0514826,-1.0343335,3.0874026
28.6,27,.20059925,.42027622,-.62312698,1.0243255,.067301266,.45049667,-.81565595,.95025849,1.0857075,1.1199507,-1.1093554,3.2807703
28.700001,27,.20747413,.44572353,-.66612792,1.0810761,.069769032,.47766438,-.86643595,1.0059741,1.1430876,1.1881119,-1.1855689,3.4717443
28.799999,27,.21331933,.47103098,-.70988441,1.1365231,.071920656,.50465912,-.91719306,1.0610343,1.1985619,1.2559488,-1.2630526,3.6601763
28.9,27,.21807452,.49619424,-.75444835,1.1905974,.073737621,.53147405,-.96793234,1.1154076,1.2520202,1.3234481,-1.3418903,3.8459308
29,27,.22167902,.52120811,-.79987013,1.2432282,.075201295,.558101,-1.0186566,1.1690592,1.3033496,1.3905932,-1.4221629,4.028862
29.1,27,.22407225,.54606837,-.84620214,1.2943467,.076293074,.58453298,-1.0693705,1.2219566,1.352438,1.4573696,-1.5039538,4.2088299
29.200001,27,.22519365,.57077152,-.89349794,1.3438852,.076994367,.61076325,-1.1200796,1.2740684,1.3991733,1.5237632,-1.5873476,4.385694
29.299999,27,.22498268,.59531403,-.94181138,1.3917767,.077286586,.63678515,-1.1707894,1.3253626,1.4434426,1.5897596,-1.6724288,4.5593138
29.4,27,.22337878,.61969465,-.99120039,1.437958,.077151142,.66259408,-1.2215093,1.3758117,1.4851356,1.6553487,-1.7592882,4.7295594
29.5,27,.22032137,.64391136,-1.0417217,1.4823644,.076569431,.68818438,-1.2722472,1.4253861,1.5241393,1.7205175,-1.848013,4.8962917
29.6,27,.21574987,.66796333,-1.0934342,1.5249341,.075522855,.71355158,-1.3230126,1.4740583,1.5603417,1.7852552,-1.9386941,5.0593777
29.700001,27,.20960374,.69185072,-1.1463987,1.5656062,.073992819,.73869181,-1.3738165,1.5218022,1.5936308,1.8495516,-2.0314236,5.2186852
29.799999,27,.20182258,.71557379,-1.2006763,1.6043215,.071960777,.76360136,-1.4246703,1.568592,1.623894,1.9133964,-2.1262939,5.3740821
29.9,27,.19234553,.73913538,-1.2563331,1.6410242,.069408059,.78827864,-1.4755896,1.6144058,1.6510203,1.9767839,-2.2234049,5.5254455
30,27,.18111214,.7625376,-1.3134341,1.6756585,.066316105,.81272143,-1.5265886,1.6592208,1.6748972,2.0397055,-2.3228524,5.6726465
30.1,27,.16806187,.7857843,-1.3720471,1.7081708,.062666312,.83692867,-1.5776837,1.7030164,1.6954124,2.1021557,-2.424737,5.8155618
30.200001,27,.15313411,.80888015,-1.4322418,1.73851,.058440086,.86090022,-1.6288934,1.7457736,1.7124541,2.164129,-2.5291607,5.9540687
30.299999,27,.13626872,.8318305,-1.4940891,1.7666266,.053618949,.88463634,-1.6802363,1.7874743,1.7259098,2.2256205,-2.6362264,6.0880461
30.4,27,.11740439,.85464329,-1.5576657,1.7924744,.048184082,.90813947,-1.7317365,1.8281047,1.7356682,2.2866304,-2.7460451,6.2173815
30.5,27,.096480988,.87732613,-1.6230466,1.8160087,.042117029,.93141174,-1.7834164,1.8676505,1.7416168,2.347156,-2.8587246,6.341958
30.6,27,.073437862,.89988852,-1.6903112,1.8371869,.035399165,.95445669,-1.8353015,1.9060999,1.7436436,2.4071977,-2.9743769,6.4616642
30.700001,27,.048214447,.92234099,-1.7595407,1.8559695,.028011892,.97727895,-1.8874197,1.9434434,1.7416365,2.4667566,-3.0931177,6.5763907
30.799999,27,.020750737,.94469523,-1.8308178,1.8723193,.019936781,.99988383,-1.9397995,1.9796731,1.7354836,2.525835,-3.2150621,6.6860294
30.9,27,-.0090148747,.96696538,-1.9042321,1.8862025,.011154932,1.022279,-1.9924753,2.0147851,1.7250727,2.5844398,-3.3403361,6.7904816
31,27,-.0411424,.9891659,-1.9798719,1.8975871,.0016479114,1.0444723,-2.0454803,2.0487759,1.7102919,2.642576,-3.4690616,6.8896456
31.1,27,-.075692482,1.011313,-2.0578296,1.9064445,-.0086028995,1.0664729,-2.0988514,2.0816455,1.691029,2.7002513,-3.6013663,6.9834242
31.200001,27,-.11272557,1.0334245,-2.1382005,1.9127493,-.019616062,1.0882915,-2.1526282,2.1133962,1.667172,2.7574756,-3.737381,7.0717249
31.299999,27,-.15230164,1.0555195,-2.2210817,1.9164784,-.031409994,1.1099397,-2.206852,2.144032,1.6386092,2.8142593,-3.8772378,7.1544561
31.4,27,-.19448265,1.0776194,-2.3065779,1.9176127,-.044003703,1.1314318,-2.2615695,2.173562,1.6052277,2.8706179,-4.02108,7.2315354
31.5,27,-.23932834,1.0997468,-2.3947926,1.9161359,-.057415541,1.1527824,-2.3168278,2.2019966,1.5669161,2.9265656,-4.1690474,7.3028793
31.6,27,-.28689945,1.1219258,-2.4858336,1.9120347,-.071664162,1.174008,-2.3726776,2.2293491,1.523562,2.9821203,-4.3212862,7.3684101
31.700001,27,-.33725637,1.1441823,-2.5798125,1.9052997,-.086768098,1.1951264,-2.4291728,2.2556367,1.4750537,3.0373011,-4.4779468,7.4280543
31.799999,27,-.39045879,1.1665435,-2.6768422,1.8959246,-.10274568,1.2161571,-2.4863698,2.2808783,1.4212799,3.0921285,-4.6391807,7.4817405
31.9,27,-.44656914,1.1890398,-2.7770443,1.883906,-.11961608,1.2371221,-2.5443308,2.3050988,1.3621267,3.1466293,-4.8051534,7.5294065
32,27,-.50564712,1.2117018,-2.8805389,1.8692447,-.13739762,1.2580441,-2.6031189,2.3283236,1.297483,3.2008283,-4.9760251,7.570991
32.099998,27,-.56775206,1.2345619,-2.9874489,1.8519448,-.15610851,1.2789476,-2.6627998,2.3505828,1.2272381,3.2547534,-5.1519613,7.6064377
32.200001,27,-.63294816,1.2576561,-3.0979087,1.8320124,-.17576846,1.2998604,-2.723448,2.371911,1.1512756,3.308439,-5.3331456,7.6356969
32.299999,27,-.70129097,1.2810189,-3.2120416,1.8094598,-.19639456,1.3208094,-2.7851331,2.392344,1.0694896,3.3619149,-5.5197425,7.6587214
32.400002,27,-.77284634,1.3046899,-3.3299916,1.784299,-.21800698,1.3418263,-2.8479381,2.4119241,.9817614,3.4152215,-5.7119493,7.6754723
32.5,27,-.84766912,1.3287073,-3.4518876,1.7565494,-.24062261,1.362942,-2.9119396,2.4306946,.88798618,3.4683938,-5.9099407,7.6859131
32.599998,27,-.92582291,1.3531132,-3.5778761,1.7262303,-.26426095,1.3841912,-2.9772255,2.4487038,.78804815,3.521476,-6.1139183,7.6900144
32.700001,27,-1.0073713,1.3779514,-3.7081063,1.6933637,-.2889415,1.4056107,-3.0438876,2.4660046,.68183118,3.5745149,-6.3240891,7.6877518
32.799999,27,-1.0923685,1.4032642,-3.8427157,1.6579788,-.3146809,1.4272368,-3.1120136,2.4826517,.56923181,3.6275537,-6.5406432,7.6791067
32.900002,27,-1.1808816,1.4290996,-3.9818652,1.6201019,-.34149984,1.449111,-3.181705,2.4987054,.45012894,3.6806474,-6.7638073,7.6640654
33,27,-1.2729646,1.4555025,-4.1256971,1.5797678,-.36941481,1.4712731,-3.253057,2.5142274,.32441938,3.7338452,-6.9937825,7.6426215
